label,energy_eV
Mg III (2p6 1S<0>),15.035271
Mg III (2p5.3s 3P*<2>),67.8079
Mg III (2p5.3s 3P*<1>),67.9602
Mg III (2p5.3s 3P*<0>),68.082
Mg III (2p5.3s 1P*<1>),68.5382
