Initial State,Final State,Partial Lifetime /s,Delta Energy /eV
Mg+ 2Po;v=2p6.3p,Mg+ 2S;v=2p6.3s,3.8911e-09,-4.42232755125699
Mg+ 2S;v=2p6.4s,Mg+ 2Po;v=2p6.3p,2.8986e-09,-4.23217737266186
Mg+ 2S;v=2p6.4s,Mg+ 2S;v=2p6.3s,53.476,-8.65450492391885
Mg+ 2D;v=2p6.3d,Mg+ 2Po;v=2p6.3p,2.0799e-09,-4.441234705352149
Mg+ 2D;v=2p6.3d,Mg+ 2S;v=2p6.3s,0.00011402,-8.86356225660914
Mg+ 2Po;v=2p6.4p,Mg+ 2S;v=2p6.4s,2.7701e-08,-1.34080858149232
Mg+ 2Po;v=2p6.4p,Mg+ 2D;v=2p6.3d,5.9524e-08,-1.131751248802031
Mg+ 2Po;v=2p6.4p,Mg+ 2S;v=2p6.3s,6.5789e-07,-9.99531350541117
Mg+ 2Po;v=2p6.4p,Mg+ 2Po;v=2p6.3p,0.0012438,-5.57298595415418
Mg+ 2S;v=2p6.5s,Mg+ 2Po;v=2p6.3p,8.3472e-09,-7.0819628229559095
Mg+ 2S;v=2p6.5s,Mg+ 2Po;v=2p6.4p,1.2594e-08,-1.5089768688017298
Mg+ 2D;v=2p6.4d,Mg+ 2Po;v=2p6.4p,1.2674e-08,-1.5735215535357305
Mg+ 2D;v=2p6.4d,Mg+ 2Po;v=2p6.3p,1.9463e-08,-7.14650750768991
Mg+ 2D;v=2p6.4d,Mg+ 2S;v=2p6.3s,0.00096154,-11.5688350589469
Mg+ 2D;v=2p6.4d,Mg+ 2D;v=2p6.3d,0.012706,-2.7052728023377615
Mg+ 2Fo;v=2p6.4f,Mg+ 2D;v=2p6.3d,4.3011e-09,-2.7658376861114604
Mg+ 2Fo;v=2p6.4f,Mg+ 2D;v=2p6.4d,0.00015373,-0.06056488377369895
Mg+ 2Po;v=2p6.5p,Mg+ 2S;v=2p6.5s,1.1364e-07,-0.5783233507691996
Mg+ 2Po;v=2p6.5p,Mg+ 2D;v=2p6.4d,1.4472e-07,-0.5137786660351988
Mg+ 2Po;v=2p6.5p,Mg+ 2S;v=2p6.3s,2.7548e-07,-12.0826137249821
Mg+ 2Po;v=2p6.5p,Mg+ 2D;v=2p6.3d,3.0864e-07,-3.2190514683729603
Mg+ 2Po;v=2p6.5p,Mg+ 2S;v=2p6.4s,6.4103e-06,-3.4281088010632494
Mg+ 2D;v=2p6.5d,Mg+ 2Po;v=2p6.5p,4.7642e-08,-0.7395362849984011
Mg+ 2D;v=2p6.5d,Mg+ 2Po;v=2p6.4p,5.7538e-08,-2.8268365045693304
Mg+ 2D;v=2p6.5d,Mg+ 2Po;v=2p6.3p,7.5988e-08,-8.39982245872351
Mg+ 2D;v=2p6.5d,Mg+ 2Fo;v=2p6.4f,9.434e-07,-1.192750067259901
Mg+ 2D;v=2p6.5d,Mg+ 2S;v=2p6.3s,0.0050762,-12.8221500099805
Mg+ 2Fo;v=2p6.5f,Mg+ 2D;v=2p6.3d,1.2545e-08,-3.992062714720161
Mg+ 2Fo;v=2p6.5f,Mg+ 2D;v=2p6.4d,2.3747e-08,-1.2867899123823996
Mg+ 2Fo;v=2p6.5f,Mg+ 2D;v=2p6.5d,0.00025707,-0.03347496134879968
