Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""5p6.6s""","=""2S""","=""1/2""",2,"=""""","=""0.00000000""","=""""","=""0""","=""L15024"""
"=""5p6.6p""","=""2P*""","=""1/2""",2,"=""""","=""1.385928617528""","=""""","=""0.000000000010""","=""L12151"""
"=""5p6.6p""","=""2P*""","=""3/2""",4,"=""""","=""1.454620692074""","=""""","=""0.000000000025""","=""L15527"""
"=""5p6.5d""","=""2D""","=""3/2""",4,"=""""","=""1.79767873""","=""""","=""0.00000012""","=""L793"""
"=""5p6.5d""","=""2D""","=""5/2""",6,"=""""","=""1.809777795""","=""""","=""0.000000025""","=""L7057"""
"=""5p6.7s""","=""2S""","=""1/2""",2,"=""""","=""2.2981127""","=""""","=""0.0000004""","=""L7057"""
"=""5p6.7p""","=""2P*""","=""1/2""",2,"=""""","=""2.6985592""","=""""","=""0.0000025""","=""L3506"""
"=""5p6.7p""","=""2P*""","=""3/2""",4,"=""""","=""2.721006""","=""""","=""0.000003""","=""L3506,L6284"""
"=""5p6.6d""","=""2D""","=""3/2""",4,"=""""","=""2.80065687""","=""""","=""0.00000012""","=""L4744"""
"=""5p6.6d""","=""2D""","=""5/2""",6,"=""""","=""2.80597149""","=""""","=""0.00000012""","=""L4744"""
"=""5p6.8s""","=""2S""","=""1/2""",2,"=""""","=""3.01494227654""","=""""","=""0.00000000012""","=""L12362"""
"=""5p6.4f""","=""2F*""","=""7/2""",8,"=""""","=""3.03414695""","=""""","=""0.00000025""","=""L793,L6284"""
"=""5p6.4f""","=""2F*""","=""5/2""",6,"=""""","=""3.03416944""","=""""","=""0.00000025""","=""L793"""
"=""5p6.8p""","=""2P*""","=""1/2""",2,"=""""","=""3.187489360""","=""""","=""0.000000004""","=""L9729"""
"=""5p6.8p""","=""2P*""","=""3/2""",4,"=""""","=""3.197739""","=""""","=""0.000004""","=""L7057,L6284"""
"=""5p6.7d""","=""2D""","=""3/2""",4,"=""""","=""3.22951984""","=""""","=""0.00000006""","=""L6147"""
"=""5p6.7d""","=""2D""","=""5/2""",6,"=""""","=""3.23211592""","=""""","=""0.00000006""","=""L7057"""
"=""5p6.9s""","=""2S""","=""1/2""",2,"=""""","=""3.33649694""","=""""","=""0.00000006""","=""L7057"""
"=""5p6.5f""","=""2F*""","=""7/2""",8,"=""""","=""3.3439968""","=""""","=""0.0000004""","=""L793,L6284"""
"=""5p6.5f""","=""2F*""","=""5/2""",6,"=""""","=""3.3440154""","=""""","=""0.0000004""","=""L793"""
"=""5p6.5g""","=""2G""","=""7/2""",8,"=""""","=""3.34857194""","=""""","=""0.00000025""","=""L7057"""
"=""5p6.5g""","=""2G""","=""9/2""",10,"=""""","=""3.34857229""","=""""","=""0.00000025""","=""L7057,L5289"""
"=""5p6.9p""","=""2P*""","=""1/2""",2,"=""""","=""3.42655087""","=""""","=""0.00000006""","=""L7057"""
"=""5p6.9p""","=""2P*""","=""3/2""",4,"=""""","=""3.43209068""","=""""","=""0.00000014""","=""L7057,L6284"""
"=""5p6.8d""","=""2D""","=""3/2""",4,"=""""","=""3.44815430""","=""""","=""0.00000006""","=""L6147"""
"=""5p6.8d""","=""2D""","=""5/2""",6,"=""""","=""3.44959750""","=""""","=""0.00000006""","=""L7057"""
"=""5p6.10s""","=""2S""","=""1/2""",2,"=""""","=""3.50878117""","=""""","=""0.00000006""","=""L7057"""
"=""5p6.6f""","=""2F*""","=""7/2""",8,"=""""","=""3.51239888""","=""""","=""0.00000006""","=""L7057,L6284"""
"=""5p6.6f""","=""2F*""","=""5/2""",6,"=""""","=""3.51241200""","=""""","=""0.00000006""","=""L7057"""
"=""5p6.6g""","=""2G""","=""7/2""",8,"=""""","=""3.51525509""","=""""","=""0.00000006""","=""L7057"""
"=""5p6.6g""","=""2G""","=""9/2""",10,"=""""","=""3.51525529""","=""""","=""0.00000007""","=""L7057,L5289"""
"=""5p6.10p""","=""2P*""","=""1/2""",2,"=""""","=""3.56167080""","=""""","=""0.00000006""","=""L7057"""
"=""5p6.10p""","=""2P*""","=""3/2""",4,"=""""","=""3.56500158""","=""""","=""0.00000014""","=""L7057,L6284"""
"=""5p6.9d""","=""2D""","=""3/2""",4,"=""""","=""3.57430103""","=""""","=""0.00000006""","=""L6147"""
"=""5p6.9d""","=""2D""","=""5/2""",6,"=""""","=""3.575182547""","=""""","=""0.000000025""","=""L7057"""
"=""5p6.11s""","=""2S""","=""1/2""",2,"=""""","=""3.611874198""","=""""","=""0.000000025""","=""L7057"""
"=""5p6.7f""","=""2F*""","=""7/2""",8,"=""""","=""3.61388003""","=""""","=""0.00000004""","=""L7057,L6284"""
"=""5p6.7f""","=""2F*""","=""5/2""",6,"=""""","=""3.613889169""","=""""","=""0.000000019""","=""L7057"""
"=""5p6.7g""","=""2G""","=""7/2""",8,"=""""","=""3.615760113""","=""""","=""0.000000019""","=""L7057"""
"=""5p6.7g""","=""2G""","=""9/2""",10,"=""""","=""3.61576024""","=""""","=""0.00000006""","=""L7057,L5289"""
"=""5p6.11p""","=""2P*""","=""1/2""",2,"=""""","=""3.645559844""","=""""","=""0.000000019""","=""L7057"""
"=""5p6.11p""","=""2P*""","=""3/2""",4,"=""""","=""3.6477173""","=""""","=""0.0000004""","=""L7057,L6284"""
"=""5p6.10d""","=""2D""","=""3/2""",4,"=""""","=""3.65360204""","=""""","=""0.00000006""","=""L6147"""
"=""5p6.10d""","=""2D""","=""5/2""",6,"=""""","=""3.654178835""","=""""","=""0.000000025""","=""L7057"""
"=""5p6.12s""","=""2S""","=""1/2""",2,"=""""","=""3.678462803""","=""""","=""0.000000025""","=""L7057"""
"=""5p6.8f""","=""2F*""","=""7/2""",8,"=""""","=""3.67968855""","=""""","=""0.00000007""","=""L7057,L6284"""
