obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""84.9689""","=""0.0035""","=""84.969""","=""0.004""","=""10a""","=""""",,"=""0.00000000""","=""14.5917""","=""5p6.6s""","=""2S""","=""1/2""","=""5p5.6s.(3P*).5d""","=""4D*""","=""1/2""",2,2,,"=""""","=""L9536,L15673""",
"=""87.3015""","=""0.0035""","=""""","=""""","=""5a""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L9536,L15673""",
"=""88.1136""","=""0.0035""","=""""","=""""","=""8a""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L9536,L15673""",
"=""91.685""","=""0.015""","=""91.685""","=""0.015""","=""5a""","=""""",,"=""0.00000000""","=""13.5228""","=""5p6.6s""","=""2S""","=""1/2""","=""5p5.6s2""","=""2P*""","=""1/2""",2,2,,"=""""","=""L15673""",
"=""96.90""","=""0.05""","=""96.908""","=""0.005""","=""""","=""""",,"=""1.79767873""","=""14.5917""","=""5p6.5d""","=""2D""","=""3/2""","=""5p5.6s.(3P*).5d""","=""4D*""","=""1/2""",4,2,,"=""""","=""L11112""",
"=""100.75""","=""0.03""","=""100.75""","=""0.03""","=""10a""","=""""",,"=""0.00000000""","=""12.307""","=""5p6.6s""","=""2S""","=""1/2""","=""5p5.6s2""","=""2P*""","=""3/2""",2,4,,"=""""","=""L15673""",
"=""108.998""","=""0.0035""","=""108.997""","=""0.004""","=""a""","=""2.4e+06""",D+,"=""1.79767873""","=""13.1727""","=""5p6.5d""","=""2D""","=""3/2""","=""5p5.6s.(3P*).5d""","=""4P*""","=""5/2""",4,6,,"=""T5128""","=""L16570""",
"=""109.111""","=""0.0035""","=""109.113""","=""0.004""","=""a""","=""4.0e+07""",E,"=""1.809777795""","=""13.1727""","=""5p6.5d""","=""2D""","=""5/2""","=""5p5.6s.(3P*).5d""","=""4P*""","=""5/2""",6,6,,"=""T5128""","=""L16570""",
"=""119.58""","=""0.03""","=""119.537""","=""0.004""","=""""","=""""",,"=""2.80065687""","=""13.1727""","=""5p6.6d""","=""2D""","=""3/2""","=""5p5.6s.(3P*).5d""","=""4P*""","=""5/2""",4,6,,"=""""","=""L11806""",
"=""124.72""","=""0.03""","=""124.693""","=""0.005""","=""""","=""""",,"=""3.22951984""","=""13.1727""","=""5p6.7d""","=""2D""","=""3/2""","=""5p5.6s.(3P*).5d""","=""4P*""","=""5/2""",4,6,,"=""""","=""L11806""",
"=""320.8434""","=""0.0005""","=""320.8445391""","=""0.0000015""","=""""","=""8.5e+02""",C,"=""0.00000000""","=""3.864307580""","=""5p6.6s""","=""2S""","=""1/2""","=""5p6.25p""","=""2P*""","=""3/2""",2,4,,"=""T4515""","=""L3287c91""",
"=""""","=""""","=""320.8520056""","=""0.0000015""","=""m""","=""""",,"=""0.00000000""","=""3.864217654""","=""5p6.6s""","=""2S""","=""1/2""","=""5p6.25p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287c91""",
"=""321.0894""","=""0.0005""","=""321.0908""","=""0.0003""","=""""","=""9.4e+02""",C,"=""0.00000000""","=""3.861344""","=""5p6.6s""","=""2S""","=""1/2""","=""5p6.24p""","=""2P*""","=""3/2""",2,4,,"=""T4515""","=""L3287c91""",
"=""""","=""""","=""321.0997188""","=""0.0000021""","=""m""","=""""",,"=""0.00000000""","=""[3.861236594]""","=""5p6.6s""","=""2S""","=""1/2""","=""5p6.24p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287c91""",
"=""321.3759""","=""0.0005""","=""321.3771355""","=""0.0000021""","=""""","=""1.19e+03""",C,"=""0.00000000""","=""3.857903527""","=""5p6.6s""","=""2S""","=""1/2""","=""5p6.23p""","=""2P*""","=""3/2""",2,4,,"=""T4515""","=""L3287c91""",
"=""""","=""""","=""321.3871860""","=""0.0000015""","=""m""","=""""",,"=""0.00000000""","=""3.857782881""","=""5p6.6s""","=""2S""","=""1/2""","=""5p6.23p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287c91""",
"=""321.7100""","=""0.0005""","=""321.7113""","=""0.0003""","=""""","=""1.49e+03""",C,"=""0.00000000""","=""3.853896""","=""5p6.6s""","=""2S""","=""1/2""","=""5p6.22p""","=""2P*""","=""3/2""",2,4,,"=""T4515""","=""L3287c91""",
"=""""","=""""","=""321.7234297""","=""0.0000021""","=""m""","=""""",,"=""0.00000000""","=""[3.853750986]""","=""5p6.6s""","=""2S""","=""1/2""","=""5p6.22p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L3287c91""",
"=""322.1046""","=""0.0005""","=""322.10617""","=""0.00003""","=""""","=""1.7e+03""",C,"=""0.00000000""","=""3.8491718""","=""5p6.6s""","=""2S""","=""1/2""","=""5p6.21p""","=""2P*""","=""3/2""",2,4,,"=""T4515""","=""L3287c91""",
"=""322.1188""","=""0.0005""","=""322.1201884""","=""0.0000016""","=""""","=""1.07e+01""",C,"=""0.00000000""","=""3.849004282""","=""5p6.6s""","=""2S""","=""1/2""","=""5p6.21p""","=""2P*""","=""1/2""",2,2,,"=""T4515""","=""L3287c91""",
"=""322.5748""","=""0.0005""","=""322.5765""","=""0.0003""","=""""","=""2.0e+03""",C,"=""0.00000000""","=""3.843560""","=""5p6.6s""","=""2S""","=""1/2""","=""5p6.20p""","=""2P*""","=""3/2""",2,4,,"=""T4515""","=""L3287c91""",
"=""322.5913""","=""0.0005""","=""322.5932""","=""0.0003""","=""""","=""1.43e+01""",C,"=""0.00000000""","=""3.843360""","=""5p6.6s""","=""2S""","=""1/2""","=""5p6.20p""","=""2P*""","=""1/2""",2,2,,"=""T4515""","=""L3287c91""",
"=""323.1410""","=""0.0005""","=""323.14236""","=""0.00003""","=""""","=""2.5e+03""",C,"=""0.00000000""","=""3.8368290""","=""5p6.6s""","=""2S""","=""1/2""","=""5p6.19p""","=""2P*""","=""3/2""",2,4,,"=""T4515""","=""L3287c91""",
"=""323.1613""","=""0.0005""","=""323.1626654""","=""0.0000016""","=""""","=""1.97e+01""",C,"=""0.00000000""","=""3.836587939""","=""5p6.6s""","=""2S""","=""1/2""","=""5p6.19p""","=""2P*""","=""1/2""",2,2,,"=""T4515""","=""L3287c91""",
"=""323.8316""","=""0.0005""","=""323.8329091""","=""0.0000021""","=""""","=""2.8e+03""",C,"=""0.00000000""","=""3.828647273""","=""5p6.6s""","=""2S""","=""1/2""","=""5p6.18p""","=""2P*""","=""3/2""",2,4,,"=""T4515""","=""L3287c91""",
"=""323.8564""","=""0.0005""","=""323.8578191""","=""0.0000016""","=""""","=""2.63e+01""",C,"=""0.00000000""","=""3.828352787""","=""5p6.6s""","=""2S""","=""1/2""","=""5p6.18p""","=""2P*""","=""1/2""",2,2,,"=""T4515""","=""L3287c91""",
"=""324.6861""","=""0.0005""","=""324.68743""","=""0.00003""","=""""","=""3.45e+03""",C,"=""0.00000000""","=""3.8185710""","=""5p6.6s""","=""2S""","=""1/2""","=""5p6.17p""","=""2P*""","=""3/2""",2,4,,"=""T4515""","=""L3287c91""",
