Initial State,Final State,Partial Lifetime /s,Delta Energy /eV
CS v=1,CS v=0,0.0623267022060919,-0.15772
CS v=2,CS v=0,2.476500600018384,-0.31384
CS v=2,CS v=1,0.0160845167965896,-0.15612
CS v=3,CS v=0,164.2364912457494,-0.46835
CS v=3,CS v=1,0.4183448477011242,-0.31062999999999996
CS v=3,CS v=2,0.0221495805467406,-0.15450999999999998
CS v=4,CS v=0,10397.597944914973,-0.62126
CS v=4,CS v=1,20.53143109082785,-0.46354000000000006
CS v=4,CS v=2,0.4241897337692903,-0.30742
CS v=4,CS v=3,0.0171672892057688,-0.15291000000000005
CS v=5,CS v=0,623359.9257256752,-0.77257
CS v=5,CS v=1,1024.59589789596,-0.61485
CS v=5,CS v=2,16.460048748992715,-0.45872999999999997
CS v=5,CS v=3,0.2581025300662568,-0.30422
CS v=5,CS v=4,0.0142013477111488,-0.15130999999999994
CS v=6,CS v=1,52496.19489718663,-0.76456
CS v=6,CS v=2,672.867331461587,-0.60844
CS v=6,CS v=3,8.248718584493757,-0.45393
CS v=6,CS v=4,0.1745673094366181,-0.30101999999999995
CS v=6,CS v=5,0.0061224162016572,-0.14971
CS v=7,CS v=2,28914.30593455346,-0.75656
CS v=7,CS v=3,285.0459327296634,-0.60205
CS v=7,CS v=4,4.725746914227285,-0.44914
CS v=7,CS v=5,0.0632703801092053,-0.29783000000000004
CS v=7,CS v=6,0.0108664739392105,-0.14812000000000003
CS v=8,CS v=3,10523.200136631212,-0.74858
CS v=8,CS v=4,140.83557806718875,-0.59567
CS v=8,CS v=5,1.481163859740824,-0.4443600000000001
CS v=8,CS v=6,0.0963498727074872,-0.2946500000000001
CS v=8,CS v=7,0.0098505415548546,-0.14653000000000005
CS v=9,CS v=4,4519.340489903425,-0.7406
CS v=9,CS v=5,38.7371557643897,-0.5892900000000001
CS v=9,CS v=6,1.9806648511989784,-0.4395800000000001
CS v=9,CS v=7,0.0761098850274305,-0.29146000000000005
CS v=9,CS v=8,0.0090774771994905,-0.14493
CS v=10,CS v=5,1081.0737091523858,-0.73264
CS v=10,CS v=6,46.09439694685574,-0.58293
CS v=10,CS v=7,1.390852487391229,-0.4348099999999999
CS v=10,CS v=8,0.0618630708740207,-0.28827999999999987
CS v=10,CS v=9,0.0084755476401499,-0.14334999999999987
CS v=11,CS v=6,1136.3818114538635,-0.7247000000000001
CS v=11,CS v=7,29.07588143966222,-0.5765800000000001
CS v=11,CS v=8,1.0151093735380552,-0.43005000000000004
CS v=11,CS v=9,0.0514450923972463,-0.28512000000000004
CS v=11,CS v=10,0.0079992970680156,-0.14177000000000017
CS v=12,CS v=7,645.6809264497338,-0.7167699999999999
CS v=12,CS v=8,19.19848403017189,-0.5702399999999999
CS v=12,CS v=9,0.7643932135775019,-0.42530999999999985
CS v=12,CS v=10,0.0435914538325942,-0.28196
CS v=12,CS v=11,0.0076183998564967,-0.14018999999999981
CS v=13,CS v=8,388.3769755070034,-0.70885
CS v=13,CS v=9,13.171315025160164,-0.56392
CS v=13,CS v=10,0.5905173158832983,-0.4205700000000001
CS v=13,CS v=11,0.0375211020403225,-0.27879999999999994
CS v=13,CS v=12,0.0073119857881854,-0.13861000000000012
CS v=14,CS v=9,243.0574116953416,-0.7009499999999997
CS v=14,CS v=10,9.334927631418982,-0.5575999999999999
CS v=14,CS v=11,0.4660414355262091,-0.4158299999999997
CS v=14,CS v=12,0.0327315995420315,-0.2756399999999999
CS v=14,CS v=13,0.0070652737545855,-0.13702999999999976
CS v=15,CS v=10,157.099807537551,-0.69306
CS v=15,CS v=11,6.802860975426983,-0.5512899999999998
CS v=15,CS v=12,0.3745342314452939,-0.4111
CS v=15,CS v=13,0.0288837951767872,-0.2724899999999999
CS v=15,CS v=14,0.0068675737506526,-0.13546000000000014
CS v=16,CS v=10,3085.096147033731,-0.82694
CS v=16,CS v=11,104.75916400394723,-0.6851699999999998
CS v=16,CS v=12,5.071196170219764,-0.54498
CS v=16,CS v=13,0.3058061851284178,-0.4063699999999999
CS v=16,CS v=14,0.0257455039573849,-0.26934000000000013
CS v=17,CS v=11,1881.9309399157853,-0.8174899999999998
CS v=17,CS v=12,72.20016177051711,-0.6773
CS v=17,CS v=13,3.8529119122303737,-0.5386899999999999
CS v=17,CS v=14,0.2531703601831422,-0.40166000000000013
CS v=17,CS v=16,0.0065895114248367,-0.13232
CS v=18,CS v=12,1162.470051472353,-0.8080499999999999
CS v=18,CS v=13,51.05687163671678,-0.6694399999999998
CS v=18,CS v=14,2.978031953572974,-0.53241
CS v=18,CS v=16,0.0209854396693127,-0.2630699999999999
CS v=18,CS v=17,0.0064987008089019,-0.13074999999999992
CS v=19,CS v=13,747.0347675133816,-0.7986200000000001
CS v=19,CS v=14,36.82697822827502,-0.6615900000000003
CS v=19,CS v=16,0.1796945506920389,-0.3922500000000002
CS v=19,CS v=17,0.0191571825958464,-0.2599300000000002
CS v=19,CS v=18,0.0064351298720638,-0.1291800000000003
CS v=20,CS v=14,497.2737360072546,-0.7892000000000001
CS v=20,CS v=16,1.860914583399551,-0.51986
CS v=20,CS v=17,0.1536674547559713,-0.38754
CS v=20,CS v=18,0.0176011912693348,-0.2567900000000001
CS v=20,CS v=19,0.0063962635760757,-0.12760999999999978
CS v=21,CS v=16,20.15036969494465,-0.6459100000000002
CS v=21,CS v=17,1.4996904505199402,-0.5135900000000002
CS v=21,CS v=18,0.132563587140267,-0.3828400000000003
CS v=21,CS v=19,0.0162667947450518,-0.25366
CS v=21,CS v=20,0.0063801908697741,-0.12605000000000022
CS v=22,CS v=17,15.276186811262432,-0.63808
CS v=22,CS v=18,1.2217089413042386,-0.5073300000000001
CS v=22,CS v=19,0.11526207932161,-0.37814999999999976
CS v=22,CS v=20,0.015115234045151,-0.25054
CS v=22,CS v=21,0.0063853446247918,-0.12448999999999977
CS v=23,CS v=18,11.740700972490492,-0.6302500000000002
CS v=23,CS v=19,1.0058644422613277,-0.5010699999999999
CS v=23,CS v=20,0.1009249849941064,-0.3734600000000001
CS v=23,CS v=21,0.0141163934988248,-0.2474099999999999
CS v=23,CS v=22,0.0064109547911046,-0.12292000000000014
CS v=24,CS v=19,9.113133784631795,-0.62242
CS v=24,CS v=20,0.8363359036319139,-0.4948100000000002
CS v=24,CS v=21,0.0889449457786045,-0.36876
CS v=24,CS v=22,0.0132455942949242,-0.2442700000000002
CS v=24,CS v=23,0.0064564131747426,-0.12135000000000007
CS v=25,CS v=20,7.157701564657826,-0.6146000000000003
CS v=25,CS v=21,0.701134539532814,-0.48855000000000004
CS v=25,CS v=22,0.0788672871474156,-0.3640600000000003
CS v=25,CS v=23,0.0124826965454632,-0.24114000000000013
CS v=25,CS v=24,0.0065215033913941,-0.11979000000000006
CS v=26,CS v=21,5.696875625537826,-0.6067799999999997
CS v=26,CS v=22,0.5919527548212686,-0.4822899999999999
CS v=26,CS v=23,0.0703288664565279,-0.35936999999999975
CS v=26,CS v=24,0.011812101478307,-0.23801999999999968
CS v=26,CS v=25,0.006606268238173,-0.11822999999999961
CS v=27,CS v=22,4.585138715063566,-0.5989400000000002
CS v=27,CS v=23,0.5031388920894222,-0.4760200000000001
CS v=27,CS v=24,0.063040721358415,-0.35467000000000004
CS v=27,CS v=25,0.0112212337883371,-0.23487999999999998
CS v=27,CS v=26,0.00671100464831,-0.11665000000000036
CS v=28,CS v=23,3.721324171742088,-0.5911
CS v=28,CS v=24,0.4304404978423344,-0.4697499999999999
CS v=28,CS v=25,0.0567736315340437,-0.3499599999999998
CS v=28,CS v=26,0.0106999718087689,-0.2317300000000002
CS v=28,CS v=27,0.0068362827977022,-0.11507999999999985
CS v=29,CS v=24,3.038988376830758,-0.5832599999999997
CS v=29,CS v=25,0.3706043406998824,-0.4634699999999996
CS v=29,CS v=26,0.0513483202053153,-0.34524
CS v=29,CS v=27,0.0102397376363195,-0.22858999999999963
CS v=29,CS v=28,0.0069830578263653,-0.11350999999999978
CS v=30,CS v=25,2.495626690847218,-0.5754000000000001
CS v=30,CS v=26,0.320903708427966,-0.4571700000000005
CS v=30,CS v=27,0.0466331974875525,-0.34052000000000016
CS v=30,CS v=28,0.0098329925567954,-0.2254400000000003
CS v=30,CS v=29,0.0071526802844396,-0.11193000000000053
CS v=31,CS v=26,2.064945925397441,-0.56752
CS v=31,CS v=27,0.2791246922432577,-0.45086999999999966
CS v=31,CS v=28,0.0425227403513775,-0.3357899999999998
CS v=31,CS v=29,0.0094736895096703,-0.22228000000000003
CS v=31,CS v=30,0.0073467050267954,-0.1103499999999995
CS v=32,CS v=27,1.7229364912823009,-0.5596399999999995
CS v=32,CS v=28,0.2437830760709043,-0.4445599999999996
CS v=32,CS v=29,0.0389208691118635,-0.33104999999999984
CS v=32,CS v=30,0.0091572633421669,-0.21911999999999932
CS v=32,CS v=31,0.00756706370505,-0.10876999999999981
CS v=33,CS v=28,1.4460457104498978,-0.55172
CS v=33,CS v=29,0.2138271541458279,-0.4382100000000002
CS v=33,CS v=30,0.035749596352844,-0.3262799999999997
CS v=33,CS v=31,0.008879908380322,-0.21593000000000018
CS v=33,CS v=32,0.0078160851837512,-0.10716000000000037
CS v=34,CS v=29,1.2192598889896278,-0.5437800000000004
CS v=34,CS v=30,0.1883391850005686,-0.43184999999999985
CS v=34,CS v=31,0.0329446035989391,-0.32150000000000034
CS v=34,CS v=32,0.0086386722247338,-0.21273000000000053
CS v=34,CS v=33,0.0080966667838026,-0.10557000000000016
CS v=35,CS v=30,1.0319108101120302,-0.5358
CS v=35,CS v=31,0.166573284797998,-0.42545000000000055
CS v=35,CS v=32,0.0304552388038663,-0.31668000000000074
CS v=35,CS v=33,0.0084307550721448,-0.20952000000000037
CS v=35,CS v=34,0.0084124273749574,-0.10395000000000021
CS v=36,CS v=31,0.8770076336170024,-0.5277700000000003
CS v=36,CS v=32,0.1478269571650299,-0.4190000000000005
CS v=36,CS v=33,0.0282440077418588,-0.3118400000000001
CS v=36,CS v=35,0.0087677220918397,-0.10231999999999974
CS v=36,CS v=34,0.0082537530245863,-0.20626999999999995
CS v=37,CS v=32,0.7494960311018651,-0.5196800000000001
CS v=37,CS v=33,0.1315564011967754,-0.4125199999999998
CS v=37,CS v=34,0.0262751039623695,-0.3069499999999996
CS v=37,CS v=36,0.0091676352950119,-0.10067999999999966
CS v=37,CS v=35,0.008106324903808,-0.2029999999999994
CS v=38,CS v=33,0.6434592144826046,-0.5115400000000001
CS v=38,CS v=34,0.117418474070645,-0.40596999999999994
CS v=38,CS v=35,0.024515108470504,-0.30201999999999973
CS v=38,CS v=37,0.0096184478020928,-0.09902000000000033
CS v=38,CS v=36,0.0079875644278453,-0.1997
CS v=39,CS v=34,0.554047039387444,-0.5033199999999995
CS v=39,CS v=35,0.1050991955347227,-0.39936999999999934
CS v=39,CS v=36,0.0229384630565224,-0.2970499999999996
CS v=39,CS v=38,0.0101278945313184,-0.0973499999999996
CS v=39,CS v=37,0.0078971688093429,-0.19636999999999993
CS v=40,CS v=35,0.478323545620871,-0.49501999999999935
CS v=40,CS v=36,0.0943285194900223,-0.3926999999999996
CS v=40,CS v=37,0.0215228633144444,-0.29201999999999995
CS v=40,CS v=39,0.0107057080249674,-0.09565000000000001
CS v=40,CS v=38,0.0078351003011661,-0.19299999999999962
CS v=41,CS v=36,0.4138696211287901,-0.4866200000000003
CS v=41,CS v=37,0.0848638750875009,-0.3859400000000006
CS v=41,CS v=38,0.0202527394996307,-0.2869200000000003
CS v=41,CS v=40,0.0113640380597636,-0.09392000000000067
CS v=41,CS v=39,0.0078017624789215,-0.18957000000000068
CS v=42,CS v=37,0.3591449572098364,-0.47811000000000003
CS v=42,CS v=38,0.076493577442577,-0.3790899999999997
CS v=42,CS v=39,0.0191135654665212,-0.2817400000000001
