obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""12.6654""","=""0.0005""","=""12.66499""","=""0.00012""","=""0""","=""""",,"=""0.00000""","=""97.8952""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.6d""","=""2D""","=""3/2""",2,4,,"=""""","=""L3851""",
"=""12.7156""","=""0.0005""","=""12.71511""","=""0.00010""","=""1""","=""""",,"=""0.388601""","=""97.8979""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.6d""","=""2D""","=""5/2""",4,6,,"=""""","=""L3851""",
"=""13.3084""","=""0.002""","=""13.30841""","=""0.00011""","=""00""","=""""",,"=""0.388601""","=""93.5509""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.6s""","=""2S""","=""1/2""",4,2,,"=""""","=""L1111""",
"=""13.9480""","=""0.0005""","=""13.94799""","=""0.00014""","=""2""","=""""",,"=""0.00000""","=""88.8903""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.5d""","=""2D""","=""3/2""",2,4,,"=""""","=""L3851""",
"=""14.0084""","=""0.0005""","=""14.00851""","=""0.00012""","=""1""","=""""",,"=""0.388601""","=""88.8949""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.5d""","=""2D""","=""5/2""",4,6,,"=""""","=""L3851""",
"=""15.2889""","=""0.0005""","=""15.28879""","=""0.00017""","=""2""","=""""",,"=""0.00000""","=""81.0948""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.5s""","=""2S""","=""1/2""",2,2,,"=""""","=""L3851""",
"=""15.3624""","=""0.0005""","=""15.36241""","=""0.00014""","=""3""","=""""",,"=""0.388601""","=""81.0948""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.5s""","=""2S""","=""1/2""",4,2,,"=""""","=""L3851""",
"=""17.5205""","=""0.0005""","=""17.52117""","=""0.00022""","=""4""","=""""",,"=""0.00000""","=""70.7625""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.4d""","=""2D""","=""3/2""",2,4,,"=""""","=""L3851""",
"=""17.6120""","=""0.0005""","=""17.61222""","=""0.00019""","=""5""","=""""",,"=""0.388601""","=""70.7853""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.4d""","=""2D""","=""5/2""",4,6,,"=""""","=""L3851""",
"=""17.6181""","=""0.0005""","=""17.61793""","=""0.00019""","=""2""","=""""",,"=""0.388601""","=""70.7625""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.4d""","=""2D""","=""3/2""",4,4,,"=""""","=""L3851""",
"=""20.7568""","=""0.0005""","=""20.7539""","=""0.0003""","=""2*""","=""""",,"=""31.0784""","=""90.8184""","=""3s2.3d""","=""2D""","=""3/2""","=""3s2.5f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L3851""",
"=""20.7568""","=""0.0005""","=""20.7592""","=""0.0003""","=""2*""","=""""",,"=""31.0936""","=""90.8184""","=""3s2.3d""","=""2D""","=""5/2""","=""3s2.5f""","=""2F*""","=""7/2""",6,8,,"=""""","=""""",
"=""20.7568""","=""0.0005""","=""20.7592""","=""0.0003""","=""2*""","=""""",,"=""31.0936""","=""90.8184""","=""3s2.3d""","=""2D""","=""5/2""","=""3s2.5f""","=""2F*""","=""5/2""",6,6,,"=""""","=""""",
"=""21.8990""","=""0.0005""","=""21.8987""","=""0.0003""","=""1""","=""""",,"=""18.83120""","=""75.4484""","=""3s.3p2""","=""2D""","=""3/2""","=""3s2.4f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L3851""",
"=""21.9071""","=""0.0005""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3851""",
"=""22.0629""","=""0.0005""","=""22.0627""","=""0.0003""","=""3""","=""9.16e+09""",,"=""14.3855""","=""70.5817""","=""3s.3p2""","=""4P""","=""3/2""","=""3s.3p.4s""","=""4P*""","=""5/2""",4,6,,"=""T7942""","=""L3851""",
"=""22.1035""","=""0.0005""","=""22.1034""","=""0.0003""","=""3""","=""1.26e+10""",,"=""14.2444""","=""70.3372""","=""3s.3p2""","=""4P""","=""1/2""","=""3s.3p.4s""","=""4P*""","=""3/2""",2,4,,"=""T7942""","=""L3851""",
"=""22.1479""","=""0.0005""","=""22.1476""","=""0.0003""","=""5""","=""2.13e+10""",,"=""14.6009""","=""70.5817""","=""3s.3p2""","=""4P""","=""5/2""","=""3s.3p.4s""","=""4P*""","=""5/2""",6,6,,"=""T7942""","=""L3851""",
