obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""13.454""","=""""","=""40""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3494""",
"=""14.795""","=""""","=""40""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3494""",
"=""14.800""","=""""","=""50""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3494""",
"=""15.251""","=""""","=""40""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3494""",
"=""""","=""15.8535""","=""""","=""2.9e+09""",B,"=""18.95403""","=""97.1602""","=""2s.2p2""","=""2D""","=""5/2""","=""2s.2p.(1P*).3d""","=""2F*""","=""5/2""",6,6,,"=""T7192c91,LS""","=""""",
"=""""","=""15.8535""","=""""","=""4.3e+10""",B,"=""18.95403""","=""97.1602""","=""2s.2p2""","=""2D""","=""5/2""","=""2s.2p.(1P*).3d""","=""2F*""","=""7/2""",6,8,,"=""T7192c91,LS""","=""""",
"=""15.854""","=""""","=""40""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3494""",
"=""""","=""15.8541""","=""""","=""4.0e+10""",B,"=""18.95702""","=""97.1602""","=""2s.2p2""","=""2D""","=""3/2""","=""2s.2p.(1P*).3d""","=""2F*""","=""5/2""",4,6,,"=""T7192c91,LS""","=""""",
"=""""","=""16.20142""","=""""","=""1.07e+10""",B,"=""10.63663""","=""87.16337""","=""2s.2p2""","=""4P""","=""1/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""1/2""",2,2,,"=""T7192c91,LS""","=""""",
"=""""","=""16.20546""","=""""","=""2.7e+10""",B,"=""10.63663""","=""87.14428""","=""2s.2p2""","=""4P""","=""1/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""",2,4,,"=""T7192c91,LS""","=""""",
"=""""","=""16.20807""","=""""","=""5.3e+10""",B,"=""10.66803""","=""87.16337""","=""2s.2p2""","=""4P""","=""3/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""1/2""",4,2,,"=""T7192c91,LS""","=""""",
"=""""","=""16.21212""","=""""","=""8.5e+09""",B,"=""10.66803""","=""87.14428""","=""2s.2p2""","=""4P""","=""3/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""",4,4,,"=""T7192c91,LS""","=""""",
"=""""","=""16.21743""","=""""","=""1.92e+10""",B,"=""10.66803""","=""87.11923""","=""2s.2p2""","=""4P""","=""3/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""5/2""",4,6,,"=""T7192c91,LS""","=""""",
"=""""","=""16.22168""","=""""","=""2.9e+10""",B,"=""10.71310""","=""87.14428""","=""2s.2p2""","=""4P""","=""5/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""",6,4,,"=""T7192c91,LS""","=""""",
"=""16.227""","=""""","=""40""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3494""",
