Initial State,Final State,Partial Lifetime /s,Delta Energy /eV
Li 2Po;v=1s2.2p,Li 2S;v=1s2.2s,2.7108e-08,-1.84778067205324
Li 2S;v=1s2.3s,Li 2Po;v=1s2.2p,2.9882e-08,-1.5252680166581403
Li 2Po;v=1s2.3p,Li 2S;v=1s2.3s,2.6752e-07,-0.4611237916468798
Li 2Po;v=1s2.3p,Li 2S;v=1s2.2s,9.98e-07,-3.83417248035826
Li 2D;v=1s2.3d,Li 2Po;v=1s2.2p,1.4585e-08,-2.03073993302528
Li 2D;v=1s2.3d,Li 2Po;v=1s2.3p,0.0002661,-0.044348124720260174
Li 2S;v=1s2.4s,Li 2Po;v=1s2.2p,9.6348e-08,-2.49306634365396
Li 2S;v=1s2.4s,Li 2Po;v=1s2.3p,1.3425e-07,-0.5066745353489401
Li 2Po;v=1s2.4p,Li 2S;v=1s2.2s,8.0128e-07,-4.52154981632165
Li 2Po;v=1s2.4p,Li 2S;v=1s2.4s,1.2887e-06,-0.18070280061444954
Li 2Po;v=1s2.4p,Li 2D;v=1s2.3d,1.8646e-06,-0.6430292112431295
Li 2Po;v=1s2.4p,Li 2S;v=1s2.3s,0.0014493,-1.1485011276102695
Li 2D;v=1s2.4d,Li 2Po;v=1s2.2p,4.3065e-08,-2.6928374741034
Li 2D;v=1s2.4d,Li 2Po;v=1s2.3p,1.4743e-07,-0.70644566579838
Li 2D;v=1s2.4d,Li 2Po;v=1s2.4p,0.0007861,-0.019068329834990294
Li 2Fo;v=1s2.4f,Li 2D;v=1s2.3d,7.2296e-08,-0.6629406141787597
Li 2Fo;v=1s2.4f,Li 2D;v=1s2.4d,14.493,-0.0008430731006399128
