Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""2s2.2p4""","=""3P""","=""2""",5,"=""""","=""0.000000""","=""""","=""0.000000""","=""L15349"""
"=""2s2.2p4""","=""3P""","=""1""",3,"=""""","=""1.791993""","=""""","=""0.000004""","=""L15349"""
"=""2s2.2p4""","=""3P""","=""0""",1,"=""""","=""2.272""","=""""","=""0.009""","=""L15349"""
"=""2s2.2p4""","=""1D""","=""2""",5,"=""""","=""8.90621""","=""""","=""0.00006""","=""L15349"""
"=""2s2.2p4""","=""1S""","=""0""",1,"=""""","=""18.41625""","=""""","=""0.00022""","=""L15349"""
"=""2s.2p5""","=""3P*""","=""2""",5,"=""""","=""65.6625""","=""""","=""0.0011""","=""L15349"""
"=""2s.2p5""","=""3P*""","=""1""",3,"=""""","=""67.196""","=""""","=""0.005""","=""L15349"""
"=""2s.2p5""","=""3P*""","=""0""",1,"=""""","=""68.065""","=""""","=""0.007""","=""L15349"""
"=""2s.2p5""","=""1P*""","=""1""",3,"=""""","=""90.558""","=""""","=""0.004""","=""L15349"""
"=""2p6""","=""1S""","=""0""",1,"=""""","=""153.192""","=""""","=""0.008""","=""L15349"""
"=""2s2.2p3.(4S*).3s""","=""5S*""","=""2""",5,"=""""","=""307.890""","=""""","=""0.015""","=""L15349"""
"=""2s2.2p3.(2D*).3s""","=""3D*""","=""1""",3,"=""""","=""320.79""","=""""","=""0.05""","=""L15349"""
"=""2s2.2p3.(2D*).3s""","=""3D*""","=""3""",7,"=""""","=""321.071""","=""""","=""0.016""","=""L15349"""
"=""2s2.2p3.(2D*).3s""","=""1D*""","=""2""",5,"=""""","=""322.90""","=""""","=""0.09""","=""L15349"""
"=""2s2.2p3.(4S*).3p""","=""5P""","=""1""",3,"=""""","=""324.725""","=""""","=""0.015""","=""L15349"""
"=""2s2.2p3.(4S*).3p""","=""5P""","=""2""",5,"=""""","=""324.863""","=""""","=""0.015""","=""L15349"""
"=""2s2.2p3.(4S*).3p""","=""5P""","=""3""",7,"=""""","=""325.161""","=""""","=""0.015""","=""L15349"""
"=""2s2.2p3.(2P*).3s""","=""3P*""","=""2""",5,"=""""","=""327.88""","=""""","=""0.08""","=""L15349"""
"=""2s2.2p3.(2P*).3s""","=""1P*""","=""1""",3,"=""""","=""328.53""","=""""","=""0.06""","=""L15349"""
"=""2s2.2p3.(2D*).3p""","=""3F""","=""2""",5,"=""""","=""338.33""","=""""","=""0.07""","=""L15349"""
"=""2s2.2p3.(2D*).3p""","=""3P""","=""2""",5,"=""""","=""343.393""","=""""","=""0.015""","=""L15349"""
"=""2s2.2p3.(4S*).3d""","=""3D*""","=""2""",5,"=""""","=""350.410""","=""""","=""0.020""","=""L15349"""
"=""2s2.2p3.(4S*).3d""","=""3D*""","=""3""",7,"=""""","=""350.417""","=""""","=""0.019""","=""L15349"""
"=""2s2.2p3.(2D*).3d""","=""3G*""","=""3""",7,"=""""","=""359.59""","=""""","=""0.07""","=""L15349"""
"=""2s2.2p3.(2D*).3d""","=""3D*""","=""2""",5,"=""""","=""361.03""","=""""","=""0.07""","=""L15349"""
"=""2s2.2p3.(2D*).3d""","=""3D*""","=""3""",7,"=""""","=""361.17""","=""""","=""0.04""","=""L15349"""
"=""2s2.2p3.(2D*).3d""","=""3P*""","=""2""",5,"=""""","=""362.28""","=""""","=""0.14""","=""L15349"""
"=""2s2.2p3.(2D*).3d""","=""3P*""","=""1""",3,"=""""","=""363.60""","=""""","=""0.09""","=""L15349"""
"=""2s2.2p3.(2D*).3d""","=""3S*""","=""1""",3,"=""""","=""363.71""","=""""","=""0.05""","=""L15349"""
"=""2s2.2p3.(2P*).3d""","=""3F*""","=""3""",7,"=""""","=""365.14""","=""""","=""0.08""","=""L15349"""
"=""2s2.2p3.(2P*).3d""","=""3P*""","=""2""",5,"=""""","=""366.81""","=""""","=""0.12""","=""L15349"""
"=""2s2.2p3.(2P*).3d""","=""3P*""","=""1""",3,"=""""","=""367.99""","=""""","=""0.17""","=""L15349"""
"=""2s2.2p3.(2P*).3d""","=""3D*""","=""2""",5,"=""""","=""368.18""","=""""","=""0.11""","=""L15349"""
"=""2s2.2p3.(2P*).3d""","=""3D*""","=""1""",3,"=""""","=""370.41""","=""""","=""0.06""","=""L15349"""
"=""2s.2p4.(4P).3p""","=""3D*""","=""3""",7,"=""""","=""385.12""","=""""","=""0.10""","=""L15349"""
"=""2s2.2p3.(4S*).4d""","=""3D*""","=""3""",7,"=""""","=""434.59""","=""""","=""0.04""","=""L15349"""
"=""2s2.2p3.(2D*).4d""","=""3S*""","=""1""",3,"=""""","=""446.16""","=""""","=""0.09""","=""L15349"""
"=""2s2.2p3.(2D*).4d""","=""3P*""","=""2""",5,"=""""","=""446.16""","=""""","=""0.09""","=""L15349"""
"=""2s2.2p3.(2D*).4d""","=""3D*""","=""3""",7,"=""""","=""446.16""","=""""","=""0.09""","=""L15349"""
"=""2s2.2p3.(4S*).5d""","=""3D*""","=""3""",7,"=""""","=""472.65""","=""""","=""0.10""","=""L15349"""
"=""Ar XII (2p3 4S*<3/2>)""","=""Limit""","=""---""",,"=""[""","=""540.4""","=""]""","=""0.6""","=""L11770"""
"=""1s.2s2.2p5""","=""3P*""","=""2""",5,"=""""","=""2989.2""","=""""","=""0.4""","=""L15349"""
"=""1s.2s2.2p5""","=""3P*""","=""1""",3,"=""""","=""2992.0""","=""""","=""0.4""","=""L15349"""
"=""1s.2s2.2p5""","=""3P*""","=""0""",1,"=""""","=""2992.8""","=""""","=""0.3""","=""L15349"""
"=""1s.2s2.2p5""","=""1P*""","=""1""",3,"=""""","=""3001.4""","=""""","=""0.3""","=""L15349"""
"=""1s.2s.2p6""","=""3S""","=""1""",3,"=""""","=""3052.9""","=""""","=""0.6""","=""L15349"""
"=""1s.2s.2p6""","=""1S""","=""0""",1,"=""""","=""3070.0""","=""""","=""0.4""","=""L15349"""
