Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Leading percentages,Reference
"=""2s2.2p4""","=""3P""","=""2""",5,"=""""","=""0.0000""","=""""","=""0""","=""                                            ""","=""L4714"""
"=""2s2.2p4""","=""3P""","=""1""",3,"=""""","=""0.3387""","=""""","=""""","=""                                            ""","="""""
"=""2s2.2p4""","=""3P""","=""0""",1,"=""""","=""0.4747""","=""""","=""""","=""                                            ""","="""""
"=""2s2.2p4""","=""1D""","=""2""",5,"=""""","=""5.1041""","=""""","=""""","=""                                            ""","="""""
"=""2s2.2p4""","=""1S""","=""0""",1,"=""""","=""10.9370""","=""""","=""""","=""                                            ""","="""""
"=""2s.2p5""","=""3P*""","=""2""",5,"=""""","=""40.0471""","=""""","=""""","=""                                            ""","="""""
"=""2s.2p5""","=""3P*""","=""1""",3,"=""""","=""40.3530""","=""""","=""""","=""                                            ""","="""""
"=""2s.2p5""","=""3P*""","=""0""",1,"=""""","=""40.5199""","=""""","=""""","=""                                            ""","="""""
"=""2s.2p5""","=""1P*""","=""1""",3,"=""""","=""55.9660""","=""""","=""""","=""                                            ""","="""""
"=""2p6""","=""1S""","=""0""",1,"=""""","=""93.6859""","=""""","=""""","=""                                            ""","="""""
"=""2s2.2p3.(4S*).3s""","=""5S*""","=""2""",5,"=""""","=""110.88""","=""+x""","=""""","="" 100                                        ""","="""""
"=""2s2.2p3.(4S*).3s""","=""3S*""","=""1""",3,"=""""","=""113.2115""","=""""","=""""","="" 100                                        ""","="""""
"=""2s2.2p3.(2D*).3s""","=""3D*""","=""1""",3,"=""""","=""119.16""","=""""","=""""","="" 100                                        ""","="""""
"=""2s2.2p3.(2D*).3s""","=""3D*""","=""3""",7,"=""""","=""119.16""","=""""","=""""","="" 100                                        ""","="""""
"=""2s2.2p3.(2D*).3s""","=""3D*""","=""2""",5,"=""""","=""119.16""","=""""","=""""","="" 100                                        ""","="""""
"=""2s2.2p3.(4S*).3p""","=""5P""","=""1""",3,"=""""","=""120.1929""","=""+x""","=""""","="" 100                                        ""","="""""
"=""2s2.2p3.(4S*).3p""","=""5P""","=""2""",5,"=""""","=""120.218""","=""+x""","=""""","="" 100                                        ""","="""""
"=""2s2.2p3.(4S*).3p""","=""5P""","=""3""",7,"=""""","=""120.2606""","=""+x""","=""""","="" 100                                        ""","="""""
"=""2s2.2p3.(2D*).3s""","=""1D*""","=""2""",5,"=""""","=""120.307""","=""""","=""""","="" 100                                        ""","="""""
"=""2s2.2p3.(4S*).3p""","=""3P""","=""1""",3,"=""""","=""122.3281""","=""""","=""""","=""  88         :     8  2s2.2p3.(2D*).3p 3P   ""","="""""
"=""2s2.2p3.(4S*).3p""","=""3P""","=""2""",5,"=""""","=""122.3360""","=""""","=""""","=""  88         :     9  2s2.2p3.(2D*).3p 3P   ""","="""""
