obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""7.2926""","=""7.2928""","=""100g*""","=""""",,"=""0.0000""","=""170.008""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2P*).4d?""","=""*""","=""2""",5,5,,"=""""","=""L3463""",
"=""7.2926""","=""7.2928""","=""100g*""","=""""",,"=""0.0000""","=""170.008""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2P*).4d?""","=""*""","=""1""",5,3,,"=""""","=""L3463""",
"=""7.3076""","=""7.3074""","=""100g*""","=""""",,"=""0.3387""","=""170.008""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p3.(2P*).4d?""","=""*""","=""1""",3,3,,"=""""","=""L3463""",
"=""7.3076""","=""7.3074""","=""100g*""","=""""",,"=""0.3387""","=""170.008""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p3.(2P*).4d?""","=""*""","=""2""",3,5,,"=""""","=""L3463""",
"=""7.4259""","=""7.4275""","=""10g""","=""""",,"=""0.0000""","=""166.926?""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2D*).4d""","=""1F*""","=""3""",5,7,,"=""""","=""L3463""",
"=""7.4346""","=""7.4349""","=""50g*""","=""""",,"=""0.0000""","=""166.76""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2D*).4d""","=""*""","=""1""",5,3,,"=""""","=""L3463""",
"=""7.4346""","=""7.4349""","=""50g*""","=""""",,"=""0.0000""","=""166.76""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2D*).4d""","=""*""","=""2""",5,5,,"=""""","=""L3463""",
"=""7.4444""","=""7.4442""","=""300g""","=""1.05e+11""",C+,"=""0.0000""","=""166.550""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2D*).4d""","=""3P*""","=""2""",5,5,,"=""T5741""","=""L3463""",
"=""7.4504""","=""7.4501""","=""50g*""","=""""",,"=""0.3387""","=""166.76""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p3.(2D*).4d""","=""*""","=""2""",3,5,,"=""""","=""L3463""",
"=""7.4504""","=""7.4501""","=""50g*""","=""""",,"=""0.3387""","=""166.76""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p3.(2D*).4d""","=""*""","=""1""",3,3,,"=""""","=""L3463""",
"=""7.4592""","=""7.4594""","=""150g""","=""1.35e+10""",C+,"=""0.3387""","=""166.550""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p3.(2D*).4d""","=""3P*""","=""2""",3,5,,"=""T5741""","=""L3463""",
"=""7.4656""","=""7.4658""","=""250g""","=""4.20e+10""",C+,"=""0.0000""","=""166.069""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2D*).4d""","=""3D*""","=""3""",5,7,,"=""T5741""","=""L3463""",
"=""""","=""7.4658""","=""""","=""3.10e+09""",C,"=""0.0000""","=""166.069""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2D*).4d""","=""3D*""","=""1""",5,3,,"=""T5741""","=""""",
"=""""","=""7.4658""","=""""","=""4.36e+09""",C,"=""0.0000""","=""166.069""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2D*).4d""","=""3D*""","=""2""",5,5,,"=""T5741""","=""""",
"=""""","=""7.4811""","=""""","=""8.49e+09""",C,"=""0.3387""","=""166.069""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p3.(2D*).4d""","=""3D*""","=""1""",3,3,,"=""T5741""","=""""",
"=""7.4813""","=""7.4811""","=""50g""","=""3.29e+10""",C+,"=""0.3387""","=""166.069""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p3.(2D*).4d""","=""3D*""","=""2""",3,5,,"=""T5741""","=""L3463""",
"=""7.4892""","=""7.4872""","=""100g""","=""2.13e+10""",C+,"=""0.4747""","=""166.069""","=""2s2.2p4""","=""3P""","=""0""","=""2s2.2p3.(2D*).4d""","=""3D*""","=""1""",1,3,,"=""T5741""","=""L3463""",
"=""7.5164""","=""7.5186""","=""100*""","=""""",,"=""5.1041""","=""170.008""","=""2s2.2p4""","=""1D""","=""2""","=""2s2.2p3.(2P*).4d?""","=""*""","=""1""",5,3,,"=""""","=""L3463""",
"=""7.5164""","=""7.5186""","=""100*""","=""""",,"=""5.1041""","=""170.008""","=""2s2.2p4""","=""1D""","=""2""","=""2s2.2p3.(2P*).4d?""","=""*""","=""2""",5,5,,"=""""","=""L3463""",
"=""7.6402""","=""7.6402""","=""610g""","=""5.87e+09""",C+,"=""0.0000""","=""162.279?""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2P*).4s""","=""3P*""","=""2""",5,5,,"=""T5741""","=""L1785""",
"=""""","=""7.6562""","=""""","=""2.67e+09""",C,"=""0.3387""","=""162.279?""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p3.(2P*).4s""","=""3P*""","=""2""",3,5,,"=""T5741""","=""""",
"=""7.6618""","=""7.6618""","=""200""","=""1.60e+11""",C+,"=""5.1041""","=""166.926?""","=""2s2.2p4""","=""1D""","=""2""","=""2s2.2p3.(2D*).4d""","=""1F*""","=""3""",5,7,,"=""u20""","=""L3463""",
"=""7.6697""","=""7.6697""","=""200*""","=""""",,"=""5.1041""","=""166.76""","=""2s2.2p4""","=""1D""","=""2""","=""2s2.2p3.(2D*).4d""","=""*""","=""2""",5,5,,"=""""","=""L3463""",
"=""7.6697""","=""7.6697""","=""200*""","=""""",,"=""5.1041""","=""166.76""","=""2s2.2p4""","=""1D""","=""2""","=""2s2.2p3.(2D*).4d""","=""*""","=""1""",5,3,,"=""""","=""L3463""",
"=""7.6794""","=""7.6796""","=""200""","=""""",,"=""5.1041""","=""166.550""","=""2s2.2p4""","=""1D""","=""2""","=""2s2.2p3.(2D*).4d""","=""3P*""","=""2""",5,5,,"=""""","=""L3463""",
"=""7.6953""","=""7.6953""","=""50""","=""5.82e+10""",C+,"=""5.1041""","=""166.221?""","=""2s2.2p4""","=""1D""","=""2""","=""2s2.2p3.(2D*).4d""","=""1P*""","=""1""",5,3,,"=""T5741""","=""L3463""",
"=""7.7052""","=""7.7025""","=""50*""","=""""",,"=""5.1041""","=""166.069""","=""2s2.2p4""","=""1D""","=""2""","=""2s2.2p3.(2D*).4d""","=""3D*""","=""1""",5,3,,"=""""","=""L3463""",
"=""7.7052""","=""7.7025""","=""50*""","=""""",,"=""5.1041""","=""166.069""","=""2s2.2p4""","=""1D""","=""2""","=""2s2.2p3.(2D*).4d""","=""3D*""","=""3""",5,7,,"=""""","=""L3463""",
"=""7.7052""","=""7.7025""","=""50*""","=""""",,"=""5.1041""","=""166.069""","=""2s2.2p4""","=""1D""","=""2""","=""2s2.2p3.(2D*).4d""","=""3D*""","=""2""",5,5,,"=""""","=""L3463""",
"=""7.7945""","=""7.7945""","=""500g""","=""1.04e+11""",C+,"=""0.0000""","=""159.067""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(4S*).4d""","=""3D*""","=""3""",5,7,,"=""T5741""","=""L3463""",
"=""""","=""7.7945""","=""""","=""2.91e+09""",C,"=""0.0000""","=""159.067""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(4S*).4d""","=""3D*""","=""1""",5,3,,"=""T5741""","=""""",
"=""""","=""7.7945""","=""""","=""2.58e+10""",C+,"=""0.0000""","=""159.067""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(4S*).4d""","=""3D*""","=""2""",5,5,,"=""T5741""","=""""",
"=""""","=""7.8111""","=""""","=""4.18e+10""",C+,"=""0.3387""","=""159.067""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p3.(4S*).4d""","=""3D*""","=""1""",3,3,,"=""T5741""","=""""",
"=""7.8112""","=""7.8111""","=""100g""","=""7.58e+10""",C+,"=""0.3387""","=""159.067""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p3.(4S*).4d""","=""3D*""","=""2""",3,5,,"=""T5741""","=""L3463""",
"=""7.8178""","=""7.8178""","=""50g""","=""5.51e+10""",C+,"=""0.4747""","=""159.067""","=""2s2.2p4""","=""3P""","=""0""","=""2s2.2p3.(4S*).4d""","=""3D*""","=""1""",1,3,,"=""T5741""","=""L3463""",
"=""""","=""7.8459""","=""""","=""5.47e+08""",D,"=""0.0000""","=""158.024""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2D*).4s""","=""3D*""","=""1""",5,3,,"=""T5741""","=""""",
"=""""","=""7.8459""","=""""","=""4.85e+09""",C,"=""0.0000""","=""158.024""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2D*).4s""","=""3D*""","=""2""",5,5,,"=""T5741""","=""""",
"=""7.8459""","=""7.8459""","=""70g""","=""1.70e+10""",C+,"=""0.0000""","=""158.024""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2D*).4s""","=""3D*""","=""3""",5,7,,"=""T5741""","=""L3463""",
"=""7.8628""","=""7.8628""","=""10g""","=""1.13e+10""",C+,"=""0.3387""","=""158.024""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p3.(2D*).4s""","=""3D*""","=""2""",3,5,,"=""T5741""","=""L3463""",
