obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""436.07522""","=""""","=""436.0752+""","=""9""","=""""",,"=""1.6756148""","=""4.5187988""","=""6s.6p""","=""3P*""","=""2""","=""5d.6d""","=""1P""","=""1""",5,3,,"=""""","=""L9224""",
"=""440.37752""","=""""","=""440.3775+""","=""273""","=""2.7e+07""",C,"=""1.5667416""","=""4.3821487""","=""6s.6p""","=""3P*""","=""1""","=""6p2""","=""3P""","=""2""",3,5,,"=""T5429""","=""L9224""",
"=""440.80696""","=""""","=""440.8070+""","=""29""","=""1.0e+07""",E,"=""1.6756148""","=""4.4882791""","=""6s.6p""","=""3P*""","=""2""","=""5d.6d""","=""3D""","=""2""",5,5,,"=""T4515""","=""L9224""",
"=""441.49007""","=""""","=""441.4901+""","=""13""","=""""",,"=""1.6756148""","=""4.4839272""","=""6s.6p""","=""3P*""","=""2""","=""5d.6d""","=""1F""","=""3""",5,7,,"=""""","=""L9224""",
"=""443.31386""","=""""","=""443.3139+""","=""374""","=""1.2e+08""",E,"=""1.5207932""","=""4.3175521""","=""6s.6p""","=""3P*""","=""0""","=""6p2""","=""3P""","=""1""",1,3,,"=""T4515""","=""L9224""",
"=""446.83450""","=""""","=""446.8345+""","=""30""","=""6.6e+06""",E,"=""1.6756148""","=""4.4503378""","=""6s.6p""","=""3P*""","=""2""","=""5d.6d""","=""3G""","=""3""",5,7,,"=""T4515""","=""L9224""",
"=""449.0239""","=""""","=""449.0239+""","=""234""","=""2.8e+07""",C+,"=""1.6756148""","=""4.4368084""","=""6s.6p""","=""3P*""","=""2""","=""6s.7d""","=""3D""","=""3""",5,7,,"=""T5495""","=""L9224""",
"=""449.4899""","=""""","=""449.4899+""","=""137""","=""2.0e+07""",C+,"=""1.6756148""","=""4.4339461""","=""6s.6p""","=""3P*""","=""2""","=""6s.7d""","=""1D""","=""2""",5,5,,"=""T5495""","=""L9224""",
"=""450.5611""","=""""","=""450.5612+""","=""5""","=""""",,"=""1.6756148""","=""4.4273876""","=""6s.6p""","=""3P*""","=""2""","=""6s.7d""","=""3D""","=""1""",5,3,,"=""""","=""L9224""",
"=""450.7188""","=""""","=""450.7188+""","=""209""","=""1.1e+08""",E,"=""1.5667416""","=""4.3175521""","=""6s.6p""","=""3P*""","=""1""","=""6p2""","=""3P""","=""1""",3,3,,"=""T4515""","=""L9224""",
"=""452.4435""","=""""","=""452.4436+""","=""327""","=""9.6e+07""",E,"=""1.6756148""","=""4.4159389""","=""6s.6p""","=""3P*""","=""2""","=""6s.7d""","=""3D""","=""2""",5,5,,"=""T4515""","=""L9224""",
"=""457.5135""","=""""","=""457.5134+""","=""230""","=""1.21e+08""",B,"=""1.5667416""","=""4.2766990""","=""6s.6p""","=""3P*""","=""1""","=""6p2""","=""3P""","=""0""",3,1,,"=""T5429""","=""L9224""",
"=""458.0921""","=""""","=""458.0922+""","=""580""","=""7.0e+07""",C+,"=""1.6756148""","=""4.3821487""","=""6s.6p""","=""3P*""","=""2""","=""6p2""","=""3P""","=""2""",5,5,,"=""T5429""","=""L9224""",
"=""459.1042""","=""""","=""459.1042+""","=""22""","=""""",,"=""1.1200690""","=""3.8206366""","=""6s.5d""","=""3D""","=""1""","=""6s.7p""","=""3P*""","=""1""",3,3,,"=""""","=""L9224""",
"=""459.3111""","=""""","=""459.3110+""","=""28""","=""1.6e+06""",E,"=""1.1425765""","=""3.8419281""","=""6s.5d""","=""3D""","=""2""","=""6s.7p""","=""3P*""","=""2""",5,5,,"=""T4515""","=""L9224""",
"=""460.1006""","=""""","=""460.1006+""","=""108""","=""4.1e+07""",B+,"=""1.5667416""","=""4.2614611""","=""6s.6p""","=""3P*""","=""1""","=""6s.8s""","=""1S""","=""0""",3,1,,"=""T5429""","=""L9224""",
"=""460.6273""","=""""","=""460.6273+""","=""28""","=""7.7e+06""",E,"=""1.1200690""","=""3.8117070""","=""6s.5d""","=""3D""","=""1""","=""6s.7p""","=""3P*""","=""0""",3,1,,"=""T4515""","=""L9224""",
"=""462.1214""","=""""","=""462.1214+""","=""40""","=""2.7e+06""",C+,"=""1.5207932""","=""4.2037286""","=""6s.6p""","=""3P*""","=""0""","=""6s.8s""","=""3S""","=""1""",1,3,,"=""T5495""","=""L9224""",
"=""462.9627""","=""""","=""462.9627+""","=""63""","=""6.0e+06""",E,"=""1.1425765""","=""3.8206366""","=""6s.5d""","=""3D""","=""2""","=""6s.7p""","=""3P*""","=""1""",5,3,,"=""T4515""","=""L9224""",
"=""467.4927""","=""""","=""467.4927+""","=""133""","=""6.5e+06""",E,"=""1.1898185""","=""3.8419281""","=""6s.5d""","=""3D""","=""3""","=""6s.7p""","=""3P*""","=""2""",7,5,,"=""T4515""","=""L9224""",
"=""469.2927""","=""""","=""469.2927+""","=""306""","=""1.6e+08""",E,"=""1.6756148""","=""4.3175521""","=""6s.6p""","=""3P*""","=""2""","=""6p2""","=""3P""","=""1""",5,3,,"=""T4515""","=""L9224""",
"=""470.0410""","=""""","=""470.0410+""","=""24""","=""""",,"=""2.2391870""","=""4.8769188""","=""6s.6p""","=""1P*""","=""1""","=""6s.9d""","=""1D""","=""2""",3,5,,"=""""","=""L9224""",
"=""470.1737""","=""""","=""470.1737+""","=""80""","=""6.1e+06""",C+,"=""1.5667416""","=""4.2037286""","=""6s.6p""","=""3P*""","=""1""","=""6s.8s""","=""3S""","=""1""",3,3,,"=""T5495""","=""L9224""",
"=""472.6035""","=""""","=""472.6035+""","=""8""","=""""",,"=""1.5667416""","=""4.1901713""","=""6s.6p""","=""3P*""","=""1""","=""5d.7s""","=""1D""","=""2""",3,5,,"=""""","=""L9224""",
"=""472.7756""","=""""","=""472.7756+""","=""371""","=""3.3e+07""",C,"=""1.4128433""","=""4.0353178""","=""6s.5d""","=""1D""","=""2""","=""6s.7p""","=""1P*""","=""1""",5,3,,"=""T5037""","=""L9224""",
"=""487.9009""","=""""","=""487.9009+""","=""66""","=""""",,"=""2.2391870""","=""4.7803629""","=""6s.6p""","=""1P*""","=""1""","=""6p2""","=""1D""","=""2""",3,5,,"=""""","=""L9224""",
"=""490.4217""","=""""","=""490.4217+""","=""63""","=""5.4e+06""",C+,"=""1.6756148""","=""4.2037286""","=""6s.6p""","=""3P*""","=""2""","=""6s.8s""","=""3S""","=""1""",5,3,,"=""T5495""","=""L9224""",
"=""494.8693""","=""""","=""494.8693+""","=""25""","=""""",,"=""2.2391870""","=""4.7445797""","=""6s.6p""","=""1P*""","=""1""","=""5d.6d""","=""3P""","=""2""",3,5,,"=""""","=""L9224""",
"=""499.7038""","=""""","=""499.7038+""","=""5""","=""""",,"=""1.6756148""","=""4.1567688""","=""6s.6p""","=""3P*""","=""2""","=""5d.7s""","=""3D""","=""3""",5,7,,"=""""","=""L9224""",
"=""505.6367""","=""""","=""505.6367+""","=""19""","=""""",,"=""2.2391870""","=""4.6912279""","=""6s.6p""","=""1P*""","=""1""","=""5d.6d""","=""1D""","=""2""",3,5,,"=""""","=""L9224""",
"=""516.1313""","=""""","=""516.1313+""","=""80""","=""""",,"=""2.2391870""","=""4.6413703""","=""6s.6p""","=""1P*""","=""1""","=""6s.8d""","=""1D""","=""2""",3,5,,"=""""","=""L9224""",
"=""525.5266""","=""""","=""525.5266+""","=""5""","=""""",,"=""2.2391870""","=""4.5984244""","=""6s.6p""","=""1P*""","=""1""","=""5d.6d""","=""3F""","=""2""",3,5,,"=""""","=""L9224""",
"=""530.7177""","=""""","=""530.7177+""","=""6""","=""""",,"=""2.2391870""","=""4.5753480""","=""6s.6p""","=""1P*""","=""1""","=""6s.9s""","=""3S""","=""1""",3,3,,"=""""","=""L9224""",
"=""542.6056""","=""""","=""542.6056+""","=""199""","=""""",,"=""1.5207932""","=""3.8057715""","=""6s.6p""","=""3P*""","=""0""","=""6s.6d""","=""3D""","=""1""",1,3,,"=""""","=""L9224""",
"=""543.8829""","=""""","=""543.8830+""","=""5""","=""""",,"=""2.2391870""","=""4.5187988""","=""6s.6p""","=""1P*""","=""1""","=""5d.6d""","=""1P""","=""1""",3,3,,"=""""","=""L9224""",
"=""552.0577""","=""""","=""552.0577+""","=""280""","=""5.7e+07""",C+,"=""1.5667416""","=""3.8125974""","=""6s.6p""","=""3P*""","=""1""","=""6s.6d""","=""3D""","=""2""",3,5,,"=""T5495""","=""L9224""",
"=""553.7018""","=""""","=""553.7019+""","=""1830""","=""1.190e+08""",A+,"=""0.0000000""","=""2.2391870""","=""6s2""","=""1S""","=""0""","=""6s.6p""","=""1P*""","=""1""",1,3,,"=""T3202""","=""L9224""",
"=""553.7407""","=""""","=""553.7407+""","=""112""","=""""",,"=""1.5667416""","=""3.8057715""","=""6s.6p""","=""3P*""","=""1""","=""6s.6d""","=""3D""","=""1""",3,3,,"=""""","=""L9224""",
"=""559.4861""","=""""","=""559.4861+""","=""5""","=""""",,"=""2.2391870""","=""4.4552241""","=""6s.6p""","=""1P*""","=""1""","=""5d.6d""","=""3D""","=""1""",3,3,,"=""""","=""L9224""",
"=""568.1571""","=""""","=""568.1571+""","=""21""","=""""",,"=""1.1425765""","=""3.3247932""","=""6s.5d""","=""3D""","=""2""","=""5d.6p""","=""1F*""","=""3""",5,7,,"=""""","=""L9224""",
"=""568.1752""","=""""","=""568.1753+""","=""41""","=""""",,"=""1.5667416""","=""3.7488886""","=""6s.6p""","=""3P*""","=""1""","=""6s.6d""","=""1D""","=""2""",3,5,,"=""""","=""L9224""",
"=""577.9220""","=""""","=""577.9221+""","=""740""","=""8.0e+07""",C+,"=""1.6756148""","=""3.8209593""","=""6s.6p""","=""3P*""","=""2""","=""6s.6d""","=""3D""","=""3""",5,7,,"=""T5495""","=""L9224""",
"=""578.5646""","=""""","=""578.5647+""","=""5""","=""2.1e+07""",C,"=""2.2391870""","=""4.3821487""","=""6s.6p""","=""1P*""","=""1""","=""6p2""","=""3P""","=""2""",3,5,,"=""T5429""","=""L9224""",
"=""580.1834""","=""""","=""580.1835+""","=""203""","=""2.4e+07""",C+,"=""1.6756148""","=""3.8125974""","=""6s.6p""","=""3P*""","=""2""","=""6s.6d""","=""3D""","=""2""",5,5,,"=""T5495""","=""L9224""",
"=""580.7291""","=""""","=""580.7291+""","=""419""","=""1.1e+06""",E,"=""1.1898185""","=""3.3247932""","=""6s.5d""","=""3D""","=""3""","=""5d.6p""","=""1F*""","=""3""",7,7,,"=""T4515""","=""L9224""",
"=""582.0425""","=""""","=""582.0426+""","=""14""","=""""",,"=""1.6756148""","=""3.8057715""","=""6s.6p""","=""3P*""","=""2""","=""6s.6d""","=""3D""","=""1""",5,3,,"=""""","=""L9224""",
"=""582.7889""","=""""","=""582.7889+""","=""610""","=""4.5e+07""",B,"=""1.4128433""","=""3.5402722""","=""6s.5d""","=""1D""","=""2""","=""5d.6p""","=""1P*""","=""1""",5,3,,"=""T5037""","=""L9224""",
"=""590.9273""","=""""","=""590.9274+""","=""94""","=""3.6e+06""",E,"=""1.1200690""","=""3.2181982""","=""6s.5d""","=""3D""","=""1""","=""5d.6p""","=""3P*""","=""2""",3,5,,"=""T4515""","=""L9224""",
"=""597.3352""","=""""","=""597.3352+""","=""700""","=""1.6e+07""",C+,"=""1.1425765""","=""3.2181982""","=""6s.5d""","=""3D""","=""2""","=""5d.6p""","=""3P*""","=""2""",5,5,,"=""T5495""","=""L9224""",
"=""598.0117""","=""""","=""598.0117+""","=""8""","=""""",,"=""1.6756148""","=""3.7488886""","=""6s.6p""","=""3P*""","=""2""","=""6s.6d""","=""1D""","=""2""",5,5,,"=""""","=""L9224""",
"=""599.8748""","=""""","=""599.8748+""","=""620""","=""2.8e+07""",C+,"=""1.1200690""","=""3.1869035""","=""6s.5d""","=""3D""","=""1""","=""5d.6p""","=""3P*""","=""1""",3,3,,"=""T5495""","=""L9224""",
"=""602.1137""","=""""","=""602.1137+""","=""610""","=""8.1e+07""",C,"=""1.1200690""","=""3.1792184""","=""6s.5d""","=""3D""","=""1""","=""5d.6p""","=""3P*""","=""0""",3,1,,"=""T5495""","=""L9224""",
"=""606.4793""","=""""","=""606.4793+""","=""840""","=""5.6e+07""",C+,"=""1.1425765""","=""3.1869035""","=""6s.5d""","=""3D""","=""2""","=""5d.6p""","=""3P*""","=""1""",5,3,,"=""T5495""","=""L9224""",
"=""608.5078""","=""""","=""608.5078+""","=""5""","=""1.1e+07""",D+,"=""2.2391870""","=""4.2766990""","=""6s.6p""","=""1P*""","=""1""","=""6p2""","=""3P""","=""0""",3,1,,"=""T5429""","=""L9224""",
"=""611.2474""","=""""","=""611.2475+""","=""880""","=""1.0e+08""",E,"=""1.1898185""","=""3.2181982""","=""6s.5d""","=""3D""","=""3""","=""5d.6p""","=""3P*""","=""2""",7,5,,"=""T4515""","=""L9224""",
"=""613.0929""","=""""","=""613.0929+""","=""5""","=""6.0e+06""",C,"=""2.2391870""","=""4.2614611""","=""6s.6p""","=""1P*""","=""1""","=""6s.8s""","=""1S""","=""0""",3,1,,"=""T5429""","=""L9224""",
"=""634.3433""","=""""","=""634.3434+""","=""900""","=""1.16e+07""",C+,"=""1.1425765""","=""3.0971047""","=""6s.5d""","=""3D""","=""2""","=""5d.6p""","=""3D*""","=""3""",5,7,,"=""T5495""","=""L9224""",
"=""641.2884""","=""""","=""641.2884+""","=""3""","=""""",,"=""1.5667416""","=""3.5001026""","=""6s.6p""","=""3P*""","=""1""","=""6s.7s""","=""1S""","=""0""",3,1,,"=""""","=""L9224""",
"=""645.2634""","=""""","=""645.2634+""","=""580""","=""1.10e+07""",B,"=""1.1200690""","=""3.0415200""","=""6s.5d""","=""3D""","=""1""","=""5d.6p""","=""3D*""","=""2""",3,5,,"=""T5037,T5495""","=""L9224""",
"=""648.4699""","=""""","=""648.4699+""","=""1770""","=""4.4e+07""",E,"=""1.4128433""","=""3.3247932""","=""6s.5d""","=""1D""","=""2""","=""5d.6p""","=""1F*""","=""3""",5,7,,"=""T4515""","=""L9224""",
"=""650.0556""","=""""","=""650.0555+""","=""1060""","=""5.4e+07""",C+,"=""1.1898185""","=""3.0971047""","=""6s.5d""","=""3D""","=""3""","=""5d.6p""","=""3D*""","=""3""",7,7,,"=""T5495""","=""L9224""",
"=""652.9114""","=""""","=""652.9115+""","=""890""","=""3.3e+07""",B,"=""1.1425765""","=""3.0415200""","=""6s.5d""","=""3D""","=""2""","=""5d.6p""","=""3D*""","=""2""",5,5,,"=""T5037,T5495""","=""L9224""",
"=""659.7147""","=""""","=""659.7147+""","=""740""","=""3.8e+07""",B+,"=""1.1200690""","=""2.9994298""","=""6s.5d""","=""3D""","=""1""","=""5d.6p""","=""3D*""","=""1""",3,3,,"=""T5037,T5495""","=""L9224""",
"=""665.5951""","=""""","=""665.5951+""","=""9""","=""""",,"=""2.7356673""","=""4.5984244""","=""5d.6p""","=""3F*""","=""2""","=""5d.6d""","=""3F""","=""2""",5,5,,"=""""","=""L9224""",
"=""667.7113""","=""""","=""667.7113+""","=""462""","=""1.89e+07""",B+,"=""1.1425765""","=""2.9994298""","=""6s.5d""","=""3D""","=""2""","=""5d.6p""","=""3D*""","=""1""",5,3,,"=""T5037,T5495""","=""L9224""",
"=""669.5690""","=""""","=""669.5690+""","=""454""","=""1.46e+07""",B,"=""1.1898185""","=""3.0415200""","=""6s.5d""","=""3D""","=""3""","=""5d.6p""","=""3D*""","=""2""",7,5,,"=""T5037,T5495""","=""L9224""",
"=""677.3727""","=""""","=""677.3729+""","=""4""","=""""",,"=""2.8608594""","=""4.6912279""","=""5d.6p""","=""1D*""","=""2""","=""5d.6d""","=""1D""","=""2""",5,5,,"=""""","=""L9224""",
"=""686.7580""","=""""","=""686.7580+""","=""62""","=""7.8e+06""",E,"=""1.4128433""","=""3.2181982""","=""6s.5d""","=""1D""","=""2""","=""5d.6p""","=""3P*""","=""2""",5,5,,"=""T4515""","=""L9224""",
"=""686.9800""","=""""","=""686.9800+""","=""8""","=""""",,"=""2.8451178""","=""4.6498894""","=""5d.6p""","=""3F*""","=""3""","=""5d.6d""","=""3F""","=""3""",7,7,,"=""""","=""L9224""",
"=""696.3402""","=""""","=""696.3406+""","=""1""","=""""",,"=""2.8608594""","=""4.6413703""","=""5d.6p""","=""1D*""","=""2""","=""6s.8d""","=""1D""","=""2""",5,5,,"=""""","=""L9224""",
"=""706.1890""","=""""","=""706.1890+""","=""770""","=""5.0e+07""",C,"=""1.1898185""","=""2.9454987""","=""6s.5d""","=""3D""","=""3""","=""5d.6p""","=""3F*""","=""4""",7,9,,"=""T5495""","=""L9224""",
"=""709.1863""","=""""","=""709.1863+""","=""6""","=""""",,"=""2.7356673""","=""4.4839272""","=""5d.6p""","=""3F*""","=""2""","=""5d.6d""","=""1F""","=""3""",5,7,,"=""""","=""L9224""",
"=""712.2294""","=""""","=""712.2294+""","=""530""","=""1.1e+07""",C,"=""1.1200690""","=""2.8608594""","=""6s.5d""","=""3D""","=""1""","=""5d.6p""","=""1D*""","=""2""",3,5,,"=""T5037""","=""L9224""",
"=""715.5596""","=""""","=""715.5595+""","=""5""","=""""",,"=""2.9454987""","=""4.6781875""","=""5d.6p""","=""3F*""","=""4""","=""5d.6d""","=""3F""","=""4""",9,9,,"=""""","=""L9224""",
"=""719.7213""","=""""","=""719.7212+""","=""53""","=""5.6e+06""",C+,"=""1.5207932""","=""3.2434630""","=""6s.6p""","=""3P*""","=""0""","=""6s.7s""","=""3S""","=""1""",1,3,,"=""T5495""","=""L9224""",
"=""723.0788""","=""""","=""723.0789+""","=""25""","=""""",,"=""2.7356673""","=""4.4503378""","=""5d.6p""","=""3F*""","=""2""","=""5d.6d""","=""3G""","=""3""",5,7,,"=""""","=""L9224""",
"=""723.1560""","=""""","=""723.1556+""","=""1""","=""""",,"=""2.8608594""","=""4.5753480""","=""5d.6p""","=""1D*""","=""2""","=""6s.9s""","=""3S""","=""1""",5,3,,"=""""","=""L9224""",
"=""728.2302""","=""""","=""728.2302+""","=""1280""","=""3.2e+07""",C+,"=""1.1425765""","=""2.8451178""","=""6s.5d""","=""3D""","=""2""","=""5d.6p""","=""3F*""","=""3""",5,7,,"=""T5037,T5495""","=""L9224""",
"=""736.1335""","=""""","=""736.1340+""","=""2""","=""""",,"=""1.4128433""","=""3.0971047""","=""6s.5d""","=""1D""","=""2""","=""5d.6p""","=""3D*""","=""3""",5,7,,"=""""","=""L9224""",
"=""737.7534""","=""""","=""737.7533+""","=""3""","=""""",,"=""2.8608594""","=""4.5414238""","=""5d.6p""","=""1D*""","=""2""","=""5d.6d""","=""3D""","=""3""",5,7,,"=""""","=""L9224""",
"=""739.4441""","=""""","=""739.4442+""","=""143""","=""1.8e+07""",C+,"=""1.5667416""","=""3.2434630""","=""6s.6p""","=""3P*""","=""1""","=""6s.7s""","=""3S""","=""1""",3,3,,"=""T5495""","=""L9224""",
"=""741.2050""","=""""","=""741.2049+""","=""1""","=""""",,"=""3.0415200""","=""4.7142585""","=""5d.6p""","=""3D*""","=""2""","=""5d.6d""","=""3P""","=""1""",5,3,,"=""""","=""L9224""",
"=""741.9579""","=""""","=""741.9579+""","=""30""","=""7.7e+05""",C,"=""1.1898185""","=""2.8608594""","=""6s.5d""","=""3D""","=""3""","=""5d.6p""","=""1D*""","=""2""",7,5,,"=""T5037""","=""L9224""",
"=""746.1718""","=""""","=""746.1719+""","=""29""","=""""",,"=""2.8451178""","=""4.5067216""","=""5d.6p""","=""3F*""","=""3""","=""5d.6d""","=""3G""","=""4""",7,9,,"=""""","=""L9224""",
"=""749.0137""","=""""","=""749.0137+""","=""253""","=""7.3e+06""",C+,"=""1.1898185""","=""2.8451178""","=""6s.5d""","=""3D""","=""3""","=""5d.6p""","=""3F*""","=""3""",7,7,,"=""T5037,T5495""","=""L9224""",
"=""751.5524""","=""""","=""751.5524+""","=""2""","=""""",,"=""3.0415200""","=""4.6912279""","=""5d.6p""","=""3D*""","=""2""","=""5d.6d""","=""1D""","=""2""",5,5,,"=""""","=""L9224""",
"=""752.5714""","=""""","=""752.5710+""","=""1""","=""""",,"=""3.0971047""","=""4.7445797""","=""5d.6p""","=""3D*""","=""3""","=""5d.6d""","=""3P""","=""2""",7,5,,"=""""","=""L9224""",
"=""761.2572""","=""""","=""761.2573+""","=""22""","=""1.1e+06""",C,"=""1.4128433""","=""3.0415200""","=""6s.5d""","=""1D""","=""2""","=""5d.6p""","=""3D*""","=""2""",5,5,,"=""T5037""","=""L9224""",
"=""763.8879""","=""""","=""763.8880+""","=""14""","=""""",,"=""2.8608594""","=""4.4839272""","=""5d.6p""","=""1D*""","=""2""","=""5d.6d""","=""1F""","=""3""",5,7,,"=""""","=""L9224""",
"=""764.4897""","=""""","=""764.4897+""","=""23""","=""""",,"=""2.9454987""","=""4.5672890""","=""5d.6p""","=""3F*""","=""4""","=""5d.6d""","=""3G""","=""5""",9,11,,"=""""","=""L9224""",
"=""767.4197""","=""""","=""767.4197+""","=""560""","=""1.5e+07""",C,"=""1.1200690""","=""2.7356673""","=""6s.5d""","=""3D""","=""1""","=""5d.6p""","=""3F*""","=""2""",3,5,,"=""T5037""","=""L9224""",
"=""770.8688""","=""""","=""770.8689+""","=""3""","=""""",,"=""3.0415200""","=""4.6498894""","=""5d.6p""","=""3D*""","=""2""","=""5d.6d""","=""3F""","=""3""",5,7,,"=""""","=""L9224""",
"=""775.3886""","=""""","=""775.3885+""","=""3""","=""""",,"=""2.9994298""","=""4.5984244""","=""5d.6p""","=""3D*""","=""1""","=""5d.6d""","=""3F""","=""2""",3,5,,"=""""","=""L9224""",
"=""778.2619""","=""""","=""778.2620+""","=""299""","=""7.6e+06""",C,"=""1.1425765""","=""2.7356673""","=""6s.5d""","=""3D""","=""2""","=""5d.6p""","=""3F*""","=""2""",5,5,,"=""T5037""","=""L9224""",
"=""784.1726""","=""""","=""784.1727+""","=""5""","=""""",,"=""3.0971047""","=""4.6781875""","=""5d.6p""","=""3D*""","=""3""","=""5d.6d""","=""3F""","=""4""",7,9,,"=""""","=""L9224""",
"=""787.9968""","=""""","=""787.9965+""","=""2""","=""1.6e+06""",C+,"=""2.2391870""","=""3.8125974""","=""6s.6p""","=""1P*""","=""1""","=""6s.6d""","=""3D""","=""2""",3,5,,"=""T5495""","=""L9224""",
"=""790.7922""","=""""","=""790.7921+""","=""150""","=""2.6e+07""",C+,"=""1.6756148""","=""3.2434630""","=""6s.6p""","=""3P*""","=""2""","=""6s.7s""","=""3S""","=""1""",5,3,,"=""T5495""","=""L9224""",
"=""791.3505""","=""""","=""791.3507+""","=""160""","=""2.98e+05""",D,"=""0.0000000""","=""1.5667416""","=""6s2""","=""1S""","=""0""","=""6s.6p""","=""3P*""","=""1""",1,3,,"=""T4515""","=""L9224""",
"=""798.4636""","=""""","=""798.4636+""","=""1""","=""""",,"=""3.0971047""","=""4.6498894""","=""5d.6p""","=""3D*""","=""3""","=""5d.6d""","=""3F""","=""3""",7,7,,"=""""","=""L9224""",
"=""812.2750""","=""""","=""812.2753+""","=""2""","=""""",,"=""3.2181982""","=""4.7445797""","=""5d.6p""","=""3P*""","=""2""","=""5d.6d""","=""3P""","=""2""",5,5,,"=""""","=""L9224""",
"=""821.2496""","=""""","=""821.2497+""","=""70""","=""""",,"=""2.2391870""","=""3.7488886""","=""6s.6p""","=""1P*""","=""1""","=""6s.6d""","=""1D""","=""2""",3,5,,"=""""","=""L9224""",
"=""851.6599""","=""""","=""851.6601+""","=""2""","=""""",,"=""2.9994298""","=""4.4552241""","=""5d.6p""","=""3D*""","=""1""","=""5d.6d""","=""3D""","=""1""",3,3,,"=""""","=""L9224""",
"=""856.2350""","=""""","=""856.2350+""","=""700""","=""2.0e+07""",C+,"=""1.4128433""","=""2.8608594""","=""6s.5d""","=""1D""","=""2""","=""5d.6p""","=""1D*""","=""2""",5,5,,"=""T5037""","=""L9224""",
"=""856.9789""","=""""","=""856.9789+""","=""5""","=""""",,"=""3.0415200""","=""4.4882791""","=""5d.6p""","=""3D*""","=""2""","=""5d.6d""","=""3D""","=""2""",5,5,,"=""""","=""L9224""",
"=""858.4266""","=""""","=""858.4266+""","=""4""","=""""",,"=""3.0971047""","=""4.5414238""","=""5d.6p""","=""3D*""","=""3""","=""5d.6d""","=""3D""","=""3""",7,7,,"=""""","=""L9224""",
"=""865.6455""","=""""","=""865.6455+""","=""13""","=""3.1e+05""",D+,"=""1.4128433""","=""2.8451178""","=""6s.5d""","=""1D""","=""2""","=""5d.6p""","=""3F*""","=""3""",5,7,,"=""T5037""","=""L9224""",
"=""879.5599""","=""""","=""879.5595+""","=""2""","=""""",,"=""3.0971047""","=""4.5067216""","=""5d.6p""","=""3D*""","=""3""","=""5d.6d""","=""3G""","=""4""",7,9,,"=""""","=""L9224""",
"=""880.2252""","=""""","=""880.2253+""","=""5""","=""""",,"=""3.3247932""","=""4.7333440""","=""5d.6p""","=""1F*""","=""3""","=""5d.6d""","=""1G""","=""4""",7,9,,"=""""","=""L9224""",
"=""886.3447""","=""""","=""886.3447+""","=""43""","=""""",,"=""1.5667416""","=""2.9655675""","=""6s.6p""","=""3P*""","=""1""","=""5d2""","=""3P""","=""2""",3,5,,"=""""","=""L9224""",
"=""891.7461""","=""""","=""891.7463+""","=""80""","=""""",,"=""1.5207932""","=""2.9111460""","=""6s.6p""","=""3P*""","=""0""","=""5d2""","=""3P""","=""1""",1,3,,"=""""","=""L9224""",
"=""894.0161""","=""""","=""894.0163+""","=""2""","=""""",,"=""3.0971047""","=""4.4839272""","=""5d.6p""","=""3D*""","=""3""","=""5d.6d""","=""1F""","=""3""",7,7,,"=""""","=""L9224""",
"=""913.5636""","=""""","=""913.5631+""","=""2""","=""""",,"=""3.2181982""","=""4.5753480""","=""5d.6p""","=""3P*""","=""2""","=""6s.9s""","=""3S""","=""1""",5,3,,"=""""","=""L9224""",
"=""919.1913""","=""""","=""919.1912+""","=""12""","=""""",,"=""2.7356673""","=""4.0845074""","=""5d.6p""","=""3F*""","=""2""","=""5d.7s""","=""3D""","=""2""",5,5,,"=""""","=""L9224""",
"=""921.7792""","=""""","=""921.7789+""","=""4""","=""""",,"=""2.8451178""","=""4.1901713""","=""5d.6p""","=""3F*""","=""3""","=""5d.7s""","=""1D""","=""2""",7,5,,"=""""","=""L9224""",
"=""922.2239""","=""""","=""922.2240+""","=""56""","=""""",,"=""1.5667416""","=""2.9111460""","=""6s.6p""","=""3P*""","=""1""","=""5d2""","=""3P""","=""1""",3,3,,"=""""","=""L9224""",
"=""925.5449""","=""""","=""925.5451+""","=""3""","=""""",,"=""3.1792184""","=""4.5187988""","=""5d.6p""","=""3P*""","=""0""","=""5d.6d""","=""1P""","=""1""",1,3,,"=""""","=""L9224""",
"=""931.0532""","=""""","=""931.0533+""","=""18""","=""""",,"=""2.7356673""","=""4.0673226""","=""5d.6p""","=""3F*""","=""2""","=""5d.7s""","=""3D""","=""1""",5,3,,"=""""","=""L9224""",
"=""932.6945""","=""""","=""932.6945+""","=""18""","=""""",,"=""2.8608594""","=""4.1901713""","=""5d.6p""","=""1D*""","=""2""","=""5d.7s""","=""1D""","=""2""",5,5,,"=""""","=""L9224""",
"=""936.9847""","=""""","=""936.9846+""","=""9""","=""""",,"=""3.2181982""","=""4.5414238""","=""5d.6p""","=""3P*""","=""2""","=""5d.6d""","=""3D""","=""3""",5,7,,"=""""","=""L9224""",
"=""937.2690""","=""""","=""937.2691+""","=""510""","=""7.6e+06""",C,"=""1.4128433""","=""2.7356673""","=""6s.5d""","=""1D""","=""2""","=""5d.6p""","=""3F*""","=""2""",5,5,,"=""T5037""","=""L9224""",
