obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""2.1780""","=""0.0003""","=""2.17799""","=""0.00004""","=""*""","=""""",,"=""11.94895""","=""(581.208)""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""2S""","=""1/2""",2,2,,"=""""","=""L22456,L4172,L3082c164""",
"=""2.1780""","=""0.0003""","=""2.17824""","=""0.00004""","=""*""","=""""",,"=""12.01483""","=""(581.208)""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""2S""","=""1/2""",4,2,,"=""""","=""L22456,L4172,L3082c164""",
"=""2.18380""","=""0.00024""","=""2.183892""","=""0.000017""","=""*""","=""""",,"=""0.000000""","=""(567.721)""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(1P*)""","=""2P*""","=""3/2""",2,4,,"=""""","=""L22456,L20732c164,L4172,L3082c164""",
"=""2.18380""","=""0.00024""","=""2.183913""","=""0.000019""","=""*""","=""""",,"=""0.000000""","=""(567.716)""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(1P*)""","=""2P*""","=""1/2""",2,2,,"=""""","=""L22456,L20732c164,L4172,L3082c164""",
"=""2.201928""","=""0.000012""","=""2.201927""","=""0.000013""","=""""","=""""",,"=""0.000000""","=""563.071""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(3P*)""","=""2P*""","=""3/2""",2,4,,"=""""","=""L23119,L11989,L20732,L3082,L4172,L148,L2216,L627""",
"=""2.202105""","=""0.000013""","=""2.202105""","=""0.000012""","=""""","=""""",,"=""0.000000""","=""563.026""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(3P*)""","=""2P*""","=""1/2""",2,2,,"=""""","=""L23119,L11989,L20732,L3082,L4172,L148,L2216,L627""",
"=""2.2044""","=""0.0003""","=""2.204695""","=""0.000010""","=""*""","=""""",,"=""11.94895""","=""(574.313)""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""2P""","=""3/2""",2,4,,"=""""","=""L22456,L4172,L3082c164,L2216,L627""",
"=""2.2044""","=""0.0003""","=""2.204953""","=""0.000010""","=""*""","=""""",,"=""12.01483""","=""(574.313)""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""2P""","=""3/2""",4,4,,"=""""","=""L22456,L4172,L3082c164,L2216,L627""",
"=""2.2044""","=""0.0003""","=""2.204979""","=""0.000011""","=""*""","=""""",,"=""11.94895""","=""(574.241)""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""2P""","=""1/2""",2,2,,"=""""","=""L22456,L4172,L3082c164,L2216,L627""",
"=""2.2044""","=""0.0003""","=""2.205238""","=""0.000011""","=""*""","=""""",,"=""12.01483""","=""(574.241)""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""2P""","=""1/2""",4,2,,"=""""","=""L22456,L4172,L3082c164,L2216,L627""",
"=""2.2123""","=""0.0003""","=""2.212056""","=""0.000023""","=""*""","=""""",,"=""11.94895""","=""(572.442)""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""2D""","=""3/2""",2,4,,"=""""","=""L22456,L4172,L3082c164,L627""",
"=""2.2123""","=""0.0003""","=""2.212316""","=""0.000023""","=""*""","=""""",,"=""12.01483""","=""(572.442)""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""2D""","=""3/2""",4,4,,"=""""","=""L22456,L4172,L3082c164,L627""",
"=""2.2123""","=""0.0003""","=""2.212460""","=""0.000023""","=""*""","=""""",,"=""12.01483""","=""(572.405)""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""2D""","=""5/2""",4,6,,"=""""","=""L22456,L4172,L3082c164,L627""",
"=""""","=""""","=""2.232745""","=""0.000009""","=""""","=""""",,"=""11.94895""","=""567.2483+x""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""4P""","=""5/2""",2,6,,"=""""","=""""",
"=""""","=""""","=""2.232873""","=""0.000009""","=""""","=""""",,"=""11.94895""","=""567.2164+x""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""4P""","=""3/2""",2,4,,"=""""","=""""",
"=""""","=""""","=""2.233010""","=""0.000009""","=""""","=""""",,"=""12.01483""","=""567.2483+x""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""4P""","=""5/2""",4,6,,"=""""","=""""",
"=""""","=""""","=""2.233019""","=""0.000009""","=""""","=""""",,"=""11.94895""","=""567.1803+x""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""4P""","=""1/2""",2,2,,"=""""","=""""",
"=""""","=""""","=""2.233138""","=""0.000009""","=""""","=""""",,"=""12.01483""","=""567.2164+x""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""4P""","=""3/2""",4,4,,"=""""","=""""",
"=""""","=""""","=""2.233283""","=""0.000009""","=""""","=""""",,"=""12.01483""","=""567.1803+x""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""4P""","=""1/2""",4,2,,"=""""","=""""",
"=""2.2372""","=""0.0006""","=""2.237593""","=""0.000008""","=""*""","=""""",,"=""0.000000""","=""(554.0963)+x""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(3P*)""","=""4P*""","=""3/2""",2,4,,"=""""","=""L22456,L12076,L2216""",
"=""2.2372""","=""0.0006""","=""2.237649""","=""0.000010""","=""*""","=""""",,"=""0.000000""","=""554.0824+x""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(3P*)""","=""4P*""","=""1/2""",2,2,,"=""""","=""L22456,L12076,L2216""",
"=""""","=""""","=""2.237386""","=""0.000010""","=""""","=""""",,"=""0.000000""","=""554.1476+x""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(3P*)""","=""4P*""","=""5/2""",2,6,,"=""""","=""""",
"=""2.3017""","=""0.0020""","=""2.30133""","=""0.00003""","=""*""","=""""",,"=""11.94895""","=""(550.699)""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2s2""","=""2S""","=""1/2""",2,2,,"=""""","=""L22456,L12076""",
"=""2.3017""","=""0.0020""","=""2.30161""","=""0.00003""","=""*""","=""""",,"=""12.01483""","=""(550.699)""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2s2""","=""2S""","=""1/2""",4,2,,"=""""","=""L22456,L12076""",
"=""""","=""""","=""10.32060""","=""""","=""""","=""1.73e+09""",B,"=""11.94895""","=""132.0817""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.9d""","=""2D""","=""3/2""",2,4,,"=""T3225LS""","=""""",
"=""""","=""""","=""10.32598""","=""""","=""""","=""2.07e+09""",B,"=""12.01483""","=""132.0850""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.9d""","=""2D""","=""5/2""",4,6,,"=""T3225LS""","=""""",
"=""""","=""""","=""10.32626""","=""""","=""""","=""3.46e+08""",B,"=""12.01483""","=""132.0817""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.9d""","=""2D""","=""3/2""",4,4,,"=""T3225LS""","=""""",
"=""""","=""""","=""10.46120""","=""""","=""""","=""2.48e+09""",B+,"=""11.94895""","=""130.4671""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.8d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""""",
