obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""8.916""","=""0.005""","=""8.916""","=""0.005""","=""a,B""","=""""",,"=""0.00000000""","=""139.06?""","=""1s2.2s2""","=""1S""","=""0""","=""1s.2s.(1S).3s.4p.(1P*)?""","=""1P*?""","=""1""",1,3,,"=""""","=""L2305""",
"=""9.024""","=""0.003""","=""9.024""","=""0.003""","=""a,B""","=""""",,"=""0.00000000""","=""137.40?""","=""1s2.2s2""","=""1S""","=""0""","=""1s.2s.(1S).3s.3p.(1P*)?""","=""1P*?""","=""1""",1,3,,"=""""","=""L6979""",
"=""9.067""","=""0.005""","=""9.067""","=""0.005""","=""a,B""","=""""",,"=""0.00000000""","=""136.74?""","=""1s2.2s2""","=""1S""","=""0""","=""1s.2s.(3S).3s.4p.(3P*)?""","=""1P*?""","=""1""",1,3,,"=""""","=""L2305""",
"=""9.220""","=""0.003""","=""9.220""","=""0.003""","=""a,B""","=""""",,"=""0.00000000""","=""134.47?""","=""1s2.2s2""","=""1S""","=""0""","=""1s.2s.(3S).3s.3p.(3P*)?""","=""1P*?""","=""1""",1,3,,"=""""","=""L6979""",
"=""9.629""","=""0.005""","=""9.629""","=""0.005""","=""a,B""","=""""",,"=""0.00000000""","=""128.76a""","=""1s2.2s2""","=""1S""","=""0""","=""1s.(2S).2s.2p.(1P*).4s""","=""1P*""","=""1""",1,3,,"=""""","=""L2305""",
"=""9.724""","=""0.005""","=""9.724""","=""0.005""","=""a,B""","=""""",,"=""0.00000000""","=""127.51?a""","=""1s2.2s2""","=""1S""","=""0""","=""1s.(2S).2s.2p.(1P*).3d?""","=""1P*?""","=""1""",1,3,,"=""""","=""L2305""",
"=""9.744""","=""0.005""","=""9.744""","=""0.005""","=""3a,B""","=""""",,"=""0.00000000""","=""127.24a""","=""1s2.2s2""","=""1S""","=""0""","=""1s.(2S).2s.2p.(1P*).3s""","=""1P*""","=""1""",1,3,,"=""""","=""L2305""",
"=""9.786""","=""0.005""","=""9.786""","=""0.005""","=""5a,B""","=""""",,"=""0.00000000""","=""126.70?a""","=""1s2.2s2""","=""1S""","=""0""","=""1s.(2S).2s.2p.(3P*).4s?""","=""1P*?""","=""1""",1,3,,"=""""","=""L2305""",
"=""9.797""","=""0.005""","=""9.797""","=""0.005""","=""a,B""","=""""",,"=""0.00000000""","=""126.55?""","=""1s2.2s2""","=""1S""","=""0""","=""1s.(2S).2s.2p.(3P*).4d?""","=""1P*?""","=""1""",1,3,,"=""""","=""L2305""",
"=""9.866""","=""0.005""","=""9.866""","=""0.005""","=""a,B""","=""""",,"=""0.00000000""","=""125.67?""","=""1s2.2s2""","=""1S""","=""0""","=""1s.(2S).2s.2p.(3P*).3d?""","=""1P*?""","=""1""",1,3,,"=""""","=""L2305""",
"=""9.907""","=""0.010""","=""9.907""","=""0.010""","=""5a,B""","=""""",,"=""0.00000000""","=""125.15a""","=""1s2.2s2""","=""1S""","=""0""","=""1s.(2S).2s.2p.(3P*).3s""","=""1P*""","=""1""",1,3,,"=""""","=""L2305""",
"=""10.086""","=""0.005""","=""10.086""","=""0.005""","=""5a,B,bl""","=""""",,"=""0.00000000""","=""122.93a""","=""1s2.2s2""","=""1S""","=""0""","=""1s.2s2.5p?""","=""1P*?""","=""1""",1,3,,"=""""","=""L2305""",
"=""10.120""","=""0.002""","=""10.1200""","=""0.0020""","=""6a,B""","=""""",,"=""0.00000000""","=""122.514a""","=""1s2.2s2""","=""1S""","=""0""","=""1s.2s2.4p?""","=""1P*?""","=""1""",1,3,,"=""""","=""L2305""",
"=""10.213""","=""0.002""","=""10.2130""","=""0.0020""","=""10a,B""","=""""",,"=""0.00000000""","=""121.398a""","=""1s2.2s2""","=""1S""","=""0""","=""1s.2s2.3p""","=""1P*""","=""1""",1,3,,"=""""","=""L2305""",
"=""10.467""","=""0.002""","=""10.467""","=""0.003""","=""a,B*""","=""""",,"=""2.7250394""","=""121.18a""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s.(2S).2s.2p2.(2P)""","=""3P""","=""1""",3,3,,"=""""","=""L2305""",
"=""10.467""","=""0.002""","=""10.467""","=""0.003""","=""a,B*""","=""""",,"=""2.725329""","=""121.18a""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s.(2S).2s.2p2.(2P)""","=""3P""","=""1""",5,3,,"=""""","=""L2305""",
"=""10.467""","=""0.002""","=""10.467""","=""0.004""","=""a,B*""","=""""",,"=""2.7250394""","=""121.18a""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s.(2S).2s.2p2.(2P)""","=""3P""","=""0""",3,1,,"=""""","=""L2305""",
"=""10.467""","=""0.002""","=""10.467""","=""0.003""","=""a,B*""","=""""",,"=""2.7250394""","=""121.18a""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s.(2S).2s.2p2.(2P)""","=""3P""","=""2""",3,5,,"=""""","=""L2305""",
"=""10.467""","=""0.002""","=""10.467""","=""0.003""","=""a,B*""","=""""",,"=""2.725329""","=""121.18a""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s.(2S).2s.2p2.(2P)""","=""3P""","=""2""",5,5,,"=""""","=""L2305""",
"=""10.467""","=""0.002""","=""10.467""","=""0.003""","=""a,B*""","=""""",,"=""2.724963""","=""121.18a""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s.(2S).2s.2p2.(2P)""","=""3P""","=""1""",1,3,,"=""""","=""L2305""",
"=""10.580""","=""0.002""","=""10.5800""","=""0.0020""","=""a,B*""","=""""",,"=""2.7250394""","=""119.913a""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s.(2S).2s.2p2.(2S)""","=""3S""","=""1""",3,3,,"=""""","=""L2305""",
"=""10.580""","=""0.002""","=""10.5800""","=""0.0020""","=""a,B*""","=""""",,"=""2.724963""","=""119.913a""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s.(2S).2s.2p2.(2S)""","=""3S""","=""1""",1,3,,"=""""","=""L2305""",
"=""10.580""","=""0.002""","=""10.5800""","=""0.0020""","=""a,B*""","=""""",,"=""2.725329""","=""119.913a""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s.(2S).2s.2p2.(2S)""","=""3S""","=""1""",5,3,,"=""""","=""L2305""",
"=""10.726""","=""0.005""","=""10.726""","=""0.009""","=""10a,B*""","=""""",,"=""2.7250394""","=""118.32a""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s.(2S).2s.2p2.(2D)""","=""3D""","=""2""",3,5,,"=""""","=""L2305""",
"=""10.726""","=""0.005""","=""10.726""","=""0.007""","=""10a,B*""","=""""",,"=""2.7250394""","=""118.32a""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s.(2S).2s.2p2.(2D)""","=""3D""","=""1""",3,3,,"=""""","=""L2305""",
"=""10.726""","=""0.005""","=""10.726""","=""0.007""","=""10a,B*""","=""""",,"=""2.724963""","=""118.32a""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s.(2S).2s.2p2.(2D)""","=""3D""","=""1""",1,3,,"=""""","=""L2305""",
"=""10.726""","=""0.005""","=""10.726""","=""0.013""","=""10a,B*""","=""""",,"=""2.725329""","=""118.32a""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s.(2S).2s.2p2.(2D)""","=""3D""","=""3""",5,7,,"=""""","=""L2305""",
"=""10.726""","=""0.005""","=""10.726""","=""0.007""","=""10a,B*""","=""""",,"=""2.725329""","=""118.32a""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s.(2S).2s.2p2.(2D)""","=""3D""","=""1""",5,3,,"=""""","=""L2305""",
"=""10.726""","=""0.005""","=""10.726""","=""0.009""","=""10a,B*""","=""""",,"=""2.725329""","=""118.32a""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s.(2S).2s.2p2.(2D)""","=""3D""","=""2""",5,5,,"=""""","=""L2305""",
"=""10.738""","=""0.005""","=""10.738""","=""0.005""","=""10a,B""","=""""",,"=""0.00000000""","=""115.47a""","=""1s2.2s2""","=""1S""","=""0""","=""1s.2s2.2p""","=""1P*""","=""1""",1,3,,"=""""","=""L2305""",
"=""61.85""","=""0.05""","=""61.85""","=""0.05""","=""a,B""","=""""",,"=""0.00000000""","=""20.046a""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.3s.10p?""","=""1P*?""","=""1""",1,3,,"=""""","=""L1790""",
"=""62.01""","=""0.05""","=""62.01""","=""0.05""","=""a,B""","=""""",,"=""0.00000000""","=""19.994a""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.3s.9p?""","=""1P*?""","=""1""",1,3,,"=""""","=""L1790""",
"=""62.26""","=""0.05""","=""62.26""","=""0.05""","=""a,B""","=""""",,"=""0.00000000""","=""19.914a""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.3s.8p?""","=""1P*?""","=""1""",1,3,,"=""""","=""L1790""",
"=""62.63""","=""0.05""","=""62.63""","=""0.05""","=""a,B""","=""""",,"=""0.00000000""","=""19.797a""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.3s.7p?""","=""1P*?""","=""1""",1,3,,"=""""","=""L1790""",
"=""65.83""","=""0.05""","=""65.83""","=""0.05""","=""a,B""","=""""",,"=""0.00000000""","=""18.834a""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.3s.4p""","=""1P*""","=""1""",1,3,,"=""""","=""L1790""",
"=""70.11""","=""0.05""","=""70.11""","=""0.05""","=""a,B""","=""""",,"=""0.00000000""","=""17.684a""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.3s.3p""","=""1P*""","=""1""",1,3,,"=""""","=""L1790""",
"=""94.01""","=""0.10""","=""94.01""","=""0.10""","=""a""","=""""",,"=""0.00000000""","=""13.188""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2p.13s""","=""1P*""","=""1""",1,3,,"=""""","=""L1790""",
"=""94.14""","=""0.10""","=""94.14""","=""0.10""","=""a""","=""""",,"=""0.00000000""","=""13.170""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2p.12s""","=""1P*""","=""1""",1,3,,"=""""","=""L1790""",
"=""94.27""","=""0.10""","=""94.27""","=""0.10""","=""a""","=""""",,"=""0.00000000""","=""13.152""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2p.11s""","=""1P*""","=""1""",1,3,,"=""""","=""L1790""",
"=""94.49""","=""0.10""","=""94.49""","=""0.10""","=""a,B""","=""""",,"=""0.00000000""","=""13.121a""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2p.10s""","=""1P*""","=""1""",1,3,,"=""""","=""L1790""",
"=""94.77""","=""0.10""","=""94.77""","=""0.10""","=""a,B""","=""""",,"=""0.00000000""","=""13.083a""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2p.9s""","=""1P*""","=""1""",1,3,,"=""""","=""L1790""",
"=""95.16""","=""0.10""","=""95.16""","=""0.10""","=""a,B""","=""""",,"=""0.00000000""","=""13.029a""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2p.8s""","=""1P*""","=""1""",1,3,,"=""""","=""L1790""",
"=""95.78""","=""0.10""","=""95.78""","=""0.10""","=""a,B""","=""""",,"=""0.00000000""","=""12.945a""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2p.7s""","=""1P*""","=""1""",1,3,,"=""""","=""L1790""",
"=""95.97""","=""0.05""","=""95.987""","=""0.005""","=""a,B""","=""""",,"=""0.00000000""","=""12.9168a""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2p.6d""","=""1P*""","=""1""",1,3,,"=""""","=""L481""",
"=""96.78""","=""0.10""","=""96.78""","=""0.10""","=""a,B""","=""""",,"=""0.00000000""","=""12.811a""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2p.6s""","=""1P*""","=""1""",1,3,,"=""""","=""L1790""",
"=""97.19""","=""0.05""","=""97.190""","=""0.005""","=""a,B""","=""""",,"=""0.00000000""","=""12.7569a""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2p.5d""","=""1P*""","=""1""",1,3,,"=""""","=""L481""",
"=""98.62""","=""0.10""","=""98.62""","=""0.10""","=""a,B""","=""""",,"=""0.00000000""","=""12.572a""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2p.5s""","=""1P*""","=""1""",1,3,,"=""""","=""L1790""",
"=""99.46""","=""0.05""","=""99.435""","=""0.005""","=""a,B""","=""""",,"=""0.00000000""","=""[12.4688a]""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2p.4d""","=""1P*""","=""1""",1,3,,"=""""","=""L481""",
"=""102.5""","=""0.5""","=""102.5""","=""0.5""","=""a,B""","=""""",,"=""0.00000000""","=""12.10a""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2p.4s""","=""1P*""","=""1""",1,3,,"=""""","=""L1790""",
"=""104.58""","=""0.05""","=""104.554""","=""0.005""","=""a,B""","=""""",,"=""0.00000000""","=""11.8583a""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2p.3d""","=""1P*""","=""1""",1,3,,"=""""","=""L1790""",
"=""113.4""","=""1.0""","=""113.4""","=""1.0""","=""a,B""","=""""",,"=""0.00000000""","=""10.94a""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2p.3s""","=""1P*""","=""1""",1,3,,"=""""","=""L1790""",
"=""134.22""","=""0.03""","=""134.2208""","=""0.0009""","=""a""","=""""",,"=""0.00000000""","=""[9.23733]""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.13p""","=""1P*""","=""1""",1,3,,"=""""","=""L1790""",
"=""134.47""","=""0.03""","=""134.4435""","=""0.0009""","=""a""","=""""",,"=""0.00000000""","=""[9.22203]""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.12p""","=""1P*""","=""1""",1,3,,"=""""","=""L1790""",
"=""134.74""","=""0.03""","=""134.7326""","=""0.0009""","=""a""","=""""",,"=""0.00000000""","=""[9.20224]""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.11p""","=""1P*""","=""1""",1,3,,"=""""","=""L1790""",
"=""135.13""","=""0.03""","=""135.1183""","=""0.0009""","=""a""","=""""",,"=""0.00000000""","=""[9.17597]""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.10p""","=""1P*""","=""1""",1,3,,"=""""","=""L1790""",
"=""135.65""","=""0.03""","=""135.6495""","=""0.0009""","=""a""","=""3.71e+05""",C,"=""0.00000000""","=""[9.14004]""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.9p""","=""1P*""","=""1""",1,3,,"=""u28""","=""L1790""",
"=""""","=""""","=""136.40860""","=""0.00013""","=""""","=""5.6e+04""",D,"=""0.00000000""","=""9.089177""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.8p""","=""3P*""","=""1""",1,3,,"=""u28""","=""""",
"=""136.43""","=""0.03""","=""136.4076""","=""0.0009""","=""a""","=""4.28e+05""",C,"=""0.00000000""","=""[9.08924]""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.8p""","=""1P*""","=""1""",1,3,,"=""u28""","=""L1790""",
"=""137.56""","=""0.03""","=""137.5482""","=""0.0009""","=""a""","=""6.30e+05""",C,"=""0.00000000""","=""[9.01387]""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.7p""","=""1P*""","=""1""",1,3,,"=""u28""","=""L1790""",
"=""139.39""","=""0.03""","=""139.38026""","=""0.00012""","=""a""","=""7.76e+05""",C,"=""0.00000000""","=""8.895391""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.6p""","=""1P*""","=""1""",1,3,,"=""u28""","=""L1790""",
"=""142.6117""","=""0.0010""","=""142.61146""","=""0.00006""","=""4""","=""7.57e+05""",C,"=""0.00000000""","=""8.693845""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.5p""","=""1P*""","=""1""",1,3,,"=""u28""","=""L4743""",
"=""149.1762""","=""0.0010""","=""149.17625""","=""0.00007""","=""8""","=""1.2e+05""",D,"=""0.00000000""","=""8.311256""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.4p""","=""1P*""","=""1""",1,3,,"=""u28""","=""L4743""",
"=""155.2110483""","=""0.0000013""","=""155.2110483""","=""0.0000012""","=""""","=""""",,"=""0.00000000""","=""7.98810393""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.3d""","=""1D""","=""2""",1,5,2P,"=""""","=""L21345""",
"=""166.1478""","=""0.0010""","=""166.14761""","=""0.00006""","=""30""","=""7.23e+06""",A,"=""0.00000000""","=""7.4622919""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.3p""","=""1P*""","=""1""",1,3,,"=""T7096c74""","=""L4743""",
"=""""","=""""","=""169.75775""","=""0.00017""","=""""","=""4.4e-01""",D,"=""0.00000000""","=""7.303596""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.3p""","=""3P*""","=""1""",1,3,,"=""T7096c74""","=""""",
"=""190.712""","=""0.005""","=""190.708""","=""0.009""","=""2*""","=""""",,"=""2.7250394""","=""9.22628""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.12d""","=""3D""","=""2""",3,5,,"=""""","=""L7412""",
"=""190.712""","=""0.005""","=""190.708""","=""0.007""","=""2*""","=""""",,"=""2.724963""","=""9.2262""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2s.12d""","=""3D""","=""1""",1,3,,"=""""","=""L7412""",
"=""190.712""","=""0.005""","=""190.710""","=""0.007""","=""2*""","=""""",,"=""2.7250394""","=""9.2262""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.12d""","=""3D""","=""1""",3,3,,"=""""","=""L7412""",
"=""190.712""","=""0.005""","=""190.713""","=""0.011""","=""2*""","=""""",,"=""2.725329""","=""9.2264""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.12d""","=""3D""","=""3""",5,7,,"=""""","=""L7412""",
"=""190.712""","=""0.005""","=""190.717""","=""0.009""","=""2*""","=""""",,"=""2.725329""","=""9.22628""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.12d""","=""3D""","=""2""",5,5,,"=""""","=""L7412""",
"=""190.712""","=""0.005""","=""190.718""","=""0.007""","=""2*""","=""""",,"=""2.725329""","=""9.2262""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.12d""","=""3D""","=""1""",5,3,,"=""""","=""L7412""",
"=""190.95""","=""0.06""","=""190.95""","=""0.11""","=""*""","=""""",,"=""115.53+x""","=""122.02+x""","=""1s.(2S).2s.2p2.(4P)""","=""5P""","=""1""","=""1s.(2S).2p3.(4S*)""","=""5S*""","=""2""",3,5,,"=""""","=""L5311c4""",
"=""190.95""","=""0.06""","=""190.95""","=""0.11""","=""*""","=""""",,"=""115.53+x""","=""122.02+x""","=""1s.(2S).2s.2p2.(4P)""","=""5P""","=""3""","=""1s.(2S).2p3.(4S*)""","=""5S*""","=""2""",7,5,,"=""""","=""L5311c4""",
"=""190.95""","=""0.06""","=""190.95""","=""0.11""","=""*""","=""""",,"=""115.53+x""","=""122.02+x""","=""1s.(2S).2s.2p2.(4P)""","=""5P""","=""2""","=""1s.(2S).2p3.(4S*)""","=""5S*""","=""2""",5,5,,"=""""","=""L5311c4""",
"=""191.249""","=""0.005""","=""191.244""","=""0.007""","=""3*""","=""""",,"=""2.724963""","=""9.2080""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2s.11d""","=""3D""","=""1""",1,3,,"=""""","=""L7412""",
"=""191.249""","=""0.005""","=""191.245""","=""0.009""","=""3*""","=""""",,"=""2.7250394""","=""9.20806""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.11d""","=""3D""","=""2""",3,5,,"=""""","=""L7412""",
"=""191.249""","=""0.005""","=""191.247""","=""0.007""","=""3*""","=""""",,"=""2.7250394""","=""9.2080""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.11d""","=""3D""","=""1""",3,3,,"=""""","=""L7412""",
"=""191.249""","=""0.005""","=""191.249""","=""0.011""","=""3*""","=""""",,"=""2.725329""","=""9.2082""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.11d""","=""3D""","=""3""",5,7,,"=""""","=""L7412""",
"=""191.249""","=""0.005""","=""191.253""","=""0.009""","=""3*""","=""""",,"=""2.725329""","=""9.20806""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.11d""","=""3D""","=""2""",5,5,,"=""""","=""L7412""",
"=""191.249""","=""0.005""","=""191.255""","=""0.007""","=""3*""","=""""",,"=""2.725329""","=""9.2080""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.11d""","=""3D""","=""1""",5,3,,"=""""","=""L7412""",
"=""191.976""","=""0.005""","=""191.971""","=""0.009""","=""5*""","=""""",,"=""2.7250394""","=""9.18351""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.10d""","=""3D""","=""2""",3,5,,"=""""","=""L7412""",
