Initial State,Final State,Partial Lifetime /s,Delta Energy /eV
Be 3Po;v=1s2.2s.2p,Be 1S;v=1s2.2s2,2.3809,-2.72497343699826
Be 1Po;v=1s2.2s.2p,Be 1S;v=1s2.2s2,1.8116e-09,-5.27732765664112
Be 1Po;v=1s2.2s.2p,Be 3Po;v=1s2.2s.2p,278240.0,-2.5523542196428597
Be 3S;v=1s2.2s.3s,Be 3Po;v=1s2.2s.2p,6.5317e-09,-3.7320862463782003
Be 1S;v=1s2.2s.3s,Be 1Po;v=1s2.2s.2p,2.9586e-08,-1.5016371735726404
Be 3Po;v=1s2.2s.3p,Be 3S;v=1s2.2s.3s,8.547e-08,-0.8463710042364392
Be 3Po;v=1s2.2s.3p,Be 1S;v=1s2.2s2,2.2727,-7.3034306876129
Be 3P;v=1s2.2p2,Be 3Po;v=1s2.2s.2p,2.3641e-09,-4.67591898067503
Be 1Po;v=1s2.2s.3p,Be 1S;v=1s2.2s2,1.3831e-07,-7.46211440254013
Be 1Po;v=1s2.2s.3p,Be 1S;v=1s2.2s.3s,1.548e-07,-0.6831495723263696
Be 3D;v=1s2.2s.3d,Be 3Po;v=1s2.2s.2p,5.1881e-09,-4.9685273372652
Be 1D;v=1s2.2s.3d,Be 1Po;v=1s2.2s.2p,1.3123e-08,-2.7105916017521103
Be 1D;v=1s2.2s.3d,Be 1Po;v=1s2.2s.3p,2.0492e-07,-0.5258048558531003
Be 3S;v=1s2.2s.4s,Be 3Po;v=1s2.2s.2p,2.3641e-08,-5.27262876391846
Be 3S;v=1s2.2s.4s,Be 3Po;v=1s2.2s.3p,7.3153e-08,-0.6941715133038207
Be 1S;v=1s2.2s.4s,Be 1Po;v=1s2.2s.3p,9.2593e-08,-0.6270976092678504
Be 1S;v=1s2.2s.4s,Be 1Po;v=1s2.2s.2p,9.901e-08,-2.8118843551668604
Be 3Po;v=1s2.2s.4p,Be 3D;v=1s2.2s.3d,4.902e-07,-0.5899280040368309
Be 3Po;v=1s2.2s.4p,Be 3S;v=1s2.2s.3s,5.8824e-06,-1.8263690949238303
Be 1Po;v=1s2.2s.4p,Be 1D;v=1s2.2p2,1.9231e-06,-1.25868986461382
Be 1Po;v=1s2.2s.4p,Be 1S;v=1s2.2s.3s,3.0395e-06,-1.5320993884000602
Be 1Po;v=1s2.2s.4p,Be 1S;v=1s2.2s2,8.3333e-06,-8.31106421861382
Be 3D;v=1s2.2s.4d,Be 3Po;v=1s2.2s.2p,1.2321e-08,-5.69851705921225
Be 3D;v=1s2.2s.4d,Be 3Po;v=1s2.2s.3p,2.3036e-07,-1.1200598085976106
Be 3Fo;v=1s2.2s.4f,Be 3D;v=1s2.2s.3d,6.2653e-08,-0.76710973464274
Be 3Fo;v=1s2.2s.4f,Be 1D;v=1s2.2p2,0.00019608,-1.4082361549061995
Be 3Fo;v=1s2.2s.4f,Be 1D;v=1s2.2s.3d,0.00026667,-0.4726912505129697
Be 1Fo;v=1s2.2s.4f,Be 1D;v=1s2.2p2,1.0428e-07,-1.4082733493076995
Be 1Fo;v=1s2.2s.4f,Be 1D;v=1s2.2s.3d,1.4104e-07,-0.47272844491446975
Be 1Fo;v=1s2.2s.4f,Be 3D;v=1s2.2s.3d,0.00011882,-0.7671469290442401
Be 1D;v=1s2.2s.4d,Be 1Po;v=1s2.2s.2p,2.0534e-08,-3.2502327749627096
Be 1D;v=1s2.2s.4d,Be 1Po;v=1s2.2s.3p,1.9455e-06,-1.0654460290636996
