Initial State,Final State,Partial Lifetime /s,Delta Energy /eV
C+ 4P;v=2s.2p2,C+ 2Po;v=2s2.2p,0.0078309,-5.33160668656154
C+ 2D;v=2s.2p2,C+ 2Po;v=2s2.2p,3.465e-09,-9.29024403246823
C+ 2S;v=2s.2p2,C+ 2Po;v=2s2.2p,4.5496e-10,-11.9634180663127
C+ 2P;v=2s.2p2,C+ 2Po;v=2s2.2p,2.4631e-10,-13.7153115713023
C+ 2S;v=2s2.3s,C+ 2Po;v=2s2.2p,2.2624e-09,-14.4485372061797
C+ 2Po;v=2s2.3p,C+ 2D;v=2s.2p2,2.445e-08,-7.041073777574969
C+ 2Po;v=2s2.3p,C+ 2S;v=2s2.3s,2.7322e-08,-1.8827806038634982
C+ 2Po;v=2s2.3p,C+ 2S;v=2s.2p2,3.0395e-08,-4.367899743730499
C+ 2Po;v=2s2.3p,C+ 2P;v=2s.2p2,1.2821e-05,-2.6160062387408995
C+ 2Po;v=2s2.3p,C+ 4P;v=2s.2p2,0.01549,-10.99971112348166
C+ 4So;v=2p3,C+ 4P;v=2s.2p2,2.9542e-10,-12.27709085228496
C+ 4So;v=2p3,C+ 2D;v=2s.2p2,0.0047778,-8.318453506378269
C+ 4So;v=2p3,C+ 2P;v=2s.2p2,0.0095329,-3.8933859675441997
C+ 4So;v=2p3,C+ 2S;v=2s2.3s,0.069444,-3.1601603326667984
C+ 4So;v=2p3,C+ 2S;v=2s.2p2,0.10309,-5.645279472533799
C+ 2D;v=2s2.3d,C+ 2Po;v=2s2.2p,3.5461e-10,-18.045359812441
C+ 2D;v=2s2.3d,C+ 2Po;v=2s2.3p,2.3889e-08,-1.7140420023978002
C+ 2Do;v=2p3,C+ 2D;v=2s.2p2,2.0517e-09,-9.364856001874571
C+ 2Do;v=2p3,C+ 2P;v=2s.2p2,1.774e-08,-4.939788463040502
C+ 2S;v=2s2.4s,C+ 2Po;v=2s2.2p,3.3003e-09,-19.4940817508149
C+ 2S;v=2s2.4s,C+ 2Po;v=2s2.3p,5.2466e-09,-3.1627639407717005
C+ 2Po;v=2s2.4p,C+ 2D;v=2s.2p2,6.25e-09,-10.85895511007687
C+ 2Po;v=2s2.4p,C+ 2D;v=2s2.3d,2.8653e-08,-2.103839330104101
C+ 2Po;v=2s2.4p,C+ 2S;v=2s2.3s,4.329e-08,-5.7006619363654
C+ 2Po;v=2s2.4p,C+ 2P;v=2s.2p2,8.6207e-08,-6.433887571242801
C+ 2Po;v=2s2.4p,C+ 2S;v=2s2.4s,1.4451e-07,-0.6551173917302009
