Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""2p6.3s""","=""2S""","=""1/2""",2,"=""""","=""0.0000""","=""""","=""0""","=""L7185"""
"=""2p6.3p""","=""2P*""","=""1/2""",2,"=""""","=""21.5997""","=""""","=""""","="""""
"=""2p6.3p""","=""2P*""","=""3/2""",4,"=""""","=""22.2288""","=""""","=""""","="""""
"=""2p6.3d""","=""2D""","=""3/2""",4,"=""""","=""51.7153""","=""""","=""""","="""""
"=""2p6.3d""","=""2D""","=""5/2""",6,"=""""","=""51.7661""","=""""","=""""","="""""
"=""2p6.4s""","=""2S""","=""1/2""",2,"=""""","=""103.253""","=""""","=""""","="""""
"=""2p6.4p""","=""2P*""","=""1/2""",2,"=""""","=""111.498""","=""""","=""""","="""""
"=""2p6.4p""","=""2P*""","=""3/2""",4,"=""""","=""111.735""","=""""","=""""","="""""
"=""2p6.4d""","=""2D""","=""3/2""",4,"=""""","=""122.410""","=""""","=""""","="""""
"=""2p6.4d""","=""2D""","=""5/2""",6,"=""""","=""122.433""","=""""","=""""","="""""
"=""2p6.4f""","=""2F*""","=""5/2""",6,"=""""","=""125.980""","=""""","=""""","="""""
"=""2p6.4f""","=""2F*""","=""7/2""",8,"=""""","=""125.987""","=""""","=""""","="""""
"=""2p6.5s""","=""2S""","=""1/2""",2,"=""""","=""145.645""","=""""","=""""","="""""
"=""2p6.5p""","=""2P*""","=""1/2""",2,"=""""","=""149.630""","=""""","=""""","="""""
"=""2p6.5p""","=""2P*""","=""3/2""",4,"=""""","=""149.743""","=""""","=""""","="""""
"=""2p6.5d""","=""2D""","=""3/2""",4,"=""""","=""154.846""","=""""","=""""","="""""
"=""2p6.5d""","=""2D""","=""5/2""",6,"=""""","=""154.860""","=""""","=""""","="""""
"=""2p6.5f""","=""2F*""","=""5/2""",6,"=""""","=""156.678""","=""""","=""""","="""""
"=""2p6.5f""","=""2F*""","=""7/2""",8,"=""""","=""156.681""","=""""","=""""","="""""
"=""2p6.6s""","=""2S""","=""1/2""",2,"=""""","=""167.178""","=""""","=""""","="""""
"=""2p6.6p""","=""2P*""","=""1/2""",2,"=""""","=""169.407""","=""""","=""""","="""""
"=""2p6.6p""","=""2P*""","=""3/2""",4,"=""""","=""169.473""","=""""","=""""","="""""
"=""2p6.6d""","=""2D""","=""3/2""",4,"=""""","=""172.318""","=""""","=""""","="""""
"=""2p6.6d""","=""2D""","=""5/2""",6,"=""""","=""172.322""","=""""","=""""","="""""
"=""2p6.6f""","=""2F*""","=""5/2""",6,"=""""","=""173.371""","=""""","=""""","="""""
"=""2p6.6f""","=""2F*""","=""7/2""",8,"=""""","=""173.384""","=""""","=""""","="""""
"=""2p6.7s""","=""2S""","=""1/2""",2,"=""""","=""179.617""","=""""","=""""","="""""
"=""2p6.7p""","=""2P*""","=""3/2""",4,"=""""","=""181.007""","=""""","=""""","="""""
"=""2p6.7p""","=""2P*""","=""1/2""",2,"=""""","=""181.007""","=""""","=""""","="""""
"=""2p6.7d""","=""2D""","=""3/2""",4,"=""""","=""182.758""","=""""","=""""","="""""
"=""2p6.7d""","=""2D""","=""5/2""",6,"=""""","=""182.764""","=""""","=""""","="""""
"=""2p6.7f""","=""2F*""","=""5/2""",6,"=""""","=""183.431""","=""""","=""""","="""""
"=""2p6.7f""","=""2F*""","=""7/2""",8,"=""""","=""183.440""","=""""","=""""","="""""
"=""2p6.8s""","=""2S""","=""1/2""",2,"=""""","=""187.437""","=""""","=""""","="""""
"=""2p6.8p""","=""2P*""","=""1/2""",2,"=""""","=""188.357""","=""""","=""""","="""""
"=""2p6.8p""","=""2P*""","=""3/2""",4,"=""""","=""188.357""","=""""","=""""","="""""
"=""2p6.8d""","=""2D""","=""3/2""",4,"=""""","=""189.509""","=""""","=""""","="""""
"=""2p6.8d""","=""2D""","=""5/2""",6,"=""""","=""189.511""","=""""","=""""","="""""
"=""2p6.8f""","=""2F*""","=""5/2""",6,"=""""","=""189.980""","=""""","=""""","="""""
"=""2p6.8f""","=""2F*""","=""7/2""",8,"=""""","=""189.992""","=""""","=""""","="""""
"=""2p6.9p""","=""2P*""","=""1/2""",2,"=""""","=""193.324""","=""""","=""""","="""""
"=""2p6.9p""","=""2P*""","=""3/2""",4,"=""""","=""193.324""","=""""","=""""","="""""
"=""2p6.9d""","=""2D""","=""5/2""",6,"=""""","=""194.126""","=""""","=""""","="""""
"=""2p6.9d""","=""2D""","=""3/2""",4,"=""""","=""194.126""","=""""","=""""","="""""
"=""2p6.9f""","=""2F*""","=""5/2""",6,"=""""","=""194.456""","=""""","=""""","="""""
"=""2p6.9f""","=""2F*""","=""7/2""",8,"=""""","=""194.459""","=""""","=""""","="""""
"=""2p6.10d""","=""2D""","=""5/2""",6,"=""""","=""197.415""","=""""","=""""","="""""
"=""2p6.10f""","=""2F*""","=""7/2""",8,"=""""","=""197.659""","=""""","=""""","="""""
"=""2p6.10f""","=""2F*""","=""5/2""",6,"=""""","=""197.672""","=""""","=""""","="""""
"=""2p6.11f""","=""2F*""","=""7/2""",8,"=""""","=""200.046""","=""""","=""""","="""""
"=""2p6.11f""","=""2F*""","=""5/2""",6,"=""""","=""200.06""","=""""","=""""","="""""
"=""Ca XI (2p6 1S<0>)""","=""Limit""","=""---""",,"=""[""","=""211.275""","=""]""","=""0.004""","=""L11770"""
