obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""119.3231""","=""""","=""60""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L640""",
"=""127.7306""","=""127.7324+""","=""60""","=""""",,"=""6.119245""","=""15.82580""","=""3d10.4p""","=""2P*""","=""3/2""","=""3d10.6d""","=""2D""","=""5/2""",4,6,,"=""""","=""L640""",
"=""136.6682""","=""136.6728+""","=""60bl*""","=""""",,"=""7.776593""","=""16.84820""","=""3d9.4s2""","=""2D""","=""5/2""","=""3d10.7f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L640""",
"=""136.6682""","=""136.6678+""","=""60bl*""","=""""",,"=""7.776593""","=""16.84854""","=""3d9.4s2""","=""2D""","=""5/2""","=""3d10.7f""","=""2F*""","=""5/2""",6,6,,"=""""","=""L640""",
"=""141.0443""","=""141.0444+""","=""60""","=""""",,"=""7.776593""","=""16.56703""","=""3d9.4s2""","=""2D""","=""5/2""","=""3d10.8p""","=""2P*""","=""3/2""",6,4,,"=""""","=""L640""",
"=""143.9091""","=""143.9091+""","=""60""","=""""",,"=""6.010878""","=""14.626332""","=""3d10.4p""","=""2P*""","=""1/2""","=""3d10.5d""","=""2D""","=""3/2""",2,4,,"=""""","=""L640""",
"=""144.5042""","=""144.5042+""","=""60""","=""""",,"=""8.113729""","=""16.69370""","=""3d9.4s2""","=""2D""","=""3/2""","=""3d9.(2D).4s.4p.(1P*)""","=""2D*""","=""3/2""",4,4,,"=""""","=""L640""",
"=""145.6907""","=""145.6907+""","=""50""","=""""",,"=""6.119245""","=""14.629343""","=""3d10.4p""","=""2P*""","=""3/2""","=""3d10.5d""","=""2D""","=""5/2""",4,6,,"=""""","=""L640""",
"=""147.7016""","=""147.7015+""","=""60""","=""""",,"=""8.113729""","=""16.507970""","=""3d9.4s2""","=""2D""","=""3/2""","=""3d9.(2D).4s.4p.(1P*)""","=""2F*""","=""5/2""",4,6,,"=""""","=""L640""",
"=""151.4763""","=""151.4761+""","=""50""","=""""",,"=""6.010878""","=""14.195945""","=""3d10.4p""","=""2P*""","=""1/2""","=""3d10.6s""","=""2S""","=""1/2""",2,2,,"=""""","=""L640""",
