obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""50.656""","=""0.002""","=""50.6560""","=""0.0021""","=""""","=""""",,"=""0.00000""","=""24.4757""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).14d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6802""",
"=""50.6886""","=""0.0005""","=""50.6887""","=""0.0005""","=""""","=""""",,"=""0.00000""","=""24.45995""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).15s""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L6802""",
"=""50.809""","=""0.002""","=""50.8086""","=""0.0021""","=""""","=""""",,"=""0.00000""","=""24.4022""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).13d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6802""",
"=""51.022""","=""0.002""","=""51.0225""","=""0.0021""","=""""","=""""",,"=""0.00000""","=""24.2999""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).12d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6802""",
"=""51.0934""","=""0.0005""","=""51.0934""","=""0.0005""","=""""","=""""",,"=""0.00000""","=""24.26617""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).13s""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L6802""",
"=""51.316""","=""0.002""","=""51.3165""","=""0.0021""","=""""","=""""",,"=""0.00000""","=""24.1607""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).11d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6802""",
"=""51.4165""","=""0.0005""","=""51.4165""","=""0.0005""","=""""","=""""",,"=""0.00000""","=""24.11369""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).12s""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L6802""",
"=""51.744""","=""0.002""","=""51.7446""","=""0.0019""","=""""","=""""",,"=""0.00000""","=""23.9608""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).10d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6802""",
"=""51.8862""","=""0.0005""","=""51.8862""","=""0.0005""","=""""","=""""",,"=""0.00000""","=""23.89541""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).11s""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L6802""",
"=""52.381""","=""0.002""","=""52.3810""","=""0.0019""","=""""","=""""",,"=""0.00000""","=""23.6697""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).9d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6802""",
"=""52.6086""","=""0.0005""","=""52.6086""","=""0.0005""","=""""","=""""",,"=""0.00000""","=""23.56729""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).10s""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L6802""",
"=""53.427""","=""0.002""","=""53.4271""","=""0.0020""","=""""","=""""",,"=""0.00000""","=""23.2062""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).8d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6802""",
"=""53.8081""","=""0.0005""","=""53.8081""","=""0.0005""","=""""","=""""",,"=""0.00000""","=""23.04192""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).9s""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L6802""",
"=""53.9895""","=""0.0005""","=""53.9896""","=""0.0005""","=""""","=""""",,"=""0.00000""","=""22.96448""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).19d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6802""",
"=""54.0487""","=""0.0005""","=""54.0487""","=""0.0005""","=""""","=""""",,"=""0.00000""","=""22.93933""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).18d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6802""",
