obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""0.80694""","=""0.00015""","=""0.8066""","=""""","=""""","=""""",,"=""[20.33202]""","=""[1557.4]""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p.(3P*).3p""","=""2D""","=""5/2""",4,6,,"=""""","=""L2560c7""",
"=""0.8092""","=""0.0002""","=""0.8092""","=""""","=""3*""","=""""",,"=""[19.83922]""","=""1552.0""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p.(3P*).3p""","=""2P""","=""1/2""",2,2,,"=""""","=""L2743""",
"=""0.92186""","=""0.00004""","=""0.921884""","=""0.000009""","=""10*""","=""""",,"=""[19.83922]""","=""(1364.739)""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""2S""","=""1/2""",2,2,,"=""""","=""L22456,L9519c164,L11441c164,L2560c7""",
"=""0.92217""","=""0.00004""","=""0.922222""","=""0.000009""","=""10*""","=""""",,"=""[20.33202]""","=""(1364.739)""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""2S""","=""1/2""",4,2,,"=""""","=""L22456,L9519c164,L11441c164,L2560c7""",
"=""0.92352""","=""0.00004""","=""0.923508""","=""0.000006""","=""*""","=""""",,"=""0.00000""","=""(1342.535)""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(1P*)""","=""2P*""","=""3/2""",2,4,,"=""""","=""L22456,L9519c164,L11441c164,L3784c164,L7418c164,L2670c164""",
"=""0.92352""","=""0.00004""","=""0.923569""","=""0.000006""","=""*""","=""""",,"=""0.00000""","=""(1342.446)""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(1P*)""","=""2P*""","=""1/2""",2,2,,"=""""","=""L22456,L9519c164,L11441c164,L3784c164,L7418c164,L2670c164""",
"=""0.9266""","=""0.0002""","=""0.9267""","=""""","=""2*""","=""""",,"=""214.061""","=""1552.0""","=""1s2.3p""","=""2P*""","=""1/2""","=""1s.2p.(3P*).3p""","=""2P""","=""1/2""",2,2,,"=""""","=""L2670""",
"=""0.9266""","=""0.0002""","=""0.9268""","=""""","=""2*""","=""""",,"=""214.224""","=""1552.0""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s.2p.(3P*).3p""","=""2P""","=""3/2""",4,4,,"=""""","=""L2670""",
"=""0.92830""","=""0.00003""","=""0.928350""","=""0.000005""","=""""","=""""",,"=""0.00000""","=""(1335.533)""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(3P*)""","=""2P*""","=""3/2""",2,4,,"=""""","=""L22456,L9519c164,L11441c164,L11439,L3784c164""",
"=""0.92849""","=""0.00006""","=""0.928545""","=""0.000005""","=""""","=""""",,"=""0.00000""","=""(1335.253)""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(3P*)""","=""2P*""","=""1/2""",2,2,,"=""""","=""L22456,L9519c164,L11439,L3784c164""",
