Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Leading percentages,Reference
"=""1s2.2s""","=""2S""","=""1/2""",2,"=""""","=""0.00000""","=""""","=""0.00000""","="" 100                                           ""","=""L4995"""
"=""1s2.2p""","=""2P*""","=""1/2""",2,"=""[""","=""19.83922""","=""]""","=""0.00014""","="" 100                                           ""","=""u57"""
"=""1s2.2p""","=""2P*""","=""3/2""",4,"=""[""","=""20.33202""","=""]""","=""0.00010""","="" 100                                           ""","=""u57"""
"=""1s2.3s""","=""2S""","=""1/2""",2,"=""""","=""208.628""","=""""","=""""","=""                                               ""","="""""
"=""1s2.3p""","=""2P*""","=""1/2""",2,"=""""","=""214.061""","=""""","=""""","=""                                               ""","="""""
"=""1s2.3p""","=""2P*""","=""3/2""",4,"=""""","=""214.224""","=""""","=""""","=""                                               ""","="""""
"=""1s2.3d""","=""2D""","=""3/2""",4,"=""""","=""216.17""","=""""","=""""","=""                                               ""","="""""
"=""1s2.3d""","=""2D""","=""5/2""",6,"=""""","=""216.215""","=""""","=""""","=""                                               ""","="""""
"=""1s2.4s""","=""2S""","=""1/2""",2,"=""[""","=""279.29""","=""]""","=""""","=""                                               ""","="""""
"=""1s2.4p""","=""2P*""","=""1/2""",2,"=""""","=""281.463""","=""""","=""""","=""                                               ""","="""""
"=""1s2.4p""","=""2P*""","=""3/2""",4,"=""""","=""281.463""","=""""","=""""","=""                                               ""","="""""
"=""1s2.4d""","=""2D""","=""3/2""",4,"=""""","=""282.359""","=""""","=""""","=""                                               ""","="""""
"=""1s2.4d""","=""2D""","=""5/2""",6,"=""""","=""282.40""","=""""","=""""","=""                                               ""","="""""
"=""1s2.4f""","=""2F*""","=""5/2""",6,"=""""","=""282.443""","=""""","=""""","=""                                               ""","="""""
"=""1s2.4f""","=""2F*""","=""7/2""",8,"=""""","=""282.453""","=""""","=""""","=""                                               ""","="""""
"=""1s2.5s""","=""2S""","=""1/2""",2,"=""""","=""311.40""","=""""","=""""","=""                                               ""","="""""
"=""1s2.5p""","=""2P*""","=""1/2""",2,"=""""","=""312.55""","=""""","=""""","=""                                               ""","="""""
"=""1s2.5p""","=""2P*""","=""3/2""",4,"=""""","=""312.55""","=""""","=""""","=""                                               ""","="""""
"=""1s2.5d""","=""2D""","=""3/2""",4,"=""""","=""312.99""","=""""","=""""","=""                                               ""","="""""
"=""1s2.5d""","=""2D""","=""5/2""",6,"=""""","=""313.01""","=""""","=""""","=""                                               ""","="""""
"=""1s2.5f""","=""2F*""","=""5/2""",6,"=""[""","=""313.063""","=""]""","=""""","=""                                               ""","="""""
"=""1s2.5f""","=""2F*""","=""7/2""",8,"=""[""","=""313.068""","=""]""","=""""","=""                                               ""","="""""
"=""1s2.6p""","=""2P*""","=""1/2""",2,"=""""","=""329.36""","=""""","=""""","=""                                               ""","="""""
"=""1s2.6p""","=""2P*""","=""3/2""",4,"=""""","=""329.36""","=""""","=""""","=""                                               ""","="""""
"=""1s2.6d""","=""2D""","=""3/2""",4,"=""""","=""329.65""","=""""","=""""","=""                                               ""","="""""
"=""1s2.6d""","=""2D""","=""5/2""",6,"=""""","=""329.65""","=""""","=""""","=""                                               ""","="""""
"=""1s2.7p""","=""2P*""","=""1/2""",2,"=""""","=""339.52""","=""""","=""""","=""                                               ""","="""""
"=""1s2.7p""","=""2P*""","=""3/2""",4,"=""""","=""339.52""","=""""","=""""","=""                                               ""","="""""
"=""1s2.7d""","=""2D""","=""3/2""",4,"=""""","=""339.67""","=""""","=""""","=""                                               ""","="""""
"=""1s2.7d""","=""2D""","=""5/2""",6,"=""""","=""339.67""","=""""","=""""","=""                                               ""","="""""
"=""1s2.8p""","=""2P*""","=""3/2""",4,"=""""","=""346.06""","=""""","=""""","=""                                               ""","="""""
"=""1s2.8p""","=""2P*""","=""1/2""",2,"=""""","=""346.06""","=""""","=""""","=""                                               ""","="""""
"=""1s2.9p""","=""2P*""","=""1/2""",2,"=""""","=""350.58""","=""""","=""""","=""                                               ""","="""""
