label,energy_eV
Cu II (3d10 1S<0>),7.72638
Cu II (3d9.4s 3D<3>),10.445196
Cu II (3d9.4s 3D<2>),10.559061
Cu II (3d9.4s 3D<1>),10.701798
Cu II (3d9.4s 1D<2>),10.98277
