obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""114.661""","=""0.002""","=""114.6610""","=""0.0020""","=""a""","=""""",,"=""0.0000000""","=""10.81311""","=""3d10.4s""","=""2S""","=""1/2""","=""3d9.4s.(1D).11p?""","=""2P*""","=""1/2""",2,2,,"=""""","=""L1923""",
"=""114.725""","=""0.002""","=""114.7249""","=""0.0020""","=""a""","=""""",,"=""0.0000000""","=""10.80708""","=""3d10.4s""","=""2S""","=""1/2""","=""3d9.4s.(1D).11p?""","=""2P*""","=""3/2""",2,4,,"=""""","=""L1923""",
"=""115.143""","=""0.002""","=""115.1430""","=""0.0020""","=""a""","=""""",,"=""0.0000000""","=""10.76784""","=""3d10.4s""","=""2S""","=""1/2""","=""3d9.4s.(1D).10p?""","=""2P*""","=""1/2""",2,2,,"=""""","=""L1923""",
"=""115.233""","=""0.002""","=""115.2330""","=""0.0020""","=""a""","=""""",,"=""0.0000000""","=""10.75944""","=""3d10.4s""","=""2S""","=""1/2""","=""3d9.4s.(1D).10p?""","=""2P*""","=""3/2""",2,4,,"=""""","=""L1923""",
"=""115.852""","=""0.002""","=""115.8520""","=""0.0020""","=""a""","=""""",,"=""0.0000000""","=""10.70194""","=""3d10.4s""","=""2S""","=""1/2""","=""3d9.4s.(1D).9p?""","=""2P*""","=""1/2""",2,2,,"=""""","=""L1923""",
"=""115.993""","=""0.002""","=""115.9930""","=""0.0020""","=""a""","=""""",,"=""0.0000000""","=""10.68894""","=""3d10.4s""","=""2S""","=""1/2""","=""3d9.4s.(1D).9p?""","=""2P*""","=""3/2""",2,4,,"=""""","=""L1923""",
"=""116.271""","=""0.002""","=""116.2710""","=""0.0020""","=""a""","=""""",,"=""0.0000000""","=""10.66338""","=""3d10.4s""","=""2S""","=""1/2""","=""3d9.4s.(3D<1>).21p""","=""*""","=""1/2""",2,2,,"=""""","=""L1923""",
"=""116.317""","=""0.002""","=""116.3169""","=""0.0020""","=""a""","=""""",,"=""0.0000000""","=""10.65917""","=""3d10.4s""","=""2S""","=""1/2""","=""3d9.4s.(3D<1>).20p""","=""*""","=""1/2""",2,2,,"=""""","=""L1923""",
"=""116.379""","=""0.002""","=""116.3789""","=""0.0020""","=""a""","=""""",,"=""0.0000000""","=""10.65349""","=""3d10.4s""","=""2S""","=""1/2""","=""3d9.4s.(3D<1>).19p""","=""*""","=""1/2""",2,2,,"=""""","=""L1923""",
"=""116.442""","=""0.002""","=""116.4420""","=""0.0020""","=""a""","=""""",,"=""0.0000000""","=""10.64773""","=""3d10.4s""","=""2S""","=""1/2""","=""3d9.4s.(3D<1>).18p""","=""*""","=""1/2""",2,2,,"=""""","=""L1923""",
