obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""80.510""","=""""","=""10w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3541""",
"=""82.052""","=""""","=""20w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3541""",
"=""84.372""","=""84.37191""","=""20w""","=""7.05e+07""",D,"=""0.000000""","=""14.694962""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.6d""","=""2D""","=""3/2""",2,4,,"=""T7166""","=""L3541""",
"=""84.577""","=""84.57688""","=""40w""","=""1.42e+07""",E,"=""0.035613""","=""14.694962""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.6d""","=""2D""","=""3/2""",4,4,,"=""T7166""","=""L3541""",
"=""85.014""","=""""","=""10""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3541""",
"=""88.972""","=""88.97228""","=""100""","=""1.43e+08""",D+,"=""0.000000""","=""13.935149""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.5d""","=""2D""","=""3/2""",2,4,,"=""T7166""","=""L3541""",
"=""89.200""","=""89.20024""","=""200""","=""2.88e+07""",D,"=""0.035613""","=""13.935149""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.5d""","=""2D""","=""3/2""",4,4,,"=""T7166""","=""L3541""",
"=""89.941""","=""89.94063""","=""10""","=""4.63e+07""",D,"=""0.000000""","=""13.785116""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.6s""","=""2S""","=""1/2""",2,2,,"=""T7166""","=""L3541""",
"=""90.174""","=""90.17359""","=""20""","=""9.23e+07""",D,"=""0.035613""","=""13.785116""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.6s""","=""2S""","=""1/2""",4,2,,"=""T7166""","=""L3541""",
"=""91.301""","=""""","=""10""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3541""",
