Initial State,Final State,Partial Lifetime /s,Delta Energy /eV
Si+ 4P;v=3s.3p2,Si+ 2Po;v=3s2.3p,9.7943e-05,-5.30941402700066
Si+ 2D;v=3s.3p2,Si+ 2Po;v=3s2.3p,3.4928e-07,-6.85732103603766
Si+ 2D;v=3s.3p2,Si+ 4P;v=3s.3p2,0.39426,-1.547907009037
Si+ 2S;v=3s2.4s,Si+ 2Po;v=3s2.3p,8.8261e-10,-8.1208396512157
Si+ 2S;v=3s.3p2,Si+ 2Po;v=3s2.3p,1.0132e-09,-9.50507889552465
Si+ 2S;v=3s.3p2,Si+ 4P;v=3s.3p2,0.016492,-4.1956648685239895
Si+ 2D;v=3s2.3d,Si+ 2Po;v=3s2.3p,3.2862e-10,-9.83649341101177
Si+ 2D;v=3s2.3d,Si+ 2S;v=3s2.4s,0.16181,-1.7156537597960693
Si+ 2D;v=3s2.3d,Si+ 4P;v=3s.3p2,0.78125,-4.52707938401111
Si+ 2Po;v=3s2.4p,Si+ 2S;v=3s2.4s,1.4706e-08,-1.945366383451999
Si+ 2Po;v=3s2.4p,Si+ 2D;v=3s.3p2,2.5575e-08,-3.2088849986300394
Si+ 2Po;v=3s2.4p,Si+ 2D;v=3s2.3d,1.032e-05,-0.2297126236559297
Si+ 2Po;v=3s2.4p,Si+ 2S;v=3s.3p2,7.2463e-05,-0.5611271391430499
Si+ 2Po;v=3s2.4p,Si+ 2Po;v=3s2.3p,0.00023255,-10.0662060346677
Si+ 2P;v=3s.3p2,Si+ 2Po;v=3s2.3p,2.445e-10,-10.3898717165092
Si+ 2P;v=3s.3p2,Si+ 4P;v=3s.3p2,0.034716,-5.08045768950854
Si+ 2P;v=3s.3p2,Si+ 2Po;v=3s2.4p,0.036928,-0.3236656818415007
Si+ 2P;v=3s.3p2,Si+ 2D;v=3s.3p2,160.77,-3.53255068047154
Si+ 2P;v=3s.3p2,Si+ 2S;v=3s.3p2,165.29,-0.8847928209845506
Si+ 2S;v=3s2.5s,Si+ 2Po;v=3s2.3p,3.758e-09,-12.1467120768982
Si+ 2S;v=3s2.5s,Si+ 2Po;v=3s2.4p,5.9172e-09,-2.0805060422305015
Si+ 2D;v=3s2.4d,Si+ 2Po;v=3s2.3p,1.2516e-09,-12.524966742006
Si+ 2D;v=3s2.4d,Si+ 2Po;v=3s2.4p,1.0989e-08,-2.4587607073383015
Si+ 2Fo;v=3s2.4f,Si+ 2D;v=3s2.3d,6.2617e-09,-3.00251806098143
Si+ 2Fo;v=3s2.4f,Si+ 2D;v=3s.3p2,9.7276e-09,-5.98169043595554
Si+ 2Fo;v=3s2.4f,Si+ 2D;v=3s2.4d,1.1891e-06,-0.3140447299871987
Si+ 2Fo;v=3s2.4f,Si+ 2P;v=3s.3p2,7.6923e-05,-2.4491397554839995
Si+ 2Fo;v=3s2.4f,Si+ 4P;v=3s.3p2,0.00010638,-7.52959744499254
Si+ 2Po;v=3s2.5p,Si+ 2S;v=3s2.5s,7.7519e-08,-0.730113703285399
Si+ 2Po;v=3s2.5p,Si+ 2D;v=3s2.3d,2.5e-07,-3.0403323691718303
Si+ 2Po;v=3s2.5p,Si+ 2D;v=3s2.4d,4.6948e-07,-0.351859038177599
Si+ 2Po;v=3s2.5p,Si+ 2S;v=3s2.4s,7.5188e-07,-4.7559861289678995
Si+ 2D;v=3s2.5d,Si+ 2Po;v=3s2.3p,5.8207e-09,-13.9348825214829
Si+ 2D;v=3s2.5d,Si+ 2Po;v=3s2.4p,1.8755e-08,-3.8686764868152004
Si+ 2D;v=3s2.5d,Si+ 2Po;v=3s2.5p,2.907e-08,-1.0580567412992998
Si+ 2D;v=3s2.5d,Si+ 2Fo;v=3s2.4f,3.367e-07,-1.0958710494897002
Si+ 2Fo;v=3s2.5f,Si+ 2D;v=3s2.4d,2.5025e-08,-1.5791503062958991
Si+ 2Fo;v=3s2.5f,Si+ 2D;v=3s2.3d,2.6076e-08,-4.26762363729013
Si+ 2Fo;v=3s2.5f,Si+ 2D;v=3s2.5d,2.0877e-06,-0.1692345268190003
Si+ 2G;v=3s2.5g,Si+ 2Fo;v=3s2.4f,2.1505e-07,-1.3168057943919003
Si+ 2G;v=3s2.5g,Si+ 2Fo;v=3s2.5f,0.00012183,-0.0517002180831998
Si+ 4Po;v=3s.3p(3Po)4s,Si+ 4P;v=3s.3p2,1.2285e-09,-9.17929313279764
Si+ 2Po;v=3s.3p(3Po)4s,Si+ 2D;v=3s.3p2,3.1496e-09,-8.199468615983939
Si+ 2Po;v=3s.3p(3Po)4s,Si+ 2P;v=3s.3p2,1.9803e-08,-4.6669179355124
Si+ 2Po;v=3s.3p(3Po)4s,Si+ 2S;v=3s.3p2,4.1167e-08,-5.55171075649695
Si+ 2Po;v=3s.3p(3Po)4s,Si+ 2S;v=3s2.4s,1.1523e-07,-6.935950000805899
Si+ 2Po;v=3s.3p(3Po)4s,Si+ 2S;v=3s2.7s,3.0716e-07,-0.4375549392215987
Si+ 4So;v=3p3,Si+ 4P;v=3s.3p2,3.9479e-10,-9.94450595296394
Si+ 4Do;v=3s.3p(3Po)3d,Si+ 4P;v=3s.3p2,3.0093e-10,-10.106053636806541
Si+ 4Po;v=3s.3p(3Po)3d,Si+ 4P;v=3s.3p2,6.734e-10,-10.14349600098194
Si+ 2Po;v=3s.3p(3Po)3d,Si+ 2D;v=3s.3p2,2.584e-09,-8.798918386804441
Si+ 2Po;v=3s.3p(3Po)3d,Si+ 2S;v=3s.3p2,3.0212e-08,-6.151160527317451
Si+ 4D;v=3s.3p(3Po)4p,Si+ 4Fo;v=3s.3p(3Po)3d,1.6393e-08,-2.172073699481299
Si+ 4D;v=3s.3p(3Po)4p,Si+ 4Po;v=3s.3p(3Po)4s,1.9877e-08,-1.850173511882998
Si+ 4D;v=3s.3p(3Po)4p,Si+ 4Do;v=3s.3p(3Po)3d,1.006e-06,-0.9234130078740979
Si+ 4D;v=3s.3p(3Po)4p,Si+ 4Po;v=3s.3p(3Po)3d,2.7739e-06,-0.8859706436986983
