Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Leading percentages,Reference
"=""3p6.3d7.4s2""","=""a 4F""","=""9/2""",10,"=""""","=""0.000000""","=""""","=""0""","=""                                                      ""","=""L7185"""
"=""3p6.3d7.4s2""","=""a 4F""","=""7/2""",8,"=""""","=""0.101171""","=""""","=""""","=""                                                      ""","="""""
"=""3p6.3d7.4s2""","=""a 4F""","=""5/2""",6,"=""""","=""0.174426""","=""""","=""""","=""                                                      ""","="""""
"=""3p6.3d7.4s2""","=""a 4F""","=""3/2""",4,"=""""","=""0.224328""","=""""","=""""","=""                                                      ""","="""""
"=""3p6.3d8.(3F).4s""","=""b 4F""","=""9/2""",10,"=""""","=""0.431815""","=""""","=""""","="" 100                                                  ""","="""""
"=""3p6.3d8.(3F).4s""","=""b 4F""","=""7/2""",8,"=""""","=""0.513624""","=""""","=""""","=""  98                                                  ""","="""""
"=""3p6.3d8.(3F).4s""","=""b 4F""","=""5/2""",6,"=""""","=""0.581508""","=""""","=""""","="" 100                                                  ""","="""""
"=""3p6.3d8.(3F).4s""","=""b 4F""","=""3/2""",4,"=""""","=""0.629323""","=""""","=""""","="" 100                                                  ""","="""""
"=""3p6.3d8.(3F).4s""","=""a 2F""","=""7/2""",8,"=""""","=""0.922741""","=""""","=""""","=""  98                                                  ""","="""""
"=""3p6.3d8.(3F).4s""","=""a 2F""","=""5/2""",6,"=""""","=""1.049007""","=""""","=""""","="" 100                                                  ""","="""""
"=""3p6.3d7.4s2""","=""a 4P""","=""5/2""",6,"=""""","=""1.710426""","=""""","=""""","=""                                                      ""","="""""
"=""3p6.3d7.4s2""","=""a 4P""","=""3/2""",4,"=""""","=""1.740277""","=""""","=""""","=""                                                      ""","="""""
"=""3p6.3d7.4s2""","=""a 4P""","=""1/2""",2,"=""""","=""1.785283""","=""""","=""""","=""                                                      ""","="""""
"=""3p6.3d8.(3P).4s""","=""b 4P""","=""5/2""",6,"=""""","=""1.882581""","=""""","=""""","=""  84             :    16  3d8.(1D).4s            2D   ""","="""""
"=""3p6.3d8.(3P).4s""","=""b 4P""","=""3/2""",4,"=""""","=""1.955732""","=""""","=""""","=""  98                                                  ""","="""""
"=""3p6.3d8.(3P).4s""","=""b 4P""","=""1/2""",2,"=""""","=""2.008008""","=""""","=""""","="" 100                                                  ""","="""""
"=""3p6.3d7.4s2""","=""a 2G""","=""9/2""",10,"=""""","=""2.041759""","=""""","=""""","=""                                                      ""","="""""
"=""3p6.3d7.4s2""","=""a 2G""","=""7/2""",8,"=""""","=""2.136704""","=""""","=""""","=""                                                      ""","="""""
"=""3p6.3d8.(1D).4s""","=""a 2D""","=""3/2""",4,"=""""","=""2.042094""","=""""","=""""","=""  96                                                  ""","="""""
"=""3p6.3d8.(1D).4s""","=""a 2D""","=""5/2""",6,"=""""","=""2.080227""","=""""","=""""","=""  83             :    16  3d8.(3P).4s            4P   ""","="""""
"=""3p6.3d8.(3P).4s""","=""a 2P""","=""3/2""",4,"=""""","=""2.280016""","=""""","=""""","=""  98                                                  ""","="""""
"=""3p6.3d8.(3P).4s""","=""a 2P""","=""1/2""",2,"=""""","=""2.327805""","=""""","=""""","="" 100                                                  ""","="""""
"=""3p6.3d7.4s2""","=""b 2P""","=""3/2""",4,"=""""","=""2.541764""","=""""","=""""","=""                                                      ""","="""""
"=""3p6.3d7.4s2""","=""b 2P""","=""1/2""",2,"=""""","=""2.630436""","=""""","=""""","=""                                                      ""","="""""
"=""3p6.3d7.4s2""","=""a 2H""","=""11/2""",12,"=""""","=""2.700434""","=""""","=""""","=""                                                      ""","="""""
"=""3p6.3d7.4s2""","=""a 2H""","=""9/2""",10,"=""""","=""2.786589""","=""""","=""""","=""                                                      ""","="""""
"=""3p6.3d7.4s2""","=""b 2D""","=""5/2""",6,"=""""","=""2.717745""","=""""","=""""","=""                                                      ""","="""""
"=""3p6.3d7.4s2""","=""b 2D""","=""3/2""",4,"=""""","=""2.870553""","=""""","=""""","=""                                                      ""","="""""
"=""3p6.3d8.(1G).4s""","=""b 2G""","=""9/2""",10,"=""""","=""2.874478""","=""""","=""""","="" 100                                                  ""","="""""
"=""3p6.3d8.(1G).4s""","=""b 2G""","=""7/2""",8,"=""""","=""2.877396""","=""""","=""""","="" 100                                                  ""","="""""
"=""3p6.3d7.(4F).4s.4p.(3P*)""","=""z 6F*""","=""11/2""",12,"=""""","=""2.927488""","=""""","=""""","=""  97                                                  ""","="""""
"=""3p6.3d7.(4F).4s.4p.(3P*)""","=""z 6F*""","=""9/2""",10,"=""""","=""2.957720""","=""""","=""""","=""  78             :    18  3d7.(4F).4s.4p.(3P*)   6D*  ""","="""""
"=""3p6.3d7.(4F).4s.4p.(3P*)""","=""z 6F*""","=""7/2""",8,"=""""","=""3.016053""","=""""","=""""","=""  84             :    12  3d7.(4F).4s.4p.(3P*)   6D*  ""","="""""
"=""3p6.3d7.(4F).4s.4p.(3P*)""","=""z 6F*""","=""5/2""",6,"=""""","=""3.066536""","=""""","=""""","=""  90             :     7  3d7.(4F).4s.4p.(3P*)   6D*  ""","="""""
"=""3p6.3d7.(4F).4s.4p.(3P*)""","=""z 6F*""","=""3/2""",4,"=""""","=""3.104708""","=""""","=""""","=""  95                                                  ""","="""""
"=""3p6.3d7.(4F).4s.4p.(3P*)""","=""z 6F*""","=""1/2""",2,"=""""","=""3.128467""","=""""","=""""","=""  99                                                  ""","="""""
