Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""1s2""","=""1S""","=""0""",1,"=""""","=""0.00000""","=""""","=""0.00004""","=""L21139"""
"=""1s.2s""","=""3S""","=""1""",3,"=""(""","=""298.962205""","="")""","=""0.000004""","=""L21139"""
"=""1s.2s""","=""1S""","=""0""",1,"=""(""","=""304.387768""","="")""","=""0.000004""","=""L21139"""
"=""1s.2p""","=""3P*""","=""1""",3,"=""(""","=""304.4034097""","="")""","=""0.0000010""","=""L21139"""
"=""1s.2p""","=""3P*""","=""0""",1,"=""(""","=""304.4049606""","="")""","=""0.0000010""","=""L21139"""
"=""1s.2p""","=""3P*""","=""2""",5,"=""(""","=""304.4202464""","="")""","=""0.0000008""","=""L21139"""
"=""1s.2p""","=""1P*""","=""1""",3,"=""(""","=""307.9024628""","="")""","=""0.0000003""","=""L21139"""
"=""1s.3s""","=""3S""","=""1""",3,"=""(""","=""352.0643""","="")""","=""0.0004""","=""L21139"""
"=""1s.3s""","=""1S""","=""0""",1,"=""(""","=""353.5004""","="")""","=""0.0004""","=""L21139"""
"=""1s.3p""","=""3P*""","=""1""",3,"=""(""","=""353.53156""","="")""","=""0.00020""","=""L21139"""
"=""1s.3p""","=""3P*""","=""0""",1,"=""(""","=""353.53173""","="")""","=""0.00020""","=""L21139"""
"=""1s.3p""","=""3P*""","=""2""",5,"=""(""","=""353.53653""","="")""","=""0.00020""","=""L21139"""
"=""1s.3d""","=""3D""","=""1""",3,"=""(""","=""354.26298""","="")""","=""0.00021""","=""L22382c208,L19700"""
"=""1s.3d""","=""3D""","=""2""",5,"=""(""","=""354.26309""","="")""","=""0.00021""","=""L22382c208,L19700"""
"=""1s.3d""","=""3D""","=""3""",7,"=""(""","=""354.26450""","="")""","=""0.00021""","=""L22382c208,L19700"""
"=""1s.3d""","=""1D""","=""2""",5,"=""(""","=""354.29174""","="")""","=""0.00021""","=""L22382c208,L19700"""
"=""1s.3p""","=""1P*""","=""1""",3,"=""(""","=""354.51908""","="")""","=""0.00022""","=""L21139"""
"=""1s.4s""","=""3S""","=""1""",3,"=""(""","=""369.9139""","="")""","=""0.0004""","=""L21139"""
"=""1s.4s""","=""1S""","=""0""",1,"=""(""","=""370.4948""","="")""","=""0.0004""","=""L21139"""
"=""1s.4p""","=""3P*""","=""1""",3,"=""(""","=""370.51213""","="")""","=""0.00020""","=""L21139"""
"=""1s.4p""","=""3P*""","=""0""",1,"=""(""","=""370.51217""","="")""","=""0.00020""","=""L21139"""
"=""1s.4p""","=""3P*""","=""2""",5,"=""(""","=""370.51423""","="")""","=""0.00020""","=""L21139"""
"=""1s.4d""","=""3D""","=""1""",3,"=""(""","=""370.8137""","="")""","=""0.0010""","=""L11959c209"""
"=""1s.4d""","=""3D""","=""2""",5,"=""(""","=""370.8139""","="")""","=""0.0010""","=""L11959c209"""
"=""1s.4d""","=""3D""","=""3""",7,"=""(""","=""370.8143""","="")""","=""0.0010""","=""L11959c209"""
"=""1s.4d""","=""1D""","=""2""",5,"=""(""","=""370.8295""","="")""","=""0.0010""","=""L11959c209"""
"=""1s.4f""","=""3F*""","=""3""",7,"=""(""","=""370.8295""","="")""","=""0.0004""","=""L19700c210"""
"=""1s.4f""","=""3F*""","=""2""",5,"=""(""","=""370.8297""","="")""","=""0.0004""","=""L19700c210"""
"=""1s.4f""","=""3F*""","=""4""",9,"=""(""","=""370.8300""","="")""","=""0.0004""","=""L19700c210"""
"=""1s.4f""","=""1F*""","=""3""",7,"=""(""","=""370.8303""","="")""","=""0.0003""","=""L19700c210"""
"=""1s.4p""","=""1P*""","=""1""",3,"=""(""","=""370.92071""","="")""","=""0.00020""","=""L21139"""
"=""1s.5s""","=""3S""","=""1""",3,"=""(""","=""378.0211""","="")""","=""0.0004""","=""L21139"""
"=""1s.5s""","=""1S""","=""0""",1,"=""(""","=""378.3123""","="")""","=""0.0004""","=""L21139"""
"=""1s.5p""","=""3P*""","=""0""",1,"=""(""","=""378.32216""","="")""","=""0.00020""","=""L21139"""
"=""1s.5p""","=""3P*""","=""1""",3,"=""(""","=""378.32216""","="")""","=""0.00020""","=""L21139"""
"=""1s.5p""","=""3P*""","=""2""",5,"=""(""","=""378.32323""","="")""","=""0.00020""","=""L21139"""
"=""1s.5d""","=""3D""","=""2""",5,"=""(""","=""378.4748""","="")""","=""0.0011""","=""L11959c209"""
"=""1s.5d""","=""3D""","=""1""",3,"=""(""","=""378.4748""","="")""","=""0.0010""","=""L11959c209"""
