obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""67.55994""","=""0.00020""","=""67.560192""","=""0.000008""","=""73000""","=""""",,"=""0.0000000""","=""18.3516646""","=""3d10""","=""1S""","=""0""","=""3d9.(2D<3/2>).5f""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L19804c170""",
"=""67.7675""","=""0.0003""","=""67.767816""","=""0.000008""","=""29000""","=""""",,"=""0.0000000""","=""18.2954396""","=""3d10""","=""1S""","=""0""","=""3d9.(2D<5/2>).7p""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L19804c170""",
"=""68.51377""","=""0.00020""","=""68.514058""","=""0.000008""","=""240000""","=""""",,"=""0.0000000""","=""18.0961691""","=""3d10""","=""1S""","=""0""","=""3d9.(2D<5/2>).5f""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L19804c170""",
"=""68.53922""","=""0.00020""","=""68.539671""","=""0.000008""","=""45000""","=""""",,"=""0.0000000""","=""18.0894066""","=""3d10""","=""1S""","=""0""","=""3d9.(2D<5/2>).5f""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L19804c170""",
"=""70.93098""","=""0.00020""","=""70.931287""","=""0.000009""","=""250000""","=""""",,"=""0.0000000""","=""17.4794795""","=""3d10""","=""1S""","=""0""","=""3d9.(2D<3/2>).6p""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L19804c170""",
"=""71.81766""","=""0.00020""","=""71.817860""","=""0.000009""","=""310000""","=""""",,"=""0.0000000""","=""17.2636999""","=""3d10""","=""1S""","=""0""","=""3d9.(2D<5/2>).6p""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L19804c170""",
"=""72.44881""","=""0.00020""","=""72.448867""","=""0.000009""","=""490000""","=""""",,"=""0.0000000""","=""17.1133386""","=""3d10""","=""1S""","=""0""","=""3d9.(2D<3/2>).4f""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L19804c170""",
"=""73.55215""","=""0.00011""","=""73.552023""","=""0.000009""","=""780000""","=""""",,"=""0.0000000""","=""16.85666744""","=""3d10""","=""1S""","=""0""","=""3d9.(2D<5/2>).4f""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L19804c170""",
"=""73.60331""","=""0.00008""","=""73.603185""","=""0.000009""","=""870000""","=""""",,"=""0.0000000""","=""16.84495017""","=""3d10""","=""1S""","=""0""","=""3d9.(2D<5/2>).4f""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L19804c170""",
"=""76.32658""","=""0.00020""","=""76.32692""","=""0.00003""","=""140000""","=""""",,"=""2.71881633""","=""18.962653""","=""3d9.4s""","=""3D""","=""3""","=""3d8.(3P).4s.4p.(1P*)""","=""3P*""","=""2""",7,5,,"=""""","=""L19804c170""",
"=""76.84821""","=""0.00020""","=""76.848565""","=""0.000018""","=""150000""","=""""",,"=""2.71881633""","=""18.852390""","=""3d9.4s""","=""3D""","=""3""","=""3d9.(2D<5/2>).8p""","=""2[3/2]*""","=""2""",7,5,,"=""""","=""L19804c170""",
"=""77.6484""","=""0.0003""","=""77.64877""","=""0.00003""","=""58000""","=""""",,"=""2.97541889""","=""18.942729""","=""3d9.4s""","=""3D""","=""1""","=""3d8.(3P).4s.4p.(1P*)""","=""3P*""","=""0""",3,1,,"=""""","=""L19804c170""",
"=""77.7739""","=""0.0003""","=""77.774333""","=""0.000003""","=""56000""","=""""",,"=""2.83268156""","=""18.7742131""","=""3d9.4s""","=""3D""","=""2""","=""3d9.(2D<5/2>).8p""","=""2[3/2]*""","=""1""",5,3,,"=""""","=""L19804c170""",
"=""77.92932""","=""0.00020""","=""77.929473""","=""0.000005""","=""590000""","=""""",,"=""2.71881633""","=""18.6286118""","=""3d9.4s""","=""3D""","=""3""","=""3d8.(1D).4s.4p.(1P*)""","=""1D*""","=""2""",7,5,,"=""""","=""L19804c170""",
"=""77.9328""","=""0.0003""","=""77.933660""","=""0.000004""","=""480000""","=""""",,"=""2.83268156""","=""18.7416224""","=""3d9.4s""","=""3D""","=""2""","=""3d9.(2D<5/2>).6f""","=""2[1/2]*""","=""1""",5,3,,"=""""","=""L19804c170""",
"=""78.49098""","=""0.00020""","=""78.491229""","=""0.000005""","=""69000""","=""""",,"=""2.83268156""","=""18.6286118""","=""3d9.4s""","=""3D""","=""2""","=""3d8.(1D).4s.4p.(1P*)""","=""1D*""","=""2""",5,5,,"=""""","=""L19804c170""",
"=""78.6392""","=""0.0003""","=""78.639222""","=""0.000004""","=""21000*""","=""""",,"=""2.97541889""","=""18.7416224""","=""3d9.4s""","=""3D""","=""1""","=""3d9.(2D<5/2>).6f""","=""2[1/2]*""","=""1""",3,3,,"=""""","=""L19804c170""",
"=""78.6392""","=""0.0003""","=""78.639795""","=""0.000004""","=""21000*""","=""""",,"=""3.25638920""","=""19.0224780""","=""3d9.4s""","=""1D""","=""2""","=""3d9.(2D<3/2>).6f""","=""2[3/2]*""","=""2""",5,5,,"=""""","=""L19804c170""",
"=""78.7907""","=""0.0003""","=""78.79056""","=""0.00003""","=""33000""","=""""",,"=""2.83268156""","=""18.568603""","=""3d9.4s""","=""3D""","=""2""","=""3d9.(2D<3/2>).7p""","=""2[3/2]*""","=""1""",5,3,,"=""""","=""L19804c170""",
"=""78.8012""","=""0.0003""","=""78.801778""","=""0.000019""","=""45000""","=""""",,"=""3.25638920""","=""18.990070""","=""3d9.4s""","=""1D""","=""2""","=""3d8.(1D).4s.4p.(1P*)""","=""1P*""","=""1""",5,3,,"=""""","=""L19804c170""",
"=""78.93937""","=""0.00020""","=""78.93933""","=""0.00003""","=""100000*""","=""""",,"=""3.25638920""","=""18.962653""","=""3d9.4s""","=""1D""","=""2""","=""3d8.(3P).4s.4p.(1P*)""","=""3P*""","=""2""",5,5,,"=""""","=""L19804c170""",
"=""78.93937""","=""0.00020""","=""78.93977""","=""0.00003""","=""100000*""","=""""",,"=""2.83268156""","=""18.538858""","=""3d9.4s""","=""3D""","=""2""","=""3d9.(2D<3/2>).7p""","=""2[5/2]*""","=""2""",5,5,,"=""""","=""L19804c170""",
"=""78.96575""","=""0.00020""","=""78.965867""","=""0.000005""","=""59000""","=""""",,"=""2.83268156""","=""18.5336677""","=""3d9.4s""","=""3D""","=""2""","=""3d9.(2D<3/2>).7p""","=""2[1/2]*""","=""1""",5,3,,"=""""","=""L19804c170""",
"=""79.49719""","=""0.00020""","=""79.497430""","=""0.000019""","=""56000""","=""""",,"=""3.25638920""","=""18.852390""","=""3d9.4s""","=""1D""","=""2""","=""3d9.(2D<5/2>).8p""","=""2[3/2]*""","=""2""",5,5,,"=""""","=""L19804c170""",
"=""79.74530""","=""0.00020""","=""79.745499""","=""0.000004""","=""560000""","=""""",,"=""2.71881633""","=""18.2663017""","=""3d9.4s""","=""3D""","=""3""","=""3d9.(2D<5/2>).7p""","=""2[3/2]*""","=""2""",7,5,,"=""""","=""L19804c170""",
"=""79.76193""","=""0.00020""","=""79.76218""","=""0.00005""","=""35000""","=""""",,"=""2.97541889""","=""18.519654""","=""3d9.4s""","=""3D""","=""1""","=""3d9.(2D<3/2>).7p""","=""2[1/2]*""","=""0""",3,1,,"=""""","=""L19804c170""",
"=""79.8977""","=""0.0003""","=""79.897928""","=""0.000003""","=""23000""","=""""",,"=""3.25638920""","=""18.7742131""","=""3d9.4s""","=""1D""","=""2""","=""3d9.(2D<5/2>).8p""","=""2[3/2]*""","=""1""",5,3,,"=""""","=""L19804c170""",
"=""80.06592""","=""0.00020""","=""80.066084""","=""0.000005""","=""26000""","=""""",,"=""3.25638920""","=""18.7416224""","=""3d9.4s""","=""1D""","=""2""","=""3d9.(2D<5/2>).6f""","=""2[1/2]*""","=""1""",5,3,,"=""""","=""L19804c170""",
"=""80.18229""","=""0.00020""","=""80.182460""","=""0.000004""","=""84000""","=""""",,"=""2.83268156""","=""18.2954396""","=""3d9.4s""","=""3D""","=""2""","=""3d9.(2D<5/2>).7p""","=""2[3/2]*""","=""1""",5,3,,"=""""","=""L19804c170""",
"=""80.33370""","=""0.00020""","=""80.333841""","=""0.000004""","=""77000""","=""""",,"=""2.83268156""","=""18.2663017""","=""3d9.4s""","=""3D""","=""2""","=""3d9.(2D<5/2>).7p""","=""2[3/2]*""","=""2""",5,5,,"=""""","=""L19804c170""",
"=""80.65454""","=""0.00020""","=""80.654699""","=""0.000005""","=""180000""","=""""",,"=""3.25638920""","=""18.6286118""","=""3d9.4s""","=""1D""","=""2""","=""3d8.(1D).4s.4p.(1P*)""","=""1D*""","=""2""",5,5,,"=""""","=""L19804c170""",
"=""80.92942""","=""0.00020""","=""80.929524""","=""0.000004""","=""17000""","=""""",,"=""2.97541889""","=""18.2954396""","=""3d9.4s""","=""3D""","=""1""","=""3d9.(2D<5/2>).7p""","=""2[3/2]*""","=""1""",3,3,,"=""""","=""L19804c170""",
"=""80.9706""","=""0.0003""","=""80.97079""","=""0.00003""","=""12000""","=""""",,"=""3.25638920""","=""18.568603""","=""3d9.4s""","=""1D""","=""2""","=""3d9.(2D<3/2>).7p""","=""2[3/2]*""","=""1""",5,3,,"=""""","=""L19804c170""",
"=""80.99630""","=""0.00020""","=""80.99649""","=""0.00003""","=""45000""","=""""",,"=""3.25638920""","=""18.563744""","=""3d9.4s""","=""1D""","=""2""","=""3d9.(2D<3/2>).7p""","=""2[3/2]*""","=""2""",5,5,,"=""""","=""L19804c170""",
"=""81.06365""","=""0.00020""","=""81.06361""","=""0.00003""","=""86000""","=""""",,"=""3.25638920""","=""18.551070""","=""3d9.4s""","=""1D""","=""2""","=""3d9.(2D<3/2>).7p""","=""2[5/2]*""","=""3""",5,7,,"=""""","=""L19804c170""",
"=""81.09987""","=""0.00020""","=""81.099829""","=""0.000011""","=""520000""","=""""",,"=""0.0000000""","=""15.2878496""","=""3d10""","=""1S""","=""0""","=""3d9.(2D<3/2>).5p""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L19804c170""",
"=""81.12843""","=""0.00020""","=""81.12839""","=""0.00004""","=""110000""","=""""",,"=""3.25638920""","=""18.538858""","=""3d9.4s""","=""1D""","=""2""","=""3d9.(2D<3/2>).7p""","=""2[5/2]*""","=""2""",5,5,,"=""""","=""L19804c170""",
"=""81.15559""","=""0.00020""","=""81.155946""","=""0.000005""","=""13000""","=""""",,"=""3.25638920""","=""18.5336677""","=""3d9.4s""","=""1D""","=""2""","=""3d9.(2D<3/2>).7p""","=""2[1/2]*""","=""1""",5,3,,"=""""","=""L19804c170""",
"=""81.3882""","=""0.0003""","=""81.388328""","=""0.000011""","=""760000""","=""""",,"=""0.0000000""","=""15.23365834""","=""3d10""","=""1S""","=""0""","=""3d9.(2D<3/2>).5p""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L19804c170""",
"=""82.3059""","=""0.0003""","=""82.305584""","=""0.000004""","=""2000""","=""""",,"=""3.25638920""","=""18.3202759""","=""3d9.4s""","=""1D""","=""2""","=""3d9.(2D<5/2>).7p""","=""2[5/2]*""","=""3""",5,7,,"=""""","=""L19804c170""",
"=""82.38361""","=""0.00018""","=""82.383758""","=""0.000006""","=""90000""","=""""",,"=""3.25638920""","=""18.3059816""","=""3d9.4s""","=""1D""","=""2""","=""3d9.(2D<5/2>).7p""","=""2[5/2]*""","=""2""",5,5,,"=""""","=""L19804c170""",
"=""82.44127""","=""0.00020""","=""82.441507""","=""0.000004""","=""6100""","=""""",,"=""3.25638920""","=""18.2954396""","=""3d9.4s""","=""1D""","=""2""","=""3d9.(2D<5/2>).7p""","=""2[3/2]*""","=""1""",5,3,,"=""""","=""L19804c170""",
"=""82.46630""","=""0.00019""","=""82.46649""","=""0.00004""","=""90000""","=""""",,"=""3.25638920""","=""18.290884""","=""3d9.4s""","=""1D""","=""2""","=""3d9.(2D<5/2>).7p""","=""2[7/2]*""","=""3""",5,7,,"=""""","=""L19804c170""",
"=""82.6014""","=""0.0003""","=""82.601546""","=""0.000005""","=""4400""","=""""",,"=""3.25638920""","=""18.2663017""","=""3d9.4s""","=""1D""","=""2""","=""3d9.(2D<5/2>).7p""","=""2[3/2]*""","=""2""",5,5,,"=""""","=""L19804c170""",
"=""82.69946""","=""0.00022""","=""82.699598""","=""0.000012""","=""1100000""","=""""",,"=""0.0000000""","=""14.99211615""","=""3d10""","=""1S""","=""0""","=""3d9.(2D<5/2>).5p""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L19804c170""",
"=""82.9360""","=""0.0005""","=""82.935106""","=""0.000014""","=""7400""","=""""",,"=""2.83268156""","=""17.7822252""","=""3d9.4s""","=""3D""","=""2""","=""3d8.(1G).4s.4p.(3P*)""","=""3G*""","=""3""",5,7,,"=""""","=""L19804c170""",
"=""83.6042""","=""0.0020""","=""83.602765""","=""0.000003""","=""27000""","=""""",,"=""2.71881633""","=""17.5489715""","=""3d9.4s""","=""3D""","=""3""","=""3d9.(2D<3/2>).6p""","=""2[3/2]*""","=""2""",7,5,,"=""""","=""L14468c171""",
"=""84.1136""","=""0.0003""","=""84.113445""","=""0.000003""","=""30000""","=""""",,"=""2.83268156""","=""17.5727981""","=""3d9.4s""","=""3D""","=""2""","=""3d9.(2D<3/2>).6p""","=""2[3/2]*""","=""1""",5,3,,"=""""","=""L19804c170""",
"=""84.24973""","=""0.00024""","=""84.249630""","=""0.000003""","=""66000""","=""""",,"=""2.83268156""","=""17.5489715""","=""3d9.4s""","=""3D""","=""2""","=""3d9.(2D<3/2>).6p""","=""2[3/2]*""","=""2""",5,5,,"=""""","=""L19804c170""",
"=""84.46125""","=""0.00021""","=""84.461287""","=""0.000004""","=""88000""","=""""",,"=""2.83268156""","=""17.5120931""","=""3d9.4s""","=""3D""","=""2""","=""3d9.(2D<3/2>).6p""","=""2[5/2]*""","=""2""",5,5,,"=""""","=""L19804c170""",
"=""84.49124""","=""0.00021""","=""84.491208""","=""0.000004""","=""410000""","=""""",,"=""2.83268156""","=""17.5068946""","=""3d9.4s""","=""3D""","=""2""","=""3d9.(2D<3/2>).6p""","=""2[5/2]*""","=""3""",5,7,,"=""""","=""L19804c170""",
"=""84.88062""","=""0.00020""","=""84.880734""","=""0.000003""","=""920000""","=""""",,"=""2.71881633""","=""17.3256879""","=""3d9.4s""","=""3D""","=""3""","=""3d9.(2D<5/2>).6p""","=""2[5/2]*""","=""3""",7,7,,"=""""","=""L19804c170""",
"=""84.93599""","=""0.00019""","=""84.935931""","=""0.000003""","=""240000""","=""""",,"=""2.97541889""","=""17.5727981""","=""3d9.4s""","=""3D""","=""1""","=""3d9.(2D<3/2>).6p""","=""2[3/2]*""","=""1""",3,3,,"=""""","=""L19804c170""",
"=""85.07481""","=""0.00019""","=""85.074794""","=""0.000003""","=""140000""","=""""",,"=""2.97541889""","=""17.5489715""","=""3d9.4s""","=""3D""","=""1""","=""3d9.(2D<3/2>).6p""","=""2[3/2]*""","=""2""",3,5,,"=""""","=""L19804c170""",
"=""85.13012""","=""0.00016""","=""85.130253""","=""0.000003""","=""1100000""","=""""",,"=""2.71881633""","=""17.2828748""","=""3d9.4s""","=""3D""","=""3""","=""3d9.(2D<5/2>).6p""","=""2[7/2]*""","=""4""",7,9,,"=""""","=""L19804c170""",
"=""85.1776""","=""0.0003""","=""85.177122""","=""0.000003""","=""21000""","=""""",,"=""2.71881633""","=""17.2748608""","=""3d9.4s""","=""3D""","=""3""","=""3d8.(1G).4s.4p.(3P*)""","=""3F*""","=""3""",7,7,,"=""""","=""L19804c170""",
"=""85.29074""","=""0.00021""","=""85.290622""","=""0.000004""","=""370000""","=""""",,"=""2.97541889""","=""17.5120931""","=""3d9.4s""","=""3D""","=""1""","=""3d9.(2D<3/2>).6p""","=""2[5/2]*""","=""2""",3,5,,"=""""","=""L19804c170""",
"=""85.35444""","=""0.00024""","=""85.354260""","=""0.000015""","=""45000""","=""""",,"=""3.25638920""","=""17.7822252""","=""3d9.4s""","=""1D""","=""2""","=""3d8.(1G).4s.4p.(3P*)""","=""3G*""","=""3""",5,7,,"=""""","=""L19804c170""",
"=""85.54770""","=""0.00019""","=""85.5476052""","=""0.0000022""","=""270000""","=""""",,"=""2.83268156""","=""17.3256879""","=""3d9.4s""","=""3D""","=""2""","=""3d9.(2D<5/2>).6p""","=""2[5/2]*""","=""3""",5,7,,"=""""","=""L19804c170""",
"=""85.56994""","=""0.00021""","=""85.570010""","=""0.000003""","=""720000""","=""""",,"=""2.83268156""","=""17.3218932""","=""3d9.4s""","=""3D""","=""2""","=""3d8.(3F).4s.4p.(1P*)""","=""3F*""","=""2""",5,5,,"=""""","=""L19804c170""",
"=""85.84844""","=""0.00020""","=""85.8486771""","=""0.0000022""","=""990000""","=""""",,"=""2.83268156""","=""17.2748608""","=""3d9.4s""","=""3D""","=""2""","=""3d8.(1G).4s.4p.(3P*)""","=""3F*""","=""3""",5,7,,"=""""","=""L19804c170""",
"=""85.85639""","=""0.00020""","=""85.8566433""","=""0.0000022""","=""890000""","=""""",,"=""2.71881633""","=""17.1596556""","=""3d9.4s""","=""3D""","=""3""","=""3d9.(2D<5/2>).6p""","=""2[7/2]*""","=""3""",7,7,,"=""""","=""L19804c170""",
"=""85.91522""","=""0.00024""","=""85.915072""","=""0.000003""","=""14000""","=""""",,"=""2.83268156""","=""17.2636999""","=""3d9.4s""","=""3D""","=""2""","=""3d9.(2D<5/2>).6p""","=""2[3/2]*""","=""1""",5,3,,"=""""","=""L19804c170""",
"=""86.07214""","=""0.00024""","=""86.072158""","=""0.000004""","=""22000""","=""""",,"=""2.83268156""","=""17.2373625""","=""3d9.4s""","=""3D""","=""2""","=""3d9.(2D<5/2>).6p""","=""2[5/2]*""","=""2""",5,5,,"=""""","=""L19804c170""",
"=""86.19932""","=""0.00011""","=""86.199338""","=""0.000006""","=""1900000""","=""""",,"=""2.71881633""","=""17.1022444""","=""3d9.4s""","=""3D""","=""3""","=""3d8.(1G).4s.4p.(3P*)""","=""3F*""","=""4""",7,9,,"=""""","=""L19804c170""",
"=""86.28221""","=""0.00020""","=""86.282245""","=""0.000004""","=""78000""","=""""",,"=""2.83268156""","=""17.2022889""","=""3d9.4s""","=""3D""","=""2""","=""3d9.(2D<5/2>).6p""","=""2[3/2]*""","=""2""",5,5,,"=""""","=""L19804c170""",
"=""86.4163""","=""0.0004""","=""86.415435""","=""0.000003""","=""130000""","=""""",,"=""2.71881633""","=""17.0662761""","=""3d9.4s""","=""3D""","=""3""","=""3d8.(3P).4s.4p.(3P*)""","=""1D*""","=""2""",7,5,,"=""""","=""L19804c170""",
"=""86.4214""","=""0.0003""","=""86.421371""","=""0.000003""","=""670000""","=""""",,"=""2.97541889""","=""17.3218932""","=""3d9.4s""","=""3D""","=""1""","=""3d8.(3F).4s.4p.(1P*)""","=""3F*""","=""2""",3,5,,"=""""","=""L19804c170""",
"=""86.53907""","=""0.00008""","=""86.5389986""","=""0.0000022""","=""1600000""","=""""",,"=""2.83268156""","=""17.1596556""","=""3d9.4s""","=""3D""","=""2""","=""3d9.(2D<5/2>).6p""","=""2[7/2]*""","=""3""",5,7,,"=""""","=""L22""",
"=""86.64430""","=""0.00020""","=""86.6442524""","=""0.0000013""","=""64000""","=""""",,"=""2.83268156""","=""17.14225144""","=""3d9.4s""","=""3D""","=""2""","=""3d9.(2D<3/2>).4f""","=""2[7/2]*""","=""3""",5,7,,"=""""","=""L19804c170""",
"=""86.77321""","=""0.00021""","=""86.773348""","=""0.000003""","=""320000""","=""""",,"=""2.97541889""","=""17.2636999""","=""3d9.4s""","=""3D""","=""1""","=""3d9.(2D<5/2>).6p""","=""2[3/2]*""","=""1""",3,3,,"=""""","=""L19804c170""",
"=""86.90634""","=""0.00018""","=""86.906394""","=""0.000003""","=""250000""","=""""",,"=""2.83268156""","=""17.0990886""","=""3d9.4s""","=""3D""","=""2""","=""3d8.(3F).4s.4p.(1P*)""","=""3D*""","=""1""",5,3,,"=""""","=""L19804c170""",
"=""86.93338""","=""0.00024""","=""86.933592""","=""0.000004""","=""1200000""","=""""",,"=""2.97541889""","=""17.2373625""","=""3d9.4s""","=""3D""","=""1""","=""3d9.(2D<5/2>).6p""","=""2[5/2]*""","=""2""",3,5,,"=""""","=""L19804c170""",
"=""87.05390""","=""0.00018""","=""87.0538673""","=""0.0000023""","=""240000""","=""""",,"=""2.71881633""","=""16.9610553""","=""3d9.4s""","=""3D""","=""3""","=""3d8.(3F).4s.4p.(1P*)""","=""3D*""","=""2""",7,5,,"=""""","=""L19804c170""",
"=""87.10674""","=""0.00018""","=""87.106737""","=""0.000003""","=""130000""","=""""",,"=""2.83268156""","=""17.0662761""","=""3d9.4s""","=""3D""","=""2""","=""3d8.(3P).4s.4p.(3P*)""","=""1D*""","=""2""",5,5,,"=""""","=""L19804c170""",
"=""87.32629""","=""0.00021""","=""87.3262654""","=""0.0000023""","=""310000""","=""""",,"=""2.71881633""","=""16.9166293""","=""3d9.4s""","=""3D""","=""3""","=""3d8.(3F).4s.4p.(1P*)""","=""3F*""","=""3""",7,7,,"=""""","=""L19804c170""",
"=""87.67226""","=""0.00020""","=""87.6722436""","=""0.0000013""","=""830000""","=""""",,"=""2.71881633""","=""16.86060093""","=""3d9.4s""","=""3D""","=""3""","=""3d9.(2D<5/2>).4f""","=""2[7/2]*""","=""3""",7,7,,"=""""","=""L19804c170""",
"=""87.6973""","=""0.0005""","=""87.6962109""","=""0.0000023""","=""420000""","=""""",,"=""2.97541889""","=""17.1133386""","=""3d9.4s""","=""3D""","=""1""","=""3d9.(2D<3/2>).4f""","=""2[3/2]*""","=""1""",3,3,,"=""""","=""L19804c170""",
"=""87.70107""","=""0.00024""","=""87.701184""","=""0.000004""","=""890000""","=""""",,"=""2.71881633""","=""16.8559343""","=""3d9.4s""","=""3D""","=""3""","=""3d8.(3P).4s.4p.(3P*)""","=""5S*""","=""2""",7,5,,"=""""","=""L19804c170""",
"=""87.75531""","=""0.00020""","=""87.7554632""","=""0.0000023""","=""820000""","=""""",,"=""2.83268156""","=""16.9610553""","=""3d9.4s""","=""3D""","=""2""","=""3d8.(3F).4s.4p.(1P*)""","=""3D*""","=""2""",5,5,,"=""""","=""L19804c170""",
"=""87.78469""","=""0.00021""","=""87.784692""","=""0.000003""","=""610000""","=""""",,"=""2.97541889""","=""17.0990886""","=""3d9.4s""","=""3D""","=""1""","=""3d8.(3F).4s.4p.(1P*)""","=""3D*""","=""1""",3,3,,"=""""","=""L19804c170""",
"=""87.86984""","=""0.00008""","=""87.869833""","=""0.000003""","=""1500000""","=""""",,"=""2.71881633""","=""16.8288009""","=""3d9.4s""","=""3D""","=""3""","=""3d8.(3F).4s.4p.(1P*)""","=""3D*""","=""3""",7,7,,"=""""","=""L22""",
