obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""37.474""","=""37.4745""","=""0.0010""","=""4""","=""""",,"=""17.5651""","=""50.6500""","=""4s.4p2""","=""2D""","=""3/2""","=""4s.4p.(3P*).5s""","=""2P*""","=""3/2""",4,4,,"=""""","=""L7277""",
"=""37.623""","=""37.6233""","=""0.0010""","=""6""","=""""",,"=""17.6959""","=""50.6500""","=""4s.4p2""","=""2D""","=""5/2""","=""4s.4p.(3P*).5s""","=""2P*""","=""3/2""",6,4,,"=""""","=""L7277""",
"=""38.048""","=""38.0464""","=""0.0010""","=""2""","=""""",,"=""22.3592""","=""54.9468""","=""4s.4p2""","=""2P""","=""1/2""","=""4s.4p.(1P*).5s""","=""2P*""","=""3/2""",2,4,,"=""""","=""L7277""",
"=""38.201""","=""38.2024""","=""0.0010""","=""6*""","=""""",,"=""17.5651""","=""50.0197""","=""4s.4p2""","=""2D""","=""3/2""","=""4s.4p.(3P*).5s""","=""2P*""","=""1/2""",4,2,,"=""""","=""L7277""",
"=""38.201""","=""38.2019""","=""0.0010""","=""6*""","=""""",,"=""22.3592""","=""54.8142""","=""4s.4p2""","=""2P""","=""1/2""","=""4s.4p.(1P*).5s""","=""2P*""","=""1/2""",2,2,,"=""""","=""L7277""",
"=""38.717""","=""38.7163""","=""0.0011""","=""4""","=""""",,"=""22.7904""","=""54.8142""","=""4s.4p2""","=""2P""","=""3/2""","=""4s.4p.(1P*).5s""","=""2P*""","=""1/2""",4,2,,"=""""","=""L7277""",
"=""38.772""","=""38.7707""","=""0.0011""","=""4""","=""""",,"=""17.5651""","=""49.5440""","=""4s.4p2""","=""2D""","=""3/2""","=""4s.4p.(1P*).4d""","=""2F*""","=""5/2""",4,6,,"=""""","=""L7277""",
"=""38.929""","=""38.9299""","=""0.0011""","=""2*""","=""""",,"=""17.6959""","=""49.5440""","=""4s.4p2""","=""2D""","=""5/2""","=""4s.4p.(1P*).4d""","=""2F*""","=""5/2""",6,6,,"=""""","=""L7277""",
"=""38.929""","=""38.9252""","=""0.0011""","=""2*""","=""""",,"=""17.6959""","=""49.5478""","=""4s.4p2""","=""2D""","=""5/2""","=""4s.4p.(3P*).5s""","=""4P*""","=""5/2""",6,6,,"=""""","=""L7277""",
"=""39.070""","=""39.0700""","=""0.0011""","=""6""","=""""",,"=""17.6959""","=""49.4298""","=""4s.4p2""","=""2D""","=""5/2""","=""4s.4p.(1P*).4d""","=""2F*""","=""7/2""",6,8,,"=""""","=""L7277""",
"=""39.954""","=""39.9535""","=""0.0011""","=""2""","=""""",,"=""17.6959""","=""48.7280""","=""4s.4p2""","=""2D""","=""5/2""","=""4s.4p.(1P*).4d""","=""2P*""","=""3/2""",6,4,,"=""""","=""L7277""",
"=""40.343""","=""40.3441""","=""0.0012""","=""2""","=""""",,"=""17.6959""","=""48.4276""","=""4s.4p2""","=""2D""","=""5/2""","=""4s.4p.(1P*).4d""","=""2D*""","=""3/2""",6,4,,"=""""","=""L7277""",
"=""41.059""","=""41.0583""","=""0.0012""","=""4""","=""""",,"=""14.3176""","=""44.5147""","=""4s.4p2""","=""4P""","=""5/2""","=""4s.4p.(3P*).4d""","=""2F*""","=""7/2""",6,8,,"=""""","=""L7277""",
"=""41.942""","=""41.9400""","=""0.0012""","=""6""","=""""",,"=""21.0877""","=""50.6500""","=""4s.4p2""","=""2S""","=""1/2""","=""4s.4p.(3P*).5s""","=""2P*""","=""3/2""",2,4,,"=""""","=""L7277""",
"=""42.491""","=""42.4892""","=""0.0013""","=""4""","=""""",,"=""13.3700""","=""42.5501""","=""4s.4p2""","=""4P""","=""1/2""","=""4s.4p.(3P*).4d""","=""2D*""","=""3/2""",2,4,,"=""""","=""L7277""",
"=""42.856""","=""42.8537""","=""0.0013""","=""6P""","=""""",,"=""21.0877""","=""50.0197""","=""4s.4p2""","=""2S""","=""1/2""","=""4s.4p.(3P*).5s""","=""2P*""","=""1/2""",2,2,,"=""""","=""L7277""",
"=""43.046""","=""43.0456""","=""0.0013""","=""4w""","=""""",,"=""13.7862""","=""42.5892""","=""4s.4p2""","=""4P""","=""3/2""","=""4s.4p.(3P*).4d""","=""2D*""","=""5/2""",4,6,,"=""""","=""L7277""",
"=""43.379""","=""43.3787""","=""0.0013""","=""1""","=""""",,"=""13.3700""","=""41.9518""","=""4s.4p2""","=""4P""","=""1/2""","=""4s.4p.(3P*).4d""","=""4P*""","=""3/2""",2,4,,"=""""","=""L7277""",
"=""44.0038""","=""44.0036""","=""0.0014""","=""2""","=""""",,"=""13.7862""","=""41.9621""","=""4s.4p2""","=""4P""","=""3/2""","=""4s.4p.(3P*).4d""","=""4D*""","=""5/2""",4,6,,"=""""","=""L7277""",
"=""44.0192""","=""44.0197""","=""0.0014""","=""5""","=""""",,"=""13.7862""","=""41.9518""","=""4s.4p2""","=""4P""","=""3/2""","=""4s.4p.(3P*).4d""","=""4P*""","=""3/2""",4,4,,"=""""","=""L7277""",
"=""44.0840""","=""44.0841""","=""0.0014""","=""5""","=""""",,"=""13.7862""","=""41.9106""","=""4s.4p2""","=""4P""","=""3/2""","=""4s.4p.(3P*).4d""","=""4P*""","=""1/2""",4,2,,"=""""","=""L7277""",
"=""44.228""","=""44.2282""","=""0.0014""","=""6""","=""""",,"=""13.3700""","=""41.4028""","=""4s.4p2""","=""4P""","=""1/2""","=""4s.4p.(3P*).4d""","=""4D*""","=""1/2""",2,2,,"=""""","=""L7277""",
"=""44.3858""","=""44.3859""","=""0.0014""","=""6""","=""""",,"=""13.3700""","=""41.3032""","=""4s.4p2""","=""4P""","=""1/2""","=""4s.4p.(3P*).4d""","=""4D*""","=""3/2""",2,4,,"=""""","=""L7277""",
"=""44.50""","=""44.5032""","=""0.0014""","=""1*""","=""""",,"=""22.7904""","=""50.6500""","=""4s.4p2""","=""2P""","=""3/2""","=""4s.4p.(3P*).5s""","=""2P*""","=""3/2""",4,4,,"=""""","=""L7277""",
"=""44.50""","=""44.4972""","=""0.0014""","=""1*""","=""""",,"=""21.0877""","=""48.9511""","=""4s.4p2""","=""2S""","=""1/2""","=""4s.4p.(3P*).5s""","=""4P*""","=""3/2""",2,4,,"=""""","=""L7277""",
"=""44.8502""","=""44.8495""","=""0.0014""","=""4""","=""""",,"=""14.3176""","=""41.9621""","=""4s.4p2""","=""4P""","=""5/2""","=""4s.4p.(3P*).4d""","=""4D*""","=""5/2""",6,6,,"=""""","=""L7277""",
"=""44.8668""","=""44.8662""","=""0.0014""","=""5""","=""""",,"=""14.3176""","=""41.9518""","=""4s.4p2""","=""4P""","=""5/2""","=""4s.4p.(3P*).4d""","=""4P*""","=""3/2""",6,4,,"=""""","=""L7277""",
"=""44.895""","=""44.8948""","=""0.0014""","=""2bl""","=""""",,"=""13.7862""","=""41.4028""","=""4s.4p2""","=""4P""","=""3/2""","=""4s.4p.(3P*).4d""","=""4D*""","=""1/2""",4,2,,"=""""","=""L7277""",
"=""44.915""","=""44.9156""","=""0.0014""","=""7""","=""""",,"=""14.3176""","=""41.9214""","=""4s.4p2""","=""4P""","=""5/2""","=""4s.4p.(3P*).4d""","=""4D*""","=""7/2""",6,8,,"=""""","=""L7277""",
"=""45.020""","=""45.0203""","=""0.0010""","=""8""","=""""",,"=""0.0000""","=""27.5396""","=""4s2.4p""","=""2P*""","=""1/2""","=""4s2.4d""","=""2D""","=""3/2""",2,4,,"=""""","=""L7277""",
"=""45.0581""","=""45.0572""","=""0.0014""","=""6""","=""""",,"=""13.7862""","=""41.3032""","=""4s.4p2""","=""4P""","=""3/2""","=""4s.4p.(3P*).4d""","=""4D*""","=""3/2""",4,4,,"=""""","=""L7277""",
"=""45.2972""","=""45.2974""","=""0.0015""","=""7""","=""""",,"=""13.7862""","=""41.1573""","=""4s.4p2""","=""4P""","=""3/2""","=""4s.4p.(3P*).4d""","=""4P*""","=""5/2""",4,6,,"=""""","=""L7277""",
"=""45.947""","=""45.9445""","=""0.0015""","=""2bl""","=""""",,"=""14.3176""","=""41.3032""","=""4s.4p2""","=""4P""","=""5/2""","=""4s.4p.(3P*).4d""","=""4D*""","=""3/2""",6,4,,"=""""","=""L7277""",
"=""46.194""","=""46.1943""","=""0.0015""","=""4""","=""""",,"=""14.3176""","=""41.1573""","=""4s.4p2""","=""4P""","=""5/2""","=""4s.4p.(3P*).4d""","=""4P*""","=""5/2""",6,6,,"=""""","=""L7277""",
"=""46.231""","=""46.2304""","=""0.0015""","=""8""","=""""",,"=""17.6959""","=""44.5147""","=""4s.4p2""","=""2D""","=""5/2""","=""4s.4p.(3P*).4d""","=""2F*""","=""7/2""",6,8,,"=""""","=""L7277""",
"=""46.527""","=""46.5268""","=""0.0015""","=""20w""","=""""",,"=""1.0055""","=""27.6534""","=""4s2.4p""","=""2P*""","=""3/2""","=""4s2.4d""","=""2D""","=""5/2""",4,6,,"=""""","=""L7277""",
"=""46.726""","=""46.7264""","=""0.0015""","=""9""","=""""",,"=""1.0055""","=""27.5396""","=""4s2.4p""","=""2P*""","=""3/2""","=""4s2.4d""","=""2D""","=""3/2""",4,4,,"=""""","=""L7277""",
"=""47.0191""","=""47.0192""","=""0.0016""","=""5""","=""""",,"=""22.3592""","=""48.7280""","=""4s.4p2""","=""2P""","=""1/2""","=""4s.4p.(1P*).4d""","=""2P*""","=""3/2""",2,4,,"=""""","=""L7277""",
"=""47.4209""","=""47.4215""","=""0.0016""","=""7""","=""""",,"=""17.5651""","=""43.7103""","=""4s.4p2""","=""2D""","=""3/2""","=""4s.4p.(3P*).4d""","=""2F*""","=""5/2""",4,6,,"=""""","=""L7277""",
"=""47.562""","=""47.5611""","=""0.0016""","=""8""","=""""",,"=""22.3592""","=""48.4276""","=""4s.4p2""","=""2P""","=""1/2""","=""4s.4p.(1P*).4d""","=""2D*""","=""3/2""",2,4,,"=""""","=""L7277""",
"=""47.8016""","=""47.8009""","=""0.0016""","=""7""","=""""",,"=""22.7904""","=""48.7280""","=""4s.4p2""","=""2P""","=""3/2""","=""4s.4p.(1P*).4d""","=""2P*""","=""3/2""",4,4,,"=""""","=""L7277""",
"=""48.063""","=""48.0628""","=""0.0016""","=""2""","=""""",,"=""22.7904""","=""48.5867""","=""4s.4p2""","=""2P""","=""3/2""","=""4s.4p.(1P*).4d""","=""2D*""","=""5/2""",4,6,,"=""""","=""L7277""",
"=""48.2702""","=""48.2693""","=""0.0016""","=""3""","=""""",,"=""21.0877""","=""46.7737""","=""4s.4p2""","=""2S""","=""1/2""","=""4s.4p.(3P*).4d""","=""2P*""","=""1/2""",2,2,,"=""""","=""L7277""",
"=""48.9738""","=""48.9728""","=""0.0017""","=""7""","=""""",,"=""21.0877""","=""46.4047""","=""4s.4p2""","=""2S""","=""1/2""","=""4s.4p.(3P*).4d""","=""2P*""","=""3/2""",2,4,,"=""""","=""L7277""",
"=""49.546""","=""49.5459""","=""0.0017""","=""7""","=""""",,"=""17.5651""","=""42.5892""","=""4s.4p2""","=""2D""","=""3/2""","=""4s.4p.(3P*).4d""","=""2D*""","=""5/2""",4,6,,"=""""","=""L7277""",
"=""49.6237""","=""49.6234""","=""0.0017""","=""8""","=""""",,"=""17.5651""","=""42.5501""","=""4s.4p2""","=""2D""","=""3/2""","=""4s.4p.(3P*).4d""","=""2D*""","=""3/2""",4,4,,"=""""","=""L7277""",
"=""49.8061""","=""49.8063""","=""0.0018""","=""9""","=""""",,"=""17.6959""","=""42.5892""","=""4s.4p2""","=""2D""","=""5/2""","=""4s.4p.(3P*).4d""","=""2D*""","=""5/2""",6,6,,"=""""","=""L7277""",
"=""50.782""","=""50.7831""","=""0.0018""","=""6""","=""""",,"=""22.3592""","=""46.7737""","=""4s.4p2""","=""2P""","=""1/2""","=""4s.4p.(3P*).4d""","=""2P*""","=""1/2""",2,2,,"=""""","=""L7277""",
"=""51.179""","=""51.1792""","=""0.0019""","=""1d""","=""""",,"=""17.6959""","=""41.9214""","=""4s.4p2""","=""2D""","=""5/2""","=""4s.4p.(3P*).4d""","=""4D*""","=""7/2""",6,8,,"=""""","=""L7277""",
"=""51.696""","=""51.6962""","=""0.0019""","=""1d""","=""""",,"=""22.7904""","=""46.7737""","=""4s.4p2""","=""2P""","=""3/2""","=""4s.4p.(3P*).4d""","=""2P*""","=""1/2""",4,2,,"=""""","=""L7277""",
"=""52.230""","=""52.2300""","=""0.0019""","=""2""","=""""",,"=""17.5651""","=""41.3032""","=""4s.4p2""","=""2D""","=""3/2""","=""4s.4p.(3P*).4d""","=""4D*""","=""3/2""",4,4,,"=""""","=""L7277""",
"=""52.504""","=""52.5039""","=""0.0019""","=""6""","=""""",,"=""22.7904""","=""46.4047""","=""4s.4p2""","=""2P""","=""3/2""","=""4s.4p.(3P*).4d""","=""2P*""","=""3/2""",4,4,,"=""""","=""L7277""",
"=""52.8457""","=""52.8460""","=""0.0020""","=""5""","=""""",,"=""17.6959""","=""41.1573""","=""4s.4p2""","=""2D""","=""5/2""","=""4s.4p.(3P*).4d""","=""4P*""","=""5/2""",6,6,,"=""""","=""L7277""",
"=""54.0587""","=""54.0584""","=""0.0021""","=""4""","=""""",,"=""17.5651""","=""40.5003""","=""4s.4p2""","=""2D""","=""3/2""","=""4s2.5p""","=""2P*""","=""3/2""",4,4,,"=""""","=""L7277""",
"=""54.3689""","=""54.3685""","=""0.0021""","=""10""","=""""",,"=""17.6959""","=""40.5003""","=""4s.4p2""","=""2D""","=""5/2""","=""4s2.5p""","=""2P*""","=""3/2""",6,4,,"=""""","=""L7277""",
"=""54.4020""","=""54.4019""","=""0.0015""","=""30w""","=""""",,"=""0.0000""","=""22.7904""","=""4s2.4p""","=""2P*""","=""1/2""","=""4s.4p2""","=""2P""","=""3/2""",2,4,,"=""""","=""L7277""",
"=""54.8107""","=""54.8101""","=""0.0021""","=""10q""","=""""",,"=""17.5651""","=""40.1858""","=""4s.4p2""","=""2D""","=""3/2""","=""4s2.5p""","=""2P*""","=""1/2""",4,2,,"=""""","=""L7277""",
"=""55.4514""","=""55.4511""","=""0.0015""","=""100w""","=""""",,"=""0.0000""","=""22.3592""","=""4s2.4p""","=""2P*""","=""1/2""","=""4s.4p2""","=""2P""","=""1/2""",2,2,,"=""""","=""L7277""",
"=""56.344""","=""56.3453""","=""0.0022""","=""7""","=""""",,"=""27.5396""","=""49.5440""","=""4s2.4d""","=""2D""","=""3/2""","=""4s.4p.(1P*).4d""","=""2F*""","=""5/2""",4,6,,"=""""","=""L7277""",
"=""56.913""","=""56.9129""","=""0.0023""","=""9""","=""""",,"=""1.0055""","=""22.7904""","=""4s2.4p""","=""2P*""","=""3/2""","=""4s.4p2""","=""2P""","=""3/2""",4,4,,"=""""","=""L7277""",
"=""56.9354""","=""56.9353""","=""0.0023""","=""11""","=""""",,"=""27.6534""","=""49.4298""","=""4s2.4d""","=""2D""","=""5/2""","=""4s.4p.(1P*).4d""","=""2F*""","=""7/2""",6,8,,"=""""","=""L7277""",
"=""57.768""","=""57.7681""","=""0.0024""","=""6""","=""""",,"=""21.0877""","=""42.5501""","=""4s.4p2""","=""2S""","=""1/2""","=""4s.4p.(3P*).4d""","=""2D*""","=""3/2""",2,4,,"=""""","=""L7277""",
"=""58.0620""","=""58.0622""","=""0.0024""","=""30w""","=""""",,"=""1.0055""","=""22.3592""","=""4s2.4p""","=""2P*""","=""3/2""","=""4s.4p2""","=""2P""","=""1/2""",4,2,,"=""""","=""L7277""",
"=""58.4958""","=""58.4963""","=""0.0024""","=""11w""","=""""",,"=""13.3700""","=""34.5652""","=""4s.4p2""","=""4P""","=""1/2""","=""4p3""","=""4S*""","=""3/2""",2,4,,"=""""","=""L7277""",
"=""58.514""","=""58.5151""","=""0.0024""","=""4""","=""""",,"=""27.5396""","=""48.7280""","=""4s2.4d""","=""2D""","=""3/2""","=""4s.4p.(1P*).4d""","=""2P*""","=""3/2""",4,4,,"=""""","=""L7277""",
"=""58.794""","=""58.7945""","=""0.0017""","=""12""","=""""",,"=""0.0000""","=""21.0877""","=""4s2.4p""","=""2P*""","=""1/2""","=""4s.4p2""","=""2S""","=""1/2""",2,2,,"=""""","=""L7277""",
"=""58.831""","=""58.8311""","=""0.0024""","=""9""","=""""",,"=""27.6534""","=""48.7280""","=""4s2.4d""","=""2D""","=""5/2""","=""4s.4p.(1P*).4d""","=""2P*""","=""3/2""",6,4,,"=""""","=""L7277""",
"=""59.228""","=""59.2284""","=""0.0025""","=""4""","=""""",,"=""27.6534""","=""48.5867""","=""4s2.4d""","=""2D""","=""5/2""","=""4s.4p.(1P*).4d""","=""2D*""","=""5/2""",6,6,,"=""""","=""L7277""",
"=""59.268""","=""59.2663""","=""0.0025""","=""2""","=""""",,"=""22.7904""","=""43.7103""","=""4s.4p2""","=""2P""","=""3/2""","=""4s.4p.(3P*).4d""","=""2F*""","=""5/2""",4,6,,"=""""","=""L7277""",
"=""59.356""","=""59.3567""","=""0.0025""","=""4""","=""""",,"=""27.5396""","=""48.4276""","=""4s2.4d""","=""2D""","=""3/2""","=""4s.4p.(1P*).4d""","=""2D*""","=""3/2""",4,4,,"=""""","=""L7277""",
"=""59.4618""","=""59.462""","=""0.003""","=""12w""","=""""",,"=""13.3700""","=""34.2210""","=""4s.4p2""","=""4P""","=""1/2""","=""4p3""","=""2D*""","=""3/2""",2,4,,"=""""","=""L7277""",
"=""59.5970""","=""59.596""","=""0.003""","=""9""","=""""",,"=""34.1428""","=""54.9468""","=""4s2.5s""","=""2S""","=""1/2""","=""4s.4p.(1P*).5s""","=""2P*""","=""3/2""",2,4,,"=""""","=""L7277""",
"=""59.6682""","=""59.668""","=""0.003""","=""20w""","=""""",,"=""13.7862""","=""34.5652""","=""4s.4p2""","=""4P""","=""3/2""","=""4p3""","=""4S*""","=""3/2""",4,4,,"=""""","=""L7277""",
"=""59.926""","=""59.927""","=""0.003""","=""1d""","=""""",,"=""13.7862""","=""34.4753""","=""4s.4p2""","=""4P""","=""3/2""","=""4p3""","=""2D*""","=""5/2""",4,6,,"=""""","=""L7277""",
"=""59.979""","=""59.979""","=""0.003""","=""9""","=""""",,"=""34.1428""","=""54.8142""","=""4s2.5s""","=""2S""","=""1/2""","=""4s.4p.(1P*).5s""","=""2P*""","=""1/2""",2,2,,"=""""","=""L7277""",
"=""60.6726""","=""60.673""","=""0.003""","=""20s""","=""""",,"=""13.7862""","=""34.2210""","=""4s.4p2""","=""4P""","=""3/2""","=""4p3""","=""2D*""","=""3/2""",4,4,,"=""""","=""L7277""",
"=""61.0828""","=""61.083""","=""0.003""","=""5""","=""""",,"=""17.5651""","=""37.8629""","=""4s.4p2""","=""2D""","=""3/2""","=""4p3""","=""2P*""","=""3/2""",4,4,,"=""""","=""L7277""",
"=""61.234""","=""61.234""","=""0.003""","=""11s""","=""""",,"=""14.3176""","=""34.5652""","=""4s.4p2""","=""4P""","=""5/2""","=""4p3""","=""4S*""","=""3/2""",6,4,,"=""""","=""L7277""",
"=""61.405""","=""61.406""","=""0.003""","=""9""","=""""",,"=""22.3592""","=""42.5501""","=""4s.4p2""","=""2P""","=""1/2""","=""4s.4p.(3P*).4d""","=""2D*""","=""3/2""",2,4,,"=""""","=""L7277""",
"=""61.4789""","=""61.479""","=""0.003""","=""11""","=""""",,"=""17.6959""","=""37.8629""","=""4s.4p2""","=""2D""","=""5/2""","=""4p3""","=""2P*""","=""3/2""",6,4,,"=""""","=""L7277""",
"=""61.507""","=""61.507""","=""0.003""","=""10""","=""""",,"=""14.3176""","=""34.4753""","=""4s.4p2""","=""4P""","=""5/2""","=""4p3""","=""2D*""","=""5/2""",6,6,,"=""""","=""L7277""",
"=""61.718""","=""61.719""","=""0.003""","=""150bl""","=""""",,"=""17.5651""","=""37.6536""","=""4s.4p2""","=""2D""","=""3/2""","=""4p3""","=""2P*""","=""1/2""",4,2,,"=""""","=""L7277""",
"=""61.7379""","=""61.738""","=""0.003""","=""9""","=""""",,"=""1.0055""","=""21.0877""","=""4s2.4p""","=""2P*""","=""3/2""","=""4s.4p2""","=""2S""","=""1/2""",4,2,,"=""""","=""L7277""",
"=""62.2937""","=""62.293""","=""0.003""","=""20w""","=""""",,"=""14.3176""","=""34.2210""","=""4s.4p2""","=""4P""","=""5/2""","=""4p3""","=""2D*""","=""3/2""",6,4,,"=""""","=""L7277""",
"=""62.6220""","=""62.622""","=""0.003""","=""10""","=""""",,"=""22.7904""","=""42.5892""","=""4s.4p2""","=""2P""","=""3/2""","=""4s.4p.(3P*).4d""","=""2D*""","=""5/2""",4,6,,"=""""","=""L7277""",
"=""63.868""","=""63.868""","=""0.003""","=""5""","=""""",,"=""21.0877""","=""40.5003""","=""4s.4p2""","=""2S""","=""1/2""","=""4s2.5p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L7277""",
"=""65.720""","=""65.722""","=""0.003""","=""3""","=""""",,"=""27.5396""","=""46.4047""","=""4s2.4d""","=""2D""","=""3/2""","=""4s.4p.(3P*).4d""","=""2P*""","=""3/2""",4,4,,"=""""","=""L7277""",
"=""67.5033""","=""67.504""","=""0.003""","=""10""","=""""",,"=""22.7904""","=""41.1573""","=""4s.4p2""","=""2P""","=""3/2""","=""4s.4p.(3P*).4d""","=""4P*""","=""5/2""",4,6,,"=""""","=""L7277""",
"=""70.006""","=""70.008""","=""0.003""","=""3d""","=""""",,"=""22.7904""","=""40.5003""","=""4s.4p2""","=""2P""","=""3/2""","=""4s2.5p""","=""2P*""","=""3/2""",4,4,,"=""""","=""L7277""",
"=""70.5855""","=""70.5856""","=""0.0025""","=""50w""","=""""",,"=""0.0000""","=""17.5651""","=""4s2.4p""","=""2P*""","=""1/2""","=""4s.4p2""","=""2D""","=""3/2""",2,4,,"=""""","=""L7277""",
"=""72.9321""","=""72.931""","=""0.004""","=""15w""","=""""",,"=""17.5651""","=""34.5652""","=""4s.4p2""","=""2D""","=""3/2""","=""4p3""","=""4S*""","=""3/2""",4,4,,"=""""","=""L7277""",
"=""73.320""","=""73.319""","=""0.004""","=""20w""","=""""",,"=""17.5651""","=""34.4753""","=""4s.4p2""","=""2D""","=""3/2""","=""4p3""","=""2D*""","=""5/2""",4,6,,"=""""","=""L7277""",
"=""73.498""","=""73.497""","=""0.004""","=""10""","=""""",,"=""17.6959""","=""34.5652""","=""4s.4p2""","=""2D""","=""5/2""","=""4p3""","=""4S*""","=""3/2""",6,4,,"=""""","=""L7277""",
"=""73.5316""","=""73.532""","=""0.004""","=""10""","=""""",,"=""27.6534""","=""44.5147""","=""4s2.4d""","=""2D""","=""5/2""","=""4s.4p.(3P*).4d""","=""2F*""","=""7/2""",6,8,,"=""""","=""L7277""",
"=""73.891""","=""73.891""","=""0.004""","=""50w""","=""""",,"=""17.6959""","=""34.4753""","=""4s.4p2""","=""2D""","=""5/2""","=""4p3""","=""2D*""","=""5/2""",6,6,,"=""""","=""L7277""",
"=""73.9096""","=""73.909""","=""0.004""","=""20""","=""""",,"=""21.0877""","=""37.8629""","=""4s.4p2""","=""2S""","=""1/2""","=""4p3""","=""2P*""","=""3/2""",2,4,,"=""""","=""L7277""",
"=""74.2854""","=""74.285""","=""0.004""","=""100w""","=""""",,"=""1.0055""","=""17.6959""","=""4s2.4p""","=""2P*""","=""3/2""","=""4s.4p2""","=""2D""","=""5/2""",4,6,,"=""""","=""L7277""",
"=""74.4385""","=""74.439""","=""0.004""","=""20w""","=""""",,"=""17.5651""","=""34.2210""","=""4s.4p2""","=""2D""","=""3/2""","=""4p3""","=""2D*""","=""3/2""",4,4,,"=""""","=""L7277""",
"=""74.8705""","=""74.872""","=""0.004""","=""30w""","=""""",,"=""1.0055""","=""17.5651""","=""4s2.4p""","=""2P*""","=""3/2""","=""4s.4p2""","=""2D""","=""3/2""",4,4,,"=""""","=""L7277""",
"=""75.0277""","=""75.028""","=""0.004""","=""30w""","=""""",,"=""17.6959""","=""34.2210""","=""4s.4p2""","=""2D""","=""5/2""","=""4p3""","=""2D*""","=""3/2""",6,4,,"=""""","=""L7277""",
"=""75.110""","=""75.109""","=""0.004""","=""2d""","=""""",,"=""34.1428""","=""50.6500""","=""4s2.5s""","=""2S""","=""1/2""","=""4s.4p.(3P*).5s""","=""2P*""","=""3/2""",2,4,,"=""""","=""L7277""",
"=""76.672""","=""76.672""","=""0.004""","=""6""","=""""",,"=""27.5396""","=""43.7103""","=""4s2.4d""","=""2D""","=""3/2""","=""4s.4p.(3P*).4d""","=""2F*""","=""5/2""",4,6,,"=""""","=""L7277""",
"=""78.092""","=""78.091""","=""0.004""","=""5""","=""""",,"=""34.1428""","=""50.0197""","=""4s2.5s""","=""2S""","=""1/2""","=""4s.4p.(3P*).5s""","=""2P*""","=""1/2""",2,2,,"=""""","=""L7277""",
"=""79.971""","=""79.971""","=""0.005""","=""4P""","=""""",,"=""22.3592""","=""37.8629""","=""4s.4p2""","=""2P""","=""1/2""","=""4p3""","=""2P*""","=""3/2""",2,4,,"=""""","=""L7277""",
