obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""7.879""","=""7.879""","=""g""","=""""",,"=""0.0000""","=""157.36""","=""2s2.2p6""","=""1S""","=""0""","=""2s.2p6.6p""","=""1P*""","=""1""",1,3,,"=""""","=""L4197""",
"=""8.058""","=""8.058""","=""g""","=""""",,"=""0.0000""","=""153.86""","=""2s2.2p6""","=""1S""","=""0""","=""2s.2p6.5p""","=""1P*""","=""1""",1,3,,"=""""","=""L4197""",
"=""8.438""","=""8.438""","=""g""","=""""",,"=""0.0000""","=""146.93""","=""2s2.2p6""","=""1S""","=""0""","=""2s.2p6.4p""","=""1P*""","=""1""",1,3,,"=""""","=""L4197""",
"=""8.448""","=""8.448""","=""g""","=""""",,"=""0.0000""","=""146.76""","=""2s2.2p6""","=""1S""","=""0""","=""2s.2p6.4p""","=""3P*""","=""1""",1,3,,"=""""","=""L4197""",
"=""9.556""","=""9.556""","=""g""","=""""",,"=""0.0000""","=""129.75""","=""2s2.2p6""","=""1S""","=""0""","=""2s.2p6.3p""","=""1P*""","=""1""",1,3,,"=""""","=""L4197""",
"=""9.568""","=""9.568""","=""g""","=""""",,"=""0.0000""","=""129.59""","=""2s2.2p6""","=""1S""","=""0""","=""2s.2p6.3p""","=""3P*""","=""1""",1,3,,"=""""","=""L4197""",
"=""10.489""","=""10.4890""","=""1g,d""","=""""",,"=""0.0000""","=""118.204""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<1/2>).10d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6211""",
"=""10.526""","=""10.5260""","=""2g,d""","=""""",,"=""0.0000""","=""117.789""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<3/2>).10d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6211""",
"=""10.535""","=""10.5350""","=""3g""","=""""",,"=""0.0000""","=""117.688""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<1/2>).9d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6211""",
"=""10.572""","=""10.5719""","=""4g""","=""""",,"=""0.0000""","=""117.277""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6211""",
"=""10.601""","=""10.6011""","=""3g""","=""""",,"=""0.0000""","=""116.954""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<1/2>).8d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6211""",
"=""10.638""","=""10.6381""","=""5g""","=""""",,"=""0.0000""","=""116.548""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6211""",
"=""10.699""","=""10.6990""","=""g""","=""""",,"=""0.0000""","=""115.884""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<1/2>).7d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L1963""",
"=""10.737""","=""10.7370""","=""g""","=""""",,"=""0.0000""","=""115.474""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L1963""",
"=""10.8526""","=""10.8526""","=""50g""","=""""",,"=""0.0000""","=""114.244""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<1/2>).6d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L1963""",
"=""10.8913""","=""10.8913""","=""50g""","=""""",,"=""0.0000""","=""113.837""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L1963""",
"=""10.9021""","=""10.9022""","=""g""","=""""",,"=""0.0000""","=""113.725""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L1963""",
"=""11.013""","=""11.0130""","=""1g""","=""""",,"=""0.0000""","=""112.580""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L6211""",
"=""11.054""","=""11.0540""","=""2g""","=""""",,"=""0.0000""","=""112.162""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L6211""",
"=""11.1196""","=""11.1196""","=""100g""","=""""",,"=""0.0000""","=""111.500""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L1963""",
"=""11.1589""","=""11.1590""","=""150g""","=""""",,"=""0.0000""","=""111.107""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L1963""",
"=""11.1781""","=""11.1781""","=""50g""","=""""",,"=""0.0000""","=""110.918""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L1963""",
"=""11.4313""","=""11.431749""","=""10g""","=""""",,"=""0.0000""","=""108.45602""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L3463""",
"=""11.4737""","=""11.474309""","=""50g""","=""""",,"=""0.0000""","=""108.05374""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L3463""",
"=""11.6464""","=""11.646297""","=""250g""","=""""",,"=""0.0000""","=""106.45804""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L1963""",
"=""11.6921""","=""11.692177""","=""150g""","=""""",,"=""0.0000""","=""106.04030""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L1963""",
"=""11.7377""","=""11.736986""","=""10g""","=""""",,"=""0.0000""","=""105.63547""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L7396""",
"=""12.4030""","=""12.403333""","=""400g""","=""""",,"=""0.0000""","=""99.96039""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""",1,3,,"=""""","=""L2223""",
"=""12.4550""","=""12.454735""","=""300g""","=""""",,"=""0.0000""","=""99.54784""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L2223""",
"=""12.9730""","=""12.972913""","=""700g""","=""9.00e+10""",C+,"=""0.0000""","=""95.57160""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*).3d""","=""1P*""","=""1""",1,3,,"=""c47""","=""L2223""",
"=""13.039""","=""13.039836""","=""g,bl""","=""1.77e+10""",C+,"=""0.0000""","=""95.08110""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*).3d""","=""3D*""","=""1""",1,3,,"=""c47""","=""L2223""",
"=""13.1647""","=""13.164879""","=""150g""","=""3.74e+08""",C+,"=""0.0000""","=""94.17800""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*).3d""","=""3P*""","=""1""",1,3,,"=""c47""","=""L2223""",
"=""16.0074""","=""16.00724""","=""800g""","=""2.06e+10""",A,"=""0.0000""","=""77.45510""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*).3s""","=""1P*""","=""1""",1,3,,"=""c47,T6577""","=""L2223""",
"=""16.1688""","=""16.16883""","=""700g""","=""1.46e+09""",C+,"=""0.0000""","=""76.68099""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*).3s""","=""3P*""","=""1""",1,3,,"=""c47""","=""L2223""",
"=""""","=""16.21681""","=""""","=""3.39e+01""",B+,"=""0.0000""","=""76.45414""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*).3s""","=""3P*""","=""2""",1,5,M2,"=""c47""","=""""",
"=""47.613""","=""47.61340""","=""5""","=""""",,"=""76.68099""","=""102.72076""","=""2s2.2p5.(2P*).3s""","=""3P*""","=""1""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""",3,3,,"=""""","=""L2829""",
"=""47.627""","=""47.62692""","=""20""","=""""",,"=""76.68099""","=""102.71337""","=""2s2.2p5.(2P*).3s""","=""3P*""","=""1""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""",3,5,,"=""""","=""L2829""",
"=""47.760""","=""47.76211""","=""5""","=""""",,"=""76.68099""","=""102.63969""","=""2s2.2p5.(2P*).3s""","=""3P*""","=""1""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""",3,3,,"=""""","=""L2829""",
"=""47.773""","=""47.77247""","=""10""","=""""",,"=""76.68099""","=""102.63406""","=""2s2.2p5.(2P*).3s""","=""3P*""","=""1""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[1/2]""","=""0""",3,1,,"=""""","=""L2829""",
