obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""36.8300""","=""0.0020""","=""36.8311759""","=""0.0000022""","=""3""","=""""",,"=""0.0000000""","=""33.6628401""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2D*).4d""","=""3P*""","=""2""",5,5,,"=""""","=""L9366""",
"=""37.1750""","=""0.0020""","=""37.1727972""","=""0.0000022""","=""3*""","=""""",,"=""0.0000000""","=""33.3534756""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2D*).4d""","=""3D*""","=""2""",5,5,,"=""""","=""L9366""",
"=""37.1750""","=""0.0020""","=""37.1744260""","=""0.0000021""","=""3*""","=""""",,"=""0.0000000""","=""33.3520142""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2D*).4d""","=""3D*""","=""3""",5,7,,"=""""","=""L9366""",
"=""38.2629""","=""0.0002""","=""38.26109""","=""0.00006""","=""125""","=""""",,"=""1.737019""","=""34.14179""","=""3s2.3p4""","=""1D""","=""2""","=""3s2.3p3.(2P*).4d""","=""1F*""","=""3""",5,7,,"=""""","=""L11588""",
"=""38.7475""","=""0.0002""","=""38.74715""","=""0.00009""","=""100""","=""""",,"=""1.737019""","=""33.73529""","=""3s2.3p4""","=""1D""","=""2""","=""3s2.3p3.(2D*).4d""","=""1D*""","=""2""",5,5,,"=""""","=""L11588""",
"=""38.9511""","=""0.0002""","=""38.94889""","=""0.00011""","=""25""","=""""",,"=""1.737019""","=""33.56955""","=""3s2.3p4""","=""1D""","=""2""","=""3s2.3p3.(2D*).4d""","=""1P*""","=""1""",5,3,,"=""""","=""L11588""",
"=""39.5919""","=""0.0002""","=""39.592004""","=""0.000003""","=""50""","=""""",,"=""0.0000000""","=""31.3154643""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(4S*).5s""","=""3S*""","=""1""",5,3,,"=""""","=""L11588""",
"=""39.6369""","=""0.0002""","=""39.636944""","=""0.000003""","=""200""","=""""",,"=""0.0000000""","=""31.2799593""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(4S*).4d""","=""3D*""","=""3""",5,7,,"=""""","=""L11588""",
"=""39.6422""","=""0.0002""","=""39.6424577""","=""0.0000025""","=""50""","=""""",,"=""0.0000000""","=""31.2756084""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(4S*).4d""","=""3D*""","=""2""",5,5,,"=""""","=""L11588""",
"=""39.7668""","=""0.0002""","=""39.767111""","=""0.000004""","=""50""","=""""",,"=""0.1378915""","=""31.3154643""","=""3s2.3p4""","=""3P""","=""1""","=""3s2.3p3.(4S*).5s""","=""3S*""","=""1""",3,3,,"=""""","=""L11588""",
