label,energy_eV
P IV (3s2 1S<0>),30.20264
P IV (3s.3p 3P*<0>),38.6234
P IV (3s.3p 3P*<1>),38.65173
P IV (3s.3p 3P*<2>),38.70983
P IV (3s.3p 1P*<1>),43.24458
