obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""4.42150""","=""""","=""2.85e+11""",D,"=""0.31554""","=""280.728?""","=""2s2.2p2""","=""3P""","=""1""","=""2s2.2p.4d""","=""3D*""","=""2""",3,5,,"=""c66,LS""","=""""",
"=""""","=""4.42490""","=""""","=""3.80e+11""",D+,"=""0.7952""","=""280.992?""","=""2s2.2p2""","=""3P""","=""2""","=""2s2.2p.4d""","=""3D*""","=""3""",5,7,,"=""c66,LS""","=""""",
"=""""","=""4.42908""","=""""","=""9.45e+10""",E,"=""0.7952""","=""280.728?""","=""2s2.2p2""","=""3P""","=""2""","=""2s2.2p.4d""","=""3D*""","=""2""",5,5,,"=""c66,LS""","=""""",
"=""""","=""5.1113""","=""""","=""3.32e+11""",D+,"=""6.56198""","=""249.130""","=""2s2.2p2""","=""1D""","=""2""","=""2s.2p2.(2D).3p""","=""1D*""","=""2""",5,5,,"=""c66,LS""","=""""",
"=""""","=""5.1362""","=""""","=""2.85e+11""",D+,"=""6.56198""","=""247.955""","=""2s2.2p2""","=""1D""","=""2""","=""2s.2p2.(2D).3p""","=""1F*""","=""3""",5,7,,"=""c66,LS""","=""""",
"=""""","=""5.2669""","=""""","=""9.02e+08""",E,"=""36.2322""","=""271.633?""","=""2s.2p3""","=""3D*""","=""3""","=""2s.2p2.(2P).3d""","=""3F""","=""2""",7,5,,"=""c66,LS""","=""""",
"=""""","=""5.2669""","=""""","=""2.06e+11""",D+,"=""36.2322""","=""271.633?""","=""2s.2p3""","=""3D*""","=""3""","=""2s.2p2.(2P).3d""","=""3F""","=""4""",7,9,,"=""c66,LS""","=""""",
"=""""","=""5.2669""","=""""","=""2.29e+10""",E,"=""36.2322""","=""271.633?""","=""2s.2p3""","=""3D*""","=""3""","=""2s.2p2.(2P).3d""","=""3F""","=""3""",7,7,,"=""c66,LS""","=""""",
"=""""","=""5.2671""","=""""","=""3.20e+10""",E,"=""36.2401""","=""271.633?""","=""2s.2p3""","=""3D*""","=""2""","=""2s.2p2.(2P).3d""","=""3F""","=""2""",5,5,,"=""c66,LS""","=""""",
"=""""","=""5.2671""","=""""","=""1.82e+11""",D+,"=""36.2401""","=""271.633?""","=""2s.2p3""","=""3D*""","=""2""","=""2s.2p2.(2P).3d""","=""3F""","=""3""",5,7,,"=""c66,LS""","=""""",
"=""""","=""5.2675""","=""""","=""1.72e+11""",D,"=""36.2581""","=""271.633?""","=""2s.2p3""","=""3D*""","=""1""","=""2s.2p2.(2P).3d""","=""3F""","=""2""",3,5,,"=""c66,LS""","=""""",
"=""""","=""5.2810""","=""""","=""1.68e+11""",D,"=""0.31554""","=""235.090""","=""2s2.2p2""","=""3P""","=""1""","=""2s.2p2.(4P).3p""","=""3D*""","=""2""",3,5,,"=""c66,LS""","=""""",
"=""""","=""5.2838""","=""""","=""2.24e+11""",D+,"=""0.7952""","=""235.445""","=""2s2.2p2""","=""3P""","=""2""","=""2s.2p2.(4P).3p""","=""3D*""","=""3""",5,7,,"=""c66,LS""","=""""",
"=""""","=""5.2918""","=""""","=""5.57e+10""",E,"=""0.7952""","=""235.090""","=""2s2.2p2""","=""3P""","=""2""","=""2s.2p2.(4P).3p""","=""3D*""","=""2""",5,5,,"=""c66,LS""","=""""",
"=""""","=""5.3806""","=""""","=""2.93e+10""",E,"=""0.0000""","=""230.430?""","=""2s2.2p2""","=""3P""","=""0""","=""2s.2p2.(4P).3p""","=""3S*""","=""1""",1,3,,"=""c66,LS""","=""""",
"=""""","=""5.3879""","=""""","=""8.73e+10""",E,"=""0.31554""","=""230.430?""","=""2s2.2p2""","=""3P""","=""1""","=""2s.2p2.(4P).3p""","=""3S*""","=""1""",3,3,,"=""c66,LS""","=""""",
"=""""","=""5.3992""","=""""","=""1.45e+11""",D,"=""0.7952""","=""230.430?""","=""2s2.2p2""","=""3P""","=""2""","=""2s.2p2.(4P).3p""","=""3S*""","=""1""",5,3,,"=""c66,LS""","=""""",
"=""""","=""5.4390""","=""""","=""2.13e+09""",C,"=""0.0000""","=""227.952""","=""2s2.2p2""","=""3P""","=""0""","=""2s2.2p.3d""","=""1P*""","=""1""",1,3,,"=""T7333c65,T6950""","=""""",
"=""""","=""5.4466""","=""""","=""1.26e+09""",C,"=""0.31554""","=""227.952""","=""2s2.2p2""","=""3P""","=""1""","=""2s2.2p.3d""","=""1P*""","=""1""",3,3,,"=""T7333c65,T6950""","=""""",
