obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""110.2673""","=""0.0016""","=""110.266464""","=""0.000017""","=""9700h""","=""""",,"=""0.01322194""","=""11.2572751""","=""3d4""","=""a 5D""","=""2""","=""3d3.(4F<9/2>).4f""","=""2[7/2]*""","=""3""",5,7,,"=""""","=""L10089c179""",
"=""110.2860""","=""0.0016""","=""110.286459""","=""0.000015""","=""15000h""","=""""",,"=""0.02588667""","=""11.2679013""","=""3d4""","=""a 5D""","=""3""","=""3d3.(4F<9/2>).4f""","=""2[9/2]*""","=""4""",7,9,,"=""""","=""L10089c179""",
"=""110.3299""","=""0.0016""","=""110.330279""","=""0.000015""","=""12000h""","=""""",,"=""0.02588667""","=""11.2634363""","=""3d4""","=""a 5D""","=""3""","=""3d3.(4P).5p""","=""5D*""","=""3""",7,7,,"=""""","=""L10089c179""",
"=""110.4530""","=""0.0016""","=""110.453526""","=""0.000017""","=""38000h""","=""""",,"=""0.04204622""","=""11.2670567""","=""3d4""","=""a 5D""","=""4""","=""3d3.(4F<9/2>).4f""","=""2[9/2]*""","=""5""",9,11,,"=""""","=""L10089c179""",
"=""110.4793""","=""0.0016""","=""110.479789""","=""0.000013""","=""24000h""","=""""",,"=""0.04204622""","=""11.2643883""","=""3d4""","=""a 5D""","=""4""","=""3d3.(4F<9/2>).4f""","=""2[7/2]*""","=""4""",9,9,,"=""""","=""L10089c179""",
"=""110.4955""","=""0.0016""","=""110.494731""","=""0.000015""","=""24000h*""","=""""",,"=""0.01322194""","=""11.2340464""","=""3d4""","=""a 5D""","=""2""","=""3d3.(4F<9/2>).4f""","=""2[3/2]*""","=""2""",5,5,,"=""""","=""L10089c179""",
"=""110.4955""","=""0.0016""","=""110.495686""","=""0.000013""","=""24000h*""","=""""",,"=""0.02588667""","=""11.2466142""","=""3d4""","=""a 5D""","=""3""","=""3d3.(4F<7/2>).4f""","=""2[5/2]*""","=""3""",7,7,,"=""""","=""L10089c179""",
"=""110.562""","=""0.004""","=""110.559893""","=""0.000013""","=""14000h*""","=""""",,"=""0.02588667""","=""11.2400978""","=""3d4""","=""a 5D""","=""3""","=""3d3.(4F<7/2>).4f""","=""2[9/2]*""","=""4""",7,9,,"=""""","=""L10089c179""",
"=""110.562""","=""0.004""","=""110.56324""","=""0.00003""","=""14000h*""","=""""",,"=""0.01322194""","=""11.227093""","=""3d4""","=""a 5D""","=""2""","=""3d3.(4F<7/2>).4f""","=""2[1/2]*""","=""1""",5,3,,"=""""","=""L10089c179""",
"=""110.5844""","=""0.0016""","=""110.584514""","=""0.000015""","=""12000h""","=""""",,"=""0.01322194""","=""11.2249363""","=""3d4""","=""a 5D""","=""2""","=""3d3.(4F<5/2>).4f""","=""2[5/2]*""","=""3""",5,7,,"=""""","=""L10089c179""",
"=""110.6115""","=""0.0016""","=""110.610766""","=""0.000013""","=""7000h""","=""""",,"=""0.02588667""","=""11.2349401""","=""3d4""","=""a 5D""","=""3""","=""3d3.(4F<7/2>).4f""","=""2[7/2]*""","=""4""",7,9,,"=""""","=""L10089c179""",
"=""110.6439""","=""0.0016""","=""110.644679""","=""0.000017""","=""9300h""","=""""",,"=""0.0000000""","=""11.205618""","=""3d4""","=""a 5D""","=""0""","=""3d3.(4F<5/2>).4f""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L10089c179""",
"=""110.7014""","=""0.0016""","=""110.701085""","=""0.000016""","=""9300h""","=""""",,"=""0.00447604""","=""11.204384""","=""3d4""","=""a 5D""","=""1""","=""3d3.(4F<5/2>).4f""","=""2[1/2]*""","=""1""",3,3,,"=""""","=""L10089c179""",
"=""110.7533""","=""0.0016""","=""110.752811""","=""0.000015""","=""9300h""","=""""",,"=""0.04204622""","=""11.2367236""","=""3d4""","=""a 5D""","=""4""","=""3d3.(4F<7/2>).4f""","=""2[9/2]*""","=""5""",9,11,,"=""""","=""L10089c179""",
"=""110.8345""","=""0.0016""","=""110.834643""","=""0.000014""","=""9200h""","=""""",,"=""0.02588667""","=""11.2122987""","=""3d4""","=""a 5D""","=""3""","=""3d3.(4F<5/2>).4f""","=""2[7/2]*""","=""4""",7,9,,"=""""","=""L10089c179""",
"=""110.9480""","=""0.0016""","=""110.948023""","=""0.000018""","=""23000h""","=""""",,"=""0.01322194""","=""11.1882024""","=""3d4""","=""a 5D""","=""2""","=""3d3.(4F<3/2>).4f""","=""2[5/2]*""","=""3""",5,7,,"=""""","=""L10089c179""",
"=""110.9959""","=""0.0016""","=""110.994983""","=""0.000014""","=""11000h""","=""""",,"=""0.04204622""","=""11.2122987""","=""3d4""","=""a 5D""","=""4""","=""3d3.(4F<5/2>).4f""","=""2[7/2]*""","=""4""",9,9,,"=""""","=""L10089c179""",
"=""111.0736""","=""0.0016""","=""111.073904""","=""0.000019""","=""9000h""","=""""",,"=""0.02588667""","=""11.1882024""","=""3d4""","=""a 5D""","=""3""","=""3d3.(4F<3/2>).4f""","=""2[5/2]*""","=""3""",7,7,,"=""""","=""L10089c179""",
"=""126.8002""","=""0.0016""","=""126.799574""","=""0.000023""","=""3800h""","=""""",,"=""1.42765133""","=""11.205618""","=""3d4""","=""a 3P2""","=""1""","=""3d3.(4F<5/2>).4f""","=""2[3/2]*""","=""1""",3,3,,"=""""","=""L10089c179""",
"=""127.0589""","=""0.0016""","=""127.05893""","=""0.00003""","=""3000h""","=""""",,"=""1.47643598""","=""11.234443""","=""3d4""","=""a 3P2""","=""2""","=""3d3.(4F<7/2>).4f""","=""2[5/2]*""","=""2""",5,5,,"=""""","=""L10089c179""",
"=""127.1540""","=""0.0016""","=""127.15471""","=""0.00004""","=""3700h""","=""""",,"=""1.47643598""","=""11.227093""","=""3d4""","=""a 3P2""","=""2""","=""3d3.(4F<7/2>).4f""","=""2[1/2]*""","=""1""",5,3,,"=""""","=""L10089c179""",
"=""127.1830""","=""0.0016""","=""127.182843""","=""0.000019""","=""2200h""","=""""",,"=""1.47643598""","=""11.2249363""","=""3d4""","=""a 3P2""","=""2""","=""3d3.(4F<5/2>).4f""","=""2[5/2]*""","=""3""",5,7,,"=""""","=""L10089c179""",
"=""127.8337""","=""0.0016""","=""127.833439""","=""0.000020""","=""2900h""","=""""",,"=""1.57535312""","=""11.2742394""","=""3d4""","=""a 3H""","=""6""","=""3d3.(4F<9/2>).4f""","=""2[11/2]*""","=""5""",13,11,,"=""""","=""L10089c179""",
