obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""25.559""","=""25.558981""","=""80""","=""7.6e+08""",D,"=""0.000000""","=""48.509054""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.5p""","=""2P*""","=""3/2""",2,4,,"=""T1619interp,LS""","=""L2613""",
"=""25.567""","=""25.567727""","=""50""","=""7.3e+08""",D,"=""0.000000""","=""48.492460""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.5p""","=""2P*""","=""1/2""",2,2,,"=""T1619interp,LS""","=""L2613""",
"=""31.058""","=""""","=""110""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2613""",
"=""31.134""","=""""","=""150""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2613""",
"=""32.847""","=""32.846625""","=""300""","=""1.1e+09""",D+,"=""0.000000""","=""37.746404""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.4p""","=""2P*""","=""3/2""",2,4,,"=""T1619interp,LS""","=""L2613""",
"=""32.878""","=""32.877339""","=""250""","=""1.1e+09""",D+,"=""0.000000""","=""37.711142""","=""2p6.3s""","=""2S""","=""1/2""","=""2p6.4p""","=""2P*""","=""1/2""",2,2,,"=""T1619interp,LS""","=""L2613""",
"=""34.723""","=""""","=""150""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2613""",
"=""34.820""","=""""","=""200""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2613""",
"=""37.856""","=""""","=""110""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2613""",
"=""38.950""","=""""","=""250""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2613""",
"=""39.070""","=""""","=""300""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2613""",
"=""""","=""41.001883""","=""""","=""1.6e+09""",C,"=""25.317448""","=""55.556108""","=""2p6.3d""","=""2D""","=""3/2""","=""2p6.6f""","=""2F*""","=""5/2""",4,6,,"=""T1619interp,LS""","=""""",
"=""41.003""","=""41.003068""","=""150*""","=""1.1e+08""",C,"=""25.318322""","=""55.556108""","=""2p6.3d""","=""2D""","=""5/2""","=""2p6.6f""","=""2F*""","=""5/2""",6,6,,"=""T1619interp,LS""","=""L2613""",
"=""41.003""","=""41.003068""","=""150*""","=""1.7e+09""",C,"=""25.318322""","=""55.556108""","=""2p6.3d""","=""2D""","=""5/2""","=""2p6.6f""","=""2F*""","=""7/2""",6,8,,"=""T1619interp,LS""","=""L2613""",
"=""""","=""47.55819""","=""""","=""3.5e+09""",C,"=""25.317448""","=""51.387449""","=""2p6.3d""","=""2D""","=""3/2""","=""2p6.5f""","=""2F*""","=""5/2""",4,6,,"=""T1619interp,LS""","=""""",
"=""47.560""","=""47.55978""","=""375*""","=""2.4e+08""",C,"=""25.318322""","=""51.387449""","=""2p6.3d""","=""2D""","=""5/2""","=""2p6.5f""","=""2F*""","=""5/2""",6,6,,"=""T1619interp,LS""","=""L2613""",
"=""47.560""","=""47.55978""","=""375*""","=""3.5e+09""",C,"=""25.318322""","=""51.387449""","=""2p6.3d""","=""2D""","=""5/2""","=""2p6.5f""","=""2F*""","=""7/2""",6,8,,"=""T1619interp,LS""","=""L2613""",
"=""53.463""","=""""","=""110""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2613""",
