Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""5s2.5p2""","=""3P""","=""0""",1,"=""""","=""0.00000""","=""""","=""0""","=""L7287"""
"=""5s2.5p2""","=""3P""","=""1""",3,"=""""","=""1.15204""","=""""","=""""","=""L7287"""
"=""5s2.5p2""","=""3P""","=""2""",5,"=""""","=""1.75149""","=""""","=""""","=""L7287"""
"=""5s2.5p2""","=""1D""","=""2""",5,"=""""","=""3.52254""","=""""","=""""","=""L7287"""
"=""5s2.5p2""","=""1S""","=""0""",1,"=""""","=""5.51363""","=""""","=""""","=""L7287"""
"=""5s.5p3""","=""5S*""","=""2""",5,"=""""","=""11.42921""","=""""","=""""","=""L7287"""
"=""5s.5p3""","=""3D*""","=""1""",3,"=""""","=""14.29368""","=""""","=""""","=""L7287"""
"=""5s.5p3""","=""3D*""","=""2""",5,"=""""","=""14.39419""","=""""","=""""","=""L7287"""
"=""5s.5p3""","=""3D*""","=""3""",7,"=""""","=""14.86806""","=""""","=""""","=""L7287"""
"=""5s.5p3""","=""3P*""","=""0""",1,"=""""","=""16.54050""","=""""","=""""","=""L7287"""
"=""5s.5p3""","=""3P*""","=""1""",3,"=""""","=""16.68520""","=""""","=""""","=""L7287"""
"=""5s.5p3""","=""3P*""","=""2""",5,"=""""","=""16.70101""","=""""","=""""","=""L7287"""
"=""5s.5p3""","=""1D*""","=""2""",5,"=""""","=""18.07776""","=""""","=""""","=""L7287"""
"=""5s.5p3""","=""3S*""","=""1""",3,"=""""","=""19.28179""","=""""","=""""","=""L7287"""
"=""5s2.5p.(2P*).5d""","=""3F*""","=""2""",5,"=""""","=""19.40437""","=""""","=""""","=""L7287"""
"=""5s2.5p.(2P*).5d""","=""3F*""","=""3""",7,"=""""","=""19.91563""","=""""","=""""","=""L7287"""
"=""5s2.5p.(2P*).5d""","=""3F*""","=""4""",9,"=""""","=""21.05244""","=""""","=""""","=""L7287"""
"=""5s.5p3""","=""1P*""","=""1""",3,"=""""","=""21.03672""","=""""","=""""","=""L7287"""
"=""5s2.5p.(2P*).5d""","=""3P*""","=""2""",5,"=""""","=""21.19976""","=""""","=""""","=""L7287"""
"=""5s2.5p.(2P*).5d""","=""3P*""","=""0""",1,"=""""","=""22.69223""","=""""","=""""","=""L7287"""
"=""5s2.5p.(2P*).5d""","=""3P*""","=""1""",3,"=""""","=""22.83139""","=""""","=""""","=""L7287"""
"=""5s2.5p.(2P*).5d""","=""3D*""","=""1""",3,"=""""","=""21.45816""","=""""","=""""","=""L7287"""
"=""5s2.5p.(2P*).5d""","=""3D*""","=""2""",5,"=""""","=""22.44167""","=""""","=""""","=""L7287"""
"=""5s2.5p.(2P*).5d""","=""3D*""","=""3""",7,"=""""","=""22.58585""","=""""","=""""","=""L7287"""
"=""5s2.5p.(2P*).5d""","=""1D*""","=""2""",5,"=""""","=""23.03564""","=""""","=""""","=""L7287"""
"=""5s2.5p.(2P*).4f""","=""3G""","=""3""",7,"=""""","=""23.15364""","=""""","=""""","=""L7287"""
"=""5s2.5p.(2P*).4f""","=""3G""","=""4""",9,"=""""","=""24.98842""","=""""","=""""","=""L7287"""
"=""5s2.5p.(2P*).4f""","=""3G""","=""5""",11,"=""""","=""25.07975""","=""""","=""""","=""L7287"""
"=""5s2.5p.(2P*).4f""","=""3F""","=""3""",7,"=""""","=""23.51531""","=""""","=""""","=""L7287"""
"=""5s2.5p.(2P*).4f""","=""3F""","=""4""",9,"=""""","=""23.63693""","=""""","=""""","=""L7287"""
"=""5s2.5p.(2P*).4f""","=""3F""","=""2""",5,"=""""","=""23.75581""","=""""","=""""","=""L7287"""
"=""5s2.5p.(2P*).6s""","=""3P*""","=""0""",1,"=""""","=""24.05704""","=""""","=""""","=""L7287"""
"=""5s2.5p.(2P*).6s""","=""3P*""","=""1""",3,"=""""","=""24.08181""","=""""","=""""","=""L7287"""
"=""5s2.5p.(2P*).6s""","=""3P*""","=""2""",5,"=""""","=""25.92124""","=""""","=""""","=""L7287"""
"=""5s2.5p.(2P*).5d""","=""1F*""","=""3""",7,"=""""","=""24.07004""","=""""","=""""","=""L7287"""
"=""5s2.5p.(2P*).5d""","=""1P*""","=""1""",3,"=""""","=""24.79176""","=""""","=""""","=""L7287"""
"=""5s2.5p.(2P*).4f""","=""1F""","=""3""",7,"=""""","=""24.79810""","=""""","=""""","=""L7287"""
