Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""2p6.3s""","=""2S""","=""1/2""",2,"=""""","=""0.000000""","=""""","=""0""","=""L4714"""
"=""2p6.3p""","=""2P*""","=""1/2""",2,"=""""","=""6.655835""","=""""","=""""","="""""
"=""2p6.3p""","=""2P*""","=""3/2""",4,"=""""","=""6.684806""","=""""","=""""","="""""
"=""2p6.3d""","=""2D""","=""5/2""",6,"=""""","=""14.376738""","=""""","=""""","="""""
"=""2p6.3d""","=""2D""","=""3/2""",4,"=""""","=""14.377022""","=""""","=""""","="""""
"=""2p6.4s""","=""2S""","=""1/2""",2,"=""""","=""15.642349""","=""""","=""""","="""""
"=""2p6.4p""","=""2P*""","=""1/2""",2,"=""""","=""17.808269""","=""""","=""""","="""""
"=""2p6.4p""","=""2P*""","=""3/2""",4,"=""""","=""17.818203""","=""""","=""""","="""""
"=""2p6.4d""","=""2D""","=""5/2""",6,"=""""","=""20.554884""","=""""","=""""","="""""
"=""2p6.4d""","=""2D""","=""3/2""",4,"=""""","=""20.555032""","=""""","=""""","="""""
"=""2p6.4f""","=""2F*""","=""5/2""",6,"=""""","=""20.781332""","=""""","=""""","="""""
"=""2p6.4f""","=""2F*""","=""7/2""",8,"=""""","=""20.781409""","=""""","=""""","="""""
"=""2p6.5s""","=""2S""","=""1/2""",2,"=""""","=""21.156335""","=""""","=""""","="""""
"=""2p6.5p""","=""2P*""","=""1/2""",2,"=""""","=""22.122926""","=""""","=""""","="""""
"=""2p6.5p""","=""2P*""","=""3/2""",4,"=""""","=""22.127500""","=""""","=""""","="""""
"=""2p6.5d""","=""2D""","=""5/2""",6,"=""""","=""23.417834""","=""""","=""""","="""""
"=""2p6.5d""","=""2D""","=""3/2""",4,"=""""","=""23.417915""","=""""","=""""","="""""
"=""2p6.5f""","=""2F*""","=""5/2""",6,"=""""","=""23.541636""","=""""","=""""","="""""
"=""2p6.5f""","=""2F*""","=""7/2""",8,"=""""","=""23.541676""","=""""","=""""","="""""
"=""2p6.5g""","=""2G""","=""7/2""",8,"=""""","=""23.548132""","=""""","=""""","="""""
"=""2p6.5g""","=""2G""","=""9/2""",10,"=""""","=""23.548155""","=""""","=""""","="""""
"=""2p6.6s""","=""2S""","=""1/2""",2,"=""""","=""23.741019""","=""""","=""""","="""""
"=""2p6.6p""","=""2P*""","=""1/2""",2,"=""""","=""24.254002""","=""""","=""""","="""""
"=""2p6.6p""","=""2P*""","=""3/2""",4,"=""""","=""24.256484""","=""""","=""""","="""""
"=""2p6.6d""","=""2D""","=""5/2""",6,"=""""","=""24.967343""","=""""","=""""","="""""
"=""2p6.6d""","=""2D""","=""3/2""",4,"=""""","=""24.967387""","=""""","=""""","="""""
"=""2p6.6f""","=""2F*""","=""5/2""",6,"=""""","=""25.041232""","=""""","=""""","="""""
"=""2p6.6f""","=""2F*""","=""7/2""",8,"=""""","=""25.041232""","=""""","=""""","="""""
"=""2p6.6g""","=""2G""","=""9/2""",10,"=""""","=""25.045252""","=""""","=""""","="""""
"=""2p6.6g""","=""2G""","=""7/2""",8,"=""""","=""25.045252""","=""""","=""""","="""""
"=""2p6.6h""","=""2H*""","=""9/2""",10,"=""""","=""25.046012""","=""""","=""""","="""""
"=""2p6.6h""","=""2H*""","=""11/2""",12,"=""""","=""25.046012""","=""""","=""""","="""""
"=""2p6.7s""","=""2S""","=""1/2""",2,"=""""","=""25.159072""","=""""","=""""","="""""
"=""2p6.7p""","=""2P*""","=""1/2""",2,"=""""","=""25.463347""","=""""","=""""","="""""
"=""2p6.7p""","=""2P*""","=""3/2""",4,"=""""","=""25.464838""","=""""","=""""","="""""
"=""2p6.7d""","=""2D""","=""3/2""",4,"=""""","=""25.898046""","=""""","=""""","="""""
"=""2p6.7d""","=""2D""","=""5/2""",6,"=""""","=""25.898046""","=""""","=""""","="""""
"=""2p6.7f""","=""2F*""","=""7/2""",8,"=""""","=""25.945336""","=""""","=""""","="""""
"=""2p6.7f""","=""2F*""","=""5/2""",6,"=""""","=""25.945336""","=""""","=""""","="""""
"=""2p6.7g""","=""2G""","=""7/2""",8,"=""""","=""25.947975""","=""""","=""""","="""""
"=""2p6.7g""","=""2G""","=""9/2""",10,"=""""","=""25.947975""","=""""","=""""","="""""
"=""2p6.7h""","=""2H*""","=""9/2""",10,"=""""","=""25.948462""","=""""","=""""","="""""
"=""2p6.7h""","=""2H*""","=""11/2""",12,"=""""","=""25.948462""","=""""","=""""","="""""
"=""2p6.8s""","=""2S""","=""1/2""",2,"=""""","=""26.020550""","=""""","=""""","="""""
"=""2p6.8d""","=""2D""","=""3/2""",4,"=""""","=""26.500065""","=""""","=""""","="""""
"=""2p6.8d""","=""2D""","=""5/2""",6,"=""""","=""26.500065""","=""""","=""""","="""""
"=""2p6.8f""","=""2F*""","=""5/2""",6,"=""""","=""26.532058""","=""""","=""""","="""""
"=""2p6.8f""","=""2F*""","=""7/2""",8,"=""""","=""26.532058""","=""""","=""""","="""""
"=""2p6.8g""","=""2G""","=""7/2""",8,"=""""","=""26.533886""","=""""","=""""","="""""
"=""2p6.8g""","=""2G""","=""9/2""",10,"=""""","=""26.533886""","=""""","=""""","="""""
"=""2p6.8h""","=""2H*""","=""9/2""",10,"=""""","=""26.534222""","=""""","=""""","="""""
"=""2p6.8h""","=""2H*""","=""11/2""",12,"=""""","=""26.534222""","=""""","=""""","="""""
"=""2p6.9f""","=""2F*""","=""5/2""",6,"=""""","=""26.934242""","=""""","=""""","="""""
"=""2p6.9f""","=""2F*""","=""7/2""",8,"=""""","=""26.934242""","=""""","=""""","="""""
"=""2p6.9g""","=""2G""","=""9/2""",10,"=""""","=""26.935588""","=""""","=""""","="""""
"=""2p6.9g""","=""2G""","=""7/2""",8,"=""""","=""26.935588""","=""""","=""""","="""""
"=""2p6.9h""","=""2H*""","=""9/2""",10,"=""""","=""26.935834""","=""""","=""""","="""""
"=""2p6.9h""","=""2H*""","=""11/2""",12,"=""""","=""26.935834""","=""""","=""""","="""""
"=""Al IV (2p6 1S<0>)""","=""Limit""","=""---""",,"=""""","=""28.447642""","=""""","=""0.000025""","=""L4714,L277"""
"=""2p5.3s2""","=""2P*""","=""3/2""",4,"=""""","=""72.884""","=""""","=""""","="""""
"=""2p5.3s2""","=""2P*""","=""1/2""",2,"=""""","=""73.333""","=""""","=""""","="""""
"=""2p5.(2P*).3s.3p.(3P*)""","=""4S""","=""3/2""",4,"=""""","=""77.522""","=""""","=""""","="""""
"=""2p5.(2P*).3s.3p.(3P*)""","=""4D""","=""7/2""",8,"=""""","=""78.4142""","=""""","=""""","="""""
"=""2p5.(2P*).3s.3p.(3P*)""","=""4D""","=""5/2""",6,"=""""","=""78.509""","=""""","=""""","="""""
"=""2p5.(2P*).3s.3p.(3P*)""","=""4D""","=""3/2""",4,"=""""","=""78.6108""","=""""","=""""","="""""
"=""2p5.(2P*).3s.3p.(3P*)""","=""4D""","=""1/2""",2,"=""""","=""78.72""","=""""","=""""","="""""
"=""2p5.(2P*).3s.3p.(3P*)""","=""4P""","=""5/2""",6,"=""""","=""79.0339""","=""""","=""""","="""""
"=""2p5.(2P*).3s.3p.(3P*)""","=""4P""","=""3/2""",4,"=""""","=""79.14""","=""""","=""""","="""""
"=""2p5.(2P*).3s.3p.(3P*)""","=""2D""","=""3/2""",4,"=""""","=""79.37""","=""""","=""""","="""""
"=""2p5.(2P*).3s.3p.(3P*)""","=""2D""","=""5/2""",6,"=""""","=""79.51""","=""""","=""""","="""""
"=""2p5.(2P*).3s.3p.(3P*)""","=""2P""","=""1/2""",2,"=""""","=""79.60""","=""""","=""""","="""""
"=""2p5.(2P*).3s.3p.(3P*)""","=""2P""","=""3/2""",4,"=""""","=""79.70""","=""""","=""""","="""""
"=""2p5.(2P*).3p2.(1D)""","=""2P*""","=""1/2""",2,"=""""","=""86.002""","=""""","=""""","="""""
"=""2p5.(2P*).3p2.(1D)""","=""2P*""","=""3/2""",4,"=""""","=""86.13""","=""""","=""""","="""""
"=""2p5.(2P*).3p2.(3P)""","=""4P*""","=""5/2""",6,"=""""","=""86.8022""","=""""","=""""","="""""
"=""2p5.(2P*).3p2.(3P)""","=""4D*""","=""7/2""",8,"=""""","=""87.3472""","=""""","=""""","="""""
