obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""13.746""","=""13.7457""","=""g,a""","=""""",,"=""0.000000""","=""90.20""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.(2P*).3s.3d.(3D)""","=""2P*""","=""1/2""",2,2,,"=""""","=""L7221""",
"=""13.783""","=""13.7830""","=""g,a""","=""""",,"=""0.000000""","=""89.954""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.(2P*).3s.3d.(3D)""","=""2P*""","=""3/2""",2,4,,"=""""","=""L7221""",
"=""13.810""","=""13.8106""","=""g,a""","=""""",,"=""0.000000""","=""89.774""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.(2P*).3s.3d.(3D)""","=""2D*""","=""3/2""",2,4,,"=""""","=""L7221""",
"=""13.883""","=""13.8831""","=""g,a""","=""""",,"=""0.000000""","=""89.31""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.(2P*).3s.3d.(3D)""","=""4D*""","=""1/2""",2,2,,"=""""","=""L7221""",
"=""14.395""","=""14.3947""","=""g,a""","=""""",,"=""0.000000""","=""86.13""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.(2P*).3p2.(1D)""","=""2P*""","=""3/2""",2,4,,"=""""","=""L7221""",
"=""14.417""","=""14.4165""","=""g,a""","=""""",,"=""0.000000""","=""86.002""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.(2P*).3p2.(1D)""","=""2P*""","=""1/2""",2,2,,"=""""","=""L7221""",
"=""16.907""","=""16.9070""","=""9g""","=""""",,"=""0.000000""","=""73.333""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s2""","=""2P*""","=""1/2""",2,2,,"=""""","=""L10300""",
"=""16.973""","=""16.9746""","=""6""","=""""",,"=""6.655835""","=""79.70""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""2P""","=""3/2""",2,4,,"=""""","=""L10378""",
"=""16.982""","=""16.9813""","=""7""","=""""",,"=""6.684806""","=""79.70""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""2P""","=""3/2""",4,4,,"=""""","=""L10378""",
"=""17.011""","=""16.9976""","=""10g,bl*""","=""""",,"=""6.655835""","=""79.60""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""2P""","=""1/2""",2,2,,"=""""","=""L10378""",
"=""17.011""","=""17.0111""","=""10g,bl*""","=""""",,"=""0.000000""","=""72.884""","=""2p6.3s""","=""2S""","=""1/2""","=""2p5.3s2""","=""2P*""","=""3/2""",2,4,,"=""""","=""L10300""",
"=""17.024""","=""17.0247""","=""8""","=""""",,"=""6.684806""","=""79.51""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""2D""","=""5/2""",4,6,,"=""""","=""L10300,L10378""",
"=""17.049""","=""17.0498""","=""7""","=""""",,"=""6.655835""","=""79.37""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""2D""","=""3/2""",2,4,,"=""""","=""L10378""",
"=""17.057""","=""17.0566""","=""6""","=""""",,"=""6.684806""","=""79.37""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""2D""","=""3/2""",4,4,,"=""""","=""L10378""",
"=""17.104""","=""17.1052""","=""2""","=""""",,"=""6.655835""","=""79.14""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""4P""","=""3/2""",2,4,,"=""""","=""L10378""",
"=""17.112""","=""17.1121""","=""3""","=""""",,"=""6.684806""","=""79.14""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""4P""","=""3/2""",4,4,,"=""""","=""L10378""",
"=""17.137""","=""17.1370""","=""6""","=""""",,"=""6.684806""","=""79.0339""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""4P""","=""5/2""",4,6,,"=""""","=""L10300""",
"=""17.21""","=""17.205""","=""2*""","=""""",,"=""6.655835""","=""78.72""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""4D""","=""1/2""",2,2,,"=""""","=""L10300""",
"=""17.21""","=""17.212""","=""2*""","=""""",,"=""6.684806""","=""78.72""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""4D""","=""1/2""",4,2,,"=""""","=""L10300""",
"=""17.231""","=""17.2308""","=""2""","=""""",,"=""6.655835""","=""78.6108""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""4D""","=""3/2""",2,4,,"=""""","=""L10300""",
"=""17.245""","=""17.2377""","=""2""","=""""",,"=""6.684806""","=""78.6108""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""4D""","=""3/2""",4,4,,"=""""","=""L10378""",
"=""17.262""","=""17.2621""","=""7""","=""""",,"=""6.684806""","=""78.509""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""4D""","=""5/2""",4,6,,"=""""","=""L10300""",
"=""17.502""","=""17.4955""","=""6*""","=""""",,"=""6.655835""","=""77.522""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""4S""","=""3/2""",2,4,,"=""""","=""L10300""",
"=""17.502""","=""17.5026""","=""6*""","=""""",,"=""6.684806""","=""77.522""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.(2P*).3s.3p.(3P*)""","=""4S""","=""3/2""",4,4,,"=""""","=""L10300""",
