obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""84.3752""","=""0.0009""","=""84.375041+""","=""0""","=""""",,"=""0.0000000""","=""14.6944164""","=""3d10.4s2""","=""1S""","=""0""","=""4s.5p""","=""3P*""","=""1""",1,3,,"=""""","=""L12180""",
"=""92.9050""","=""0.0009""","=""92.9050+""","=""0""","=""""",,"=""6.044211""","=""19.38948""","=""4s.4p""","=""3P*""","=""2""","=""4s.8d""","=""3D""","=""3""",5,7,,"=""""","=""L12180""",
"=""95.8545""","=""0.0006""","=""95.85554+""","=""1""","=""""",,"=""6.044211""","=""18.978695""","=""4s.4p""","=""3P*""","=""2""","=""4s.7d""","=""3D""","=""3""",5,7,,"=""""","=""L12180""",
"=""96.057""","=""0.005""","=""96.05242+""","=""0""","=""""",,"=""5.9281946""","=""18.836167""","=""4s.4p""","=""3P*""","=""1""","=""4s.8s""","=""3S""","=""1""",3,3,,"=""""","=""L12180""",
"=""96.919""","=""0.005""","=""96.92357+""","=""2""","=""""",,"=""6.044211""","=""18.836167""","=""4s.4p""","=""3P*""","=""2""","=""4s.8s""","=""3S""","=""1""",5,3,,"=""""","=""L12180""",
"=""99.8467""","=""0.0006""","=""99.84744+""","=""1""","=""""",,"=""5.872828""","=""18.290191""","=""4s.4p""","=""3P*""","=""0""","=""4s.6d""","=""3D""","=""1""",1,3,,"=""""","=""L12180""",
"=""100.2895""","=""0.0006""","=""100.28886+""","=""2""","=""""",,"=""5.9281946""","=""18.290904""","=""4s.4p""","=""3P*""","=""1""","=""4s.6d""","=""3D""","=""2""",3,5,,"=""""","=""L12180""",
"=""101.2299""","=""0.0006""","=""101.22991+""","=""2""","=""""",,"=""6.044211""","=""18.2919940""","=""4s.4p""","=""3P*""","=""2""","=""4s.6d""","=""3D""","=""3""",5,7,,"=""""","=""L12180""",
"=""101.910""","=""0.005""","=""101.90911+""","=""3""","=""""",,"=""5.872828""","=""18.0389824""","=""4s.4p""","=""3P*""","=""0""","=""4s.7s""","=""3S""","=""1""",1,3,,"=""""","=""L12180""",
"=""102.3735""","=""0.0009""","=""102.375007+""","=""0""","=""""",,"=""5.9281946""","=""18.0389824""","=""4s.4p""","=""3P*""","=""1""","=""4s.7s""","=""3S""","=""1""",3,3,,"=""""","=""L12180""",
"=""103.3663""","=""0.0009""","=""103.36520+""","=""0""","=""""",,"=""6.044211""","=""18.0389824""","=""4s.4p""","=""3P*""","=""2""","=""4s.7s""","=""3S""","=""1""",5,3,,"=""""","=""L12180""",
"=""111.3708""","=""0.0003""","=""111.37101+""","=""4""","=""""",,"=""5.872828""","=""17.0053657""","=""4s.4p""","=""3P*""","=""0""","=""4s.5d""","=""3D""","=""1""",1,3,,"=""""","=""L12180""",
"=""111.9133""","=""0.0003""","=""111.913809+""","=""4""","=""""",,"=""5.9281946""","=""17.0067379""","=""4s.4p""","=""3P*""","=""1""","=""4s.5d""","=""3D""","=""2""",3,5,,"=""""","=""L12180""",
"=""111.9270""","=""0.0006""","=""111.927673+""","=""2""","=""""",,"=""5.9281946""","=""17.0053657""","=""4s.4p""","=""3P*""","=""1""","=""4s.5d""","=""3D""","=""1""",3,3,,"=""""","=""L12180""",
"=""113.0760""","=""0.0003""","=""113.07661+""","=""6""","=""""",,"=""6.044211""","=""17.0088300""","=""4s.4p""","=""3P*""","=""2""","=""4s.5d""","=""3D""","=""3""",5,7,,"=""""","=""L12180""",
"=""113.0979""","=""0.0004""","=""113.09819+""","=""3""","=""""",,"=""6.044211""","=""17.0067379""","=""4s.4p""","=""3P*""","=""2""","=""4s.5d""","=""3D""","=""2""",5,5,,"=""""","=""L12180""",
"=""116.7639""","=""0.0004""","=""116.76412+""","=""3""","=""""",,"=""5.872828""","=""16.491175""","=""4s.4p""","=""3P*""","=""0""","=""4s.6s""","=""3S""","=""1""",1,3,,"=""""","=""L12180""",
"=""117.3761""","=""0.0003""","=""117.37615+""","=""6""","=""""",,"=""5.9281946""","=""16.491175""","=""4s.4p""","=""3P*""","=""1""","=""4s.6s""","=""3S""","=""1""",3,3,,"=""""","=""L12180""",
"=""118.6795""","=""0.0003""","=""118.67964+""","=""6""","=""""",,"=""6.044211""","=""16.491175""","=""4s.4p""","=""3P*""","=""2""","=""4s.6s""","=""3S""","=""1""",5,3,,"=""""","=""L12180""",
"=""120.7521""","=""0.0006""","=""120.752121+""","=""2""","=""""",,"=""8.7658598""","=""19.0335219""","=""4s.4p""","=""1P*""","=""1""","=""4s.7d""","=""1D""","=""2""",3,5,,"=""""","=""L12180""",
"=""122.7022""","=""0.0009""","=""122.700231+""","=""0""","=""""",,"=""8.7658598""","=""18.8705024""","=""4s.4p""","=""1P*""","=""1""","=""4s.8s""","=""1S""","=""0""",3,1,,"=""""","=""L12180""",
"=""128.6256""","=""0.0003""","=""128.625135+""","=""6""","=""""",,"=""8.7658598""","=""18.4050487""","=""4s.4p""","=""1P*""","=""1""","=""4s.6d""","=""1D""","=""2""",3,5,,"=""""","=""L12180""",
"=""129.1362""","=""0.0006""","=""129.13597+""","=""2""","=""""",,"=""6.044211""","=""15.645270""","=""4s.4p""","=""3P*""","=""2""","=""4s.4d""","=""1D""","=""2""",5,5,,"=""""","=""L12180""",
"=""132.7635""","=""0.0006""","=""132.763031+""","=""1""","=""""",,"=""8.7658598""","=""18.1046190""","=""4s.4p""","=""1P*""","=""1""","=""4s.7s""","=""1S""","=""0""",3,1,,"=""""","=""L12180""",
"=""141.4401""","=""0.0002""","=""141.439861+""","=""21""","=""1.97e+09""",,"=""0.0000000""","=""8.7658598""","=""3d10.4s2""","=""1S""","=""0""","=""4s.4p""","=""1P*""","=""1""",1,3,,"=""T8042""","=""L12180""",
"=""144.9234""","=""0.0002""","=""144.92330+""","=""11""","=""""",,"=""8.7658598""","=""17.3210193""","=""4s.4p""","=""1P*""","=""1""","=""4s.5d""","=""1D""","=""2""",3,5,,"=""""","=""L12180""",
"=""146.3578""","=""0.0002""","=""146.35763+""","=""15""","=""""",,"=""5.9281946""","=""14.399512""","=""4s.4p""","=""3P*""","=""1""","=""4p2""","=""3P""","=""2""",3,5,,"=""""","=""L12180""",
"=""147.3690""","=""0.0002""","=""147.3689+""","=""14""","=""""",,"=""5.872828""","=""14.286014""","=""4s.4p""","=""3P*""","=""0""","=""4p2""","=""3P""","=""1""",1,3,,"=""""","=""L12180""",
"=""148.3453""","=""0.0002""","=""148.34516+""","=""14""","=""""",,"=""5.9281946""","=""14.286014""","=""4s.4p""","=""3P*""","=""1""","=""4p2""","=""3P""","=""1""",3,3,,"=""""","=""L12180""",
"=""148.3903""","=""0.0002""","=""148.3899+""","=""16""","=""""",,"=""6.044211""","=""14.399512""","=""4s.4p""","=""3P*""","=""2""","=""4p2""","=""3P""","=""2""",5,5,,"=""""","=""L12180""",
"=""149.5185""","=""0.0002""","=""149.51850+""","=""12""","=""""",,"=""5.9281946""","=""14.220426""","=""4s.4p""","=""3P*""","=""1""","=""4p2""","=""3P""","=""0""",3,1,,"=""""","=""L12180""",
"=""150.4331""","=""0.0002""","=""150.4334+""","=""14""","=""""",,"=""6.044211""","=""14.286014""","=""4s.4p""","=""3P*""","=""2""","=""4p2""","=""3P""","=""1""",5,3,,"=""""","=""L12180""",
"=""150.4926""","=""0.0002""","=""150.49286+""","=""15""","=""8.54e+08""",,"=""5.872828""","=""14.1113713""","=""4s.4p""","=""3P*""","=""0""","=""4s.4d""","=""3D""","=""1""",1,3,,"=""T8042""","=""L12180""",
"=""151.4504""","=""0.0002""","=""151.45047+""","=""16""","=""1.13e+09""",,"=""5.9281946""","=""14.1146464""","=""4s.4p""","=""3P*""","=""1""","=""4s.4d""","=""3D""","=""2""",3,5,,"=""T8042""","=""L12180""",
"=""151.5106""","=""0.0002""","=""151.51109+""","=""14""","=""6.27e+08""",,"=""5.9281946""","=""14.1113713""","=""4s.4p""","=""3P*""","=""1""","=""4s.4d""","=""3D""","=""1""",3,3,,"=""T8042""","=""L12180""",
"=""153.5309""","=""0.0002""","=""153.53120+""","=""17""","=""1.45e+09""",,"=""6.044211""","=""14.1197164""","=""4s.4p""","=""3P*""","=""2""","=""4s.4d""","=""3D""","=""3""",5,7,,"=""T8042""","=""L12180""",
"=""153.6276""","=""0.0002""","=""153.62765+""","=""15""","=""3.61e+08""",,"=""6.044211""","=""14.1146464""","=""4s.4p""","=""3P*""","=""2""","=""4s.4d""","=""3D""","=""2""",5,5,,"=""T8042""","=""L12180""",
"=""153.6898""","=""0.0002""","=""153.69002+""","=""11""","=""4.0e+07""",,"=""6.044211""","=""14.1113713""","=""4s.4p""","=""3P*""","=""2""","=""4s.4d""","=""3D""","=""1""",5,3,,"=""T8042""","=""L12180""",
"=""153.9930""","=""0.0002""","=""153.99310+""","=""11""","=""""",,"=""8.7658598""","=""16.817142""","=""4s.4p""","=""1P*""","=""1""","=""4p2""","=""1S""","=""0""",3,1,,"=""""","=""L12180""",
"=""158.6298""","=""0.0002""","=""158.6300+""","=""7""","=""""",,"=""8.7658598""","=""16.581795""","=""4s.4p""","=""1P*""","=""1""","=""4s.6s""","=""1S""","=""0""",3,1,,"=""""","=""L12180""",
"=""166.9268""","=""0.0003""","=""166.92651+""","=""6""","=""""",,"=""5.9281946""","=""13.3556666""","=""4s.4p""","=""3P*""","=""1""","=""4p2""","=""1D""","=""2""",3,5,,"=""""","=""L12180""",
"=""169.5756""","=""0.0002""","=""169.5753+""","=""8""","=""""",,"=""6.044211""","=""13.3556666""","=""4s.4p""","=""3P*""","=""2""","=""4p2""","=""1D""","=""2""",5,5,,"=""""","=""L12180""",
"=""169.9295""","=""0.0006""","=""169.92854+""","=""2""","=""""",,"=""5.9281946""","=""13.2244496""","=""4s.4p""","=""3P*""","=""1""","=""4s.5s""","=""1S""","=""0""",3,1,,"=""""","=""L12180""",
"=""179.9306""","=""0.0002""","=""179.9304+""","=""13""","=""""",,"=""5.872828""","=""12.7635031""","=""4s.4p""","=""3P*""","=""0""","=""4s.5s""","=""3S""","=""1""",1,3,,"=""""","=""L12180""",
"=""180.2251""","=""0.0002""","=""180.2250+""","=""15""","=""1.46e+09""",,"=""8.7658598""","=""15.645270""","=""4s.4p""","=""1P*""","=""1""","=""4s.4d""","=""1D""","=""2""",3,5,,"=""T8042""","=""L12180""",
"=""181.3878""","=""0.0002""","=""181.38786+""","=""16""","=""""",,"=""5.9281946""","=""12.7635031""","=""4s.4p""","=""3P*""","=""1""","=""4s.5s""","=""3S""","=""1""",3,3,,"=""""","=""L12180""",
"=""184.5199""","=""0.0002""","=""184.5197+""","=""18""","=""""",,"=""6.044211""","=""12.7635031""","=""4s.4p""","=""3P*""","=""2""","=""4s.5s""","=""3S""","=""1""",5,3,,"=""""","=""L12180""",
"=""205.7167""","=""0.0009""","=""205.717+""","=""0""","=""""",,"=""13.3556666""","=""19.38260""","=""4p2""","=""1D""","=""2""","=""4s.7f""","=""1F*""","=""3""",5,7,,"=""""","=""L12180""",
"=""209.14327""","=""0.00001""","=""209.14327+""","=""20hfs""","=""4.09e+05""",,"=""0.0000000""","=""5.9281946""","=""3d10.4s2""","=""1S""","=""0""","=""4s.4p""","=""3P*""","=""1""",1,3,,"=""T8042""","=""L12180""",
"=""220.0772""","=""0.0003""","=""220.0778+""","=""5""","=""""",,"=""8.7658598""","=""14.399512""","=""4s.4p""","=""1P*""","=""1""","=""4p2""","=""3P""","=""2""",3,5,,"=""""","=""L12180""",
"=""220.8048""","=""0.00011""","=""220.8049+""","=""2hfs""","=""""",,"=""13.3556666""","=""18.970769""","=""4p2""","=""1D""","=""2""","=""4s.6f""","=""1F*""","=""3""",5,7,,"=""""","=""L12180""",
"=""220.8433""","=""0.00026""","=""220.8436+""","=""0hfs""","=""""",,"=""13.3556666""","=""18.969784""","=""4p2""","=""1D""","=""2""","=""4s.6f""","=""3F*""","=""3""",5,7,,"=""""","=""L12180""",
"=""231.7983""","=""0.0009""","=""231.79873+""","=""0""","=""""",,"=""8.7658598""","=""14.1146464""","=""4s.4p""","=""1P*""","=""1""","=""4s.4d""","=""3D""","=""2""",3,5,,"=""""","=""L12180""",
"=""231.9405""","=""0.0009""","=""231.94076+""","=""0""","=""""",,"=""8.7658598""","=""14.1113713""","=""4s.4p""","=""1P*""","=""1""","=""4s.4d""","=""3D""","=""1""",3,3,,"=""""","=""L12180""",
"=""235.6044""","=""0.0009""","=""235.6035+""","=""0""","=""""",,"=""14.1197164""","=""19.382126""","=""4s.4d""","=""3D""","=""3""","=""4s.7f""","=""3F*""","=""4""",7,9,,"=""""","=""L12180""",
"=""251.42930""","=""0.00004""","=""251.42931+""","=""3hfs""","=""""",,"=""13.3556666""","=""18.2868419""","=""4p2""","=""1D""","=""2""","=""4s.5f""","=""1F*""","=""3""",5,7,,"=""""","=""L12180""",
"=""251.47904""","=""0.00008""","=""251.47901+""","=""2hfs""","=""""",,"=""13.3556666""","=""18.2858673""","=""4p2""","=""1D""","=""2""","=""4s.5f""","=""3F*""","=""3""",5,7,,"=""""","=""L12180""",
"=""255.203""","=""0.005""","=""255.20495+""","=""2""","=""""",,"=""14.1113713""","=""18.9695920""","=""4s.4d""","=""3D""","=""1""","=""4s.6f""","=""3F*""","=""2""",3,5,,"=""""","=""L12180""",
"=""255.364""","=""0.005""","=""255.3670+""","=""3""","=""""",,"=""14.1146464""","=""18.969784""","=""4s.4d""","=""3D""","=""2""","=""4s.6f""","=""3F*""","=""3""",5,7,,"=""""","=""L12180""",
"=""255.605""","=""0.005""","=""255.60553+""","=""4""","=""""",,"=""14.1197164""","=""18.9703234""","=""4s.4d""","=""3D""","=""3""","=""4s.6f""","=""3F*""","=""4""",7,9,,"=""""","=""L12180""",
"=""270.12945""","=""0.00001""","=""270.12945+""","=""7""","=""""",,"=""8.7658598""","=""13.3556666""","=""4s.4p""","=""1P*""","=""1""","=""4p2""","=""1D""","=""2""",3,5,,"=""""","=""L12180""",
"=""278.07940""","=""0.00002""","=""278.07940+""","=""6""","=""""",,"=""8.7658598""","=""13.2244496""","=""4s.4p""","=""1P*""","=""1""","=""4s.5s""","=""1S""","=""0""",3,1,,"=""""","=""L12180""",
"=""288.7256""","=""0.00087""","=""288.7257+""","=""1hfs""","=""""",,"=""14.6834445""","=""18.977631""","=""4s.5p""","=""3P*""","=""0""","=""4s.7d""","=""3D""","=""1""",1,3,,"=""""","=""L12180""",
"=""289.4370""","=""0.00062""","=""289.4369+""","=""1hfs""","=""""",,"=""14.6944164""","=""18.978050""","=""4s.5p""","=""3P*""","=""1""","=""4s.7d""","=""3D""","=""2""",3,5,,"=""""","=""L12180""",
"=""289.4653""","=""0.0009""","=""289.4653+""","=""0""","=""""",,"=""14.6944164""","=""18.977631""","=""4s.5p""","=""3P*""","=""1""","=""4s.7d""","=""3D""","=""1""",3,3,,"=""""","=""L12180""",
"=""291.1579""","=""0.00038""","=""291.1579+""","=""3hfs""","=""""",,"=""14.7203798""","=""18.978695""","=""4s.5p""","=""3P*""","=""2""","=""4s.7d""","=""3D""","=""3""",5,7,,"=""""","=""L12180""",
"=""291.2021""","=""0.0009""","=""291.2019+""","=""0""","=""""",,"=""14.7203798""","=""18.978050""","=""4s.5p""","=""3P*""","=""2""","=""4s.7d""","=""3D""","=""2""",5,5,,"=""""","=""L12180""",
"=""297.01385""","=""0.00010""","=""297.0139+""","=""6hfs""","=""""",,"=""14.1113713""","=""18.285728""","=""4s.4d""","=""3D""","=""1""","=""4s.5f""","=""3F*""","=""2""",3,5,,"=""""","=""L12180""",
"=""297.1677""","=""0.00022""","=""297.16776+""","=""4hfs""","=""""",,"=""14.1146464""","=""18.2868419""","=""4s.4d""","=""3D""","=""2""","=""4s.5f""","=""1F*""","=""3""",5,7,,"=""""","=""L12180""",
"=""297.2373""","=""0.00014""","=""297.23720+""","=""5hfs""","=""""",,"=""14.1146464""","=""18.2858673""","=""4s.4d""","=""3D""","=""2""","=""4s.5f""","=""3F*""","=""3""",5,7,,"=""""","=""L12180""",
"=""297.2468""","=""0.00036""","=""297.2471+""","=""3hfs""","=""""",,"=""14.1146464""","=""18.285728""","=""4s.4d""","=""3D""","=""2""","=""4s.5f""","=""3F*""","=""2""",5,5,,"=""""","=""L12180""",
"=""297.5286""","=""0.00063""","=""297.52931+""","=""2hfs""","=""""",,"=""14.1197164""","=""18.2868419""","=""4s.4d""","=""3D""","=""3""","=""4s.5f""","=""1F*""","=""3""",7,7,,"=""""","=""L12180""",
"=""297.54825""","=""0.00005""","=""297.54820+""","=""6hfs""","=""""",,"=""14.1197164""","=""18.2865773""","=""4s.4d""","=""3D""","=""3""","=""4s.5f""","=""3F*""","=""4""",7,9,,"=""""","=""L12180""",
"=""297.5986""","=""0.00047""","=""297.59892+""","=""2hfs""","=""""",,"=""14.1197164""","=""18.2858673""","=""4s.4d""","=""3D""","=""3""","=""4s.5f""","=""3F*""","=""3""",7,7,,"=""""","=""L12180""",
"=""298.5641""","=""0.0009""","=""298.5613+""","=""0""","=""""",,"=""14.6834445""","=""18.836167""","=""4s.5p""","=""3P*""","=""0""","=""4s.8s""","=""3S""","=""1""",1,3,,"=""""","=""L12180""",
"=""299.3527""","=""0.0009""","=""299.3522+""","=""0""","=""""",,"=""14.6944164""","=""18.836167""","=""4s.5p""","=""3P*""","=""1""","=""4s.8s""","=""3S""","=""1""",3,3,,"=""""","=""L12180""",
"=""301.2397""","=""0.00049""","=""301.2406+""","=""2hfs""","=""""",,"=""14.7203798""","=""18.836167""","=""4s.5p""","=""3P*""","=""2""","=""4s.8s""","=""3S""","=""1""",5,3,,"=""""","=""L12180""",
"=""303.34950""","=""0.00003""","=""303.34950+""","=""3""","=""""",,"=""14.9463486""","=""19.0335219""","=""4s.5p""","=""1P*""","=""1""","=""4s.7d""","=""1D""","=""2""",3,5,,"=""""","=""L12180""",
"=""315.95142""","=""0.00003""","=""315.95142+""","=""2""","=""""",,"=""14.9463486""","=""18.8705024""","=""4s.5p""","=""1P*""","=""1""","=""4s.8s""","=""1S""","=""0""",3,1,,"=""""","=""L12180""",
"=""337.58865""","=""0.00008""","=""337.58859+""","=""13hfs""","=""""",,"=""13.3556666""","=""17.0283085""","=""4p2""","=""1D""","=""2""","=""4s.4f""","=""1F*""","=""3""",5,7,,"=""""","=""L12180""",
"=""337.6924""","=""0.00015""","=""337.69229+""","=""11hfs""","=""""",,"=""13.3556666""","=""17.0271807""","=""4p2""","=""1D""","=""2""","=""4s.4f""","=""3F*""","=""3""",5,7,,"=""""","=""L12180""",
"=""343.7564""","=""0.00019""","=""343.7563+""","=""5hfs""","=""""",,"=""14.6834445""","=""18.290191""","=""4s.5p""","=""3P*""","=""0""","=""4s.6d""","=""3D""","=""1""",1,3,,"=""""","=""L12180""",
"=""344.7370""","=""0.00013""","=""344.7369+""","=""7hfs""","=""""",,"=""14.6944164""","=""18.290904""","=""4s.5p""","=""3P*""","=""1""","=""4s.6d""","=""3D""","=""2""",3,5,,"=""""","=""L12180""",
"=""344.8050""","=""0.00029""","=""344.8052+""","=""4hfs""","=""""",,"=""14.6944164""","=""18.290191""","=""4s.5p""","=""3P*""","=""1""","=""4s.6d""","=""3D""","=""1""",3,3,,"=""""","=""L12180""",
"=""347.13771""","=""0.00008""","=""347.13772+""","=""10hfs""","=""""",,"=""14.7203798""","=""18.2919940""","=""4s.5p""","=""3P*""","=""2""","=""4s.6d""","=""3D""","=""3""",5,7,,"=""""","=""L12180""",
"=""347.2434""","=""0.00028""","=""347.2437+""","=""3hfs""","=""""",,"=""14.7203798""","=""18.290904""","=""4s.5p""","=""3P*""","=""2""","=""4s.6d""","=""3D""","=""2""",5,5,,"=""""","=""L12180""",
"=""347.307""","=""0.003""","=""347.3130+""","=""0""","=""""",,"=""14.7203798""","=""18.290191""","=""4s.5p""","=""3P*""","=""2""","=""4s.6d""","=""3D""","=""1""",5,3,,"=""""","=""L12180""",
"=""358.47051""","=""0.00008""","=""358.47050+""","=""7hfs""","=""""",,"=""14.9463486""","=""18.4050487""","=""4s.5p""","=""1P*""","=""1""","=""4s.6d""","=""1D""","=""2""",3,5,,"=""""","=""L12180""",
"=""369.49126""","=""0.00003""","=""369.49128+""","=""2hfs""","=""""",,"=""14.6834445""","=""18.0389824""","=""4s.5p""","=""3P*""","=""0""","=""4s.7s""","=""3S""","=""1""",1,3,,"=""""","=""L12180""",
"=""370.70340""","=""0.00003""","=""370.70340+""","=""4hfs""","=""""",,"=""14.6944164""","=""18.0389824""","=""4s.5p""","=""3P*""","=""1""","=""4s.7s""","=""3S""","=""1""",3,3,,"=""""","=""L12180""",
"=""373.60364""","=""0.00003""","=""373.60363+""","=""6hfs""","=""""",,"=""14.7203798""","=""18.0389824""","=""4s.5p""","=""3P*""","=""2""","=""4s.7s""","=""3S""","=""1""",5,3,,"=""""","=""L12180""",
"=""392.56992""","=""0.00003""","=""392.56992+""","=""3""","=""""",,"=""14.9463486""","=""18.1046190""","=""4s.5p""","=""1P*""","=""1""","=""4s.7s""","=""1S""","=""0""",3,1,,"=""""","=""L12180""",
"=""425.23514""","=""0.00009""","=""425.2352+""","=""4hfs""","=""""",,"=""14.1113713""","=""17.0270333""","=""4s.4d""","=""3D""","=""1""","=""4s.4f""","=""3F*""","=""2""",3,5,,"=""""","=""L12180""",
