obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""62.9572""","=""1""","=""""",,"=""0.02292""","=""19.716331""","=""3p6.3d2""","=""3F""","=""3""","=""3p6.3d.4f""","=""3H*""","=""4""",7,9,,"=""""","=""L11926""",
"=""""","=""62.99573""","=""1""","=""""",,"=""0.00000""","=""19.681366""","=""3p6.3d2""","=""3F""","=""2""","=""3p6.3d.4f""","=""3G*""","=""3""",5,7,,"=""""","=""L11926""",
"=""""","=""63.0086""","=""1""","=""""",,"=""0.05212""","=""19.729474""","=""3p6.3d2""","=""3F""","=""4""","=""3p6.3d.4f""","=""3H*""","=""5""",9,11,,"=""""","=""L11926""",
"=""""","=""63.0199""","=""""","=""""",,"=""0.02292""","=""19.696753""","=""3p6.3d2""","=""3F""","=""3""","=""3p6.3d.4f""","=""3G*""","=""4""",7,9,,"=""""","=""L11926""",
"=""""","=""63.06850""","=""1""","=""""",,"=""0.00000""","=""19.658657""","=""3p6.3d2""","=""3F""","=""2""","=""3p6.3d.4f""","=""3F*""","=""3""",5,7,,"=""""","=""L11926""",
"=""""","=""63.0692""","=""1""","=""""",,"=""0.02292""","=""19.681366""","=""3p6.3d2""","=""3F""","=""3""","=""3p6.3d.4f""","=""3G*""","=""3""",7,7,,"=""""","=""L11926""",
"=""""","=""63.07691""","=""""","=""""",,"=""0.00000""","=""19.656037""","=""3p6.3d2""","=""3F""","=""2""","=""3p6.3d.4f""","=""3F*""","=""2""",5,5,,"=""""","=""L11926""",
"=""""","=""63.0891""","=""1""","=""""",,"=""0.02292""","=""19.675158""","=""3p6.3d2""","=""3F""","=""3""","=""3p6.3d.4f""","=""3F*""","=""4""",7,9,,"=""""","=""L11926""",
"=""""","=""63.0982""","=""2""","=""""",,"=""0.05212""","=""19.701529""","=""3p6.3d2""","=""3F""","=""4""","=""3p6.3d.4f""","=""3G*""","=""5""",9,11,,"=""""","=""L11926""",
"=""""","=""63.1135""","=""""","=""""",,"=""0.05212""","=""19.696753""","=""3p6.3d2""","=""3F""","=""4""","=""3p6.3d.4f""","=""3G*""","=""4""",9,9,,"=""""","=""L11926""",
"=""""","=""63.1421""","=""0""","=""""",,"=""0.02292""","=""19.658657""","=""3p6.3d2""","=""3F""","=""3""","=""3p6.3d.4f""","=""3F*""","=""3""",7,7,,"=""""","=""L11926""",
"=""""","=""63.1830""","=""0""","=""""",,"=""0.05212""","=""19.675158""","=""3p6.3d2""","=""3F""","=""4""","=""3p6.3d.4f""","=""3F*""","=""4""",9,9,,"=""""","=""L11926""",
"=""""","=""63.2509""","=""0""","=""""",,"=""0.02292""","=""19.624881""","=""3p6.3d2""","=""3F""","=""3""","=""3p6.3d.4f""","=""1G*""","=""4""",7,9,,"=""""","=""L11926""",
"=""""","=""66.3540""","=""1""","=""""",,"=""1.05058""","=""19.735834""","=""3p6.3d2""","=""1D""","=""2""","=""3p6.3d.4f""","=""1F*""","=""3""",5,7,,"=""""","=""L11926""",
"=""""","=""66.3789""","=""""","=""""",,"=""1.05058""","=""19.728834""","=""3p6.3d2""","=""1D""","=""2""","=""3p6.3d.4f""","=""1D*""","=""2""",5,5,,"=""""","=""L11926""",
"=""""","=""66.9925""","=""1""","=""""",,"=""1.32926""","=""19.836423""","=""3p6.3d2""","=""3P""","=""2""","=""3p6.3d.4f""","=""3P*""","=""2""",5,5,,"=""""","=""L11926""",
"=""""","=""67.1788""","=""""","=""""",,"=""1.30660""","=""19.762448""","=""3p6.3d2""","=""3P""","=""0""","=""3p6.3d.4f""","=""3D*""","=""1""",1,3,,"=""""","=""L11926""",
"=""""","=""67.2042""","=""1""","=""""",,"=""1.31468""","=""19.763566""","=""3p6.3d2""","=""3P""","=""1""","=""3p6.3d.4f""","=""3D*""","=""2""",3,5,,"=""""","=""L11926""",
"=""""","=""67.2220""","=""2""","=""""",,"=""1.32926""","=""19.773242""","=""3p6.3d2""","=""3P""","=""2""","=""3p6.3d.4f""","=""3D*""","=""3""",5,7,,"=""""","=""L11926""",
"=""""","=""67.5722""","=""0""","=""""",,"=""0.05212""","=""18.400525""","=""3p6.3d2""","=""3F""","=""4""","=""3p6.3d.5p""","=""3F*""","=""4""",9,9,,"=""""","=""L11926""",
"=""""","=""67.5982""","=""0""","=""""",,"=""1.31468""","=""19.656037""","=""3p6.3d2""","=""3P""","=""1""","=""3p6.3d.4f""","=""3F*""","=""2""",3,5,,"=""""","=""L11926""",
"=""""","=""67.59887""","=""0""","=""""",,"=""0.00000""","=""18.341165""","=""3p6.3d2""","=""3F""","=""2""","=""3p6.3d.5p""","=""3F*""","=""2""",5,5,,"=""""","=""L11926""",
"=""""","=""67.6013""","=""0""","=""""",,"=""0.02292""","=""18.363436""","=""3p6.3d2""","=""3F""","=""3""","=""3p6.3d.5p""","=""3F*""","=""3""",7,7,,"=""""","=""L11926""",
"=""""","=""67.7668""","=""""","=""""",,"=""0.02292""","=""18.318652""","=""3p6.3d2""","=""3F""","=""3""","=""3p6.3d.5p""","=""3D*""","=""2""",7,5,,"=""""","=""L11926""",
