obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""174.0003""","=""0.0003""","=""174.000410""","=""0.000020""","=""2""","=""""",,"=""0.0000000""","=""7.1255119""","=""6s2.6p2""","=""(1/2,1/2)""","=""0""","=""6s2.6p.(2P*<1/2>).10d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L50""",
"=""176.6637""","=""0.0002""","=""176.663666""","=""0.000011""","=""2""","=""""",,"=""0.0000000""","=""7.01809270""","=""6s2.6p2""","=""(1/2,1/2)""","=""0""","=""6s2.6p.(2P*<1/2>).9d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L50""",
"=""179.46720""","=""0.00017""","=""179.467376""","=""0.000011""","=""2""","=""""",,"=""0.0000000""","=""6.90845330""","=""6s2.6p2""","=""(1/2,1/2)""","=""0""","=""6s2.6p.10s""","=""(1/2,1/2)*""","=""1""",1,3,,"=""""","=""L50""",
"=""181.2969""","=""0.0002""","=""181.296787""","=""0.000010""","=""5""","=""""",,"=""0.0000000""","=""6.83874218""","=""6s2.6p2""","=""(1/2,1/2)""","=""0""","=""6s2.6p.(2P*<1/2>).8d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L50""",
"=""186.8764""","=""0.0002""","=""186.876946""","=""0.000012""","=""4""","=""""",,"=""0.0000000""","=""6.63453685""","=""6s2.6p2""","=""(1/2,1/2)""","=""0""","=""6s2.6p.9s""","=""(1/2,1/2)*""","=""1""",1,3,,"=""""","=""L50""",
"=""190.4771""","=""0.0002""","=""190.477500""","=""0.000011""","=""10""","=""""",,"=""0.0000000""","=""6.50912567""","=""6s2.6p2""","=""(1/2,1/2)""","=""0""","=""6s2.6p.(2P*<1/2>).7d""","=""2[3/2]*""","=""1""",1,3,,"=""""","=""L50""",
"=""197.2439""","=""0.0003""","=""197.245100""","=""0.000009""","=""4p""","=""""",,"=""0.96946501""","=""7.25525860""","=""6s2.6p2""","=""(3/2,1/2)""","=""1""","=""6s2.6p.(2P*<3/2>).6d""","=""2[5/2]*""","=""2""",3,5,,"=""""","=""L50""",
"=""197.78761""","=""0.00007""","=""197.78774""","=""0.00004""","=""2""","=""""",,"=""0.96946501""","=""7.2380131""","=""6s2.6p2""","=""(3/2,1/2)""","=""1""","=""6s2.6p.(2P*<1/2>).12d""","=""2[5/2]*""","=""2""",3,5,,"=""""","=""L50""",
"=""199.1604""","=""0.0002""","=""199.16099""","=""0.00006""","=""2""","=""""",,"=""0.96946501""","=""7.1947905""","=""6s2.6p2""","=""(3/2,1/2)""","=""1""","=""6s2.6p.(2P*<1/2>).11d""","=""2[3/2]*""","=""1""",3,3,,"=""""","=""L50""",
"=""199.2314""","=""0.0002""","=""199.23183""","=""0.00003""","=""2""","=""""",,"=""0.96946501""","=""7.1925770""","=""6s2.6p2""","=""(3/2,1/2)""","=""1""","=""6s2.6p.(2P*<1/2>).11d""","=""2[3/2]*""","=""2""",3,5,,"=""""","=""L50""",
