Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""2s2.2p2""","=""3P""","=""0""",1,"=""""","=""0.00000""","=""""","=""0""","=""L7288"""
"=""2s2.2p2""","=""3P""","=""1""",3,"=""""","=""0.00604""","=""""","=""""","="""""
"=""2s2.2p2""","=""3P""","=""2""",5,"=""""","=""0.01622""","=""""","=""""","="""""
"=""2s2.2p2""","=""1D""","=""2""",5,"=""""","=""1.89897""","=""""","=""""","="""""
"=""2s2.2p2""","=""1S""","=""0""",1,"=""""","=""4.05289""","=""""","=""""","="""""
"=""2s.2p3""","=""5S*""","=""2""",5,"=""""","=""5.80055""","=""""","=""""","="""""
"=""2s.2p3""","=""3D*""","=""3""",7,"=""""","=""11.43596""","=""""","=""""","="""""
"=""2s.2p3""","=""3D*""","=""2""",5,"=""""","=""11.43758""","=""""","=""""","="""""
"=""2s.2p3""","=""3D*""","=""1""",3,"=""""","=""11.43777""","=""""","=""""","="""""
"=""2s.2p3""","=""3P*""","=""1""",3,"=""""","=""13.54113""","=""""","=""""","="""""
"=""2s.2p3""","=""3P*""","=""2""",5,"=""""","=""13.54126""","=""""","=""""","="""""
"=""2s.2p3""","=""3P*""","=""0""",1,"=""""","=""13.54199""","=""""","=""""","="""""
"=""2s.2p3""","=""1D*""","=""2""",5,"=""""","=""17.877026""","=""""","=""""","="""""
"=""2s2.2p.3s""","=""3P*""","=""0""",1,"=""""","=""18.462312""","=""""","=""""","="""""
"=""2s2.2p.3s""","=""3P*""","=""1""",3,"=""""","=""18.466228""","=""""","=""""","="""""
"=""2s2.2p.3s""","=""3P*""","=""2""",5,"=""""","=""18.483133""","=""""","=""""","="""""
"=""2s2.2p.3s""","=""1P*""","=""1""",3,"=""""","=""18.496930""","=""""","=""""","="""""
"=""2s.2p3""","=""3S*""","=""1""",3,"=""""","=""19.233263""","=""""","=""""","="""""
"=""2s2.2p.3p""","=""1P""","=""1""",3,"=""""","=""20.409133""","=""""","=""""","="""""
"=""2s2.2p.3p""","=""3D""","=""1""",3,"=""""","=""20.646058""","=""""","=""""","="""""
"=""2s2.2p.3p""","=""3D""","=""2""",5,"=""""","=""20.653592""","=""""","=""""","="""""
"=""2s2.2p.3p""","=""3D""","=""3""",7,"=""""","=""20.665518""","=""""","=""""","="""""
"=""2s.2p3""","=""1P*""","=""1""",3,"=""""","=""20.676307""","=""""","=""""","="""""
"=""2s2.2p.3p""","=""3S""","=""1""",3,"=""""","=""20.939965""","=""""","=""""","="""""
"=""2s2.2p.3p""","=""3P""","=""0""",1,"=""""","=""21.148308""","=""""","=""""","="""""
"=""2s2.2p.3p""","=""3P""","=""1""",3,"=""""","=""21.152682""","=""""","=""""","="""""
"=""2s2.2p.3p""","=""3P""","=""2""",5,"=""""","=""21.159916""","=""""","=""""","="""""
"=""2s2.2p.3p""","=""1D""","=""2""",5,"=""""","=""21.599539""","=""""","=""""","="""""
"=""2s2.2p.3p""","=""1S""","=""0""",1,"=""""","=""22.103082""","=""""","=""""","="""""
"=""2s2.2p.3d""","=""3F*""","=""2""",5,"=""""","=""23.124489""","=""""","=""""","="""""
