label,energy_eV
N III (2p 2P*<1/2>),29.60125
N III (2p 2P*<3/2>),29.622907
N III (2s.2p2 4P*<1/2>),36.69159
N III (2s.2p2 4P*<3/2>),36.69899
N III (2s.2p2 4P*<5/2>),36.70904
