obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""11.3931""","=""0.0003""","=""11.39299""","=""0.00011""","=""""","=""""",,"=""0.00000""","=""108.8250""","=""2p6.3s2""","=""1S""","=""0""","=""3s.7p""","=""1P*""","=""1""",1,3,,"=""""","=""L4421""",
"=""12.0847""","=""0.0003""","=""12.08458""","=""0.00011""","=""""","=""""",,"=""0.00000""","=""102.5970""","=""2p6.3s2""","=""1S""","=""0""","=""3s.6p""","=""1P*""","=""1""",1,3,,"=""""","=""L4421""",
"=""12.4816""","=""0.0003""","=""12.4816""","=""0.0004""","=""""","=""""",,"=""14.12248""","=""113.456""","=""3s.3p""","=""3P*""","=""1""","=""3s.8d""","=""3D""","=""2""",3,5,,"=""""","=""L4421""",
"=""12.5070""","=""0.0003""","=""12.5070""","=""0.0004""","=""""","=""""",,"=""14.33133""","=""113.463""","=""3s.3p""","=""3P*""","=""2""","=""3s.8d""","=""3D""","=""3""",5,7,,"=""""","=""L4421""",
"=""13.0193""","=""0.0003""","=""13.0193""","=""0.0004""","=""""","=""""",,"=""14.12248""","=""109.354""","=""3s.3p""","=""3P*""","=""1""","=""3s.7d""","=""3D""","=""2""",3,5,,"=""""","=""L4421""",
"=""13.0358""","=""0.0003""","=""13.0358""","=""0.0004""","=""""","=""""",,"=""14.33133""","=""109.442""","=""3s.3p""","=""3P*""","=""2""","=""3s.7d""","=""3D""","=""3""",5,7,,"=""""","=""L4421""",
"=""13.2635""","=""0.0003""","=""13.26348""","=""0.00008""","=""""","=""""",,"=""14.33133""","=""107.8092""","=""3s.3p""","=""3P*""","=""2""","=""3s.7s""","=""3S""","=""1""",5,3,,"=""""","=""L4421""",
"=""13.4797""","=""0.0003""","=""13.47994""","=""0.00007""","=""""","=""""",,"=""0.00000""","=""91.9768""","=""2p6.3s2""","=""1S""","=""0""","=""3s.5p""","=""1P*""","=""1""",1,3,,"=""""","=""L4421""",
"=""13.6769""","=""0.0003""","=""13.6767""","=""0.0003""","=""""","=""""",,"=""14.0227""","=""104.6765""","=""3s.3p""","=""3P*""","=""0""","=""3s.6d""","=""3D""","=""1""",1,3,,"=""""","=""L4421""",
"=""13.6915""","=""0.0003""","=""13.69131""","=""0.00008""","=""*""","=""""",,"=""14.12248""","=""104.6794""","=""3s.3p""","=""3P*""","=""1""","=""3s.6d""","=""3D""","=""2""",3,5,,"=""""","=""L4421""",
