obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""21.435""","=""0.002""","=""""","=""""","=""100""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3496""",
"=""28.236""","=""0.002""","=""""","=""""","=""150""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3496""",
"=""29.305""","=""0.002""","=""29.3052""","=""0.0009""","=""100""","=""3.54e+09""",,"=""4.92938""","=""47.2372""","=""3s2.3p3""","=""2P*""","=""1/2""","=""3s2.3p2.(1S).4s""","=""2S""","=""1/2""",2,2,,"=""T7942""","=""L3496""",
"=""29.333""","=""0.002""","=""29.3329""","=""0.0009""","=""150""","=""6.37e+09""",,"=""4.96931""","=""47.2372""","=""3s2.3p3""","=""2P*""","=""3/2""","=""3s2.3p2.(1S).4s""","=""2S""","=""1/2""",4,2,,"=""T7942""","=""L3496""",
"=""29.484""","=""0.002""","=""29.4836""","=""0.0009""","=""300""","=""4.78e+09""",,"=""0.00000""","=""42.0520""","=""3s2.3p3""","=""4S*""","=""3/2""","=""3s2.3p2.(3P).4s""","=""4P""","=""5/2""",4,6,,"=""T7942""","=""L3496""",
"=""29.617""","=""0.002""","=""29.6169""","=""0.0009""","=""200""","=""4.71e+09""",,"=""0.00000""","=""41.8626""","=""3s2.3p3""","=""4S*""","=""3/2""","=""3s2.3p2.(3P).4s""","=""4P""","=""3/2""",4,4,,"=""T7942""","=""L3496""",
"=""29.706""","=""0.002""","=""29.7064""","=""0.0009""","=""200""","=""4.68e+09""",,"=""0.00000""","=""41.7366""","=""3s2.3p3""","=""4S*""","=""3/2""","=""3s2.3p2.(3P).4s""","=""4P""","=""1/2""",4,2,,"=""T7942""","=""L3496""",
"=""30.025""","=""0.002""","=""30.0266""","=""0.0009""","=""200""","=""6.13e+09""",,"=""2.97717""","=""44.2686""","=""3s2.3p3""","=""2D*""","=""3/2""","=""3s2.3p2.(1D).4s""","=""2D""","=""3/2""",4,4,,"=""T7942""","=""L3496""",
"=""30.050""","=""0.002""","=""30.0515""","=""0.0009""","=""200""","=""6.46e+09""",,"=""3.00657""","=""44.2638""","=""3s2.3p3""","=""2D*""","=""5/2""","=""3s2.3p2.(1D).4s""","=""2D""","=""5/2""",6,6,,"=""T7942""","=""L3496""",
"=""31.124""","=""0.002""","=""31.1245""","=""0.0010""","=""200""","=""1.00e+10""",,"=""3.00657""","=""42.8415""","=""3s2.3p3""","=""2D*""","=""5/2""","=""3s2.3p2.(3P).4s""","=""2P""","=""3/2""",6,4,,"=""T7942""","=""L3496""",
