Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Leading percentages,Reference
"=""1s2.2s""","=""2S""","=""1/2""",2,"=""""","=""0.00000""","=""""","=""0.00000""","="" 100                                           ""","=""L5793"""
"=""1s2.2p""","=""2P*""","=""1/2""",2,"=""[""","=""17.86177""","=""]""","=""0.00014""","="" 100                                           ""","=""u57"""
"=""1s2.2p""","=""2P*""","=""3/2""",4,"=""[""","=""18.18702""","=""]""","=""0.00009""","="" 100                                           ""","=""u57"""
"=""1s2.3s""","=""2S""","=""1/2""",2,"=""""","=""170.596""","=""""","=""0.012""","=""                                               ""","="""""
"=""1s2.3p""","=""2P*""","=""1/2""",2,"=""""","=""175.484""","=""""","=""0.012""","=""                                               ""","="""""
"=""1s2.3p""","=""2P*""","=""3/2""",4,"=""""","=""175.578""","=""""","=""0.012""","=""                                               ""","="""""
"=""1s2.3d""","=""2D""","=""3/2""",4,"=""""","=""177.297""","=""""","=""0.012""","=""                                               ""","="""""
"=""1s2.3d""","=""2D""","=""5/2""",6,"=""""","=""177.322""","=""""","=""0.012""","=""                                               ""","="""""
"=""1s2.4s""","=""2S""","=""1/2""",2,"=""""","=""228.174""","=""""","=""0.012""","=""                                               ""","="""""
"=""1s2.4p""","=""2P*""","=""1/2""",2,"=""[""","=""230.169""","=""]""","=""0.012""","=""                                               ""","="""""
"=""1s2.4p""","=""2P*""","=""3/2""",4,"=""[""","=""230.210""","=""]""","=""0.012""","=""                                               ""","="""""
"=""1s2.4d""","=""2D""","=""3/2""",4,"=""""","=""230.890""","=""""","=""0.012""","=""                                               ""","="""""
"=""1s2.4d""","=""2D""","=""5/2""",6,"=""""","=""230.929""","=""""","=""0.012""","=""                                               ""","="""""
"=""1s2.4f""","=""2F*""","=""5/2""",6,"=""[""","=""230.974""","=""]""","=""0.012""","=""                                               ""","="""""
"=""1s2.4f""","=""2F*""","=""7/2""",8,"=""[""","=""230.980""","=""]""","=""0.012""","=""                                               ""","="""""
"=""1s2.5s""","=""2S""","=""1/2""",2,"=""[""","=""254.356""","=""]""","=""0.012""","=""                                               ""","="""""
"=""1s2.5p""","=""2P*""","=""1/2""",2,"=""""","=""255.358""","=""""","=""0.012""","=""                                               ""","="""""
"=""1s2.5p""","=""2P*""","=""3/2""",4,"=""""","=""255.358""","=""""","=""0.012""","=""                                               ""","="""""
"=""1s2.5d""","=""2D""","=""3/2""",4,"=""""","=""255.762""","=""""","=""0.012""","=""                                               ""","="""""
"=""1s2.5d""","=""2D""","=""5/2""",6,"=""""","=""255.768""","=""""","=""0.012""","=""                                               ""","="""""
"=""1s2.6p""","=""2P*""","=""1/2""",2,"=""""","=""269.005""","=""""","=""0.012""","=""                                               ""","="""""
"=""1s2.6p""","=""2P*""","=""3/2""",4,"=""""","=""269.005""","=""""","=""0.012""","=""                                               ""","="""""
"=""1s2.6d""","=""2D""","=""3/2""",4,"=""""","=""269.218""","=""""","=""0.012""","=""                                               ""","="""""
"=""1s2.6d""","=""2D""","=""5/2""",6,"=""""","=""269.238""","=""""","=""0.012""","=""                                               ""","="""""
"=""1s2.7p""","=""2P*""","=""1/2""",2,"=""""","=""277.215""","=""""","=""0.012""","=""                                               ""","="""""
"=""1s2.7p""","=""2P*""","=""3/2""",4,"=""""","=""277.215""","=""""","=""0.012""","=""                                               ""","="""""
"=""1s2.7d""","=""2D""","=""3/2""",4,"=""""","=""277.372""","=""""","=""0.012""","=""                                               ""","="""""
"=""1s2.7d""","=""2D""","=""5/2""",6,"=""""","=""277.374""","=""""","=""0.012""","=""                                               ""","="""""
"=""Na X (1s2 1S<0>)""","=""Limit""","=""---""",,"=""(""","=""299.856""","="")""","=""0.007""","=""                                               ""","=""L16264c99"""
"=""1s.2s2""","=""2S""","=""1/2""",2,"=""(""","=""1092.998""","="")""","=""0.011""","=""  92         :     8  1s.2p2              2S   ""","=""L20125,L22456"""
"=""1s.(2S).2s.2p.(3P*)""","=""4P*""","=""1/2""",2,"=""(""","=""1097.709""","="")""","=""0.005""","="" 100                                           ""","=""L20125,L22456"""
"=""1s.(2S).2s.2p.(3P*)""","=""4P*""","=""3/2""",4,"=""(""","=""1097.789""","="")""","=""0.005""","="" 100                                           ""","=""L20125,L22456"""
"=""1s.(2S).2s.2p.(3P*)""","=""4P*""","=""5/2""",6,"=""(""","=""1098.017""","="")""","=""0.005""","="" 100                                           ""","=""L20125,L22456"""
"=""1s.(2S).2s.2p.(3P*)""","=""2P*""","=""1/2""",2,"=""(""","=""1111.379""","="")""","=""0.005""","="" 100                                           ""","=""L20125,L22456"""
"=""1s.(2S).2s.2p.(3P*)""","=""2P*""","=""3/2""",4,"=""(""","=""1111.570""","="")""","=""0.005""","=""  98         :     2  1s.(2S).2s.2p.(1P*) 2P*  ""","=""L20125,L22456"""
"=""1s.2p2""","=""4P""","=""1/2""",2,"=""(""","=""1116.766""","="")""","=""0.005""","="" 100                                           ""","=""L20125,L22456"""
"=""1s.2p2""","=""4P""","=""3/2""",4,"=""(""","=""1116.921""","="")""","=""0.005""","="" 100                                           ""","=""L20125,L22456"""
"=""1s.2p2""","=""4P""","=""5/2""",6,"=""(""","=""1117.085""","="")""","=""0.005""","="" 100                                           ""","=""L20125,L22456"""
"=""1s.(2S).2s.2p.(1P*)""","=""2P*""","=""1/2""",2,"=""(""","=""1117.929""","="")""","=""0.007""","="" 100                                           ""","=""L20125,L22456"""
"=""1s.(2S).2s.2p.(1P*)""","=""2P*""","=""3/2""",4,"=""(""","=""1117.983""","="")""","=""0.007""","=""  98         :     2  1s.(2S).2s.2p.(3P*) 2P*  ""","=""L20125,L22456"""
"=""1s.2p2""","=""2D""","=""5/2""",6,"=""(""","=""1125.192""","="")""","=""0.009""","="" 100                                           ""","=""L20125,L22456"""
"=""1s.2p2""","=""2D""","=""3/2""",4,"=""(""","=""1125.287""","="")""","=""0.009""","="" 100                                           ""","=""L20125,L22456"""
"=""1s.2p2""","=""2P""","=""1/2""",2,"=""(""","=""1127.867""","="")""","=""0.006""","="" 100                                           ""","=""L20125,L22456"""
"=""1s.2p2""","=""2P""","=""3/2""",4,"=""(""","=""1128.183""","="")""","=""0.005""","="" 100                                           ""","=""L20125,L22456"""
"=""1s.2p2""","=""2S""","=""1/2""",2,"=""(""","=""1137.972""","="")""","=""0.012""","=""  92         :     8  1s.2s2              2S   ""","=""L20125,L22456"""
"=""Na X (1s.2s 3S<1>)""","=""Limit""","=""---""",,"=""[""","=""1407.705""","=""]""","=""0.012""","=""                                               ""","="""""
