obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""7.418""","=""20*""","=""""",,"=""30.67648""","=""197.82""","=""2p6.3d""","=""2D""","=""3/2""","=""2p5.3s.(1P*).3d""","=""2D*""","=""5/2""",4,6,,"=""""","=""L10889""",
"=""7.418""","=""7.418""","=""20*""","=""""",,"=""30.68051""","=""197.82""","=""2p6.3d""","=""2D""","=""5/2""","=""2p5.3s.(1P*).3d""","=""2D*""","=""5/2""",6,6,,"=""""","=""L10889""",
"=""7.442""","=""7.442""","=""26*""","=""""",,"=""30.68051""","=""197.28""","=""2p6.3d""","=""2D""","=""5/2""","=""2p5.3s.(1P*).3d""","=""2F*""","=""7/2""",6,8,,"=""""","=""L10889""",
"=""7.442""","=""7.442""","=""26*""","=""""",,"=""30.67648""","=""197.28""","=""2p6.3d""","=""2D""","=""3/2""","=""2p5.3s.(1P*).3d""","=""2F*""","=""5/2""",4,6,,"=""""","=""L10889""",
"=""7.485""","=""7.485""","=""28*""","=""""",,"=""30.67648""","=""196.33""","=""2p6.3d""","=""2D""","=""3/2""","=""2p5.3s.(3P*).3d""","=""4D*""","=""5/2""",4,6,,"=""""","=""L10889""",
"=""7.485""","=""7.485""","=""28*""","=""""",,"=""30.68051""","=""196.33""","=""2p6.3d""","=""2D""","=""5/2""","=""2p5.3s.(3P*).3d""","=""4D*""","=""7/2""",6,8,,"=""""","=""L10889""",
"=""7.534""","=""7.512573""","=""29*""","=""""",,"=""30.67648""","=""195.71208+x""","=""2p6.3d""","=""2D""","=""3/2""","=""2p5.3s.(3P*).3d""","=""4F*""","=""3/2""",4,4,,"=""""","=""L10889""",
"=""7.534""","=""7.525234""","=""29*""","=""""",,"=""30.67648""","=""195.43441+x""","=""2p6.3d""","=""2D""","=""3/2""","=""2p5.3s.(3P*).3d""","=""4F*""","=""5/2""",4,6,,"=""""","=""L10889""",
"=""7.534""","=""7.536719""","=""29*""","=""""",,"=""30.68051""","=""195.18737+x""","=""2p6.3d""","=""2D""","=""5/2""","=""2p5.3s.(3P*).3d""","=""4F*""","=""7/2""",6,8,,"=""""","=""L10889""",
"=""7.563""","=""""","=""147*""","=""""",,"=""13.12665""","=""""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.3s.(1P*).3p""","=""2P""","=""3/2""",2,4,,"=""""","=""L10889""",
"=""7.563""","=""""","=""147*""","=""""",,"=""13.28338""","=""""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.3s.(1P*).3p""","=""2P""","=""3/2""",4,4,,"=""""","=""L10889""",
"=""7.563""","=""""","=""147*""","=""""",,"=""13.28338""","=""""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.3s.(1P*).3p""","=""2D""","=""5/2""",4,6,,"=""""","=""L10889""",
"=""7.563""","=""""","=""147*""","=""""",,"=""13.12665""","=""""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.3s.(1P*).3p""","=""2D""","=""3/2""",2,4,,"=""""","=""L10889""",
"=""7.612""","=""7.607388""","=""63*""","=""""",,"=""13.12665""","=""176.10532+x""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p5.3s.(3P*).3p""","=""4P""","=""3/2""",2,4,,"=""""","=""L10889""",
"=""7.612""","=""7.614711""","=""63*""","=""""",,"=""13.28338""","=""176.10532+x""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.3s.(3P*).3p""","=""4P""","=""3/2""",4,4,,"=""""","=""L10889""",
"=""7.612""","=""7.621616""","=""63*""","=""""",,"=""13.28338""","=""175.95780+x""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p5.3s.(3P*).3p""","=""4P""","=""5/2""",4,6,,"=""""","=""L10889""",
