Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""5s2.5p3""","=""4S*""","=""3/2""",4,"=""""","=""0.00000""","=""""","=""0""","=""L11173"""
"=""5s2.5p3""","=""2D*""","=""3/2""",4,"=""""","=""1.64490""","=""""","=""""","=""L11173"""
"=""5s2.5p3""","=""2D*""","=""5/2""",6,"=""""","=""2.17105""","=""""","=""""","=""L11173"""
"=""5s2.5p3""","=""2P*""","=""1/2""",2,"=""""","=""3.47607""","=""""","=""""","=""L11173"""
"=""5s2.5p3""","=""2P*""","=""3/2""",4,"=""""","=""4.41999""","=""""","=""""","=""L11173"""
"=""5s.5p4""","=""4P""","=""5/2""",6,"=""""","=""12.35674""","=""""","=""""","=""L11502"""
"=""5s.5p4""","=""4P""","=""3/2""",4,"=""""","=""13.25679""","=""""","=""""","=""L11502"""
"=""5s.5p4""","=""4P""","=""1/2""",2,"=""""","=""13.54582""","=""""","=""""","=""L11502"""
"=""5s.5p4""","=""2D""","=""3/2""",4,"=""""","=""15.11726""","=""""","=""""","=""L11502"""
"=""5s.5p4""","=""2D""","=""5/2""",6,"=""""","=""15.55688""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""2P""","=""3/2""",4,"=""""","=""16.49330""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""2P""","=""1/2""",2,"=""""","=""16.96058""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""4F""","=""3/2""",4,"=""""","=""16.73546""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""4F""","=""5/2""",6,"=""""","=""16.92333""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""4F""","=""7/2""",8,"=""""","=""17.55924""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""4F""","=""9/2""",10,"=""""","=""18.10059""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(1D).5d""","=""2F""","=""5/2""",6,"=""""","=""17.58398""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(1D).5d""","=""2F""","=""7/2""",8,"=""""","=""17.97910""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""4D""","=""1/2""",2,"=""""","=""17.99081""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""4D""","=""3/2""",4,"=""""","=""18.12730""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""4D""","=""5/2""",6,"=""""","=""18.43459""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""4D""","=""7/2""",8,"=""""","=""19.32466""","=""""","=""""","=""L11502"""
"=""5s.5p4""","=""2S""","=""1/2""",2,"=""""","=""18.68904""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).6s""","=""4P""","=""1/2""",2,"=""""","=""19.49094""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).6s""","=""4P""","=""3/2""",4,"=""""","=""20.49211""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).6s""","=""4P""","=""5/2""",6,"=""""","=""21.13810""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""4P""","=""5/2""",6,"=""""","=""19.79318""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""4P""","=""3/2""",4,"=""""","=""20.01535""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""4P""","=""1/2""",2,"=""""","=""20.19287""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(1D).5d""","=""2G""","=""7/2""",8,"=""""","=""19.91993""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(1D).5d""","=""2G""","=""9/2""",10,"=""""","=""20.26684""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""2D""","=""3/2""",4,"=""""","=""20.28341""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""2D""","=""5/2""",6,"=""""","=""20.95352""","=""""","=""""","=""L11502"""
"=""5s.5p4""","=""2P""","=""3/2""",4,"=""""","=""20.58079""","=""""","=""""","=""L11502"""
"=""5s.5p4""","=""2P""","=""1/2""",2,"=""""","=""22.06312""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).6s""","=""2P""","=""1/2""",2,"=""""","=""20.73095""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).6s""","=""2P""","=""3/2""",4,"=""""","=""21.47677""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(1D).5d""","=""2P""","=""1/2""",2,"=""""","=""21.43590""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(1D).5d""","=""2P""","=""3/2""",4,"=""""","=""22.63592""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""2F""","=""5/2""",6,"=""""","=""21.82641""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).5d""","=""2F""","=""7/2""",8,"=""""","=""22.05968""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(1D).5d""","=""2D""","=""3/2""",4,"=""""","=""21.83637""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(1D).5d""","=""2D""","=""5/2""",6,"=""""","=""22.19323""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).4f""","=""4G*""","=""5/2""",6,"=""""","=""22.33594""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).4f""","=""4G*""","=""7/2""",8,"=""""","=""22.59229""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).4f""","=""4G*""","=""9/2""",10,"=""""","=""23.34025""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(1D).6s""","=""2D""","=""5/2""",6,"=""""","=""23.06709""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(1D).6s""","=""2D""","=""3/2""",4,"=""""","=""23.25285""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).6p""","=""4D*""","=""1/2""",2,"=""""","=""23.07459""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).6p""","=""4D*""","=""3/2""",4,"=""""","=""23.65526""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).6p""","=""4D*""","=""5/2""",6,"=""""","=""24.66580""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).6p""","=""4D*""","=""7/2""",8,"=""""","=""25.16273""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).4f""","=""4D*""","=""7/2""",8,"=""""","=""23.25112""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).4f""","=""4D*""","=""5/2""",6,"=""""","=""23.80225""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).4f""","=""4D*""","=""3/2""",4,"=""""","=""24.27420""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).4f""","=""4D*""","=""1/2""",2,"=""""","=""24.38208""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(1D).5d""","=""2S""","=""1/2""",2,"=""""","=""23.34283""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).4f""","=""2D*""","=""5/2""",6,"=""""","=""23.39837""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).4f""","=""2D*""","=""3/2""",4,"=""""","=""24.72208""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).4f""","=""2G*""","=""7/2""",8,"=""""","=""23.53742""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).4f""","=""2G*""","=""9/2""",10,"=""""","=""25.05424""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(1S).5d""","=""2D""","=""5/2""",6,"=""""","=""23.56078""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(1S).5d""","=""2D""","=""3/2""",4,"=""""","=""23.60279""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).4f""","=""4F*""","=""3/2""",4,"=""""","=""23.78739""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).4f""","=""4F*""","=""7/2""",8,"=""""","=""24.34122""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).4f""","=""4F*""","=""5/2""",6,"=""""","=""24.36365""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).6p""","=""2S*""","=""1/2""",2,"=""""","=""24.03565""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).6p""","=""2D*""","=""3/2""",4,"=""""","=""24.39078""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).6p""","=""2D*""","=""5/2""",6,"=""""","=""24.85712""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).6p""","=""4P*""","=""1/2""",2,"=""""","=""24.90835""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).6p""","=""4P*""","=""3/2""",4,"=""""","=""25.31013""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).6p""","=""4P*""","=""5/2""",6,"=""""","=""25.67175""","=""""","=""""","=""L11502"""
"=""5s2.5p2.(3P).6p""","=""4S*""","=""3/2""",4,"=""""","=""24.92425""","=""""","=""""","=""L11502"""
