obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""46.1080""","=""0.0003""","=""46.107990""","=""0.000017""","=""8""","=""""",,"=""0.00000000""","=""26.889960""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(1D).5d""","=""2S""","=""1/2""",4,2,,"=""""","=""L5807""",
"=""46.4144""","=""0.0003""","=""46.414359""","=""0.000017""","=""7""","=""""",,"=""0.17749368""","=""26.889960""","=""3s2.3p5""","=""2P*""","=""1/2""","=""3s2.3p4.(1D).5d""","=""2S""","=""1/2""",2,2,,"=""""","=""L5807""",
"=""48.7227""","=""0.001""","=""48.7227217""","=""0.0000004""","=""2""","=""""",,"=""0.00000000""","=""25.44689500""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(1D).4d""","=""2S""","=""1/2""",4,2,,"=""""","=""L3263""",
"=""48.7264""","=""0.0003""","=""48.7278351""","=""0.0000005""","=""0""","=""""",,"=""0.00000000""","=""25.44422467""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""2P""","=""3/2""",4,4,,"=""""","=""L16202""",
"=""48.8782""","=""0.0003""","=""48.879280""","=""0.000003""","=""0.5""","=""""",,"=""0.00000000""","=""25.3653896""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""2D""","=""5/2""",4,6,,"=""""","=""L16202""",
"=""48.8987""","=""0.0003""","=""48.8961570""","=""0.0000005""","=""0""","=""""",,"=""0.00000000""","=""25.35663454""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""2P""","=""1/2""",4,2,,"=""""","=""L16202""",
"=""48.9196""","=""0.0003""","=""48.9195390""","=""0.0000005""","=""0.5""","=""""",,"=""0.00000000""","=""25.34451490""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""2D""","=""3/2""",4,4,,"=""""","=""L16202""",
"=""49.0698""","=""0.0003""","=""49.0701383""","=""0.0000005""","=""0.5""","=""""",,"=""0.17749368""","=""25.44422467""","=""3s2.3p5""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).5d""","=""2P""","=""3/2""",2,4,,"=""""","=""L16202""",
"=""49.2418""","=""0.0003""","=""49.2408375""","=""0.0000005""","=""0""","=""""",,"=""0.17749368""","=""25.35663454""","=""3s2.3p5""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).5d""","=""2P""","=""1/2""",2,2,,"=""""","=""L16202""",
"=""49.4686""","=""0.0003""","=""49.46676252""","=""0.00000020""","=""0.5""","=""""",,"=""0.00000000""","=""25.064142489""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""2F""","=""5/2""",4,6,,"=""""","=""L16202""",
