State,Lifetime /s,Energy /eV
Ar+ 2Po;v=3s2.3p5,,0.0
Ar+ 2S;v=3s.3p6,4.83092e-09,13.4794990658006
Ar+ 4P;v=3s2.3p4(3P)4s,9.00901e-08,16.8121174400829
Ar+ 2P;v=3s2.3p4(3P)4s,3.50877e-10,17.2653932130136
Ar+ 4Po;v=3s2.3p4(3P)4p,7.36377e-09,19.3048862285249
Ar+ 4Do;v=3s2.3p4(3P)4p,6.91247e-09,19.6421154687796
Ar+ 2Do;v=3s2.3p4(3P)4p,9.52381e-09,19.7617574602671
Ar+ 2Po;v=3s2.3p4(3P)4p,8.49465e-09,19.8006876005024
Ar+ 4So;v=3s2.3p4(3P)4p,7.50356e-09,19.9670705565398
Ar+ 2So;v=3s2.3p4(3P)4p,8.68885e-09,19.972029810073
Ar+ 2Fo;v=3s2.3p4(1D)4p,8.07754e-09,21.1265440325922
Ar+ 2Po;v=3s2.3p4(1D)4p,5.39665e-09,21.4259589646566
Ar+ 2Do;v=3s2.3p4(1D)4p,7.57576e-09,21.4919170366476
Ar+ 4P;v=3s2.3p4(3P)5s,3.40368e-09,22.6825098286206
Ar+ 2P;v=3s2.3p4(3P)5s,5.24934e-09,22.8020278387697
Ar+ 4D;v=3s2.3p4(3P)4d,3.1953e-09,22.8363706694868
Ar+ 4P;v=3s2.3p4(3P)4d,3.88651e-09,23.0817297380398
Ar+ 4F;v=3s2.3p4(3P)4d,2.9994e-09,23.1028065655558
Ar+ 2F;v=3s2.3p4(3P)4d,2.48139e-09,23.2575352757903
Ar+ 2P;v=3s2.3p4(3P)4d,1.64474e-09,23.54839549551
Ar+ 2Po;v=3s2.3p4(1S)4p,5.74713e-09,23.8457027448229
Ar+ 2D;v=3s2.3p4(3P)4d,1.78571e-09,23.8926916720495
Ar+ 2D;v=3s2.3p4(1D)5s,4.1841e-09,24.2838527944774
Ar+ 2G;v=3s2.3p4(1D)4d,2.46914e-09,24.6220738854388
Ar+ 2P;v=3s2.3p4(1D)4d,6.7861e-09,24.727705985695
Ar+ 2D;v=3s2.3p4(1D)4d,3.0581e-09,24.794036001701
Ar+ 2F;v=3s2.3p4(1D)4d,2.51889e-09,24.8254032802983
Ar+ 2G;v=3s2.3p4(1D)3d,,19.1156279965
Ar+ 2D;v=3s2.3p4(1D)4s,,18.4261240334
Ar+ 2S;v=3s2.3p4(1S)4s,,20.7430675463
Ar+ 2D;v=3s2.3p4(3P)3d,,18.6560906824
Ar+ 2F;v=3s2.3p4(3P)3d,,18.4954423716
Ar+ 2P;v=3s2.3p4(3P)3d,,17.9413372131
Ar+ 4D;v=3s2.3p4(3P)3d,,16.4061233887
Ar+ 4F;v=3s2.3p4(3P)3d,,17.628449663
Ar+ 4P;v=3s2.3p4(3P)3d,,18.2535309389
