Initial State,Final State,Partial Lifetime /s,Delta Energy /eV
Ni 1D;v=3d9(2D)4s,Ni 3D;v=3d9(2D)4s,10.504,-0.397379158521436
Ni 1D;v=3d8(1D)4s2,Ni 3F;v=3d8(3F)4s2,1.765,-1.6763888699473
Ni 1D;v=3d8(1D)4s2,Ni 3D;v=3d9(2D)4s,31.797,-1.6509991036473
Ni 1D;v=3d8(1D)4s2,Ni 1D;v=3d9(2D)4s,83.333,-1.2536199451258638
Ni 1S;v=3d10,Ni 1D;v=3d9(2D)4s,3.2258,-1.4033274111580738
Ni 1S;v=3d10,Ni 3D;v=3d9(2D)4s,14.706,-1.80070656967951
Ni 1S;v=3d10,Ni 1D;v=3d8(1D)4s2,3448.3,-0.14970746603220997
Ni 1S;v=3d10,Ni 3F;v=3d8(3F)4s2,5555.6,-1.82609633597951
Ni 3P;v=3d8(3P)4s2,Ni 3D;v=3d9(2D)4s,5.2632,-1.96045652411637
Ni 3P;v=3d8(3P)4s2,Ni 1D;v=3d8(1D)4s2,15.873,-0.3094574204690701
Ni 3P;v=3d8(3P)4s2,Ni 3F;v=3d8(3F)4s2,32.258,-1.98584629041637
Ni 3P;v=3d8(3P)4s2,Ni 1D;v=3d9(2D)4s,90909.0,-1.5630773655949342
Ni 1G;v=3d8(1G)4s2,Ni 3F;v=3d8(3F)4s2,2.0811,-2.74027273414806
Ni 1G;v=3d8(1G)4s2,Ni 1D;v=3d9(2D)4s,2.2727,-2.3175038093266243
Ni 1G;v=3d8(1G)4s2,Ni 3D;v=3d9(2D)4s,12.378,-2.71488296784806
Ni 1G;v=3d8(1G)4s2,Ni 1D;v=3d8(1D)4s2,2439.0,-1.0638838642007602
Ni 5Do;v=3d8(3F)4s.4p(3Po),Ni 3D;v=3d9(2D)4s,3.7037e-06,-3.43908276129515
Ni 5Do;v=3d8(3F)4s.4p(3Po),Ni 3F;v=3d8(3F)4s2,0.0002439,-3.46447252759515
Ni 5Go;v=3d8(3F)4s.4p(3Po),Ni 3D;v=3d9(2D)4s,1.1628e-06,-3.51774892046487
Ni 5Go;v=3d8(3F)4s.4p(3Po),Ni 3F;v=3d8(3F)4s2,4.1824e-06,-3.54313868676487
Ni 3Po;v=3d9(2D)4p,Ni 3D;v=3d9(2D)4s,8.3206e-09,-3.7178919949293
Ni 3Po;v=3d9(2D)4p,Ni 3F;v=3d8(3F)4s2,4.9924e-07,-3.7432817612293
