State,Lifetime /s,Energy /eV
Ni 3F;v=3d8(3F)4s2,,0.0
Ni 1D;v=3d9(2D)4s,10.5042,0.422768924821436
Ni 1D;v=3d8(1D)4s2,1.63932,1.6763888699473
Ni 1S;v=3d10,2.64222,1.82609633597951
Ni 3P;v=3d8(3P)4s2,3.52099,1.98584629041637
Ni 1G;v=3d8(1G)4s2,0.998279,2.74027273414806
Ni 5Do;v=3d8(3F)4s.4p(3Po),3.6483e-06,3.46447252759515
Ni 5Go;v=3d8(3F)4s.4p(3Po),9.09835e-07,3.54313868676487
Ni 3Po;v=3d9(2D)4p,8.01475e-09,3.7432817612293
Ni 5Fo;v=3d8(3F)4s.4p(3Po),2.54259e-07,3.76804083449359
Ni 3Fo;v=3d9(2D)4p,1.31192e-08,3.7962341908296
Ni 3Do;v=3d9(2D)4p,1.94723e-08,3.83261031549531
Ni 1Fo;v=3d9(2D)4p,1.20116e-08,3.84726490968579
Ni 1Do;v=3d9(2D)4p,1.58679e-08,3.89817164720366
Ni 3Go;v=3d8(3F)4s.4p(3Po),1.53657e-07,3.94089561639182
Ni 1Po;v=3d9(2D)4p,6.66356e-09,4.08918969516708
Ni 1Go;v=3d8(3F)4s.4p(3Po),9.25926e-08,4.16454555260342
Ni 3Fo;v=3d8(3F)4s.4p(3Po),1.05989e-08,4.23561165573358
Ni 3Do;v=3d8(3F)4s.4p(3Po),6.89969e-09,4.26602427802567
Ni 1Fo;v=3d8(3F)4s.4p(3Po),1.79433e-08,4.41858331483945
Ni 1Do;v=3d8(3F)4s.4p(3Po),7.00462e-09,4.53781616791041
Ni 5Po;v=3d8(3P)4s.4p(3Po),5e-07,5.01928529717707
Ni 3Do;v=3d8(1D)4s.4p(3Po),5e-08,5.28826281068174
Ni 3Fo;v=3d8(1D)4s.4p(3Po),2.14592e-08,5.3024214795189
Ni 2[5/2];v=3d9(2D_5/2)5s,3.35368e-08,5.30516146709597
Ni 3Po;v=3d8(1D)4s.4p(3Po),1.81818e-08,5.4469217293413
Ni 2[3/2];v=3d9(2D_3/2)5s,3.81679e-07,5.46908959263452
Ni 5Do;v=3d8(3P)4s.4p(3Po),3.32226e-08,5.48073144030361
Ni 3Go;v=3d8(3F)4s.4p(1Po),1.7328e-09,5.52522834262987
Ni 3Do;v=3d8(3F)4s.4p(1Po),1.68067e-09,5.59433554061443
Ni 3Fo;v=3d8(3F)4s.4p(1Po),1.77305e-09,5.63108360929513
Ni 5So;v=3d8(3P)4s.4p(3Po),3.20513e-08,5.86788796550343
Ni 3Do;v=3d8(3P)4s.4p(3Po),1.66667e-08,5.87979017398301
Ni 3Po;v=3d8(3P)4s.4p(3Po),9.00901e-09,5.91224848835753
Ni 1Fo;v=3d9(2D)5p,9.56938e-08,6.03441969914689
Ni 1Po;v=3d8(3P)4s.4p(3Po),1.23916e-08,6.05253337267674
Ni 2[1/2];v=3d9(2D_5/2)4d,1.57233e-08,6.06929564961882
Ni 1Do;v=3d9(2D)5p,4.42478e-08,6.0791645641498
Ni 2[3/2];v=3d9(2D_5/2)4d,1.39282e-08,6.0963111832407
Ni 2[9/2];v=3d9(2D_5/2)4d,1.56279e-08,6.09675751605868
Ni 1Do;v=3d8(3P)4s.4p(3Po),2.42131e-08,6.09803452384347
Ni 2[7/2];v=3d9(2D_5/2)4d,3.12695e-08,6.11399092208641
Ni 2[5/2];v=3d9(2D_5/2)4d,1.77557e-08,6.11572666082301
Ni 3So;v=3d8(3P)4s.4p(3Po),2.63158e-08,6.12509965000068
Ni 3Fo;v=3d9(2D)5p,1.6129e-07,6.20392698491023
Ni 3Po;v=3d9(2D)5p,2.5e-08,6.2162383318063
Ni 1S;v=3d8(1S)4s2,1.05263e-07,6.23332296022803
Ni 1Po;v=3d9(2D)5p,2.19298e-08,6.25587516567006
Ni 2[7/2];v=3d9(2D_3/2)4d,1.52439e-08,6.28307667129944
Ni 2[3/2];v=3d9(2D_3/2)4d,2.17061e-08,6.28794913789576
Ni 5F;v=3d8.4s(4F)5s,1.45964e-08,6.29138342096748
Ni 2[5/2];v=3d9(2D_3/2)4d,1.97239e-08,6.30251694514942
Ni 3Do;v=3d9(2D)5p,2.079e-08,6.30459983163334
Ni 3Fo;v=3d8(1G)4s.4p(3Po),2.66667e-09,6.36563584449269
Ni 2[1/2];v=3d9(2D_3/2)4d,3.11138e-08,6.37973252266069
Ni 3F;v=3d8.4s(4F)5s,1.65344e-08,6.45205083730797
Ni 2[5/2];v=3d9(2D_5/2)6s,3.57143e-07,6.47150350929178
Ni 1F;v=3d8.4s(2F)5s,1.09218e-08,6.72614878008562
Ni 3F;v=3d8.4s(2F)5s,3.40136e-08,6.89048604404065
Ni 2[7/2];v=3d9(2D_3/2)5d,2.43902e-07,6.96436652355087
Ni 2[5/2];v=3d9(2D_3/2)5d,7.69231e-08,6.97554964026815
Ni 2[9/2];v=3d8.4s(4F_9/2)4d,1.1236e-07,7.03798664225061
Ni 2[11/2];v=3d8.4s(4F_9/2)4d,1.03093e-07,7.04233838722596
Ni 2[7/2];v=3d8.4s(4F_9/2)4d,1.20482e-07,7.0798179458028
Ni 2[11/2];v=3d8.4s(4F_7/2)4d,1.42857e-07,7.15094603960212
Ni 3D;v=3d9(2D)4s,,0.0253897663
