obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""1.3844""","=""0.0011""","=""1.3841""","=""0.0023""","=""80bl*""","=""""",,"=""35.8724""","=""931.6""","=""1s2.2p2""","=""3P""","=""0""","=""1s.2p3""","=""3S*""","=""1""",1,3,,"=""""","=""L9089""",
"=""1.3844""","=""0.0011""","=""1.3842""","=""0.0023""","=""80bl*""","=""""",,"=""35.9357""","=""931.6""","=""1s2.2p2""","=""3P""","=""1""","=""1s.2p3""","=""3S*""","=""1""",3,3,,"=""""","=""L9089""",
"=""1.3844""","=""0.0011""","=""1.3844""","=""0.0021""","=""80bl*""","=""""",,"=""36.0452""","=""931.6""","=""1s2.2p2""","=""3P""","=""2""","=""1s.2p3""","=""3S*""","=""1""",5,3,,"=""""","=""L9089""",
"=""1.3879""","=""0.0003""","=""1.3879""","=""0.0003""","=""60""","=""""",,"=""13.9733""","=""907.30""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s.(2S).2s.2p2.(2D)""","=""3D""","=""""",5,15,,"=""""","=""L9089""",
"=""1.3884""","=""0.0005""","=""1.3876""","=""0.0004""","=""*""","=""""",,"=""13.7936""","=""907.3""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s.(2S).2s.2p2.(4P)""","=""3P""","=""""",1,9,,"=""""","=""L9089""",
"=""1.3884""","=""0.0005""","=""1.3877""","=""0.0004""","=""*""","=""""",,"=""13.8500""","=""907.3""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s.(2S).2s.2p2.(4P)""","=""3P""","=""""",3,9,,"=""""","=""L9089""",
"=""1.3884""","=""0.0005""","=""1.3879""","=""0.0004""","=""*""","=""""",,"=""13.9733""","=""907.3""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s.(2S).2s.2p2.(4P)""","=""3P""","=""""",5,9,,"=""""","=""L9089""",
"=""1.3941""","=""0.0004""","=""1.3941""","=""0.0004""","=""14""","=""""",,"=""26.65060""","=""916.0""","=""1s2.2s.2p""","=""1P*""","=""1""","=""1s.(2S).2s.2p2.(2D)""","=""1D""","=""2""",3,5,,"=""""","=""L9089""",
"=""""","=""""","=""1.3943""","=""0.0003""","=""m""","=""""",,"=""36.0452""","=""925.27""","=""1s2.2p2""","=""3P""","=""2""","=""1s.2p3""","=""3D*""","=""""",5,15,,"=""""","=""L9089""",
"=""6.509""","=""0.003""","=""6.509""","=""0.005""","=""300*""","=""""",,"=""13.9733""","=""204.45""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.6p""","=""3P""","=""""",5,9,,"=""""","=""L9089""",
"=""6.509""","=""0.003""","=""6.509""","=""0.004""","=""300*""","=""""",,"=""13.9733""","=""204.45""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.6p""","=""3S""","=""1""",5,3,,"=""""","=""L9089""",
"=""6.516""","=""0.003""","=""6.513""","=""0.003""","=""260*""","=""""",,"=""13.8500""","=""204.20""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.6p""","=""3D""","=""""",3,15,,"=""""","=""L9089""",
"=""6.516""","=""0.003""","=""6.518""","=""0.003""","=""260*""","=""""",,"=""13.9733""","=""204.20""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.6p""","=""3D""","=""""",5,15,,"=""""","=""L9089""",
"=""6.585""","=""""","=""6.5850""","=""0.0022""","=""bl""","=""1.5e+10""",D,"=""0.00000""","=""188.28""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.6p""","=""1P*""","=""1""",1,3,,"=""T5633c91""","=""L9089""",
"=""6.710""","=""0.003""","=""6.707""","=""0.003""","=""280*""","=""""",,"=""13.8500""","=""198.70""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.9d""","=""3D""","=""""",3,15,,"=""""","=""L9089""",
"=""6.710""","=""0.003""","=""6.712""","=""0.003""","=""280*""","=""""",,"=""13.9733""","=""198.70""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.9d""","=""3D""","=""""",5,15,,"=""""","=""L9089""",
"=""""","=""""","=""6.7755""","=""0.0006""","=""""","=""3.4e+09""",B,"=""13.7936""","=""196.783""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2s.8d""","=""3D""","=""""",1,15,,"=""T5633c91,LS""","=""""",
"=""""","=""""","=""6.7776""","=""0.0006""","=""""","=""3.8e+09""",B,"=""13.8500""","=""196.783""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.8d""","=""3D""","=""""",3,15,,"=""T5633c91,LS""","=""""",
"=""6.780""","=""0.003""","=""6.7822""","=""0.0006""","=""230bl""","=""3.4e+09""",B,"=""13.9733""","=""196.783""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.8d""","=""3D""","=""""",5,15,,"=""T5633c91,LS""","=""L9089""",
"=""""","=""""","=""6.8024""","=""0.0005""","=""""","=""2.4e+09""",D,"=""0.00000""","=""182.267""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2p.4d""","=""1P*""","=""1""",1,3,,"=""T5633c91""","=""""",
"=""6.816""","=""0.002""","=""6.8176""","=""0.0014""","=""300""","=""""",,"=""13.9733""","=""195.83""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.5p""","=""3P""","=""""",5,9,,"=""""","=""L9089""",
"=""6.831""","=""0.002""","=""6.831""","=""0.003""","=""350bl*""","=""""",,"=""13.8500""","=""195.35""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.5p""","=""3D""","=""2""",3,5,,"=""""","=""L9089""",
"=""6.831""","=""0.002""","=""6.8311""","=""0.0023""","=""350bl*""","=""1.06e+10""",B,"=""13.9733""","=""195.47""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.5p""","=""3D""","=""3""",5,7,,"=""T5633c91,LS""","=""L9089""",
"=""6.894""","=""""","=""6.8942""","=""0.0019""","=""190""","=""2.38e+10""",C,"=""0.00000""","=""179.84""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2s.5p""","=""1P*""","=""1""",1,3,,"=""T5633c1,LS""","=""L9089""",
"=""""","=""""","=""6.8979""","=""0.0014""","=""""","=""7.4e+09""",B,"=""13.7936""","=""193.54""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2s.7d""","=""3D""","=""""",1,15,,"=""T5633c91,LS""","=""""",
