obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""22.14""","=""22.1156+""","=""""","=""""",,"=""15.69057""","=""71.7524""","=""4s.4p""","=""3P*""","=""2""","=""4s.5d""","=""3D""","=""2""",5,5,,"=""""","=""L10650""",
"=""31.1270""","=""31.1280+""","=""3""","=""""",,"=""14.55446""","=""54.3849""","=""4s.4p""","=""3P*""","=""0""","=""4s.5s""","=""3S""","=""1""",1,3,,"=""""","=""L9313""",
"=""31.3925""","=""31.3923+""","=""5""","=""""",,"=""14.88986""","=""54.3849""","=""4s.4p""","=""3P*""","=""1""","=""4s.5s""","=""3S""","=""1""",3,3,,"=""""","=""L9313""",
"=""32.0424""","=""32.0419+""","=""7""","=""""",,"=""15.69057""","=""54.3849""","=""4s.4p""","=""3P*""","=""2""","=""4s.5s""","=""3S""","=""1""",5,3,,"=""""","=""L9313""",
"=""38.5538""","=""38.55147+""","=""15""","=""""",,"=""14.88986""","=""47.05055""","=""4s.4p""","=""3P*""","=""1""","=""4s.4d""","=""1D""","=""2""",3,5,,"=""""","=""L9313""",
"=""42.9953""","=""42.9953+""","=""40""","=""""",,"=""14.55446""","=""43.39113""","=""4s.4p""","=""3P*""","=""0""","=""4s.4d""","=""3D""","=""1""",1,3,,"=""""","=""L9313""",
"=""43.4171""","=""43.4175+""","=""50m""","=""""",,"=""14.88986""","=""43.44615""","=""4s.4p""","=""3P*""","=""1""","=""4s.4d""","=""3D""","=""2""",3,5,,"=""""","=""L9313""",
"=""43.5027""","=""43.5013+""","=""35""","=""""",,"=""14.88986""","=""43.39113""","=""4s.4p""","=""3P*""","=""1""","=""4s.4d""","=""3D""","=""1""",3,3,,"=""""","=""L9313""",
"=""44.5315""","=""44.5309+""","=""65""","=""""",,"=""15.69057""","=""43.53286""","=""4s.4p""","=""3P*""","=""2""","=""4s.4d""","=""3D""","=""3""",5,7,,"=""""","=""L9313""",
"=""44.6697""","=""44.6700+""","=""40""","=""""",,"=""15.69057""","=""43.44615""","=""4s.4p""","=""3P*""","=""2""","=""4s.4d""","=""3D""","=""2""",5,5,,"=""""","=""L9313""",
"=""44.7609""","=""44.7587+""","=""17m""","=""""",,"=""15.69057""","=""43.39113""","=""4s.4p""","=""3P*""","=""2""","=""4s.4d""","=""3D""","=""1""",5,3,,"=""""","=""L9313""",
"=""45.8125""","=""45.8112+""","=""3""","=""""",,"=""34.08719""","=""61.1514""","=""4p2""","=""3P""","=""0""","=""4s.5p""","=""3P*""","=""1""",1,3,,"=""""","=""L9313""",
"=""46.2630""","=""46.2612+""","=""10""","=""""",,"=""34.64298""","=""61.44389""","=""4p2""","=""3P""","=""1""","=""4s.5p""","=""3P*""","=""2""",3,5,,"=""""","=""L9313""",
"=""46.8388""","=""46.8375+""","=""9""","=""""",,"=""34.68022""","=""61.1514""","=""4p2""","=""1D""","=""2""","=""4s.5p""","=""3P*""","=""1""",5,3,,"=""""","=""L9313""",
"=""47.9283""","=""47.9264+""","=""50""","=""""",,"=""21.18084""","=""47.05055""","=""4s.4p""","=""1P*""","=""1""","=""4s.4d""","=""1D""","=""2""",3,5,,"=""""","=""L9313""",
"=""48.0227""","=""48.0226+""","=""8""","=""""",,"=""34.64298""","=""60.4609""","=""4p2""","=""3P""","=""1""","=""4p.4d""","=""1D*""","=""2""",3,5,,"=""""","=""L9313""",
"=""48.0916""","=""48.0919+""","=""20""","=""""",,"=""34.68022""","=""60.4609""","=""4p2""","=""1D""","=""2""","=""4p.4d""","=""1D*""","=""2""",5,5,,"=""""","=""L9313""",
"=""48.2212""","=""48.2188+""","=""6""","=""""",,"=""35.73103""","=""61.44389""","=""4p2""","=""3P""","=""2""","=""4s.5p""","=""3P*""","=""2""",5,5,,"=""""","=""L9313""",
