Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""2s2.2p3""","=""4S*""","=""3/2""",4,"=""""","=""0.0000""","=""""","=""0""","=""L7237"""
"=""2s2.2p3""","=""2D*""","=""3/2""",4,"=""""","=""10.22154""","=""""","=""""","="""""
"=""2s2.2p3""","=""2D*""","=""5/2""",6,"=""""","=""10.36445""","=""""","=""""","="""""
"=""2s2.2p3""","=""2P*""","=""1/2""",2,"=""""","=""15.7429""","=""""","=""""","="""""
"=""2s2.2p3""","=""2P*""","=""3/2""",4,"=""""","=""15.9697""","=""""","=""""","="""""
"=""2s.2p4""","=""4P""","=""5/2""",6,"=""""","=""46.9228""","=""""","=""""","="""""
"=""2s.2p4""","=""4P""","=""3/2""",4,"=""""","=""47.7788""","=""""","=""""","="""""
"=""2s.2p4""","=""4P""","=""1/2""",2,"=""""","=""48.2153""","=""""","=""""","="""""
"=""2s.2p4""","=""2D""","=""3/2""",4,"=""""","=""64.5614""","=""""","=""""","="""""
"=""2s.2p4""","=""2D""","=""5/2""",6,"=""""","=""64.5789""","=""""","=""""","="""""
"=""2s.2p4""","=""2S""","=""1/2""",2,"=""""","=""75.4796""","=""""","=""""","="""""
"=""2s.2p4""","=""2P""","=""3/2""",4,"=""""","=""78.9653""","=""""","=""""","="""""
"=""2s.2p4""","=""2P""","=""1/2""",2,"=""""","=""80.052""","=""""","=""""","="""""
"=""2p5""","=""2P*""","=""3/2""",4,"=""""","=""122.8992""","=""""","=""""","="""""
"=""2p5""","=""2P*""","=""1/2""",2,"=""""","=""124.2783""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3s""","=""4P""","=""1/2""",2,"=""""","=""258.812""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""",4,"=""""","=""259.425""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3s""","=""4P""","=""5/2""",6,"=""""","=""260.173""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""",2,"=""""","=""261.991""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""",4,"=""""","=""262.908""","=""""","=""""","="""""
"=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""",4,"=""""","=""267.717""","=""?""","=""""","="""""
"=""2s2.2p2.(1D).3s""","=""2D""","=""5/2""",6,"=""""","=""267.823""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""2P""","=""3/2""",4,"=""""","=""289.027""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""2P""","=""1/2""",2,"=""""","=""290.272""","=""?""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""2F""","=""5/2""",6,"=""""","=""290.494""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""2F""","=""7/2""",8,"=""""","=""291.546""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""4P""","=""5/2""",6,"=""""","=""291.432""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""",4,"=""""","=""291.762""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""4P""","=""1/2""",2,"=""""","=""291.830""","=""""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""2D""","=""3/2""",4,"=""""","=""294.921""","=""?""","=""""","="""""
"=""2s2.2p2.(3P).3d""","=""2D""","=""5/2""",6,"=""""","=""295.070""","=""?""","=""""","="""""
"=""2s2.2p2.(1D).3d""","=""2D?""","=""3/2""",4,"=""""","=""298.511""","=""""","=""""","="""""
"=""2s2.2p2.(1D).3d""","=""2D?""","=""5/2""",6,"=""""","=""298.690""","=""""","=""""","="""""
"=""2s2.2p2.(1D).3d""","=""2F""","=""7/2""",8,"=""""","=""298.687""","=""""","=""""","="""""
"=""2s2.2p2.(1D).3d""","=""2F""","=""5/2""",6,"=""""","=""299.118""","=""""","=""""","="""""
"=""2s.2p3.(5S*).3p""","=""4P""","=""5/2""",6,"=""""","=""299.790""","=""?""","=""""","="""""
"=""2s.2p3.(5S*).3d""","=""4D*""","=""1/2""",2,"=""""","=""""","=""""","=""""","="""""
"=""2s.2p3.(5S*).3d""","=""4D*""","=""3/2""",4,"=""""","=""315.250""","=""""","=""""","="""""
"=""2s.2p3.(5S*).3d""","=""4D*""","=""5/2""",6,"=""""","=""315.575""","=""""","=""""","="""""
"=""2s.2p3.(5S*).3d""","=""4D*""","=""7/2""",8,"=""""","=""316.471""","=""""","=""""","="""""
"=""2s.2p3.(3D*).3d""","=""4D*""","=""7/2""",8,"=""""","=""333.505""","=""?""","=""""","="""""
"=""2s.2p3.(3P*).3d""","=""4D*""","=""7/2""",8,"=""""","=""342.089""","=""?""","=""""","="""""
"=""2s2.2p2.(3P).4d""","=""4P""","=""5/2""",6,"=""""","=""361.36""","=""?""","=""""","="""""
"=""S XI (2p2 3P<0>)""","=""Limit""","=""---""",,"=""[""","=""447.7""","=""]""","=""0.3""","=""L11770"""
