Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""3s2.3p5""","=""2P*""","=""3/2""",4,"=""""","=""0.0000""","=""""","=""0.0004""","=""L7185"""
"=""3s2.3p5""","=""2P*""","=""1/2""",2,"=""""","=""0.268475""","=""""","=""0.000025""","=""L7248"""
"=""3s.3p6""","=""2S""","=""1/2""",2,"=""""","=""16.1936""","=""""","=""0.0004""","=""L7185"""
"=""3s2.3p4.(1D).3d""","=""2P""","=""1/2""",2,"=""""","=""22.7980""","=""""","=""0.0009""","=""L7185"""
"=""3s2.3p4.(1D).3d""","=""2P""","=""3/2""",4,"=""""","=""22.9713""","=""""","=""0.0009""","=""L7185"""
"=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""",4,"=""""","=""23.6707""","=""""","=""0.0009""","=""L7185"""
"=""3s2.3p4.(1D).3d""","=""2D""","=""5/2""",6,"=""""","=""23.8151""","=""""","=""0.0009""","=""L7185"""
"=""3s2.3p4.(3P).3d""","=""2F""","=""5/2""",6,"=""""","=""24.9413""","=""""","=""0.0010""","=""L7185"""
"=""3s2.3p4.(3P).4s""","=""4P""","=""5/2""",6,"=""""","=""25.717038""","=""""","=""0.000025""","=""L7185"""
"=""3s2.3p4.(3P).4s""","=""4P""","=""3/2""",4,"=""""","=""25.873990""","=""""","=""0.000025""","=""L7185"""
"=""3s2.3p4.(3P).4s""","=""4P""","=""1/2""",2,"=""""","=""25.969891""","=""""","=""0.000025""","=""L7185"""
"=""3s2.3p4.(3P).4s""","=""2P""","=""3/2""",4,"=""""","=""26.374588""","=""""","=""0.000025""","=""L7185"""
"=""3s2.3p4.(3P).4s""","=""2P""","=""1/2""",2,"=""""","=""26.561420""","=""""","=""0.000025""","=""L7185"""
"=""3s2.3p4.(1D).4s""","=""2D""","=""5/2""",6,"=""""","=""27.9028""","=""""","=""0.0012""","=""L7185"""
"=""3s2.3p4.(1D).4s""","=""2D""","=""3/2""",4,"=""""","=""27.9069""","=""""","=""0.0012""","=""L7185"""
"=""3s2.3p4.(3P).4p""","=""4P*""","=""5/2""",6,"=""""","=""29.44773""","=""""","=""0.00004""","=""L7185"""
"=""3s2.3p4.(3P).4p""","=""4P*""","=""3/2""",4,"=""""","=""29.49735""","=""""","=""0.00004""","=""L7185"""
"=""3s2.3p4.(3P).4p""","=""4P*""","=""1/2""",2,"=""""","=""29.56466""","=""""","=""0.00004""","=""L7185"""
"=""3s2.3p4.(3P).4p""","=""4D*""","=""7/2""",8,"=""""","=""29.85910""","=""""","=""0.00004""","=""L7185"""
"=""3s2.3p4.(3P).4p""","=""4D*""","=""5/2""",6,"=""""","=""29.93518""","=""""","=""0.00004""","=""L7185"""
"=""3s2.3p4.(3P).4p""","=""4D*""","=""3/2""",4,"=""""","=""30.02467""","=""""","=""0.00004""","=""L7185"""
"=""3s2.3p4.(3P).4p""","=""4D*""","=""1/2""",2,"=""""","=""30.06948""","=""""","=""0.00004""","=""L7185"""
"=""3s2.3p4.(3P).3d""","=""2P""","=""3/2""",4,"=""""","=""29.8854""","=""""","=""0.0015""","=""L7185"""
"=""3s2.3p4.(3P).3d""","=""2P""","=""1/2""",2,"=""""","=""30.0722""","=""""","=""0.0015""","=""L7185"""
"=""3s2.3p4.(1S).4s""","=""2S""","=""1/2""",2,"=""""","=""29.9629""","=""""","=""0.0015""","=""L7185"""
"=""3s2.3p4.(3P).4p""","=""2D*""","=""5/2""",6,"=""""","=""30.14311""","=""""","=""0.00005""","=""L7185"""
"=""3s2.3p4.(3P).4p""","=""2D*""","=""3/2""",4,"=""""","=""30.18373""","=""""","=""0.00005""","=""L7185"""
"=""3s2.3p4.(3P).4p""","=""2P*""","=""3/2""",4,"=""""","=""30.24562""","=""""","=""0.00005""","=""L7185"""
"=""3s2.3p4.(3P).4p""","=""2P*""","=""1/2""",2,"=""""","=""30.42353""","=""""","=""0.00005""","=""L7185"""
"=""3s2.3p4.(1S).3d""","=""2D""","=""5/2""",6,"=""""","=""30.3170""","=""""","=""0.0015""","=""L7185"""
"=""3s2.3p4.(1S).3d""","=""2D""","=""3/2""",4,"=""""","=""30.5014""","=""""","=""0.0015""","=""L7185"""
"=""3s2.3p4.(3P).4p""","=""4S*""","=""3/2""",4,"=""""","=""30.57768""","=""""","=""0.00006""","=""L7185"""
"=""3s2.3p4.(1D).3d""","=""2S""","=""1/2""",2,"=""""","=""31.1024""","=""""","=""0.0016""","=""L7185"""
"=""3s2.3p4.(3P).5s""","=""2P""","=""3/2""",4,"=""""","=""32.5865""","=""""","=""0.0017""","=""L7185"""
"=""3s2.3p4.(3P).5s""","=""2P""","=""1/2""",2,"=""""","=""32.7033""","=""""","=""0.0017""","=""L7185"""
"=""3s2.3p4.(1D).5s""","=""2D""","=""5/2""",6,"=""""","=""35.8810""","=""""","=""0.0021""","=""L7185"""
"=""3s2.3p4.(1D).5s""","=""2D""","=""3/2""",4,"=""""","=""35.8958""","=""""","=""0.0021""","=""L7185"""
"=""3s2.3p4.(3P).3d""","=""2D""","=""5/2""",6,"=""""","=""37.4933""","=""""","=""0.0022""","=""L7185"""
"=""3s2.3p4.(3P).3d""","=""2D""","=""3/2""",4,"=""""","=""37.6790""","=""""","=""0.0022""","=""L7185"""
"=""K IV (3p4 3P<2>)""","=""Limit""","=""---""",,"=""[""","=""45.8031""","=""]""","=""0.0017""","=""L11770"""
