Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Leading percentages,Reference
"=""1s""","=""2S""","=""1/2""",2,"=""""","=""0.00000000""","=""""","=""0.00000022""","="" 100                    ""","=""L3620c107"""
"=""2p""","=""2P*""","=""1/2""",2,"=""(""","=""367.47407361""","="")""","=""0.00000022""","="" 100                    ""","=""L19200"""
"=""2p""","=""2P*""","=""3/2""",4,"=""(""","=""367.53296255""","="")""","=""0.00000022""","="" 100                    ""","=""L19200"""
"=""2s""","=""2S""","=""1/2""",2,"=""(""","=""367.47730732""","="")""","=""0.00000022""","="" 100                    ""","=""L19200"""
"=""3p""","=""2P*""","=""1/2""",2,"=""(""","=""435.54680078""","="")""","=""0.00000012""","="" 100                    ""","=""L3620c107"""
"=""3p""","=""2P*""","=""3/2""",4,"=""(""","=""435.56424974""","="")""","=""0.00000009""","="" 100                    ""","=""L3620c107"""
"=""3s""","=""2S""","=""1/2""",2,"=""(""","=""435.54776594""","="")""","=""0.00000025""","="" 100                    ""","=""L3620c107"""
"=""3d""","=""2D""","=""3/2""",4,"=""(""","=""435.564220644""","="")""","=""0.000000005""","="" 100                    ""","=""L3620c107"""
"=""3d""","=""2D""","=""5/2""",6,"=""(""","=""435.570031917""","="")""","=""0.000000005""","="" 100                    ""","=""L3620c107"""
"=""4p""","=""2P*""","=""1/2""",2,"=""(""","=""459.36986090""","="")""","=""0.00000007""","="" 100                    ""","=""L3620c107"""
"=""4p""","=""2P*""","=""3/2""",4,"=""(""","=""459.37722189""","="")""","=""0.00000004""","="" 100                    ""","=""L3620c107"""
"=""4s""","=""2S""","=""1/2""",2,"=""(""","=""459.37026931""","="")""","=""0.00000010""","="" 100                    ""","=""L3620c107"""
"=""4d""","=""2D""","=""3/2""",4,"=""(""","=""459.37720947""","="")""","=""0.00000009""","="" 100                    ""","=""L3620c107"""
"=""4d""","=""2D""","=""5/2""",6,"=""(""","=""459.37966120""","="")""","=""0.00000009""","="" 100                    ""","=""L3620c107"""
"=""4f""","=""2F*""","=""5/2""",6,"=""(""","=""459.37965677""","="")""","=""0.00000004""","="" 100                    ""","=""L3620c107"""
"=""4f""","=""2F*""","=""7/2""",8,"=""(""","=""459.38088237""","="")""","=""0.00000004""","="" 100                    ""","=""L3620c107"""
"=""5p""","=""2P*""","=""1/2""",2,"=""(""","=""470.39551229""","="")""","=""0.00000004""","="" 100                    ""","=""L3620c107"""
"=""5p""","=""2P*""","=""3/2""",4,"=""(""","=""470.399280950""","="")""","=""0.000000025""","="" 100                    ""","=""L3620c107"""
"=""5s""","=""2S""","=""1/2""",2,"=""(""","=""470.39572171""","="")""","=""0.00000006""","="" 100                    ""","=""L3620c107"""
"=""5d""","=""2D""","=""3/2""",4,"=""(""","=""470.39927454""","="")""","=""0.00000006""","="" 100                    ""","=""L3620c107"""
"=""5d""","=""2D""","=""5/2""",6,"=""(""","=""470.40052983""","="")""","=""0.00000006""","="" 100                    ""","=""L3620c107"""
"=""5f""","=""2F*""","=""5/2""",6,"=""(""","=""470.40052755""","="")""","=""0.00000004""","="" 100                    ""","=""L3620c107"""
"=""5f""","=""2F*""","=""7/2""",8,"=""(""","=""470.40115507""","="")""","=""0.00000004""","="" 100                    ""","=""L3620c107"""
"=""5g""","=""2G""","=""7/2""",8,"=""(""","=""470.401153883""","="")""","=""0.000000007""","="" 100                    ""","=""L3620c107"""
"=""5g""","=""2G""","=""9/2""",10,"=""(""","=""470.401530361""","="")""","=""0.000000007""","="" 100                    ""","=""L3620c107"""
"=""6p""","=""2P*""","=""1/2""",2,"=""(""","=""476.384328443""","="")""","=""0.000000025""","="" 100                    ""","=""L3620c107"""
"=""6p""","=""2P*""","=""3/2""",4,"=""(""","=""476.386509299""","="")""","=""0.000000025""","="" 100                    ""","=""L3620c107"""
"=""6s""","=""2S""","=""1/2""",2,"=""(""","=""476.38444973""","="")""","=""0.00000004""","="" 100                    ""","=""L3620c107"""
"=""6d""","=""2D""","=""3/2""",4,"=""(""","=""476.38650555""","="")""","=""0.00000004""","="" 100                    ""","=""L3620c107"""
"=""6d""","=""2D""","=""5/2""",6,"=""(""","=""476.38723199""","="")""","=""0.00000004""","="" 100                    ""","=""L3620c107"""
"=""6f""","=""2F*""","=""5/2""",6,"=""(""","=""476.387230664""","="")""","=""0.000000025""","="" 100                    ""","=""L3620c107"""
"=""6f""","=""2F*""","=""7/2""",8,"=""(""","=""476.387593813""","="")""","=""0.000000025""","="" 100                    ""","=""L3620c107"""
"=""6g""","=""2G""","=""7/2""",8,"=""(""","=""476.387593127""","="")""","=""0.000000009""","="" 100                    ""","=""L3620c107"""
"=""6g""","=""2G""","=""9/2""",10,"=""(""","=""476.387810999""","="")""","=""0.000000009""","="" 100                    ""","=""L3620c107"""
"=""6h""","=""2H*""","=""9/2""",10,"=""(""","=""476.3878105731""","="")""","=""0.0000000025""","="" 100                    ""","=""L3620c107"""
"=""6h""","=""2H*""","=""11/2""",12,"=""(""","=""476.3879558156""","="")""","=""0.0000000025""","="" 100                    ""","=""L3620c107"""
"=""7p""","=""2P*""","=""1/2""",2,"=""(""","=""479.995198346""","="")""","=""0.000000025""","="" 100                    ""","=""L3620c107"""
"=""7p""","=""2P*""","=""3/2""",4,"=""(""","=""479.996571670""","="")""","=""0.000000025""","="" 100                    ""","=""L3620c107"""
"=""7s""","=""2S""","=""1/2""",2,"=""(""","=""479.995274765""","="")""","=""0.000000025""","="" 100                    ""","=""L3620c107"""
"=""7d""","=""2D""","=""3/2""",4,"=""(""","=""479.996569302""","="")""","=""0.000000025""","="" 100                    ""","=""L3620c107"""
"=""7d""","=""2D""","=""5/2""",6,"=""(""","=""479.997026754""","="")""","=""0.000000025""","="" 100                    ""","=""L3620c107"""
"=""7f""","=""2F*""","=""5/2""",6,"=""(""","=""479.997025923""","="")""","=""0.000000025""","="" 100                    ""","=""L3620c107"""
"=""7f""","=""2F*""","=""7/2""",8,"=""(""","=""479.997254612""","="")""","=""0.000000025""","="" 100                    ""","=""L3620c107"""
"=""7g""","=""2G""","=""7/2""",8,"=""(""","=""479.997254177""","="")""","=""0.000000007""","="" 100                    ""","=""L3620c107"""
"=""7g""","=""2G""","=""9/2""",10,"=""(""","=""479.997391379""","="")""","=""0.000000007""","="" 100                    ""","=""L3620c107"""
"=""7h""","=""2H*""","=""9/2""",10,"=""(""","=""479.9973911099""","="")""","=""0.0000000025""","="" 100                    ""","=""L3620c107"""
"=""7h""","=""2H*""","=""11/2""",12,"=""(""","=""479.9974825755""","="")""","=""0.0000000025""","="" 100                    ""","=""L3620c107"""
"=""7i""","=""2I""","=""11/2""",12,"=""(""","=""479.9974823917""","="")""","=""0.0000000007""","="" 100                    ""","=""L3620c107"""
"=""7i""","=""2I""","=""13/2""",14,"=""(""","=""479.9975477222""","="")""","=""0.0000000007""","="" 100                    ""","=""L3620c107"""
"=""8p""","=""2P*""","=""1/2""",2,"=""(""","=""482.338691469""","="")""","=""0.000000012""","="" 100                    ""","=""L3620c107"""
"=""8p""","=""2P*""","=""3/2""",4,"=""(""","=""482.339611469""","="")""","=""0.000000012""","="" 100                    ""","=""L3620c107"""
"=""8s""","=""2S""","=""1/2""",2,"=""(""","=""482.338742689""","="")""","=""0.000000012""","="" 100                    ""","=""L3620c107"""
"=""8d""","=""2D""","=""3/2""",4,"=""(""","=""482.339609870""","="")""","=""0.000000025""","="" 100                    ""","=""L3620c107"""
"=""8d""","=""2D""","=""5/2""",6,"=""(""","=""482.339916334""","="")""","=""0.000000025""","="" 100                    ""","=""L3620c107"""
"=""8f""","=""2F*""","=""5/2""",6,"=""(""","=""482.339915776""","="")""","=""0.000000012""","="" 100                    ""","=""L3620c107"""
"=""8f""","=""2F*""","=""7/2""",8,"=""(""","=""482.340068983""","="")""","=""0.000000012""","="" 100                    ""","=""L3620c107"""
"=""8g""","=""2G""","=""7/2""",8,"=""(""","=""482.340068687""","="")""","=""0.000000006""","="" 100                    ""","=""L3620c107"""
"=""8g""","=""2G""","=""9/2""",10,"=""(""","=""482.340160603""","="")""","=""0.000000006""","="" 100                    ""","=""L3620c107"""
"=""8h""","=""2H*""","=""9/2""",10,"=""(""","=""482.3401604222""","="")""","=""0.0000000025""","="" 100                    ""","=""L3620c107"""
"=""8h""","=""2H*""","=""11/2""",12,"=""(""","=""482.3402216964""","="")""","=""0.0000000025""","="" 100                    ""","=""L3620c107"""
"=""8i""","=""2I""","=""11/2""",12,"=""(""","=""482.3402215738""","="")""","=""0.0000000010""","="" 100                    ""","=""L3620c107"""
"=""8i""","=""2I""","=""13/2""",14,"=""(""","=""482.3402653403""","="")""","=""0.0000000010""","="" 100                    ""","=""L3620c107"""
"=""8k""","=""2K*""","=""13/2""",14,"=""(""","=""482.34026525096""","="")""","=""0.00000000025""","="" 100                    ""","=""L3620c107"""
"=""8k""","=""2K*""","=""15/2""",16,"=""(""","=""482.34029807527""","="")""","=""0.00000000025""","="" 100                    ""","=""L3620c107"""
"=""9p""","=""2P*""","=""1/2""",2,"=""(""","=""483.945327571""","="")""","=""0.000000012""","="" 100                    ""","=""L3620c107"""
"=""9p""","=""2P*""","=""3/2""",4,"=""(""","=""483.945973702""","="")""","=""0.000000012""","="" 100                    ""","=""L3620c107"""
"=""9s""","=""2S""","=""1/2""",2,"=""(""","=""483.945363551""","="")""","=""0.000000010""","="" 100                    ""","=""L3620c107"""
"=""9d""","=""2D""","=""3/2""",4,"=""(""","=""483.945972587""","="")""","=""0.000000012""","="" 100                    ""","=""L3620c107"""
"=""9d""","=""2D""","=""5/2""",6,"=""(""","=""483.946187823""","="")""","=""0.000000012""","="" 100                    ""","=""L3620c107"""
"=""9f""","=""2F*""","=""5/2""",6,"=""(""","=""483.946187426""","="")""","=""0.000000012""","="" 100                    ""","=""L3620c107"""
"=""9f""","=""2F*""","=""7/2""",8,"=""(""","=""483.946295020""","="")""","=""0.000000012""","="" 100                    ""","=""L3620c107"""
"=""9g""","=""2G""","=""7/2""",8,"=""(""","=""483.946294818""","="")""","=""0.000000005""","="" 100                    ""","=""L3620c107"""
"=""9g""","=""2G""","=""9/2""",10,"=""(""","=""483.946359373""","="")""","=""0.000000005""","="" 100                    ""","=""L3620c107"""
"=""9h""","=""2H*""","=""9/2""",10,"=""(""","=""483.9463592455""","="")""","=""0.0000000025""","="" 100                    ""","=""L3620c107"""
"=""9h""","=""2H*""","=""11/2""",12,"=""(""","=""483.9464022804""","="")""","=""0.0000000025""","="" 100                    ""","=""L3620c107"""
"=""9i""","=""2I""","=""11/2""",12,"=""(""","=""483.9464021937""","="")""","=""0.0000000010""","="" 100                    ""","=""L3620c107"""
"=""9i""","=""2I""","=""13/2""",14,"=""(""","=""483.9464329324""","="")""","=""0.0000000010""","="" 100                    ""","=""L3620c107"""
"=""9k""","=""2K*""","=""13/2""",14,"=""(""","=""483.9464328695""","="")""","=""0.0000000004""","="" 100                    ""","=""L3620c107"""
"=""9k""","=""2K*""","=""15/2""",16,"=""(""","=""483.9464559232""","="")""","=""0.0000000004""","="" 100                    ""","=""L3620c107"""
"=""9l""","=""2L""","=""15/2""",16,"=""(""","=""483.94645587552""","="")""","=""0.00000000012""","="" 100                    ""","=""L3620c107"""
"=""9l""","=""2L""","=""17/2""",18,"=""(""","=""483.94647380599""","="")""","=""0.00000000012""","="" 100                    ""","=""L3620c107"""
"=""10p""","=""2P*""","=""1/2""",2,"=""(""","=""485.094512745""","="")""","=""0.000000011""","="" 100                    ""","=""L3620c107"""
"=""10p""","=""2P*""","=""3/2""",4,"=""(""","=""485.094983766""","="")""","=""0.000000010""","="" 100                    ""","=""L3620c107"""
"=""10s""","=""2S""","=""1/2""",2,"=""(""","=""485.094538976""","="")""","=""0.000000007""","="" 100                    ""","=""L3620c107"""
"=""10d""","=""2D""","=""3/2""",4,"=""(""","=""485.094982945""","="")""","=""0.000000010""","="" 100                    ""","=""L3620c107"""
"=""10d""","=""2D""","=""5/2""",6,"=""(""","=""485.095139851""","="")""","=""0.000000010""","="" 100                    ""","=""L3620c107"""
"=""10f""","=""2F*""","=""5/2""",6,"=""(""","=""485.095139562""","="")""","=""0.000000010""","="" 100                    ""","=""L3620c107"""
"=""10f""","=""2F*""","=""7/2""",8,"=""(""","=""485.095218003""","="")""","=""0.000000010""","="" 100                    ""","=""L3620c107"""
"=""10g""","=""2G""","=""7/2""",8,"=""(""","=""485.095217852""","="")""","=""0.000000004""","="" 100                    ""","=""L3620c107"""
"=""10g""","=""2G""","=""9/2""",10,"=""(""","=""485.095264914""","="")""","=""0.000000004""","="" 100                    ""","=""L3620c107"""
"=""10h""","=""2H*""","=""9/2""",10,"=""(""","=""485.0952648199""","="")""","=""0.0000000025""","="" 100                    ""","=""L3620c107"""
"=""10h""","=""2H*""","=""11/2""",12,"=""(""","=""485.0952961929""","="")""","=""0.0000000025""","="" 100                    ""","=""L3620c107"""
"=""10i""","=""2I""","=""11/2""",12,"=""(""","=""485.0952961291""","="")""","=""0.0000000010""","="" 100                    ""","=""L3620c107"""
"=""10i""","=""2I""","=""13/2""",14,"=""(""","=""485.0953185377""","="")""","=""0.0000000010""","="" 100                    ""","=""L3620c107"""
"=""10k""","=""2K*""","=""13/2""",14,"=""(""","=""485.0953184918""","="")""","=""0.0000000005""","="" 100                    ""","=""L3620c107"""
"=""10k""","=""2K*""","=""15/2""",16,"=""(""","=""485.0953352980""","="")""","=""0.0000000005""","="" 100                    ""","=""L3620c107"""
"=""10l""","=""2L""","=""15/2""",16,"=""(""","=""485.09533526318""","="")""","=""0.00000000025""","="" 100                    ""","=""L3620c107"""
"=""10l""","=""2L""","=""17/2""",18,"=""(""","=""485.09534833446""","="")""","=""0.00000000025""","="" 100                    ""","=""L3620c107"""
"=""10m""","=""2M*""","=""17/2""",18,"=""(""","=""485.09534830712""","="")""","=""0.00000000006""","="" 100                    ""","=""L3620c107"""
"=""10m""","=""2M*""","=""19/2""",20,"=""(""","=""485.09535876413""","="")""","=""0.00000000006""","="" 100                    ""","=""L3620c107"""
"=""11p""","=""2P*""","=""1/2""",2,"=""(""","=""485.944760011""","="")""","=""0.000000009""","="" 100                    ""","=""L3620c107"""
"=""11p""","=""2P*""","=""3/2""",4,"=""(""","=""485.945113891""","="")""","=""0.000000007""","="" 100                    ""","=""L3620c107"""
"=""11s""","=""2S""","=""1/2""",2,"=""(""","=""485.944779722""","="")""","=""0.000000006""","="" 100                    ""","=""L3620c107"""
