obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""2.6025967573""","=""0.0000000012""","=""""","=""2.5584e+10""",AA,"=""0.00000000""","=""(476.386509299)""","=""1s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""2.6026086718""","=""0.0000000012""","=""""","=""2.5568e+10""",AA,"=""0.00000000""","=""(476.384328443)""","=""1s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""2.6357225331""","=""0.0000000013""","=""""","=""4.4578e+10""",AA,"=""0.00000000""","=""(470.399280950)""","=""1s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""2.6357436496""","=""0.0000000013""","=""""","=""4.4555e+10""",AA,"=""0.00000000""","=""(470.39551229)""","=""1s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""2.6989626939""","=""0.0000000013""","=""""","=""8.8424e+10""",AA,"=""0.00000000""","=""(459.37722189)""","=""1s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""2.6990059424""","=""0.0000000014""","=""""","=""8.8391e+10""",AA,"=""0.00000000""","=""(459.36986090)""","=""1s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""2.8465191647""","=""0.0000000016""","=""""","=""2.1688e+11""",AA,"=""0.00000000""","=""(435.56424974)""","=""1s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""2.8466332024""","=""0.0000000017""","=""""","=""2.1686e+11""",AA,"=""0.00000000""","=""(435.54680078)""","=""1s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""3.373417110""","=""0.000000003""","=""""","=""8.1219e+11""",AA,"=""0.00000000""","=""(367.53296255)""","=""1s""","=""2S""","=""1/2""","=""2p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""3.373957711""","=""0.000000003""","=""""","=""8.1273e+11""",AA,"=""0.00000000""","=""(367.47407361)""","=""1s""","=""2S""","=""1/2""","=""2p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""11.383842617""","=""0.000000024""","=""""","=""5.5703e+09""",AA,"=""(367.47407361)""","=""(476.38650555)""","=""2p""","=""2P*""","=""1/2""","=""6d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""11.384057501""","=""0.000000024""","=""""","=""3.1817e+08""",AA,"=""(367.47407361)""","=""(476.38444973)""","=""2p""","=""2P*""","=""1/2""","=""6s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""11.384180233""","=""0.000000023""","=""""","=""3.7080e+09""",AA,"=""(367.47730732)""","=""(476.386509299)""","=""2s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
