obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""""","=""10.0880""","=""0.0007""","=""""","=""2.00e+09""",E,"=""5.9938""","=""128.896?""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(1D).5d""","=""2D""","=""3/2""",6,4,,"=""u21,LS""","=""""",
"=""10.088""","=""0.0010""","=""10.0880""","=""0.0007""","=""10*""","=""1.86e+10""",D,"=""5.9938""","=""128.896?""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(1D).5d""","=""2D""","=""5/2""",6,6,,"=""u21,LS""","=""L7482""",
"=""10.088""","=""0.0010""","=""10.0884""","=""0.0007""","=""10*""","=""1.80e+10""",D,"=""5.9982""","=""128.896?""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(1D).5d""","=""2D""","=""3/2""",4,4,,"=""u21,LS""","=""L7482""",
"=""""","=""""","=""10.0884""","=""0.0007""","=""""","=""1.33e+09""",E,"=""5.9982""","=""128.896?""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(1D).5d""","=""2D""","=""5/2""",4,6,,"=""u21,LS""","=""""",
"=""10.0945""","=""0.0010""","=""10.0945""","=""0.0010""","=""10*""","=""""",,"=""5.9938""","=""128.817?""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(1D).5d""","=""2F""","=""7/2""",6,8,,"=""""","=""L7482""",
"=""10.0945""","=""0.0010""","=""10.0949""","=""0.0010""","=""10*""","=""""",,"=""5.9982""","=""128.817?""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(1D).5d""","=""2F""","=""5/2""",4,6,,"=""""","=""L7482""",
"=""10.3482""","=""0.0010""","=""10.3478""","=""0.0007""","=""10*""","=""""",,"=""9.07970""","=""128.896?""","=""2s2.2p3""","=""2P*""","=""1/2""","=""2s2.2p2.(1D).5d""","=""2D""","=""3/2""",2,4,,"=""""","=""L7482""",
"=""10.3482""","=""0.0010""","=""10.3482""","=""0.0007""","=""10*""","=""""",,"=""9.08396""","=""128.896?""","=""2s2.2p3""","=""2P*""","=""3/2""","=""2s2.2p2.(1D).5d""","=""2D""","=""5/2""",4,6,,"=""""","=""L7482""",
"=""10.6278""","=""0.0010""","=""10.62778""","=""0.00023""","=""100""","=""6.44e+10""",D+,"=""0.0000""","=""116.6605""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4P""","=""3/2""",4,4,,"=""u21,LS""","=""L7482""",
"=""10.6302""","=""0.0010""","=""10.6302""","=""0.0010""","=""100""","=""6.41e+10""",D+,"=""0.0000""","=""116.634""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4P""","=""5/2""",4,6,,"=""u21,LS""","=""L7482""",
"=""10.6399""","=""0.0010""","=""10.6399""","=""0.0007""","=""100""","=""""",,"=""0.0000""","=""116.528""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""1/2""",4,2,,"=""""","=""L7482""",
"=""10.6490""","=""0.0010""","=""10.6489""","=""0.0010""","=""100""","=""""",,"=""0.0000""","=""116.429""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""5/2""",4,6,,"=""""","=""L7482""",
"=""10.7934""","=""0.0010""","=""10.7937""","=""0.0007""","=""200""","=""2.58e+10""",D,"=""5.9938""","=""120.861""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(1D).4d?""","=""2D?""","=""5/2""",6,6,,"=""u21,LS""","=""L7482""",
"=""""","=""""","=""10.7937""","=""0.0007""","=""""","=""2.77e+09""",E,"=""5.9938""","=""120.861""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(1D).4d?""","=""2D?""","=""3/2""",6,4,,"=""u21,LS""","=""""",
"=""""","=""""","=""10.7941""","=""0.0007""","=""""","=""1.84e+09""",E,"=""5.9982""","=""120.861""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(1D).4d?""","=""2D?""","=""5/2""",4,6,,"=""u21,LS""","=""""",
"=""""","=""""","=""10.7941""","=""0.0007""","=""""","=""2.49e+10""",D,"=""5.9982""","=""120.861""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(1D).4d?""","=""2D?""","=""3/2""",4,4,,"=""u21,LS""","=""""",
