Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""5p6""","=""1S""","=""0""",1,"=""""","=""0.0000000""","=""""","=""0""","=""L9794"""
"=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""",5,"=""""","=""8.3153161""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""",3,"=""""","=""8.4365241""","=""""","=""""","=""L763"""
"=""5p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""0""",1,"=""""","=""9.4471951""","=""""","=""""","=""L9794"""
"=""5p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""1""",3,"=""""","=""9.5697254""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""",3,"=""""","=""9.5801530""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).6p""","=""2[1/2]""","=""0""",1,"=""""","=""9.9334853""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""",5,"=""""","=""9.6856205""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""3""",7,"=""""","=""9.7207407""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""",3,"=""""","=""9.7893002""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""",5,"=""""","=""9.8210940""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""0""",1,"=""""","=""9.8903766""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""",3,"=""""","=""9.9170767""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).5d""","=""2[7/2]*""","=""4""",9,"=""""","=""9.9431148""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).5d""","=""2[7/2]*""","=""3""",7,"=""""","=""10.0390549""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""2""",5,"=""""","=""9.9587513""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""1""",3,"=""""","=""10.4010308""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""",5,"=""""","=""10.1574692""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""3""",7,"=""""","=""10.2200428""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""2""",5,"=""""","=""10.5620622""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""1""",3,"=""""","=""10.5932120""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).7p""","=""2[1/2]""","=""1""",3,"=""""","=""10.9015749""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).7p""","=""2[1/2]""","=""0""",1,"=""""","=""11.0150359""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).7p""","=""2[5/2]""","=""2""",5,"=""""","=""10.9542123""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).7p""","=""2[5/2]""","=""3""",7,"=""""","=""10.9687845""","=""""","=""""","=""L763"""
"=""5p5.(2P*<1/2>).6p""","=""2[3/2]""","=""1""",3,"=""""","=""10.9576151""","=""""","=""""","=""L763"""
"=""5p5.(2P*<1/2>).6p""","=""2[3/2]""","=""2""",5,"=""""","=""11.0547232""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""0""",1,"=""""","=""10.9714882""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""1""",3,"=""""","=""10.9787729""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).7p""","=""2[3/2]""","=""2""",5,"=""""","=""10.9957246""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).7p""","=""2[3/2]""","=""1""",3,"=""""","=""11.0029230""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""2""",5,"=""""","=""10.9984481""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""1""",3,"=""""","=""11.1625646""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).6d""","=""2[7/2]*""","=""4""",9,"=""""","=""11.0236449""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).6d""","=""2[7/2]*""","=""3""",7,"=""""","=""11.0376796""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).6d""","=""2[5/2]*""","=""2""",5,"=""""","=""11.0647538""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).6d""","=""2[5/2]*""","=""3""",7,"=""""","=""11.1008716""","=""""","=""""","=""L763"""
"=""5p5.(2P*<1/2>).6p""","=""2[1/2]""","=""1""",3,"=""""","=""11.0691488""","=""""","=""""","=""L763"""
"=""5p5.(2P*<1/2>).6p""","=""2[1/2]""","=""0""",1,"=""""","=""11.1412219""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",5,"=""""","=""11.2583279""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""1""",3,"=""""","=""11.2741847""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",3,"=""""","=""11.2626969""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",5,"=""""","=""11.2638950""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).4f""","=""2[9/2]""","=""5""",11,"=""""","=""11.2652855""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).4f""","=""2[9/2]""","=""4""",9,"=""""","=""11.2653910""","=""""","=""""","=""L763"""
"=""5p5.(2P*<3/2>).4f""","=""2[5/2]""","=""3""",7,"=""""","=""11.2710427""","=""""","=""""","=""L763"""
