Initial State,Final State,Partial Lifetime /s,Delta Energy /eV
Xe 2[3/2]o_1;v=5p5(2Po_3/2)6s,Xe 1S;v=5p6,3.663e-09,-8.43633496286139
Xe 2[1/2]o_1;v=5p5(2Po_1/2)6s,Xe 1S;v=5p6,3.95257e-09,-9.56949959892037
Xe 2[1/2]_1;v=5p5(2Po_3/2)6p,Xe 2[3/2]o_2;v=5p5(2Po_3/2)6s,3.21543e-08,-1.2648021939738392
Xe 2[1/2]_1;v=5p5(2Po_3/2)6p,Xe 2[3/2]o_1;v=5p5(2Po_3/2)6s,5.55556e-07,-1.1435914666124507
Xe 2[5/2]_2;v=5p5(2Po_3/2)6p,Xe 2[3/2]o_1;v=5p5(2Po_3/2)6s,7.69231e-08,-1.2490623911288914
Xe 2[5/2]_2;v=5p5(2Po_3/2)6p,Xe 2[3/2]o_2;v=5p5(2Po_3/2)6s,8.06452e-08,-1.3702731184902799
Xe 2[5/2]_3;v=5p5(2Po_3/2)6p,Xe 2[3/2]o_2;v=5p5(2Po_3/2)6s,3.33333e-08,-1.40539703163887
Xe 2[3/2]_1;v=5p5(2Po_3/2)6p,Xe 2[3/2]o_1;v=5p5(2Po_3/2)6s,4.16667e-08,-1.352735586239561
Xe 2[3/2]_1;v=5p5(2Po_3/2)6p,Xe 2[3/2]o_2;v=5p5(2Po_3/2)6s,3.26797e-07,-1.4739463136009494
Xe 2[3/2]_2;v=5p5(2Po_3/2)6p,Xe 2[3/2]o_2;v=5p5(2Po_3/2)6s,3.49651e-08,-1.5057475268823293
Xe 2[3/2]_2;v=5p5(2Po_3/2)6p,Xe 2[3/2]o_1;v=5p5(2Po_3/2)6s,1.23457e-07,-1.3845367995209408
Xe 2[1/2]o_1;v=5p5(2Po_3/2)5d,Xe 1S;v=5p6,6.71141e-08,-9.91684571638277
Xe 2[1/2]o_1;v=5p5(2Po_3/2)5d,Xe 2[1/2]_1;v=5p5(2Po_3/2)6p,2.85714e-06,-0.33691928690893036
Xe 2[1/2]_0;v=5p5(2Po_3/2)6p,Xe 2[3/2]o_1;v=5p5(2Po_3/2)6s,2.71003e-08,-1.4969258827161411
Xe 2[7/2]o_4;v=5p5(2Po_3/2)5d,Xe 2[5/2]_3;v=5p5(2Po_3/2)6p,5.55556e-06,-0.22236053029297942
Xe 2[3/2]o_2;v=5p5(2Po_3/2)5d,Xe 2[1/2]_1;v=5p5(2Po_3/2)6p,2.7027e-06,-0.37858941472129004
Xe 2[3/2]o_2;v=5p5(2Po_3/2)5d,Xe 2[3/2]_2;v=5p5(2Po_3/2)6p,4.7619e-05,-0.13764408181279997
Xe 2[7/2]o_3;v=5p5(2Po_3/2)5d,Xe 2[5/2]_2;v=5p5(2Po_3/2)6p,1.63934e-06,-0.3534212030405186
Xe 2[5/2]o_2;v=5p5(2Po_3/2)5d,Xe 2[5/2]_2;v=5p5(2Po_3/2)6p,1.6129e-06,-0.4718357792785195
Xe 2[5/2]o_2;v=5p5(2Po_3/2)5d,Xe 2[3/2]_1;v=5p5(2Po_3/2)6p,1.69492e-06,-0.36816258416784997
Xe 2[5/2]o_3;v=5p5(2Po_3/2)5d,Xe 2[3/2]_2;v=5p5(2Po_3/2)6p,1.36986e-06,-0.39893475234107
Xe 2[5/2]o_3;v=5p5(2Po_3/2)5d,Xe 2[5/2]_3;v=5p5(2Po_3/2)6p,1.69492e-06,-0.4992852475845293
Xe 2[3/2]o_1;v=5p5(2Po_3/2)5d,Xe 1S;v=5p6,1.68634e-09,-10.400794472416
Xe 2[3/2]o_1;v=5p5(2Po_3/2)5d,Xe 2[3/2]_1;v=5p5(2Po_3/2)6p,4.16667e-07,-0.6117239233150507
Xe 2[3/2]o_1;v=5p5(2Po_3/2)5d,Xe 2[5/2]_2;v=5p5(2Po_3/2)6p,2.08333e-06,-0.7153971184257202
Xe 2[3/2]o_1;v=5p5(2Po_3/2)5d,Xe 2[1/2]_0;v=5p5(2Po_3/2)6p,6.25e-06,-0.46753362683847044
Xe 2[3/2]o_2;v=5p5(2Po_3/2)7s,Xe 2[5/2]_3;v=5p5(2Po_3/2)6p,1.1534e-07,-0.8413001674988294
Xe 2[3/2]o_2;v=5p5(2Po_3/2)7s,Xe 2[1/2]_1;v=5p5(2Po_3/2)6p,1.67504e-07,-0.9818950051638602
Xe 2[3/2]o_2;v=5p5(2Po_3/2)7s,Xe 2[5/2]_2;v=5p5(2Po_3/2)6p,5.55557e-07,-0.8764240806474195
Xe 2[3/2]o_2;v=5p5(2Po_3/2)7s,Xe 2[3/2]_2;v=5p5(2Po_3/2)6p,5.55557e-07,-0.7409496722553701
Xe 2[3/2]o_1;v=5p5(2Po_3/2)7s,Xe 1S;v=5p6,7.15218e-09,-10.5929655468259
Xe 2[3/2]o_1;v=5p5(2Po_3/2)7s,Xe 2[5/2]_2;v=5p5(2Po_3/2)6p,1.46199e-07,-0.907568192835619
Xe 2[3/2]o_1;v=5p5(2Po_3/2)7s,Xe 2[3/2]_1;v=5p5(2Po_3/2)6p,1.79127e-07,-0.8038949977249494
Xe 2[3/2]o_1;v=5p5(2Po_3/2)7s,Xe 2[3/2]_2;v=5p5(2Po_3/2)6p,4.97077e-07,-0.7720937844435696
Xe 2[3/2]o_1;v=5p5(2Po_3/2)7s,Xe 2[1/2]_1;v=5p5(2Po_3/2)6p,7.15218e-07,-1.0130391173520596
Xe 2[1/2]_1;v=5p5(2Po_3/2)7p,Xe 2[1/2]o_1;v=5p5(2Po_1/2)6s,2.27549e-07,-1.3318199344634305
Xe 2[1/2]_1;v=5p5(2Po_3/2)7p,Xe 2[1/2]o_1;v=5p5(2Po_3/2)5d,4.34412e-07,-0.9844738170010299
Xe 2[1/2]_1;v=5p5(2Po_3/2)7p,Xe 2[3/2]o_2;v=5p5(2Po_3/2)7s,7.3516e-07,-0.33949809874610004
Xe 2[1/2]_1;v=5p5(2Po_3/2)7p,Xe 2[1/2]o_0;v=5p5(2Po_3/2)5d,1.30919e-06,-1.011171090483801
Xe 2[1/2]_1;v=5p5(2Po_3/2)7p,Xe 2[1/2]o_0;v=5p5(2Po_1/2)6s,2.89608e-06,-1.4543423843838
