obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""8.5662""","=""8.5662""","=""50g""","=""""",,"=""0.0000""","=""144.737""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).5d""","=""2S""","=""1/2""",4,2,,"=""""","=""L3463""",
"=""8.5804""","=""8.5804""","=""350g""","=""""",,"=""0.0000""","=""144.497""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).6d""","=""2D""","=""5/2""",4,6,,"=""""","=""L3463""",
"=""8.5922""","=""8.5915""","=""10g,bl*""","=""""",,"=""0.4268""","=""144.737""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(1D).5d""","=""2S""","=""1/2""",2,2,,"=""""","=""L3463""",
"=""8.5922""","=""8.5922""","=""10g,bl*""","=""""",,"=""0.0000""","=""144.299""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).6d""","=""2D""","=""3/2""",4,4,,"=""""","=""L3463""",
"=""8.7020""","=""8.7020""","=""100g""","=""""",,"=""0.0000""","=""142.478""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1S).4d""","=""2D""","=""5/2""",4,6,,"=""""","=""L3463""",
"=""8.7279""","=""8.7274""","=""50g""","=""""",,"=""0.4268""","=""142.490""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(1S).4d""","=""2D""","=""3/2""",2,4,,"=""""","=""L3463""",
"=""""","=""8.8367""","=""""","=""5.49e+09""",C,"=""0.0000""","=""140.307""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).5d""","=""2P""","=""3/2""",4,4,,"=""T5741""","=""""",
"=""8.8425""","=""8.8425""","=""100g""","=""5.53e+10""",C+,"=""0.0000""","=""140.214""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).5d""","=""2D""","=""5/2""",4,6,,"=""T5741""","=""L3463""",
"=""8.8539""","=""8.8547""","=""400g,bl""","=""4.05e+10""",C+,"=""0.0000""","=""140.022""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).5d""","=""2D""","=""3/2""",4,4,,"=""T5741""","=""L3463""",
"=""""","=""8.8547""","=""""","=""1.51e+10""",C,"=""0.0000""","=""140.022""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).5d""","=""2P""","=""1/2""",4,2,,"=""T5741""","=""""",
"=""8.8636""","=""8.8636""","=""100g""","=""6.12e+10""",C+,"=""0.4268""","=""140.307""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).5d""","=""2P""","=""3/2""",2,4,,"=""T5741""","=""L3463""",
"=""8.8688""","=""8.8688""","=""200g,bl""","=""""",,"=""0.0000""","=""139.798""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).5d""","=""4D""","=""5/2""",4,6,,"=""""","=""L3463""",
"=""8.8817""","=""8.8817""","=""50g""","=""1.06e+10""",C,"=""0.4268""","=""140.022""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).5d""","=""2D""","=""3/2""",2,4,,"=""T5741""","=""L3463""",
"=""""","=""8.8817""","=""""","=""2.73e+10""",C,"=""0.4268""","=""140.022""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).5d""","=""2P""","=""1/2""",2,2,,"=""T5741""","=""""",
"=""8.8945""","=""8.8945""","=""1g""","=""""",,"=""0.4268""","=""139.821""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).5d""","=""4D""","=""3/2""",2,4,,"=""""","=""L3463""",
"=""9.0630""","=""9.0631""","=""250g,bl""","=""""",,"=""0.0000""","=""136.802""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).4d""","=""2P""","=""3/2""",4,4,,"=""""","=""L3463""",
"=""9.0646""","=""9.0646""","=""100g""","=""""",,"=""0.0000""","=""136.778""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).4d""","=""2D""","=""5/2""",4,6,,"=""""","=""L3463""",
