spectrum,element,charge,configuration,term,J,g,energy_eV,unc_eV,parity,doubtful,above_ionization,ionization_eV,tau_s,tau_source,tau_asd_s,asd_channels,asd_tau_complete,strongest_decay_eV,max_decay_eV,tau_lidb_s,lidb_metastable,ref
Al V,Al,4,2s2.2p5,2P*,1.5,4,0.0,0.0,odd,,no,153.8252,,,,,,,,,,L4714
Al V,Al,4,2s2.2p5,2P*,0.5,2,0.4268,,odd,,no,153.8252,1.364256480218281,"ASD 1/sum(Aki), J-resolved",1.364256480218281,1/1,yes,0.4268,0.4268,,,
Al V,Al,4,2s.2p6,2S,0.5,2,44.4875,,even,,no,153.8252,4.679457182966776e-11,"ASD 1/sum(Aki), J-resolved",4.679457182966776e-11,2/2,yes,44.4875,44.4875,,,
Al V,Al,4,2s2.2p4.(3P).3s,4P,2.5,6,93.21629,,even,,no,153.8252,3.861003861003861e-08,"ASD 1/sum(Aki), J-resolved",3.861003861003861e-08,1/1,yes,93.21629,93.21629,,,
Al V,Al,4,2s2.2p4.(3P).3s,4P,1.5,4,93.48278,,even,,no,153.8252,2.238638907544213e-09,"ASD 1/sum(Aki), J-resolved",2.238638907544213e-09,2/2,yes,93.48278,93.48278,,,
Al V,Al,4,2s2.2p4.(3P).3s,4P,0.5,2,93.6375,,even,,no,153.8252,9.2824654228163e-09,"ASD 1/sum(Aki), J-resolved",9.2824654228163e-09,2/2,yes,93.2107,93.6375,,,
Al V,Al,4,2s2.2p4.(3P).3s,2P,1.5,4,94.75497,,even,,no,153.8252,2.1570319240724764e-11,"ASD 1/sum(Aki), J-resolved",2.1570319240724764e-11,2/2,yes,94.75497,94.75497,,,
Al V,Al,4,2s2.2p4.(3P).3s,2P,0.5,2,95.07012,,even,,no,153.8252,2.1367521367521367e-11,"ASD 1/sum(Aki), J-resolved",2.1367521367521367e-11,2/2,yes,94.64332,95.07012,,,
Al V,Al,4,2s2.2p4.(1D).3s,2D,2.5,6,98.76859,,even,,no,153.8252,5.5248618784530385e-11,"ASD 1/sum(Aki), J-resolved",5.5248618784530385e-11,1/1,yes,98.76859,98.76859,,,
Al V,Al,4,2s2.2p4.(1D).3s,2D,1.5,4,98.77237,,even,,no,153.8252,5.50357732526142e-11,"ASD 1/sum(Aki), J-resolved",5.50357732526142e-11,2/2,yes,98.34557,98.77237,,,
Al V,Al,4,2s2.2p4.(3P).3p,4P*,2.5,6,101.34033,,odd,,no,153.8252,1.909446413295857e-09,"ASD 1/sum(Aki), J-resolved",1.909446413295857e-09,3/3,yes,8.124039999999994,8.124039999999994,,,
Al V,Al,4,2s2.2p4.(3P).3p,4P*,1.5,4,101.43597,,odd,,no,153.8252,1.9192210971684175e-09,"ASD 1/sum(Aki), J-resolved",1.9192210971684175e-09,6/6,yes,8.219679999999997,56.94847,,,
