State,Lifetime /s,Energy /eV
O+ 4So;v=2s2.2p3,,0.0
O+ 2Do;v=2s2.2p3,5630.63,3.32649369616885
O+ 2Po;v=2s2.2p3,6.25702,5.0175247621728
O+ 4P;v=2s.2p4,1.1534e-09,14.8880510505559
O+ 2D;v=2s.2p4,4.45653e-10,20.5804062372532
O+ 4P;v=2s2.2p2(3P)3s,1.01937e-09,22.9656832053639
O+ 2P;v=2s2.2p2(3P)3s,2.51319e-10,23.4187110156179
O+ 2S;v=2s.2p4,1.89753e-10,24.2643877243597
O+ 2So;v=2s2.2p2(3P)3p,3.56683e-08,25.2850021014837
O+ 4Do;v=2s2.2p2(3P)3p,1.17403e-08,25.6307860540831
O+ 2D;v=2s2.2p2(1D)3s,6.2897e-10,25.6607895379587
O+ 4Po;v=2s2.2p2(3P)3p,7.13719e-09,25.8310159154844
O+ 2Do;v=2s2.2p2(3P)3p,1.16979e-08,26.2247806460172
O+ 4So;v=2s2.2p2(3P)3p,4.41034e-09,26.3041287025477
O+ 2P;v=2s.2p4,1.35906e-10,26.3785175055451
O+ 2Po;v=2s2.2p2(3P)3p,7.63155e-09,26.5530832299122
O+ 2Fo;v=2s2.2p2(1D)3p,9.01876e-09,28.3575076279518
O+ 2Do;v=2s2.2p2(1D)3p,6.43455e-09,28.5117404128331
O+ 2S;v=2s2.2p2(1S)3s,1.05679e-09,28.5912124507019
O+ 4F;v=2s2.2p2(3P)3d,4.98848e-09,28.6763876301339
O+ 4P;v=2s2.2p2(3P)3d,4.38714e-09,28.8231815347154
O+ 2Po;v=2s2.2p2(1D)3p,2.27805e-10,28.8383072579915
O+ 4D;v=2s2.2p2(3P)3d,1.32191e-09,28.8519452052077
O+ 2F;v=2s2.2p2(3P)3d,4.41486e-10,28.8623596376273
O+ 2P;v=2s2.2p2(3P)3d,2.00452e-10,28.9552216600357
O+ 2D;v=2s2.2p2(3P)3d,3.63662e-10,29.061597648322
O+ 4P;v=2s2.2p2(3P)4s,2.33754e-09,29.5852948214235
O+ 2P;v=2s2.2p2(3P)4s,8.71581e-10,29.7964350405977
O+ 4Do;v=2s2.2p2(3P)4p,1.41084e-08,30.4706455584305
O+ 2Do;v=2s2.2p2(3P)4p,1.28215e-08,30.7486117189641
O+ 2Po;v=2s2.2p2(3P)4p,1.15982e-08,30.8001879557089
O+ 2F;v=2s2.2p2(1D)3d,6.26677e-10,31.1472117216917
O+ 2G;v=2s2.2p2(1D)3d,5.04898e-09,31.3188018939389
O+ 2Po;v=2s2.2p2(1S)3p,6.28156e-09,31.3656668398273
O+ 2D;v=2s2.2p2(1D)3d,2.64074e-10,31.373105720127
O+ 2P;v=2s2.2p2(1D)3d,5.04733e-10,31.4652238545054
O+ 4So;v=2s.2p3(5So)3s,6.87395e-10,31.6130096097935
O+ 4P;v=2s2.2p2(3P)4d,4.18922e-10,31.6354502320311
O+ 2P;v=2s2.2p2(3P)4d,5.55906e-10,31.6502040112922
O+ 2F;v=2s2.2p2(3P)4d,4.82311e-10,31.6526836380588
O+ 2S;v=2s2.2p2(1D)3d,5.07421e-10,31.6924816476624
O+ 2D;v=2s2.2p2(3P)4d,8.03148e-10,31.7197575420948
O+ 2D;v=2s2.2p2(1D)4s,1.28562e-09,32.146873252638
O+ 2F;v=2s2.2p2(1D)4d,8.05346e-10,34.0627568738354
O+ 2D;v=2s2.2p2(1D)4d,4.05041e-10,34.0844536080429
O+ 2D;v=2s2.2p2(1S)3d,9.88093e-10,34.2168656773782
